,Shared topic 3,Shared topic 6,Shared topic 8,Shared topic 9,Shared topic 10,Omics 1 private topic 3,Omics 1 private topic 9
105,2.4364963,-0.4550919,-2.4607573,-0.55363,-1.7433401,-4.9467354,-5.3755703
106,-4.946329,-1.0674415,-2.3803315,2.4444773,-4.7081833,-0.6212902,-4.4185953
107,-0.048276007,2.4381852,-5.5074053,-1.128739,-2.6204176,-4.454973,-4.2567096
108,-2.696986,2.248884,-1.0778718,-1.1659889,-4.5264316,-4.5358324,-4.013341
109,-1.9593258,2.0295227,-3.9741037,-0.57906926,-1.5310457,-4.759099,-3.9653475
110,-5.7188864,-1.9629582,-1.0572052,-2.787768,-4.3167524,-3.2735112,2.6778257
111,-5.332862,-3.3989134,-4.6106014,-2.3004184,-2.6588538,2.976186,-4.460969
112,-2.769175,-2.867097,2.6394615,-1.1525689,-2.2339005,-3.5918577,-4.920354
113,-2.7016234,-3.4177961,-2.951464,-4.0631123,-2.3904195,-3.7441509,2.7465267
114,-3.6290183,-5.361076,-1.2998075,-5.724144,-2.2230334,-3.223923,2.5692286
115,-1.2302923,-5.0837398,-4.663591,-2.0365016,-5.3717246,-4.390732,2.5169973
116,-1.165225,-1.513739,-4.0692735,-6.007875,-5.8320956,2.9907184,-4.159595
117,-1.7380816,2.0095084,-5.8758526,-5.8269253,-4.868159,-3.181398,-5.3620234
118,-4.254656,-5.2559037,-3.8465316,-1.1828432,2.4290123,-1.8097967,-5.0663924
119,-3.1555254,-3.9472618,2.601093,-4.418371,-3.9299083,-4.970045,-5.0558167
120,-1.341363,1.679467,-1.1727374,-3.9805465,-5.5191092,-3.8250484,-4.6910133
121,-5.283598,2.173273,-4.4338274,-3.0339599,-3.104805,-1.6211593,-5.186859
122,-0.58560395,-0.18079177,-4.1706877,2.2484875,-5.1919446,-4.1134424,-5.1104918
123,-2.6168122,-2.5207763,-4.3987756,-4.0281353,-1.9042187,3.0862598,-5.057873
124,-2.5375435,1.7482631,-4.1550856,-1.1515467,-4.4370584,-4.241805,-5.402346
125,-3.3965385,-0.48226017,-6.034687,-1.0568432,-0.84813356,2.9286547,-5.286217
126,-4.947508,2.0017402,-0.2073254,-2.2109618,-4.86976,-2.0422919,-4.9249234
127,-2.727163,-2.6765716,-3.0326571,2.7882912,-2.2688227,-3.9840555,-4.055573
128,-2.0500364,2.449753,-3.689771,-1.4945456,-3.1154156,-4.201384,-5.57075
129,-3.4080775,-2.4138043,-3.0549428,2.0541506,-1.7723535,-3.8856826,-5.0120034
130,-4.190075,-0.5230435,-1.0134149,-0.26646918,2.4182065,-4.43466,-5.0856104
131,-4.937164,-1.3660839,-4.8317294,-4.177935,-4.645833,2.8949952,-3.8537445
132,-4.369156,-2.736641,-5.351663,2.3747485,-2.3973205,-3.1679952,-4.806251
133,-4.780878,-3.8999112,-3.335348,-6.1432295,2.2746553,-4.0642443,-3.9340708
134,-5.5729365,-0.40916628,2.79119,-2.8118036,-1.1701608,-4.150898,-4.9233365
135,-4.441742,2.10986,-4.927161,-5.1622767,-5.353793,-4.419755,-4.220516
136,-4.1589885,-1.1318985,-3.7946696,-3.2016687,-1.1137757,-4.3859644,2.8035605
137,-2.0707676,-2.0738873,-5.2518606,-5.8047395,-4.3541555,-3.6125503,2.6383948
138,-4.5699115,-2.9941232,-5.1585965,-5.8693533,-5.332676,2.968134,-4.0958343
139,-5.6655297,-1.957636,2.7082212,-1.2902606,-4.5004883,-4.1387186,-4.7101617
140,-3.732199,2.419233,-3.3985562,-0.8082634,-3.2841015,-1.2451408,-5.2513447
141,-0.9922378,-1.5076332,-3.1767097,-5.6010475,2.703017,-4.5755653,-5.4984756
142,-2.138937,-1.0599916,2.4622407,-1.7659777,-0.5977171,-1.03346,-4.1720414
143,-2.8842537,-3.160403,-1.3435417,-5.218113,-2.7424855,-5.2789626,2.7882626
144,-0.8315902,-0.8202382,-5.9094934,-2.7947571,2.434642,-4.2778077,-4.382097
145,-5.469617,2.1823182,-4.871018,-1.3217391,-1.4840432,-3.4980175,-4.784814
146,-2.2239473,-1.5065553,-5.137249,2.139162,-2.0356064,-3.6808655,-4.3667316
147,-5.715569,2.0107281,-3.0624745,-3.7466536,-3.104142,-4.5164285,-2.7739944
148,2.531036,-5.736572,-1.7511408,-2.64219,0.18497777,-4.4400063,-4.856491
149,2.6603172,-4.27075,-1.4843595,-6.0501466,-0.5162833,-2.4999306,-5.414901
150,-3.1309416,2.3383117,-5.4835873,-5.095649,-1.2190555,-2.4915614,-4.460678
151,-4.456028,2.0708187,-5.536299,-4.1263533,-3.6302404,-4.926893,-4.938724
152,-0.8321558,1.9591968,-4.7810416,-1.2629304,-1.4951478,-4.0843735,-4.7850614
153,-5.477957,-0.83967507,-2.5113745,2.3033996,-5.5671496,-3.0644362,-5.7777605
154,-4.634101,2.1841774,-2.4142222,-1.1206048,-2.016614,-4.108908,-4.345381
155,-2.585567,-1.9691367,2.70351,-2.4610338,-0.93583393,-4.297261,-4.8315406
156,-4.203064,-2.3327007,-4.580489,-1.8798976,-4.9873543,-2.613321,2.6639237
157,2.5274308,-5.6243773,-5.0856915,-0.3237935,-5.739216,-4.18036,-4.0895185
158,-0.23764944,-5.3623586,2.54753,-1.7123249,-4.736532,-3.7336116,-5.0524025
159,2.7775772,-1.4964743,-5.830455,-5.461352,-4.727135,-5.42406,-4.5362864
160,2.4573054,-0.82445014,-4.3612347,-1.7866085,-0.5089655,-4.855929,-4.0484304
161,-1.4939172,-1.1726651,2.3325014,-1.3567212,-5.1007576,-4.6915603,-4.9957566
162,-4.995068,-2.5995486,-3.7806525,-0.4499119,2.4305153,-3.0101755,-4.677629
163,-2.3669343,-1.0930965,-5.582474,2.3671494,-2.474641,-2.96472,-4.3335876
164,-2.147798,-0.46153566,-3.9217958,2.3338363,-0.7344994,-3.3943384,-4.3350835
165,-0.7477924,-0.3083189,-4.856897,-4.244738,2.4886017,-3.607,-5.3537335
166,-4.339371,-3.9914463,-6.1657524,-4.0418243,-0.6857043,3.0836182,-4.0070944
167,-2.3459048,-1.5577306,-4.7703896,2.4363773,-2.4286637,-2.433957,-4.522224
168,-5.6643276,-1.8442851,-1.911981,-1.2172635,-6.4658856,-4.120929,2.5661077
169,-0.15065747,-2.3921013,2.3837714,-1.8785571,-2.5756543,-3.2399213,-4.802281
170,-3.5134306,-1.5552691,-2.3466916,2.20892,-3.8257267,-3.672056,-3.5405383
171,-4.9947753,2.0857913,-3.2379484,-0.7677238,-1.0078807,-3.9195716,-4.5576663
172,2.4571075,-0.53514826,-5.715181,-5.271261,-5.6833754,-3.84027,-4.9727063
173,-4.68003,-0.6689985,-5.5088725,2.2840223,-4.1561184,-4.264621,-5.082685
174,2.6388674,-0.9557288,-5.990727,-1.0481666,-4.7790117,-3.600668,-4.944218
175,-4.323429,-0.7538823,-3.5909297,-0.6435376,-3.0488338,-3.9132025,2.8503382
176,2.4875088,-4.474167,-1.701782,-5.4683275,-1.0082253,-5.182461,-5.4494433
177,-3.3290017,-6.3894753,-3.44933,2.3499205,-1.3047838,-4.6060762,-4.5980053
178,2.467621,-1.783127,-4.3224006,-4.5738125,-5.8792872,-4.906402,-5.207028
179,-3.1201766,-0.6093136,-4.381918,-5.440448,-2.9652855,3.0403378,-4.2179055
180,-3.5226033,-4.208415,-4.65362,-1.1919227,-1.9459099,-4.821355,2.739689
181,2.3761888,-2.847059,-1.2318003,-0.7631282,-0.49397182,-4.0927095,-4.4389834
182,2.431809,-0.8051623,-5.6620307,-0.5082786,-3.4808743,-4.9234347,-5.4184093
183,-3.4906168,2.0406487,-2.5246012,-0.66665876,-1.1154251,-3.4410458,-4.9535103
184,-4.1045613,-4.765657,-4.645909,-1.2662907,-1.2015998,-3.9740324,2.6840012
185,2.8649113,-0.62612987,-4.785849,-4.1465063,-2.2197895,-5.263929,-4.1875296
186,-5.6495643,-3.6734245,-5.328727,-4.5320725,-5.197719,2.9216282,-4.730197
187,-4.5308776,-0.002123952,-5.115316,-1.5231596,-4.396935,3.2032883,-4.532276
188,-5.675414,-1.5559311,-5.236635,-2.2501013,-5.598436,2.8935225,-4.8994203
189,-3.515637,-4.1314807,2.4152286,-0.90224546,-6.0866003,-4.0025444,-4.3080983
190,-4.33636,-0.8909968,-3.637362,-1.4783397,-5.060454,2.9550955,-2.6029923
191,-3.3331122,-5.218153,2.8237803,-4.573111,-1.7425259,-4.8667493,-4.300146
192,-0.72189415,-0.06899679,-1.3936076,2.4065318,-6.1073227,-3.4862678,-4.3546124
193,-1.6065519,-2.8328254,-5.9696,2.3750782,-4.616649,-2.7601008,-5.377465
194,-5.1274896,-2.592816,-2.6964839,-2.1601765,-4.92115,2.9002106,-4.39324
195,-2.5561242,2.1128051,-0.941026,-1.9032749,-1.5390451,-3.1965861,-4.1494207
196,-1.171064,-2.0679035,-5.221729,-2.1613255,-1.4236743,-5.3166137,2.7722883
197,-2.8841121,-1.1981297,-4.587279,-5.9267054,-5.376347,2.8014143,-2.5257225
198,-3.6479,2.0298102,-4.133049,-3.3303027,-4.943401,-1.3560264,-4.2559843
199,-4.1753273,-3.395508,-0.8739617,-3.3635473,-5.8568783,-3.65807,2.6882892
200,2.4433105,-4.2205973,-4.98512,-1.4000537,-3.7613096,-3.9790363,-4.8987803
201,-4.994933,1.816791,-4.353753,-2.5752025,-0.9594582,-4.68596,-5.1401067
202,-0.33603466,-3.5454643,-5.4304123,-6.152296,2.5497844,-4.819499,-5.0960646
203,-4.0611105,-0.85355985,-4.6712666,-5.3979278,-4.977677,3.060446,-4.7647886
204,2.7405498,-1.5821352,-2.2249513,-1.8916839,-4.760246,-4.5807085,-4.6681337
205,-0.107130915,-2.080875,-3.6196792,-4.8028283,-1.4559698,-4.516276,2.806241
206,-3.832127,-2.8356967,-3.4181588,-3.2419188,-5.368608,-4.04035,3.0005655
207,-1.9466301,-1.3278055,-6.3823686,-1.3921242,2.390113,-5.1880307,-4.235495
208,-3.623074,-2.0410533,-2.8485208,-3.054172,-4.7338405,3.037347,-3.5909529
209,2.41067,-1.4685106,-4.2162,-1.7063708,-5.53629,-4.0949335,-3.7977552
210,-4.4666934,-2.4316254,2.4153712,-4.6928377,-5.7596903,-3.5740063,-5.0078015
211,2.463133,-5.0891876,-2.1626306,-4.652671,-1.1017644,-5.049861,-5.510729
212,-3.583869,-3.4719212,-2.6731195,-1.5020988,2.4757555,-1.9106269,-4.3083897
213,-4.9249835,-0.25766158,2.9377356,-1.4748065,-4.125128,-1.2801696,-5.2857065
214,-4.924554,-1.8535439,-4.851861,-5.5767193,2.6036289,-3.734199,-5.2598915
215,-1.5742757,-0.13940361,2.5032537,-2.155553,-3.7894132,-3.896006,-4.6368
216,-3.701694,-2.5326557,-3.845845,2.330983,-2.0978198,-3.5580697,-4.5763373
217,-1.849887,-1.3830895,-2.2716672,-1.2204287,-4.4482183,-5.120818,2.5902407
218,-4.466433,-2.3463187,-4.221294,-2.1876044,2.3195019,-4.8970623,-5.178699
219,-2.8268864,1.9370337,-5.737707,-2.3289907,-0.71802956,-4.504339,-4.590196
220,-0.1345293,-1.3397086,2.6957202,-1.9873307,-5.591105,-4.827008,-4.870145
221,-2.547853,-5.74589,2.6787288,-0.8788159,-5.1401258,-5.0251055,-4.5051346
222,-4.3985987,-4.1736174,2.6369753,-6.000642,-1.1473743,-2.4662223,-5.3423114
223,-4.7017603,-1.5845021,-0.7930777,-2.062924,-0.8350779,-3.9981499,2.5099301
224,-1.5374666,-1.2717671,-0.8088794,2.4890785,-5.3240237,-2.9276483,-4.862424
225,-2.9146075,-5.1736484,-1.5688043,-5.4941106,-1.840655,-4.6607037,2.8318424
226,-3.2317514,-1.1789665,-1.8134396,-5.361152,2.4975193,-4.2464914,-4.855569
227,-3.1135478,-1.4782227,-2.1386974,2.1635413,-0.059509903,-3.8294961,-4.758339
228,-4.215808,2.2312512,-5.2382693,-4.0221744,-2.6841714,-4.1124563,-4.6382565
229,-3.8942418,-0.5070593,-6.486455,-2.1270747,-1.0717583,2.9399083,-5.2578545
230,2.6209762,-1.7594819,-0.4596806,-1.9366635,-5.2238526,-4.3566103,-5.355092
231,-4.736587,-5.055071,-3.9303057,-6.2192044,-5.3501024,3.0679321,-4.9448104
232,-4.363057,-4.6416183,2.575987,-2.9675798,-4.670196,-4.475478,-4.7994747
233,-3.9272156,-1.3516892,-2.185408,2.3694665,-0.3988553,-5.165535,-4.8665557
234,-3.369147,-3.3518703,-0.93534863,-0.5864527,-5.5798163,2.906522,-4.1725116
235,2.523988,-2.1996493,-3.7509928,-4.31518,-1.4082326,-4.7610054,-4.955937
236,-4.5223694,-1.11768,-1.718397,-4.103756,-4.941409,-4.4868507,3.01972
237,-5.58741,-4.3627434,-5.034999,-1.1722836,-3.7443311,-4.7184987,2.9732218
238,-5.3872266,-5.506921,-5.238433,-5.4105387,-1.3984597,3.0861177,-4.419266
239,2.8208158,-5.7708554,-1.0363607,-0.18541467,-4.8551974,-3.8222573,-5.4692187
240,-3.4198442,-1.5730388,-2.480432,-4.3091154,2.6249015,-4.608789,-5.001978
241,-0.5402305,-0.9140769,2.318371,-2.851843,-2.8055515,-2.2840452,-4.577964
242,-1.2980952,-0.28622368,2.668908,-1.2753432,-1.3018224,-3.937322,-5.589382
243,-4.98724,1.8755169,-4.0044813,-4.9244585,-5.6824646,-0.49671617,-3.40493
244,-4.8319154,-1.2313377,-5.470382,-5.986331,-5.200686,2.5826359,-4.9873047
245,-2.3877714,-1.1833665,2.5565183,-1.8435866,-2.5808613,-2.6424782,-5.0076966
246,-1.9071039,-2.0166652,-1.6151837,-4.332332,-1.403614,-4.20842,2.738143
247,2.3265383,-0.42390016,-2.447392,-4.4959745,-5.6309977,-3.560047,-4.5965047
248,-0.7290522,-1.7355522,-3.1543934,2.349746,-0.8485115,-3.9947853,-4.1699133
249,-4.6429734,-1.5742894,2.3058043,-0.47725564,-0.4971638,-3.8084962,-5.143415
250,-2.3704524,-1.5833659,-3.1997964,-5.8050985,-2.1522179,-4.03989,3.0633016
251,-0.8478309,-0.05761993,2.838332,-5.002612,-1.1953499,-3.8802109,-4.9399023
252,-1.5406153,-2.2400498,-1.356272,2.4564362,-1.7685081,-4.615257,-5.213302
253,-4.044712,-3.1786916,2.8061125,-2.4344676,-0.76287407,-4.134926,-5.1152277
254,-6.031106,-1.3134637,-3.464727,-3.5982559,-3.7188115,2.8301773,-3.7242947
255,-3.7613192,2.1903791,-5.3058977,-3.2591233,-0.6156335,-2.4647596,-5.0834
256,-4.5600724,-1.2581758,-6.002083,2.194491,-2.4695532,-3.9341598,-4.865672
257,-4.682283,-3.0465953,-4.312639,2.321456,-1.000834,-4.6226926,-4.293479
258,-2.5750406,1.7327588,-5.3031135,-3.8591926,-5.550741,-4.423118,-5.404972
259,-0.5319469,-2.034068,-2.5894878,-3.5065224,2.5294144,-4.7061543,-4.7061152
260,2.7965517,-0.80091584,-2.4654593,-5.816219,-5.868712,-4.854473,-3.9121823
261,-5.330831,-0.62799215,2.2524536,-2.1118376,-3.825351,-4.560699,-5.0650916
262,-0.90306413,-0.80628407,-5.5206857,-1.0582951,-1.230161,-1.1627829,2.9681618
263,-1.7685792,-2.9636674,-4.955674,-4.7315397,-1.176045,-2.8295965,2.910495
264,-6.3447986,-4.2019715,-3.9405737,-2.2874007,-2.8618238,3.3552694,-4.350154
265,-5.020342,-1.5625173,-4.7735224,-4.5990705,-2.8370438,2.681763,-5.633829
266,2.6899688,-4.0519295,-2.5607662,-1.352453,-4.247324,-3.4839215,-4.1752205
267,-4.4872937,-1.761738,-5.412509,-4.3466225,-1.4901237,-2.7797828,2.5840943
268,-5.986912,-0.59615666,-2.307096,-6.0801997,-1.555759,-2.0337877,2.9587831
269,-3.6705637,-4.7628617,-6.0318017,-1.9364784,-5.420875,2.8909357,-4.245781
270,-4.34902,-0.63878614,-5.42287,2.1533234,-4.484409,-3.6714418,-4.2599955
271,-4.1473513,-1.2839459,2.4984791,-2.055316,-2.5927317,-2.751628,-5.3785057
272,-5.2126327,2.0675368,-4.2798443,-0.61953926,-3.3043268,-4.138255,-5.0134487
273,-1.9065062,-1.4980512,2.0444305,-4.486774,-5.6791472,-3.6341038,-3.4867358
274,2.7792857,-0.66568017,-1.4243534,-2.432644,-1.8502114,-4.9598074,-5.039052
275,-5.5541334,-2.6056063,-5.2388945,-1.52609,-0.49663654,-3.5592613,2.6416562
276,-1.8861343,-1.6826606,-4.931347,-4.889756,-1.8617249,2.7559233,-3.832824
277,2.614864,-2.909614,-5.4714713,-4.433976,-1.3128308,-4.1325645,-5.4922543
278,-0.96477294,-5.821779,-5.141537,-3.2784026,2.6410677,-4.845177,-4.692277
279,2.3679821,-0.52575916,-1.154396,-5.3361573,-2.1027465,-4.602747,-4.9961963
280,-5.889188,-1.7396905,-1.3993753,-3.5401046,-5.0822606,-3.8215623,2.4578114
281,-4.384424,-0.9521376,-2.007781,-1.3091869,2.401654,-4.9995885,-3.0018015
282,-3.635488,-1.5692112,-4.4768734,-3.1632948,-1.5900725,3.114271,-4.64563
283,2.6034636,-2.144901,-4.714126,-2.1622605,-4.529371,-3.6063118,-3.5018587
284,-3.6343503,-4.3044653,-5.8592625,-1.0471656,-4.171046,2.83706,-4.807747
285,2.7960215,-2.3482785,-4.575505,-2.4716525,-5.360304,-2.0361795,-5.1103783
286,-2.8496597,-4.0221195,-3.1517467,-1.0333252,2.724244,-3.618764,-4.327526
287,-4.5550537,-5.530045,-5.531208,-2.1578598,-1.9262434,-4.044236,2.4931056
288,2.7166214,-0.41178566,-5.7456946,-1.527675,-0.76149285,-4.3955736,-4.6999407
