,Shared topic 3,Shared topic 6,Shared topic 8,Shared topic 9,Shared topic 10,Omics 1 private topic 3,Omics 1 private topic 9
289,-4.263427,-1.7203116,-4.0761213,-3.8421373,-4.383892,2.8447702,-3.3207886
290,-5.0294633,-0.59137845,-1.6655955,-0.33459827,2.6714928,-1.0066967,-1.7553579
291,-3.4185119,2.186418,-5.526971,-3.432614,-2.4130714,-3.3844557,-3.9832768
292,2.886186,-0.5799453,-1.7371647,-3.042387,-2.28164,-4.4621534,-4.3678913
293,-4.7047496,-0.4438936,2.6635594,-4.1962194,-5.3445396,-4.878955,-3.953813
294,-2.1947432,-1.8466526,-1.1408117,-1.048247,-0.7008321,-4.022504,2.7265093
295,-3.5393634,-0.8831538,-3.615455,-1.224596,2.4874876,-3.3065987,-5.0184793
296,2.5644016,-1.6472223,-5.558658,-5.4673934,-5.4567957,-4.0302486,-4.410122
297,-2.8875344,1.9259808,-1.13815,-6.189436,-0.9172801,-1.4208059,-5.1218967
298,-5.7670975,-0.41664416,-4.67964,-5.2476344,-4.7199836,-4.2239585,2.9839697
299,-5.144308,-5.589258,-4.308715,-3.4116135,-1.1415262,2.5561988,-5.033707
300,2.5268452,-4.6518354,-1.3602468,-0.590948,-1.4368651,-2.3088875,-5.0673003
301,-5.313491,-0.7206825,-4.360973,-1.4545327,-5.615896,-1.7220192,2.9350047
302,-0.108602166,-0.09540367,-0.93565977,-4.29712,2.527072,-5.336909,-5.391618
303,-4.6511445,-1.4184098,-5.4216437,-4.8597903,-1.8942648,3.1302009,-5.2341313
304,-1.309076,-0.78521454,-3.311807,-5.5086017,-5.4356503,-5.1171713,2.7807734
305,-1.1339074,-5.313825,-5.0611405,-4.715641,2.2833972,-3.3299906,-4.2026844
306,-0.9266863,-4.1644793,-5.751383,-2.5554748,-3.5296423,2.9262617,-4.4931545
307,-1.2311856,2.0616465,-3.2206368,-1.1692932,-1.3351619,-2.1477752,-4.3926353
308,-4.1159925,-3.0469387,-0.8493758,-2.4290469,2.2718387,-3.6872206,-4.343826
309,-3.8773425,-1.6280023,-1.3240947,-1.6379108,2.447156,-3.5560703,-4.5385904
310,-5.6096005,-1.556068,-1.2918651,-5.579638,-1.4531465,2.9076543,-3.8410494
311,-4.228897,-1.0121926,-1.5366077,-5.7716117,-1.3459277,3.2969778,-4.6990047
312,2.9263713,-1.9724629,-4.2051897,-0.26378,-3.4886403,-4.72665,-5.400784
313,-5.0939646,-1.9199821,-1.2036237,-4.9655538,-0.7200192,3.0441225,-4.811382
314,-4.628136,2.3307714,-6.1057324,-0.8744047,-4.9924064,-1.9358915,-4.418062
315,-0.3435675,-4.106324,2.4988558,-0.7136308,-2.2482939,-4.2271295,-4.3312654
316,2.2470717,-6.138148,-4.4494123,-5.5562835,-5.071698,-4.9012356,-5.2879415
317,-4.123105,-3.893843,2.6652207,-0.82142735,-3.6106577,-3.5185938,-4.3693557
318,-1.3514218,-1.387409,-4.548766,-1.0359726,-3.478965,-4.7085915,2.6342952
319,2.4970586,-0.8990655,-5.118882,-4.618039,-5.856925,-3.1938877,-5.318128
320,-2.3234873,-1.9026663,-4.4652753,2.43734,-0.8421117,-5.0371947,-4.4544516
321,-1.4459612,-3.8032434,2.7609618,-4.4287195,-2.4929113,-3.6414218,-5.508714
322,-0.32580936,-2.1106772,-1.8905934,-1.5481923,2.5715756,-5.074678,-5.4767494
323,-4.292544,-1.086093,-1.6900647,2.5191336,-0.39375934,-2.987166,-4.919137
324,-4.8290396,-0.7428262,-3.6220741,-0.570578,-4.4148965,-3.6027951,2.799017
325,-1.1446741,-4.7932487,-1.0623472,2.2166715,-1.1648517,-4.4332075,-4.886102
326,-3.951158,-1.7094936,-5.144357,-3.9792995,2.2331722,-3.9735339,-4.604644
327,-4.7997513,-2.7901068,-5.14408,-1.9443371,2.3981004,-4.594672,-5.2051263
328,2.6776354,-1.3835618,-4.355213,-0.7478717,-6.1923285,-4.4684906,-4.950513
329,-5.1914916,-4.1024017,-4.907158,-5.0615797,2.4086516,-4.0678988,-4.104039
330,-5.2831326,2.1562033,-3.2653155,-3.9635334,-1.4130208,-2.9353623,-4.731836
331,-4.5850735,-1.1139469,2.6813776,-0.7063975,-1.6884662,-2.7848744,-4.1243877
332,-3.0832682,-4.7426543,-3.7020643,-6.3282804,-5.8288646,-4.117205,2.8568497
333,-4.612448,-2.0329802,-4.87239,-4.4435983,2.5478458,-3.5831907,-4.9598937
334,-5.4746046,-5.081957,2.6755643,-2.8323524,-3.21441,-3.4603767,-4.4230027
335,-2.913662,-0.8268829,-3.9774618,-1.5232787,-0.5391142,-3.788649,2.6626236
336,2.4492993,-1.4568146,-1.6217924,-4.864023,-4.516617,-5.1247663,-5.3056483
337,-1.056838,-1.2282119,2.7776105,-0.2765849,-0.672076,-3.530458,-4.982937
338,-0.24780321,2.2335157,-3.934267,-2.4571657,-2.306109,-2.6188684,-5.151866
339,-1.2681081,-3.929844,-1.0511746,2.2676501,-4.199771,-3.8304546,-4.949835
340,-2.1739864,-0.5790327,-2.3637242,-1.0708437,2.4528024,-0.95912766,-5.091043
341,-1.484224,-0.5075539,-3.0339632,2.2542045,-1.0980197,-5.0635233,-5.127111
342,-1.98974,-1.3140054,-4.675213,-2.018445,-2.0630345,3.0826755,-2.8742101
343,2.5438936,-2.0198445,-4.49979,-5.6909585,-0.49417496,-4.6935134,-5.364997
344,-1.1137816,-3.5863216,2.6637032,-0.8004043,-2.965914,-2.0920024,-4.4102306
345,-3.5092106,-0.4095562,-2.1430173,-4.8087263,2.4943295,-3.4643908,-4.545644
346,-4.107295,-5.103767,2.6132398,-3.7192497,-5.736985,-2.956997,-5.2947288
347,2.3790927,-0.9357216,-4.3241262,-1.9552648,-5.4954433,-3.5051658,-5.166995
348,-3.1081088,-5.625455,-4.108958,-0.3708488,-3.5416965,3.1532414,-5.182488
349,-5.6688414,-0.8075258,-4.584772,-6.3222356,-1.3683236,3.1279218,-5.1441884
350,-1.3090072,-1.8017297,2.5905113,-2.6264026,-3.8779562,-3.937386,-5.3065543
351,-2.3186488,-4.3633833,-5.0093627,-2.3125691,2.1949103,-4.6414175,-5.1893706
352,-5.132595,2.2945502,-2.6822906,-5.558438,-3.311649,-3.5545306,-4.2210436
353,-1.4038689,-2.5965166,2.5829709,-0.99534607,-3.9200647,-4.645003,-5.216043
354,-3.5312903,-2.5941343,-4.073951,-1.688976,-5.2089615,-1.8577187,2.5432034
355,-4.7374887,-5.596005,-4.50029,-0.33949542,2.4023457,-4.3528466,-4.644568
356,-4.056553,-3.4999928,-0.9139353,-1.5086662,-0.35710683,-3.8484209,3.12643
357,2.4338455,-5.1505265,-4.8970475,-4.492816,-3.0626717,-4.883345,-5.2123404
358,-2.119276,-2.0780044,-5.8886924,2.1845236,-2.4325082,-4.256111,-4.7965574
359,-1.0269272,2.1634831,-2.5966892,-1.6727688,-2.7774742,-1.3594742,-3.9847243
360,-4.8163643,-1.4566208,-5.7251577,-2.6090424,-6.02729,2.9842713,-4.819901
361,-2.591432,-4.2567277,-6.148444,2.4231298,-0.66625273,-2.1676798,-4.87407
362,-0.6656121,2.2504096,-3.721867,-3.1447473,-4.9134736,-2.5515523,-4.167305
363,-5.054163,-1.452039,-4.087682,-5.7485275,-3.4857965,2.7442737,-5.3567004
364,-5.226873,-2.3443935,-1.419411,-0.6124375,-5.491708,-5.216501,2.7801244
365,-4.2763515,-5.5974298,-5.7406898,-3.7873702,-4.658274,2.6584988,-4.967304
366,-5.458769,-5.9544683,-5.7819695,-3.061853,-3.7065413,2.802062,-2.9433658
367,-3.6952329,-3.6027572,-2.1385512,2.1282883,-1.1107452,-5.037445,-5.6232014
368,-4.677644,2.1542127,-0.53379726,-1.2099369,-1.6845549,-1.6128937,-4.3250027
369,0.037043214,2.2593956,-5.2396073,-1.0966997,-2.1785645,-3.4906151,-4.6320257
370,2.7466526,-4.2852387,-2.214738,-4.411777,-2.6799293,-4.3497744,-5.3342037
371,-3.5606248,-5.9178805,-0.4898808,-0.87623584,2.63718,-3.8099117,-4.3382483
372,-4.5481544,-1.2240226,2.480875,-2.4556394,-2.3300524,-3.9510064,-3.1578097
373,-2.538117,-2.1842284,2.6830914,-2.589252,-6.3730335,-1.835362,-4.4332404
374,-2.6316228,2.2664073,-4.365018,-1.1264924,-0.23568526,-2.8698404,-4.604387
375,2.8471634,-2.4004598,-3.6821213,-1.6208156,-5.381146,-5.4838257,-5.276033
376,-5.4833627,-4.871959,-5.263161,-2.5902936,-2.842422,2.8068616,-4.493905
377,-3.725942,-0.9908364,2.7724216,-1.8167964,-1.751925,-2.7340205,-4.376854
378,-4.011579,2.2919369,-3.3191526,-2.1183019,-5.611859,-3.0002449,-4.541319
379,2.2086165,-1.8327967,-4.4917464,-3.2410975,-1.6732461,-4.5505486,-5.224057
380,-0.8413689,1.8902588,-2.1499915,-0.9568239,-3.6474469,-0.74231416,-4.6574225
381,-2.3996034,-0.7095005,-2.0553212,2.198754,-3.0749006,-4.0992804,-4.5823855
382,-1.4605275,-4.6509852,2.3698463,-4.297628,-3.9731112,-3.690258,-3.218963
383,2.55766,-0.12232965,-4.693532,-1.6990445,-4.077465,-5.345467,-5.2445583
384,-4.100547,-2.9645867,-3.4616148,-5.713147,-0.17485973,2.6582646,-5.025592
385,-5.742643,-4.8335204,-3.5092957,-1.8830268,-6.4599414,-3.5974813,2.4671714
386,-3.0756152,-0.76309633,2.6570637,-4.8632355,-0.79496694,-2.43898,-4.7227073
387,-5.0988345,1.9101713,-1.6051162,-4.9441175,-1.3955424,-3.0280967,-4.5559206
388,-4.692118,-1.8287362,-4.6166687,-3.4040802,-2.9888883,2.7477322,-3.1868339
389,-1.8956002,-1.0396458,2.5598905,-0.93967265,-0.5842079,-0.99367535,-4.0852337
390,-0.87092435,-5.9764924,-2.35436,2.3967092,-1.2512105,-3.3740802,-5.516125
391,-2.2635417,-0.17293143,-2.6420937,-1.4725747,-4.843117,-3.639283,2.7241645
392,-0.61721873,-1.2498555,-1.430837,-0.9037614,2.3538022,-4.1057673,-5.6170034
393,-3.3691027,-1.2896826,-1.3912779,2.780704,-2.6085267,-4.878213,-3.5885465
394,2.218216,-4.628471,-1.5587324,-3.3719661,-3.5008073,-1.7525015,-5.0882635
395,-5.8987794,2.315586,-0.41671306,-1.7558484,-4.7016196,-3.6907241,-4.966878
396,-0.7912279,-2.6322079,-5.3403816,2.5483959,-4.6404524,-4.5371647,-4.3531733
397,2.807214,-5.023862,-5.8367467,-1.4890516,-4.0225782,-2.8766093,-4.6960135
398,2.5316856,-1.6618538,-2.1506693,-3.2867203,-1.9611065,-5.1910715,-4.683871
399,-1.6505773,-1.6978824,-3.7229424,-1.8046496,-2.419723,-4.5865498,2.6336033
400,-4.3164406,-4.779029,-5.583344,-5.9921527,-1.5881157,3.1039367,-5.123446
401,-3.974172,-2.6740146,-0.7758843,-2.0929105,2.5665445,-3.4435241,-4.854523
402,-1.7647359,1.8910224,-1.6004064,-1.4947655,-2.320806,-4.2478905,-4.024411
403,2.7993813,-2.3331418,-4.8460565,-1.3181763,-4.9996514,-4.3358164,-4.6403613
404,-0.7615492,-0.515885,-1.0536906,-2.6470685,-5.156195,-3.9443772,2.9854722
405,2.8052843,-1.151373,-1.4969159,-6.245763,-5.634781,-2.3394952,-4.0469165
406,-3.6174133,2.107585,-1.9659052,-1.9990655,-0.99576247,-4.787263,-3.8287902
407,-1.6262532,1.6705608,-4.1670218,-4.4265,-4.737933,-2.0639572,-4.8783264
408,-4.9215302,-6.18487,-5.1444354,-6.099521,-2.8548744,2.5067186,-4.481884
409,-3.9707284,-1.2369919,-6.11449,-6.4978623,-6.1645174,3.1296086,-1.888923
410,-2.8827777,-2.6280336,-4.5426426,-1.4003735,-1.6361697,3.0408878,-4.169513
411,-4.722231,-2.0527983,-4.574772,-4.7827134,-2.999575,2.857034,-4.8972297
412,2.6839912,-2.978746,-2.3267856,-4.4276447,-4.963784,-4.4585648,-4.7940793
413,-3.9433348,2.085917,-5.251078,-1.9484496,-2.631907,-3.4496276,-5.0271306
414,-4.8070664,-0.39958233,2.4179683,-4.330505,-2.751605,-1.7833282,-5.2072425
415,-1.7093499,2.3730404,-3.5324156,-0.9186107,-6.384918,-4.103142,-4.822204
416,-0.33428293,-2.4517355,-5.0749645,-3.0328338,-1.1284726,2.8275042,-4.962048
417,-4.3118925,2.1308124,-4.675059,-2.7203593,-3.7153456,-4.0581117,-4.7331223
418,-3.9783275,-5.228238,-4.427833,-3.9949348,-1.6166712,-2.9052386,2.965847
419,-1.2589495,-4.535179,2.7107913,-1.5632998,-0.80370414,-5.2096624,-5.37033
420,-3.4926045,-1.2703128,2.1795115,-0.33704084,-5.400497,-4.299924,-4.0670233
421,-4.94279,1.9713442,-3.9424803,-4.049408,-3.9510145,-4.2927628,-5.1833787
422,-3.0755756,-1.3946373,-3.0078595,-0.82793367,2.40852,-4.757663,-5.151993
423,-3.1948009,-1.2006255,-1.112004,2.386475,-4.782048,-4.11975,-3.6554163
424,2.525771,-1.97363,-3.0897686,-2.9086769,-1.3205333,-5.1518764,-4.967855
425,-4.6189103,1.922584,-4.9396324,-0.09249377,-3.9946158,-4.8443933,-4.510668
426,-3.8055875,-4.76328,2.3653865,-4.3968353,-5.8590455,-4.107256,-5.162965
427,-0.73849815,-1.3515763,-1.6769271,-3.6659727,-1.3493702,-3.7594392,2.9101768
428,-1.1444463,-4.061108,-6.136587,-5.904792,2.5674357,-4.4440217,-4.1797004
429,-4.1956596,2.4446251,-1.1470687,-0.3106533,-4.071783,-4.6508293,-5.57107
430,-2.791614,-1.6717945,-4.0595636,-5.425881,-4.8968315,2.8737042,-4.278639
431,-5.499544,1.9625201,-1.9459963,-2.5803998,-2.7446656,-4.293993,-5.0261874
432,-4.5018263,-4.8991523,-3.6504607,-1.3667457,2.0800054,-3.4453151,-5.490424
433,-3.477126,-0.2211231,-5.7105756,2.3974626,-3.5746999,-2.4404275,-4.7848525
434,-4.5926743,-1.5285729,-5.5575285,-3.793213,2.6392033,-4.5436873,-4.6421456
435,-2.6858149,-4.876846,2.227155,-2.339991,-0.63439673,-3.956392,-5.0481925
436,-1.8649102,-0.5664271,-1.0962787,-1.7485992,-5.134139,-4.80845,2.9780774
437,-3.000266,-5.638033,-4.050445,2.4394546,-4.416662,-3.2285259,-4.9134684
438,-5.1126275,-5.829577,-5.006546,2.0823002,-2.9479253,-4.3306346,-4.460441
439,-1.4498458,-1.8719529,2.4418921,-2.2958565,-2.125597,-3.3491974,-3.837893
440,-4.0949206,1.739862,-2.0786467,-1.3361305,-2.8320885,-2.5401065,-4.9760594
441,-4.787961,-0.81944036,-3.1040344,-3.8353715,2.6622074,-4.3226414,-4.14222
442,-3.7082267,-3.1993632,-2.710273,-5.2967052,-5.541434,2.7434459,-4.744384
443,2.5408652,-1.0894892,-0.7594461,-3.238459,-1.4895811,-4.8597,-4.3341446
444,-4.8238335,-0.7900945,2.4923239,-0.82254976,-4.429015,-4.711625,-4.3501916
445,-3.2813153,-2.482617,-1.7118993,-1.2625816,2.1780953,-4.5048313,-4.8529735
446,-1.7488304,-1.9131411,2.721339,-5.139427,-0.75784695,-4.827195,-5.0098567
447,-0.23137492,-4.642893,-1.9739249,-0.6996218,-2.6876564,-3.7070076,2.719752
448,-3.8740084,-2.5775173,-4.6085544,2.3108597,-1.177824,-3.481329,-4.389324
449,-1.1314123,2.1142783,-5.2083135,-1.5015832,-1.285934,-2.5011456,-4.7742906
450,-4.957033,2.1975992,-4.8972397,-1.1670198,-0.5118661,-2.409068,-5.322963
451,-4.6369104,2.1075063,-5.6492133,-1.1949713,-0.15063372,-4.667475,-3.4879847
452,-0.91044873,-4.7492414,-1.2966495,-0.8989988,2.622126,-4.2699738,-5.527722
453,-2.612195,-1.1074299,-0.38003922,2.4851635,-5.0445952,-1.6498618,-3.7948332
454,-2.1188555,-2.6250362,-5.297547,-3.8883934,-5.422997,-4.938392,2.5856624
455,-5.9406633,-2.2233677,-1.5881275,-1.4009535,-2.8113847,-5.1104546,2.772509
456,-1.064131,-1.1727682,-1.5601695,-1.8063196,-5.2945485,2.653826,-4.2656603
457,-2.2288535,-0.6875663,2.5588305,-1.026062,-3.5957656,-4.255054,-5.2007327
458,-4.6878824,-2.5996864,-1.0164075,2.40006,-3.9377007,-2.9051185,-4.2066345
459,-0.7251543,-3.7792523,-2.2705255,-2.5201774,2.5915322,-3.9623759,-5.6092234
460,-3.9349594,-2.0627842,2.6901872,-4.416319,-4.117743,-2.892155,-4.919731
461,-2.7696233,-1.2093565,-4.979585,-1.9940357,-5.487682,-4.3391,2.8911161
462,-1.3382596,-2.445434,2.6199117,-3.9622436,-1.3070543,-4.008223,-3.6693516
463,-4.1094847,-1.8322242,-6.198485,-2.8019202,-3.3858519,3.0892475,-5.2318854
464,-5.3803287,2.3284073,-2.1960106,-2.601028,-0.86069214,-4.5203056,-4.5757923
465,-4.532329,-3.9582882,-5.262951,-5.394995,-3.5081081,2.6774023,-4.71292
466,-2.6648676,2.3822463,-0.689422,-1.5079346,-2.2864141,-4.4566936,-4.7821403
467,-2.3358307,-3.3272636,-2.478733,-5.784813,-5.4819183,-3.8111055,2.7945585
468,-4.4942756,-2.0227609,-1.4595544,2.5279036,-6.269686,-3.5259423,-3.7351542
469,2.5165374,-5.779713,-4.965401,-1.6999046,-4.897961,-4.9974303,-4.052561
470,-5.7185946,-2.1783838,2.3938897,-1.4400964,-3.5372376,-4.230465,-5.0763335
471,-4.0188446,2.2360427,-2.0004869,-2.1560616,-2.2656484,-3.4589548,-5.3802476
472,-4.61009,1.9243326,-5.5446076,-5.6648674,-2.866973,-2.955059,-4.3789787
473,-1.5172106,-6.094302,-5.308263,-1.6443983,-0.640761,-4.575396,2.7764916
474,-2.7282257,-3.2442362,-2.41148,2.4075587,-0.755947,-4.6833344,-5.1036024
475,-2.8902524,-1.4726136,2.5365336,-3.8092043,-2.6123683,-5.0762224,-4.2833366
476,-5.256202,-5.1460676,-4.433897,-0.7282751,-0.83791983,-2.761501,2.8222551
477,-0.9566976,-1.6743476,-0.8473756,-1.132995,2.6809635,-3.8348522,-5.0837517
478,-3.6291058,-1.2716736,-1.1664941,-0.42555225,-2.5178957,-4.197819,2.9227114
479,-2.6269886,2.3180163,-1.8499383,-1.3795159,-5.1089206,-4.1397357,-4.8699784
480,2.8143294,-4.735118,-4.537624,-1.1560624,-2.2503552,-2.7129936,-4.4544687
481,2.4836886,-4.581898,-1.5233977,-4.8888226,-5.651981,-4.3070555,-4.6298122
482,2.5233722,-1.4891266,-4.3764787,-4.9076843,-0.6226044,-5.474535,-5.522131
483,-2.1530862,-0.6564843,2.455113,-1.1628611,-4.108419,-4.5186567,-4.9469266
484,-0.13684314,2.3499343,-0.8112693,-3.9931505,-2.3271708,-4.6673503,-5.401521
485,2.7423966,-2.6643803,-4.0394363,-5.5336423,-0.6494386,-3.683031,-5.510206
486,-1.7941206,-0.8251159,-1.5502703,-4.488078,2.4790218,-0.8378306,-4.9661374
487,-5.7793546,-4.5434165,-4.422146,-6.1652274,-1.6971487,2.6798763,-4.656216
488,-5.2942815,-6.1451225,-5.435649,-5.020012,-5.443114,3.1135342,-4.3146214
489,-0.090326935,-3.6394029,2.420003,-1.6933969,-5.4998326,-4.5980177,-4.2284966
490,-1.4082348,-2.3027644,-5.987514,-1.8430995,2.4203548,-4.2080846,-5.1561418
491,-1.9641814,-1.1504784,2.5223982,-0.90822506,-1.6944096,-1.445293,-5.0518346
492,-4.1348963,2.17311,-1.5863974,-5.3218064,-1.6991018,-3.4736874,-4.8045855
493,-3.5881753,-0.97936237,2.8449352,-1.2205863,-1.8154681,-4.2382355,-5.2722716
494,-1.33342,2.1172152,-3.481162,-0.8091661,-2.1017685,-2.8537068,-5.6085176
495,-4.1558676,-1.167444,-4.4929514,-1.571795,-5.3172946,-3.9693305,2.609862
496,-3.5447695,2.020062,-1.9384418,-1.1842306,-1.8832589,-4.4234056,-4.46232
497,0.0546059,1.9226816,-5.0740986,-4.5415187,-2.344061,-2.8066502,-4.722587
498,-4.6111593,-4.1196594,-4.925128,-1.8343573,-1.109338,-2.4450278,2.8454752
499,-3.2758253,-2.2450867,2.3586967,-5.770469,-0.8851459,-3.2145064,-4.3962946
500,-0.7381917,2.4096973,-1.4996428,-4.719666,-4.2671623,-2.7669835,-4.6037226
501,-4.792639,-3.649593,-5.419063,-5.4259596,-2.1384914,3.1101103,-4.8649817
502,-4.675609,2.2424302,-6.432843,-1.5295103,-4.609067,-2.5477104,-4.5605974
503,-5.569296,-1.8082196,-1.3985169,2.4508066,-1.8746912,-3.2746725,-5.4177423
504,2.6328917,-3.447849,-4.1861935,-5.205116,-5.4964333,-3.7348335,-5.4294376
505,-2.4062338,-5.747056,2.649514,-5.7472286,-5.3300915,-4.3878183,-5.2312827
506,2.6981413,-2.3048902,-6.077551,-0.98778474,-5.812454,-3.4475944,-5.440618
507,-0.91372514,2.2206583,-5.0238757,-0.46190494,-4.5125103,-3.8497036,-4.5692554
508,-0.62998724,-0.98124635,-4.1064615,-4.7588577,-4.200462,-3.299289,2.6595466
509,-4.751883,-5.8713245,-1.1977105,-2.378364,-2.625562,-4.6108766,2.7479844
510,-0.36128336,-0.26900554,-1.0639138,-0.15042937,2.7802386,-2.5931358,-5.522001
511,-2.142737,-0.29110488,-4.2302284,2.3636956,-5.3155074,-4.509719,-5.3972826
512,-2.2174244,-0.4909844,-3.9702342,2.4835858,-5.518974,-4.927749,-4.692424
513,-4.334756,-1.6606144,-3.40044,-2.4074337,-5.192095,3.251669,-5.0761504
514,-4.708503,-1.4471297,-5.2014923,-5.8429837,-0.773953,2.7606254,-3.1108372
515,-1.7230055,-4.000357,-5.648423,-4.716308,-3.3085525,-5.169605,2.7526226
516,2.6228817,-1.6364412,-4.9540763,0.22612727,-3.2857964,-4.4155693,-4.1594477
517,-0.32898363,-2.1213603,-5.2550087,-3.2272668,-4.438963,-4.877778,2.9714143
518,-2.7519867,-0.94651216,-5.4719486,-0.26513225,2.539399,-4.2043715,-4.1664233
519,-4.596527,-1.588125,-4.1502123,-4.442668,2.106883,-4.261382,-4.676621
520,-3.6906955,-1.1513176,-1.6522132,-0.4988921,2.6436334,-2.8717809,-4.594138
521,2.4876544,-1.774596,-0.97910106,-0.9043346,-0.61439145,-4.6203117,-5.108395
522,-0.80487996,-1.2699579,-2.1634378,-2.962342,2.4616246,-4.9485044,-4.2705727
523,-5.771714,2.1834424,-3.5936408,-4.2908664,-3.1216106,-4.3023295,-4.856291
524,-2.6167343,-2.234859,-5.9460483,2.3762486,-2.1177392,-4.231742,-5.371658
525,-5.467336,-0.77916616,-5.609061,-4.8928113,-4.7314534,2.8323247,-5.662629
526,-0.3998747,-5.41343,2.363673,-3.8761168,-4.2735643,-4.849779,-4.7524605
527,-3.8996994,-0.95307344,-5.886153,-2.329238,2.586246,-3.3559577,-4.931303
528,-4.575824,-0.43557042,-1.6835499,2.408968,-2.30824,-1.7660832,-5.0906625
529,-4.708178,1.8064644,-0.4320944,-3.0103214,-3.028537,-4.2352667,-4.280199
530,-1.1905209,-3.1349196,-3.2923872,-6.15274,2.6847353,-4.075896,-4.6687975
531,-3.987061,-2.0488567,-5.8964424,-4.511874,-2.2523189,-3.7272992,2.9140053
532,2.8008564,-0.00178963,-0.82463527,-4.1926765,-0.45129278,-3.788285,-4.7537823
533,-5.430591,-1.1608845,-4.321498,-5.381155,-4.3413153,-4.015889,2.9972346
534,-3.7057698,-0.96497005,-1.1289332,2.2424438,-1.9496963,-4.28784,-4.950504
535,-5.104319,-3.3639133,-4.688002,-2.5411148,-5.193835,-4.5407524,2.6816459
536,-0.9966701,-1.6224424,-1.384304,2.3267634,-0.7241888,-1.4008894,-3.9326096
537,-3.0140193,-5.812221,-1.4328763,-2.568489,-4.344701,-3.2239082,2.7439544
538,-5.2505713,2.0900714,-5.313362,-2.7887454,-1.2536948,-2.9351134,-4.527242
539,-2.7482042,-2.064199,-6.1846213,1.986031,-0.81154764,-3.85068,-4.2357187
540,-2.8171885,-2.745177,-4.1781664,-1.3974624,2.4320724,-2.813761,-4.580345
541,-3.817365,2.2771125,-2.203983,-0.9831625,-0.5598958,-5.267232,-4.2298975
542,-2.6026247,-2.8937478,-5.1449704,-5.180387,-0.78189945,-3.604716,2.9912534
543,-1.0869002,-2.3379846,-1.2712471,-5.433418,-0.78800815,-2.696676,2.6276095
544,-1.5420151,1.9478126,-5.4812016,-5.6547093,-1.6295308,-2.55028,-5.5836735
545,-1.0550405,-0.40092382,-5.995375,-4.3448653,-0.8790225,-0.4693638,2.457627
546,-5.063045,-3.9359286,2.5230298,-0.7255367,-5.283394,-3.0900314,-5.4958515
547,-4.9905,-0.87292975,-2.1359935,-2.339244,-2.0701466,-3.2707329,2.956383
548,-0.9768487,-1.8160449,-5.210439,-4.0084877,2.408461,-3.9119945,-4.081661
549,-5.8364024,-2.467648,2.4502165,-2.8764052,-1.2349968,-4.7410035,-4.6527476
550,-3.6154413,-5.4579945,-6.05767,-5.453015,-4.645994,3.0361576,-3.9554174
551,-4.995362,1.8503809,-3.8285694,-3.672722,-3.1855655,-4.311915,-4.5652366
552,-5.3393674,-1.0663874,2.5071723,-4.2926016,-5.1938734,-0.32180846,-3.4883828
553,-4.4596148,-0.7742987,-3.4057844,-3.6917996,-4.139333,-2.1062927,2.9157577
554,-4.507129,-1.816426,-4.8423214,-1.9108022,-5.140658,2.9011705,-4.301758
555,-4.1746535,-4.044772,2.709428,-4.3908215,-0.6991441,-3.8827236,-4.8046064
556,-1.42437,-0.75312394,-5.2694206,-5.288103,-1.9169722,-4.567163,2.9279747
557,-3.8596213,-1.2139432,-2.21118,-2.5156202,-3.4490368,-3.3689582,2.7911246
558,-5.1678815,-1.3658946,-1.5526533,2.1683536,-4.5236034,-2.4845746,-5.574964
559,-2.7251387,-2.3685212,-2.7501976,2.4399424,-1.0797508,-2.7418323,-5.424872
560,-2.4302363,-2.8031228,-0.60361975,2.4911363,-5.603345,-4.7571177,-5.039907
561,-5.4785094,-1.4332994,-4.557228,-6.002201,-5.348942,2.7529993,-4.771153
562,-1.5294538,-1.5421821,-4.189515,-5.2760086,-6.14106,2.6263063,-4.7693934
563,-3.1738884,-0.5396602,-6.3336306,-4.412438,2.3515537,-4.027708,-5.202708
564,-5.316201,-1.5624019,-2.4136555,2.1067455,-0.42197147,-2.8856592,-4.5564218
565,-2.791622,-1.863374,-4.9734364,-2.8763819,-4.135237,3.27347,-4.5373163
566,-1.8608814,-1.523589,-4.4381247,-5.8633437,-4.4119506,-4.084931,2.643505
567,2.6402652,-0.8316346,-5.9221587,-3.2346578,-3.1765256,-0.8895427,-4.7117677
568,2.4666529,-0.93513155,-3.470857,-2.2280502,-5.8060865,-5.213259,-4.5750804
569,-3.1286173,-1.6825972,-4.7777576,-5.018704,2.468184,-3.63868,-4.68707
570,-2.534739,-1.0297191,-4.074848,-5.2067842,-1.8598127,-4.0499573,2.815997
571,-1.5068935,-1.3450558,-1.9783771,2.506805,-5.2284865,-3.7971513,-2.8809874
572,-6.210021,-3.5863824,-6.080249,-2.4718766,-2.468586,3.1005995,-4.6558294
573,-5.021676,-0.47074062,-5.373821,-2.132713,-5.4227867,-4.8012657,2.8576355
574,-5.317938,-2.897585,-2.5865207,-1.8557798,-2.6161718,-2.813294,2.7963789
575,-2.2311664,-1.092041,-5.584358,-3.1375515,-5.322463,2.752341,-5.480824
576,2.6563964,-1.0784487,-5.603813,-3.7979646,-5.901753,-4.8881903,-5.0318003
577,-3.6201227,2.0679638,-5.5356727,-2.1254544,-4.600463,-4.0756383,-3.9441109
578,-3.2352483,-1.5878878,-3.717443,2.3754954,-3.2275255,-2.7819498,-5.7258573
