Shared topic 3,Shared topic 6,Shared topic 8,Shared topic 9,Shared topic 10,Omics 1 private topic 3,Omics 1 private topic 9,Omics 2 private topic 4,Omics 2 private topic 8
-0.1686955,-0.22913289,-0.3833835,-0.42625752,2.8857777,-0.21715347,-0.007918372,-0.472952,-0.25300062
-0.2444321,0.12158921,3.8243737,-0.7104143,0.1285566,-0.20034547,-0.29239407,-0.46232545,-0.63539225
-0.31349996,-0.18534225,-0.041465007,3.0797129,-0.71454245,-0.24774572,-0.19374853,-0.32176435,-0.71410096
-0.12993094,0.00974654,-0.07240743,-0.73772514,3.6562734,-0.20084673,-0.009605389,-0.47729713,-0.039333522
-0.059489217,0.102008104,-0.36975572,-0.19033429,0.878702,-0.7487796,-0.65090394,-0.22259726,-0.21662259
1.0415901,-0.08452536,-0.3556878,-0.21138299,-0.17070988,-0.22046278,-0.40728042,-0.48126245,-0.060976755
0.3417792,-0.35426277,-0.13500832,-0.2931673,-0.39760506,-0.24997607,-0.16780008,3.3555117,-0.7555466
-0.9185355,-0.44297385,-0.42049998,-0.2828739,-0.10566988,0.16721453,-0.18133569,3.0766175,-0.6213706
-0.28162998,-0.4040265,-0.22287858,-0.25410897,-0.22665419,-0.24588497,-0.32364282,-0.3356384,-0.20872657
3.8024888,0.30422994,0.03358407,-0.49149472,0.40527666,-0.39547625,-0.29086795,-0.39018935,-0.24736288
-0.44456095,-0.50548846,0.038063124,0.20573846,-0.8071285,0.25694853,-0.19696702,3.0529165,-0.69601774
0.10905048,0.027650528,-0.43241268,-0.25972214,-0.2649731,0.106180504,-0.16378532,3.0664668,-0.55639404
-0.15497261,-0.42594713,2.7772174,-0.05152593,-0.2564705,0.044961732,-0.04916458,-0.41131026,-0.7494615
-0.34093854,-0.15584077,-0.27358282,-0.13591939,-0.16412152,-0.08822988,-0.17669253,-0.36750442,-0.22773293
-0.31595558,-0.016898409,-0.12240291,-0.18264285,-0.020402573,0.07484075,-0.040703543,-0.14399344,0.22051497
-0.66705745,0.39888352,-0.071658954,4.082754,-0.42166218,-0.3051002,-0.17152338,-0.4680299,-0.197683
-0.29976976,-0.11721289,-0.23037094,-0.18316245,0.25885457,0.20868528,-1.2733798,3.0116956,-0.6440285
-0.18566771,-0.114622414,-0.0898307,-0.29602128,-0.2272767,3.4420564,-0.91415787,-0.37565732,-0.45554838
0.16537979,0.011864856,-0.076606125,-0.32145292,3.425024,-0.48035562,-0.20326826,-0.45790586,-0.57745445
-0.047639355,0.76245594,-0.09740916,-0.19642615,-0.634179,0.09244015,-0.23268726,-0.45530075,0.049958773
0.23592867,0.6053816,-0.18162677,3.9568129,-0.18390974,-0.14578903,-0.087405115,-0.54418015,-0.20649783
-0.50554055,-0.678704,-0.66943383,-0.87543565,-0.54594445,3.7925448,-0.6411831,-0.42962927,0.15744808
2.764399,-0.27269632,-0.5733932,-0.26778418,-0.28142002,0.056449316,-0.15381245,-0.451006,-0.17058432
-0.74070907,-0.21534875,-0.1879316,-0.7003808,-0.7927002,-1.1300577,3.7178311,-0.4149612,0.09793913
0.37080663,-0.2716186,-0.06885849,-0.0632864,-0.3632316,-0.05578974,-0.16866894,2.9221823,-0.62097025
-0.19094917,-0.017824465,-0.2513421,-0.28777725,0.8862376,-1.887476,0.6598239,-0.23047061,-0.03461558
-0.306089,0.032131594,-0.19039153,-0.19878371,0.037439384,-1.287845,3.7050505,-0.40550423,-0.006650988
0.012159452,0.22334498,3.6505985,-0.56922805,-0.48682076,-0.24253559,-0.28990042,-0.4004593,0.16881198
-0.22095388,-0.49672252,3.6722345,-0.9107723,-0.38619617,-0.30370623,-0.25786543,-0.4383056,-0.5511945
0.17604381,0.37292784,-0.55811083,-0.3661857,-0.257683,0.01892797,-0.29486087,2.6032813,-0.37834358
-0.13196948,-0.2071941,-0.49051154,-0.22498882,-0.7716501,0.21148367,-0.30250898,-0.3128206,-0.34138504
2.0203547,-0.28380793,-0.39781207,-0.25034568,-0.48103678,-0.35384598,-0.22130783,-0.6418623,-0.31390703
3.3176095,-0.34998313,-0.65608835,0.020662406,-0.14145726,-0.19692755,-0.26292253,-0.504815,-0.19022596
-0.18948382,-0.15889764,-0.19303922,-0.14898579,-0.1261399,0.22684768,-1.366333,-0.53901654,-0.7353429
-0.44634452,4.175037,0.1545982,-0.23836195,-0.08071293,-0.087936535,-0.22127436,-0.4209201,-0.12002588
-0.31196225,-0.26483005,-0.2976197,-0.2980738,-0.16321613,-0.044050936,-0.16660912,0.1498873,-0.09341035
-0.14969425,-0.6578766,-0.18714532,2.7042174,-0.44982463,-0.19266768,-0.25643516,-0.60038865,-0.23654455
0.41334122,-0.043911207,-0.7775127,-0.15021724,-0.15434639,-0.4790102,0.13673186,-0.28111178,-0.13745451
0.05117634,-0.52581143,-0.25419533,-0.12346834,-0.34722662,0.08944569,-0.10583846,-0.026973814,-0.2794443
-0.16027272,-0.12524372,-0.23774882,4.0738735,-0.09556984,-0.27668887,0.08872685,-0.5487098,-0.19894989
-0.69942343,-0.32142955,-0.44410306,3.8297076,-0.07459233,-0.37488252,-0.12912433,-0.5460747,-0.18597294
3.629397,-0.4674372,-0.59744924,-0.26554564,-0.5134032,-0.3945232,-0.1200703,-0.4590835,-0.09284243
-0.3391732,4.540946,-0.36271346,-0.33650023,-0.137979,0.066768005,-0.27184632,-0.24499997,-0.49121484
-0.6391736,-0.68621784,-0.49099863,-0.48204064,-0.40540385,3.7553725,-0.6483755,-0.49198085,-0.62460005
-0.09723565,-0.1727846,-0.39322641,-0.1132269,-0.22192715,-0.23062113,-0.21295089,-0.39489773,3.6782641
-0.19297409,-0.4292692,-0.13068238,-0.27163696,-0.3431868,-0.2296009,-0.14078856,3.0270243,-0.53512853
0.5718724,-0.10818288,-0.09448266,-0.11635348,-0.27214527,-0.029185936,-0.17678319,-0.39556137,4.354281
-0.20058392,4.2450547,0.026939705,-0.2842644,-0.14866328,-0.15824118,-0.24029984,-0.3196752,-0.34099215
-0.5911108,-0.72981334,-0.4591502,-0.28820875,3.488405,-0.17892595,-0.23935749,-0.42961234,0.06954167
0.059721902,1.0589093,-0.42388165,-0.31561032,-0.19298986,-1.2787828,-0.5845235,-0.38091436,-0.025688877
0.097705506,0.115958475,0.06248983,-0.38797814,-0.19298561,-0.26565963,-0.21645491,-0.3731094,4.0540032
-0.3346014,-0.5268384,-0.18242973,-0.42548674,2.880107,-0.2524682,-0.2921354,-0.25383705,-0.43733928
-0.44475505,-0.48128635,-0.24828841,-0.1626601,-0.5597302,3.5085354,-0.5339783,-0.3475099,-0.0727904
0.8900123,-0.047226757,-0.19832917,-0.12291951,-0.21765858,-0.7036818,-0.22510757,-0.53627115,-0.28672218
-0.42376667,0.1383054,-0.30244356,-0.26170737,-0.22507277,0.28706336,-0.13504863,-0.40657878,-0.13803034
-0.30333132,-0.0472268,-0.34764242,-0.3300804,0.5843005,-0.11621155,-0.32916233,-0.041403152,-0.009194594
-0.72075737,-0.56027293,0.13952084,4.178211,-0.45763803,-0.32218766,-0.13367061,-0.6112027,-0.20204426
1.0652311,0.012614399,-0.24202886,-0.252247,-0.101173945,-0.4572475,-0.19852969,-0.50355107,0.012961221
-1.1313334,-0.71667683,-0.76460886,-0.19740579,-0.4366479,-0.15174437,-0.31707636,3.10667,-0.74624467
-0.518752,3.871163,0.032006502,-0.58763134,-0.10752022,-0.53225213,-0.33025566,-0.3498831,-0.58318007
-0.24369958,-0.7644334,-0.2547995,3.6344595,0.12439525,-0.34668016,-0.12732603,-0.5321754,-0.2121029
-0.39960295,0.32256395,-0.2730082,-0.2428979,-0.43317994,0.18643437,-0.11269451,-0.18962668,-0.36141157
-0.2979595,-0.6807414,-0.5626945,-0.35963437,-0.574101,-0.0732476,-0.2808391,-0.3605685,3.7587433
-0.928336,4.432079,-0.08022314,-0.5427783,0.1357107,-0.481849,-0.28440613,-0.48019952,-0.16205728
0.34604856,-0.25963512,-0.42082697,0.15226808,0.47801134,-0.18927822,-0.1288,-0.24076271,0.15646732
-0.27748147,-0.14928004,-0.32578883,-0.26589465,0.9545523,-1.0278286,-0.7330732,-0.42641968,-0.29633248
0.37590966,0.6850074,0.027924404,-0.053621277,-0.2517836,0.12965715,0.014048287,-0.03987646,-0.24720868
-0.5164007,0.057656445,-0.095118545,-0.22461805,-0.14976309,-1.1798564,3.4729335,-0.35944933,0.035489436
-1.2606426,-0.83574724,-0.73113805,-0.9146789,-0.8197027,3.6990528,-0.4676092,-0.38931823,0.007171014
0.54122674,-0.64694965,-0.3125838,-0.5653102,-0.07764191,-0.09480908,-0.21679896,0.015380202,0.057208296
0.017743193,-0.2924635,-0.29208583,-0.24424703,-0.12402606,0.14055756,-0.08239652,-0.23206398,-0.20808472
0.27746412,-0.36760306,3.5305533,-0.61025494,-0.63213587,-0.25697467,-0.27490437,-0.5228161,-0.3078876
3.5439086,-0.08310142,-0.5702302,-0.4659593,0.23755802,-0.24546294,-0.2726622,-0.36287978,-0.115116194
0.423939,-0.033987254,-0.39371777,-0.016394373,0.48458374,0.039366867,-0.029172584,-0.27950066,0.28355318
-0.44451645,-0.33848277,-0.19006425,-0.3284347,-0.60501945,-1.1630329,-0.69612557,3.2342963,-0.61261225
-0.43376887,-0.30254057,-0.29272878,-0.39031988,-0.18177044,-1.190835,3.4951527,-0.49800903,-0.25685266
-0.0648432,-0.1737726,-0.38848272,-0.33595297,-0.12653372,-0.18760224,-0.15991081,-0.046329707,-0.64275867
0.018582433,-0.002283901,0.2607603,-0.17944224,-0.51863515,-0.022512142,-0.1494402,-0.2075658,-0.11589936
-0.08655068,0.19969891,-0.61472356,-0.03778392,0.22808684,-0.16349003,-0.097505085,-0.21196485,-0.12380115
-0.44669425,0.2683366,-0.40625194,-0.30905765,-0.29417762,0.061176755,-0.15297468,-0.2520703,-0.18635911
-0.12828447,-0.37446153,-0.4045992,-0.14553446,3.31447,-0.21416539,0.015058543,-0.4927028,-0.28874353
-0.4729441,0.2902925,-0.44216412,-0.23742042,-0.23005703,-0.19819872,-0.15611862,-0.18981075,0.15015961
-0.40158886,-0.056028236,-0.43259025,-0.35434657,0.23934208,0.10637419,-0.16390991,-0.15297285,-0.07923514
-0.1828726,-0.2504874,-0.2475878,-0.22517893,-0.1795901,-0.30833247,-0.4076631,3.0283673,-0.6166729
-0.16423221,-0.6613305,-0.13336147,-0.3167366,-0.070633724,0.27007955,-0.13808207,-0.27513248,-0.014824316
-0.06702413,-0.13931689,-0.4764239,-0.4468906,0.5196399,0.5324457,-0.035060797,-0.32160404,-0.052135907
-0.16494621,-0.035966463,-0.3085102,0.23096253,-0.36609888,-0.29923856,-0.118716404,-0.13665284,-0.21026298
-0.5129483,0.7670024,-0.18812671,0.049742334,-0.048119046,-0.22155042,-0.20130534,-0.14814153,0.06600801
-0.60712457,-0.21332452,-0.6248499,-0.43276066,-0.76248145,0.28095117,-0.042411853,-0.23301627,-0.01974658
-0.22575368,-0.13385135,-0.09224979,-0.20464757,1.2101672,-0.001178175,-0.110195905,-0.1798043,0.015892848
-0.3264552,-0.007519167,-0.13379821,-0.24039161,-0.051674612,-0.005449097,-0.20065613,-0.4345729,1.8544382
-0.5559141,-0.27016267,-0.057857987,-0.30234203,-0.53265667,0.08633328,-0.10488465,3.166679,-0.548769
0.004295945,-0.58709884,-0.145077,-0.2672633,3.602077,-0.211275,-0.30037415,-0.39608523,-0.3608404
-0.06983474,-0.40419543,3.709025,0.54165804,0.29509246,-0.21776988,-0.2732773,-0.49432877,-0.76266277
-0.15364671,-0.15329881,-0.1963981,-0.26185524,-0.06925759,-1.1375949,3.6932259,-0.34715962,-0.17532942
2.6188908,-0.1692786,0.03410946,-0.17318748,-0.02775561,-0.31497908,-0.28602377,-0.54243857,-0.18063557
-0.45243424,0.08105683,-0.013844397,0.4538266,0.09046671,-0.11087781,-0.94520825,-0.1792912,0.13841249
0.29102236,0.39168808,-0.310371,0.056736663,-0.35846624,-0.39244217,-0.2448509,-0.15294614,0.047245555
-0.39706203,-0.99106604,-0.08989905,3.6464238,-0.046417397,-0.2227629,-0.15280601,-0.47641096,-0.14105888
-0.007570982,-0.034147605,-0.13448927,-0.1499354,-0.1535539,-1.130044,3.7181625,-0.42965615,0.14050138
-0.6298449,0.13579048,-0.5073284,3.9590516,-0.5823518,-0.25241554,0.003752473,-0.38668096,-0.000668819
-0.31795347,-0.4305096,-0.8504333,-0.38029873,-0.08590022,0.15161599,-0.14880669,3.1711702,-0.635264
-0.001990736,-0.16022325,2.6881306,-0.24437654,-0.55075806,-1.2454007,-0.22042334,-0.4882863,-0.55425066
-0.26260883,-0.24866888,-0.2410503,-0.135676,2.9955738,-0.35106474,-0.23999378,-0.53512216,-0.092002764
0.2145454,-0.30532306,0.31985065,-0.08452291,-0.37676197,-0.535795,0.06792984,-0.1830254,-0.31359938
-0.05131225,0.28867018,-0.7009896,-0.52556777,0.35958236,0.1344225,-0.17242633,-0.34413242,0.006415357
-0.083807245,-0.45160583,3.847579,-0.28426918,-0.41540077,-0.2815212,-0.204358,-0.484476,-0.6630573
-0.24706095,0.1008799,-0.15816158,-0.23125601,-0.18223353,-0.40687963,-0.20369905,-0.45614582,-0.22337455
-0.29168716,0.1254353,-0.23363821,-0.27569374,-0.119831756,0.043994322,-0.19817866,-0.28970617,4.0456576
0.23945719,-0.472416,-0.14310285,-0.2587471,-0.7000359,0.002469052,-0.08727603,-0.13049766,0.06590888
-0.38360965,-0.29943675,-0.49621326,-0.6666102,-0.29943106,0.36849588,-1.1290823,-0.15048495,-0.4733561
-0.50795424,-1.0305687,-0.34928304,-0.29030257,-0.5315803,-1.3322049,0.039310746,3.2456703,-0.7113674
0.02715883,4.533137,-0.3970234,-0.34242624,0.21579081,-0.09280215,-0.2842049,-0.45766306,-0.37417358
-0.08466591,0.020387508,0.20042574,-0.20845777,-0.22419362,0.106041655,-0.2689913,2.749895,-0.48223785
0.05974982,4.545662,-0.000594504,-0.625455,-0.64592296,-0.11896821,-0.15421613,-0.43200856,-0.3800487
-0.3783166,0.07091383,0.07492541,-0.3132423,-0.3201893,-0.2213701,-0.18868992,-0.35224822,4.1278305
-0.37334338,-0.023924485,3.8941855,-0.1518198,-0.16847673,-0.2677136,-0.22279336,-0.5287883,-0.4698989
0.044411466,-0.63634413,-0.58552986,-0.14407608,-0.002007797,-0.04306643,-0.05905933,-0.2964354,-0.45383787
-0.42247972,0.066434115,0.10585786,-0.24406189,0.15393908,-0.02663473,-0.14460243,-0.11058676,-0.16827793
-0.21556851,0.08567766,0.39175573,-0.13745144,-0.40219772,-0.24335377,-0.20169257,-0.40473658,3.3661196
-0.30905977,-0.43223986,-0.38437566,-0.37472278,3.2511754,-0.30795896,-0.14016418,-0.37372625,-0.42826155
-0.32713556,-0.16480973,-0.23707774,-0.34510303,2.7138605,-0.2696808,-0.12809415,-0.2951668,-0.16380268
-0.531408,-0.32454485,0.19728406,0.047342174,-0.5056356,-1.0484412,-0.8138065,-0.15675074,-0.006775898
-0.2013752,0.300454,-0.37145013,-0.14820237,-0.029813752,-0.34760043,-0.2536138,-0.052197933,0.034471534
-0.17672306,-0.48880002,-0.6104345,-0.2786433,-0.10147872,-1.0195609,0.21943308,-0.38220993,-0.14194983
-0.21987814,-0.62264514,-0.3698905,-0.5041438,-0.2069368,-1.3893926,3.6567972,-0.4980044,-0.25999483
-0.10271214,-0.38541815,-0.25974363,-0.044845555,-0.29340553,0.05644848,-0.15381242,-0.26548302,-0.07061876
0.24847782,-0.7287708,0.08311424,-0.051696412,-0.31143993,-0.07977413,-0.21744868,-0.34804654,0.1503633
-0.25399172,-0.09577733,-0.76399815,-0.26773274,-0.75933194,-0.2832747,-0.3338048,3.0426211,-0.6542886
-0.39436725,-0.5042255,-0.17151721,-0.20390274,-0.048660457,1.1117951,-0.4235539,-0.3312046,-0.15842266
-0.18761864,0.033638377,-0.19683056,-0.1914431,-0.21103916,-1.4293094,3.8026059,-0.3070386,-0.17911929
0.028783798,-0.23913907,-0.308788,-0.2372646,0.040721208,3.47567,-0.88639927,-0.3050793,-0.4166812
-0.60984766,-0.7369666,-0.55360925,-0.20999956,2.496529,-0.0178385,-1.32419,-0.47395396,-0.2890728
-0.1962625,-0.05383897,-0.2591783,-0.12332014,0.2474889,-0.36469844,-0.29573402,-0.1494779,0.08408352
-0.8645202,-0.019676022,-0.13990861,-0.45056793,-0.3080551,-0.14180379,-0.48011267,-0.16808975,0.014283504
-0.059789725,-0.644791,-0.18755347,-0.13526028,-0.4108287,-0.06554279,-0.28199324,-0.334166,0.09702439
-0.35263976,-0.14414942,-0.005049035,-0.066223234,-0.10137837,3.5810857,-0.55611366,-0.35138285,-0.35816628
3.6982365,0.04973116,-0.05156494,-0.2643662,0.13344766,-0.39547625,-0.29086795,-0.4121464,-0.26896712
