Shared topic 3,Shared topic 6,Shared topic 8,Shared topic 9,Shared topic 10,Omics 1 private topic 3,Omics 1 private topic 9,Omics 2 private topic 4,Omics 2 private topic 8
-0.36645862,0.22751702,0.39403272,-0.28425795,0.080342285,-0.24951255,-0.17292486,-0.16755581,0.035356764
3.7562149,0.006150931,-0.46132162,-0.33550382,-0.021689877,-0.31280455,-0.28242165,-0.36097157,-0.09861156
-0.15464024,-0.53139514,3.8557625,-0.64851147,0.23606825,-0.293123,-0.21346064,-0.45500895,-0.6226546
-0.3793756,0.39374352,-0.18782948,-0.33530563,-0.21351457,-0.18063942,-0.19385724,-0.32215476,4.189581
-0.16657566,-0.03701622,-0.41497996,-0.36878812,-0.44364446,0.24487472,-0.18781792,-0.39010355,4.388413
-0.32612896,-0.7947043,-0.36763307,3.2118783,0.06586565,-0.22597744,-0.14761057,-0.44245374,-0.53397304
-0.040736914,-0.47117305,0.050293867,0.0492858,-0.10522114,0.21725461,-0.14545362,-0.37078363,-0.47882468
-0.4973743,0.21566409,-0.18516988,-0.006540418,0.4042008,-0.92173296,0.16094856,-0.32246846,-0.17018986
0.48936558,-0.15186371,4.0898046,-0.24717353,-0.3181465,-0.29511765,-0.28172275,-0.37160912,-0.70420754
0.11563161,-0.568535,-0.58098936,-0.14193942,-0.20566961,-0.34933025,-0.22931746,1.3891048,-0.7705808
-0.19580807,-0.29337204,-0.37078977,3.5859008,-0.6491859,-0.35753012,-0.1381748,-0.46769014,-0.6391577
-0.6650866,0.2112105,-0.18909897,3.5455477,-0.47749582,-0.24488136,-0.17597139,-0.5022383,-0.2035883
-0.5817011,-0.2521711,-0.18605398,-0.32238743,3.066773,-0.15436451,-0.073394656,-0.27634493,-0.7319307
-0.86611724,-0.8648763,-0.60095257,-0.60049194,-0.27072713,3.8537602,-0.6413732,-0.3192945,-0.29896045
-0.48668313,-0.071754724,-0.17259896,3.9337387,-0.45019057,-0.23022388,-0.1462189,-0.607574,-0.21917416
-0.47974262,-0.8816189,-0.23978084,-0.42128173,-0.9364716,0.21752042,-0.3997156,-0.206804,3.8124678
-0.9298699,-0.17846131,-0.82637656,-0.10794267,-0.23375916,-0.15172724,-0.31707773,3.2141867,-0.6893109
0.06265989,-0.43943834,-0.26769722,-0.51983166,4.1183634,-0.09764011,-0.25345775,-0.46098068,-0.16501628
0.3610083,1.4917833,-0.3681425,-0.19952483,-0.40253896,0.093988486,-0.1718688,-0.2787373,-0.081513315
-0.3850959,-0.44157642,-0.468539,-0.3079912,3.7439656,-0.30793843,-0.14145088,-0.41579947,-0.38924593
-0.42337394,-0.604392,-0.56509054,-0.36874884,3.7178686,-0.07674344,-0.23945369,-0.48934382,-0.24650688
-0.4114433,-0.27813363,-0.3379696,0.13898166,-0.16640615,-0.37917137,-0.11562089,-0.3404023,0.08619787
-0.0417911,-0.28473842,3.4078393,-0.30411375,-0.6244367,-0.25200236,-0.42430213,-0.43832856,-0.39444438
-0.039978314,3.780848,0.21678045,-0.09416093,0.1820866,-1.306902,-0.5934605,-0.4905757,-0.25036618
0.61003864,0.7280959,0.053253546,-0.4372211,2.3631978,0.61793476,-1.2181026,-0.49357945,-0.5174703
-0.38074297,-0.36018512,-0.4940883,-0.4625664,0.34629056,-1.2051852,3.4170713,-0.3886351,0.8483558
-0.5537597,-0.22585462,-0.36044574,-0.2677958,-0.4446566,-0.08885364,-0.20985365,-0.22198923,-0.06423495
-0.15271947,-0.34302232,-0.31379503,-0.279851,-0.0379684,0.22836483,-1.0260266,-0.17636327,-0.23886508
0.11825547,4.381573,-0.34301782,-0.26179036,-0.09806816,0.1436155,-0.056270927,-0.33350724,-0.37318987
-0.32598165,-0.40735275,-0.6578278,-0.3901731,-0.13272022,0.12282556,0.91680473,-0.09909608,-0.059336387
0.25442812,0.25585836,-0.43600032,-0.29749432,-0.23495255,-0.024801506,-0.063366376,-0.22949247,0.05781859
-0.5099479,0.18145373,3.8545809,-0.10140982,-0.27018118,-0.18680042,-0.22371757,-0.53128505,-0.6813504
-0.20072463,-0.36114907,-0.15057014,-0.2788049,0.004165635,-0.05861553,-0.15279622,-0.34815502,4.151224
-0.3957836,-0.37917465,-0.21786898,-0.35213298,-0.2247462,-0.20061514,-0.2214361,-0.28375763,4.0092235
-0.14982122,-0.22630979,-0.2823667,-0.20440936,-0.35792175,-0.1426044,-0.12254362,-0.2756828,-0.3987812
-0.26968002,-0.4177701,0.004817843,-0.25691974,0.75379705,-0.21167527,-0.23268959,-0.31576562,4.023513
0.005146235,0.04162085,-0.36892807,-0.42544094,-0.11745743,0.15186653,-0.013334909,-0.3275457,-0.06435813
-0.7554655,-0.5257079,-0.2557273,-0.27115595,-0.09667083,-0.024567423,-0.14301896,-0.11106209,-0.16286696
0.03983684,0.081182785,-0.26649475,-0.5811055,-1.2578099,0.029626003,-0.1654522,3.0814338,-0.64800024
-0.1950312,-0.24487743,-0.0332294,-0.19698429,-0.22179466,0.28594765,-0.11626628,-0.42551482,-0.16788524
-0.09208167,-0.017348465,-0.12947708,-0.2944701,-0.17460668,-0.86371756,2.8612328,-0.3225206,0.33958
-0.3465415,-0.55564904,-0.06830458,0.20636097,-0.23216066,-0.40075868,-0.23312363,-0.17803353,0.1281927
-0.39565313,-0.34886605,-0.3356016,-0.49841052,-0.40365615,0.11005409,-0.056206208,-0.07867751,-0.044754993
-1.4281365,-0.008809812,0.24194975,-0.4641564,-0.81854033,0.2163699,-0.4663393,3.1767864,-0.86726767
-0.92644715,-0.34484547,-0.54560465,-0.5607165,-0.4982268,3.69868,-0.46091962,-0.36343634,-0.1471048
-0.6044384,-0.7911611,0.04312022,0.14140883,-0.541841,0.2332665,-0.22075674,3.052155,-0.7079092
-0.37891257,0.15839446,-0.2010018,-0.21581729,-0.3996114,0.3847208,-0.13287136,-0.46004343,-0.13172545
-0.42603716,0.27335343,-0.4389667,3.4582167,-0.13948917,-0.21616419,-0.015523738,-0.5345626,-0.18442774
-0.10629051,1.4795032,-0.42906457,-0.25325283,-0.40932304,-1.165536,3.6383965,-0.32149225,0.29505697
-0.16983485,-0.01694072,-0.31024313,-0.4073537,0.01577872,3.8655741,-0.63239765,-0.45943904,-0.26124012
-0.22703551,-0.19951643,-0.2465451,-0.3317323,-0.16304368,-0.2132205,0.16093825,-0.5508177,-0.29054144
0.19293006,-0.23049746,-0.29391655,0.010429814,-0.23753797,-0.21910587,0.16621333,-0.23783672,-0.18056914
-0.65377903,-0.14372045,-0.5437235,-0.5595172,-0.3130449,0.16978481,0.026698299,-0.38557962,-0.17352352
-0.29433385,-0.096677706,-0.29615986,-0.21230254,-0.24648201,-0.23760216,-0.12322946,3.0143552,-0.57934946
2.1419234,-0.12290242,-0.4077881,-0.4255734,-0.31351835,-0.2742023,-0.2940947,-0.5012623,-0.006931487
0.5225184,-0.2561264,-0.038008153,-0.17144892,-0.34736288,-0.2348676,-0.3151318,-0.41831696,-0.33014548
0.33182928,0.23913498,-0.36344552,-0.15777257,-0.001002625,-0.1943859,-0.29575655,-0.31029415,-0.08385735
0.13380063,-0.33174413,-0.4279522,-0.42765665,-0.18630467,-0.083441444,-0.2180649,-0.07446237,-0.056567423
-0.62199306,0.7662399,0.058293805,-0.27394626,-0.33821642,-0.16739608,-0.13016552,-0.123620175,-0.18405333
0.027906813,3.889069,-0.24023223,-0.29749674,-0.42665184,-0.22211291,-0.20371547,-0.20051874,-0.6912786
-0.35366496,-0.11392236,3.7853012,-0.6518817,-0.66612995,-0.5133071,-0.3904046,-0.51917374,-0.6949311
-0.47285685,-0.26064777,-0.11864568,-0.26962566,0.22949731,-1.2989553,4.392732,-0.5467488,-0.5877046
-0.15316212,0.23254178,4.0350885,-0.27099258,0.4427355,-0.27757883,-0.16129251,-0.50989777,-0.7339576
0.7440296,0.098992914,-0.17581911,-0.028233986,-0.7072729,0.3648633,-0.26166937,-0.20422086,-0.101961374
-1.0101199,-1.1959568,3.5266426,-0.4185786,-0.65867686,-0.27492598,-0.23025824,-0.38451397,-0.93194133
-0.091315836,0.24182342,3.9846082,-0.28973088,0.048791572,-0.3076749,-0.20024551,-0.5231081,-0.6037008
-0.7885399,0.54250574,-0.21245843,0.082569234,0.16224226,-0.295485,-0.10868855,-0.22808276,-0.011599133
0.22304358,-0.34509158,-0.24605389,-0.119595096,-0.33016363,0.004491367,-0.045146536,-0.039492726,-0.14378415
3.6843524,-0.6472036,-0.06834883,-0.056119084,0.1756466,-0.25204176,-0.1459014,-0.4706363,-0.21052477
-0.42791152,-0.18587661,-0.23380125,-0.075827435,0.11537555,0.25836068,-0.111095056,1.8238778,-0.47486728
-0.32884783,-0.03315941,-0.23766279,-0.29188782,0.6600859,-1.1227411,3.529518,-0.40070048,0.07400676
3.8517494,-0.04735139,-0.40063527,-0.23798671,-0.3023615,-0.24299444,-0.1916492,-0.3324223,-0.21277267
0.001792952,-0.16278733,-0.2429722,-0.03179898,-0.11047584,-0.8594234,-0.74083716,-0.24136642,0.1860565
-0.48867306,-0.14313868,-0.45706096,-0.21551591,-0.17184645,-0.18610846,-0.096318066,-0.2440816,0.08294391
-0.7861184,-0.10509501,-0.37831536,-0.31209183,-0.860174,-0.4038799,-0.6042811,1.562995,-0.65097314
-0.36788988,4.7007637,-0.5463516,-0.37660888,-0.39662796,-0.16351378,-0.32338002,-0.31855237,-0.38398772
-0.3992992,-0.12915121,-0.35487354,-0.38857776,-0.14336275,-0.21253467,0.19750023,-0.16474822,0.19835895
-0.4289418,0.09962756,-0.54909456,-0.5081335,-1.4007075,-0.28466955,-0.33439425,3.0092168,-0.6054911
-0.07292615,-0.44252783,-0.25746357,-0.14453681,-0.26793045,-0.31367788,-0.1626906,2.6647928,-0.44927517
-0.27919632,-0.15660007,0.18217751,-0.25161493,-0.1481952,0.109531015,-0.2951073,-0.30803692,-0.0463027
0.12026794,-0.17774235,-0.26067463,-0.28638008,-0.3417306,-1.2007651,-0.110776514,-0.111534506,3.8928413
0.16530755,-0.09215133,-0.17184426,-0.17159435,-0.11617985,-1.2094055,3.705106,-0.3959968,-0.021376641
-0.6294407,-0.1752644,-0.5682162,-0.17316326,3.0520086,0.07527328,-0.20572327,-0.2913976,-0.32774156
-0.5438423,-0.74722725,-0.5540452,-0.24954718,-0.12331511,-0.35640416,-0.13551821,-0.29222405,0.23333259
-0.3923575,-0.730855,-0.017232925,-0.4826314,0.002750292,0.19018991,-0.064784326,2.8917856,-0.61581385
-0.04507727,-0.13974386,-0.49289495,-0.09916474,-0.2806184,-0.3515924,-0.35192755,-0.32214767,0.25461763
-0.22861725,-0.41076544,-0.23978417,-0.21995874,-0.35728985,-0.30995423,-0.40788236,2.9617686,-0.5100684
-0.34602657,0.09974904,0.001178354,-0.30516863,0.07647705,-0.024845524,-0.062100105,-0.1639491,0.037200272
-0.11613012,4.151311,-0.1071517,-0.27357814,-0.46969807,-0.11091099,-0.1613949,-0.47091013,-0.42368838
-0.113117695,-1.2550521,3.6242938,-0.118790925,-0.3058094,0.4944646,-1.2699708,-0.46061867,-0.63323754
-0.4772389,0.3439078,-0.41099474,-0.3849836,-0.06572005,-0.050733764,0.12914631,-0.32671112,-0.11168959
-0.011253379,-0.54930294,0.0898432,-0.27216497,-0.04732071,-0.48893645,0.14199175,-0.2555886,0.093071334
3.3595579,0.07815378,-0.004506085,-0.23396508,-0.2735588,-0.24869199,-0.28292346,-0.4730603,-0.2525074
-0.53427166,0.21810123,-0.12583373,-0.23531052,0.13572666,-0.26643956,-0.29478857,-0.062855385,-0.048375577
-0.4393581,-0.32727057,-0.462445,0.058811963,-0.08944844,-0.092867136,-0.24904716,3.1490417,-0.78616625
-0.18135071,-0.083007805,-0.29002583,-0.18666023,-0.18767637,0.21250625,-0.2793294,-0.6219483,-0.29405168
0.021800116,-0.3606739,-0.21792197,-0.27269617,-0.36292744,-1.0574083,3.5407367,-0.12899747,0.061657432
2.9091716,-0.47117913,-0.4795383,-0.10986892,0.015309252,0.55165607,-0.9924352,-0.4477709,-0.19846398
-0.33891982,0.03782761,0.1707721,-0.33147442,-0.4239773,-1.7803875,2.527929,-0.38453048,0.08381178
-0.6654804,-0.545851,0.13970129,0.060654685,-0.1109463,0.41726232,-0.17515579,0.14676148,-0.118808426
-0.28737655,3.8540285,-0.3767598,-0.06768563,-0.465988,-0.08635608,-0.23731287,-0.02564568,-0.40292296
0.14687742,0.0629276,0.15360276,-0.48268592,0.25345668,-0.056462847,-0.1810978,0.01821886,0.10402436
3.7900999,-0.49654442,0.020027794,-0.16108385,-0.17869246,-0.3377515,-0.19273256,-0.5614471,-0.28476024
-0.6944477,-0.44533065,0.019415446,-0.3253397,-0.9982585,0.21540724,-0.46759003,3.1318965,-0.87630934
-0.08905645,-0.2223596,-0.37536517,-0.2549257,-0.44857925,-0.5739755,-0.28618124,-0.19837523,-0.046212383
-0.29300955,-0.54368,0.14664379,-0.16070674,-0.26208007,-0.07746575,-0.028952368,-0.24230856,-0.52184784
-0.5498374,0.2507526,-0.027071059,-0.010683619,-1.1786709,-0.15591685,-0.22610672,-0.3467491,0.110720314
-0.7042216,-0.7231415,-0.08569986,-0.7097895,0.17281526,-0.023518488,-0.69702375,3.0649002,-0.5809198
-0.04919321,0.1772997,0.32320896,-0.16206408,0.07579711,0.02160467,-0.07041198,-0.112189606,-0.027840463
-0.34630424,-0.54305434,-0.40628332,-0.2812057,-0.5480774,0.24179706,-0.18878023,-0.3866611,4.1724772
-0.33820552,-0.12373308,-0.010508761,-0.351135,3.7542381,-0.29881242,-0.30936998,-0.56041497,-0.28797713
0.7013363,0.023836277,-0.11454673,-0.34464943,-0.6904894,0.29677877,-0.17375787,-0.07010532,0.10251345
-0.01707083,-0.002022976,-0.6008225,-0.40919742,0.58285075,0.088678114,-0.37117106,3.1147099,-0.6368835
-0.29832518,0.07364258,-0.36187577,-0.36992222,-0.122325316,-0.20567288,0.19968097,-0.15250376,-0.106549114
-0.32683945,-0.8535791,-0.17861675,-0.80176586,-0.17026243,0.12831427,-0.174872,-0.12630215,-0.38817284
0.4975626,0.003949657,-0.025268257,-0.38608807,-0.37929007,0.068100184,-0.04200957,-0.06810819,0.04650096
-0.2313562,-0.24799122,-0.19025108,-0.28370094,-0.365273,-0.13984601,-0.2361468,-0.35662258,0.9707115
-0.30616212,0.001016967,-0.36756223,-0.2437158,1.1644659,-0.18273188,-0.18178076,-0.06088676,0.067431256
-0.45586097,-0.13828482,-0.02078788,-0.47203434,-0.5884843,-0.2970851,-0.44382894,-0.3593104,3.9583676
-0.42150462,0.055584762,-0.2572804,-0.2804257,-0.59005505,0.38202962,-0.13316883,-0.10002631,-0.01701814
-0.06938751,4.115361,0.09420537,-0.05899265,0.2224545,-0.6761703,-0.5219209,-0.37939215,-0.3461352
-0.2531255,0.17870782,-0.23456118,-0.22156334,-0.08237597,3.667639,-0.40509158,-0.4026472,-0.28117576
0.3152355,-0.33566344,-0.17920685,-0.33838552,-0.24331665,-0.050378144,-0.17550555,-0.003402729,-0.031491358
-0.73537123,0.28949738,-0.51603556,3.507731,-0.18600889,-0.27657738,-0.010134371,-0.5352367,-0.18202382
0.31118506,0.17949264,-0.32101348,3.968152,-0.64558285,-0.30391827,-0.17255783,-0.5636808,-0.24463338
-0.9490979,-0.44878754,0.069129884,-0.5772924,-0.18035758,0.11480767,-0.11551549,-0.25835624,-0.4191099
-0.17578082,-0.29829398,-0.023292527,-0.20007405,0.6300546,0.6704449,0.47839049,-0.27911484,-0.0957141
0.033384964,0.6877588,-0.06696511,0.2825973,0.5300429,-0.20088364,-0.15322097,0.000544794,-0.2560884
-0.15794753,-0.50966185,-0.42458728,0.24603006,-0.10036712,-0.14883359,-0.024001202,-0.45159835,-0.5734079
-0.32942805,-0.2054753,-0.25005692,-0.21743624,0.741963,-0.20874108,-0.15165427,-0.2801174,-0.29121444
-0.48561776,-0.37061444,0.19498205,3.7498121,-0.41212943,-0.3736176,-0.13157018,-0.60722804,-0.1934317
0.002239214,-0.14789528,2.6341352,0.29727742,-0.45433003,-0.13933294,-1.3045411,-0.47984982,-0.8096859
0.69391227,0.02940838,-0.2904463,-0.2562439,-0.34184647,-0.24336962,-0.11709158,-0.046695873,0.06661084
-0.27342492,-0.07455604,0.03627582,-0.17408624,-0.4392712,-0.17692697,0.08594867,-0.14828166,0.30006152
-0.40015456,4.7321644,-0.43699205,-0.29702634,0.27916688,0.46970704,-0.06228421,-0.4453646,-0.21466063
-0.6169161,-0.47388068,-0.4430588,-0.06379989,-0.026019558,-0.19594327,-0.29489812,-0.001369249,-0.07046363
-0.4635887,-0.14476496,-0.6248203,-0.12499818,-1.3787646,3.6011577,-0.610035,-0.212378,-0.03276726
-0.12007841,-0.27919632,-0.38456932,-0.24222915,-0.45421165,-0.25945905,-0.21008469,-0.37259144,3.9952338
-0.8554806,0.60154104,-0.2535121,-0.33995685,-0.34196377,-0.484326,-0.33570033,-0.4388845,4.2332993
0.03729243,0.058951274,-0.12256749,-0.38167256,-0.33150572,0.110454306,0.036759138,-0.15840833,-0.08312301
-0.42672712,0.1856592,-0.5231705,3.6814096,-0.6763367,-0.37473297,-0.13204616,-0.6165986,-0.26026782
-0.15780272,-0.62683535,0.11020144,-0.38463262,0.28512606,-0.1095801,0.093326956,3.207545,-0.59333676
-0.5742718,0.50687206,0.040241007,-0.35296205,-0.060667094,0.14281833,-0.10982091,-0.088837475,-0.28074008
3.3677168,0.3910472,0.14277905,-0.5132788,0.33094776,-0.2342305,-0.3154223,-0.39222416,-0.2804782
-1.3410957,0.002000056,-0.6509652,-0.3581574,0.03752084,-0.6630903,-0.20026603,3.1348047,-0.6481041
-0.6119757,0.32647413,-0.38672534,0.21597366,-0.028038792,-0.08018745,0.02734921,-0.1313419,0.013991115
-0.83431476,-0.33740184,-0.45117974,-0.24811965,-0.29602748,-0.43204033,-0.12756224,-0.3413095,-0.51751274
0.08844369,-0.4000512,-0.32643545,-0.37436402,-0.29848588,0.15369669,-0.04905318,-0.124262504,-0.48399022
-0.25923565,-0.6392782,-0.33707765,-0.2787879,3.0954566,-0.18162595,-0.37420428,-0.59057784,-0.6796738
0.3854002,-0.13274735,-0.39807415,-0.15929313,-0.5319969,3.8989336,-0.7324422,-0.16637215,-0.1612876
-0.08925222,0.24355425,-0.49532261,-0.44417232,0.055832352,-0.36080536,-0.27881008,-0.1936477,-0.46621224
-0.44835058,-0.094904795,-0.35928768,-0.372862,0.8487485,-1.1824385,3.0335987,-0.20879015,0.36446485
-0.5139988,0.7238535,0.10052426,-0.6308126,0.12585661,0.19235803,-1.3095267,-0.2870417,-0.08113394
-0.46149936,-0.037026413,-0.06181764,-0.42108217,2.2157722,-0.96446896,-0.2967331,-0.613581,-0.5137779
-1.0363882,0.27008098,-0.045799218,-0.7154101,-0.084468804,-0.49153915,0.057514448,-0.13554257,0.10955309
0.15207687,-0.12761052,-0.30691415,4.0610805,-0.8887331,-0.26817244,-0.18614613,-0.44327894,-0.1831189
-0.48351306,-0.28297085,-0.098670624,-0.06476716,-0.2914013,3.7203164,-0.96382385,-0.41376668,-0.20674652
-0.16162723,-0.2547739,0.18161742,-0.23955709,3.6169605,-0.018648388,-0.1398266,-0.36508507,-0.31472266
-0.3842996,-0.17171088,-0.21769524,-0.29857004,-0.5126068,0.3228532,-0.13738644,-0.39957994,-0.28992572
2.8376822,-0.31933424,-0.35899952,-0.26957402,-0.021002704,-0.339116,-0.29357675,-0.38773674,-0.2189477
2.5752704,-0.17419301,-0.37630463,-0.3034524,-0.36604744,-0.22957505,-0.31608877,-0.14255494,-0.40339872
-0.33376262,0.3561227,-0.31132242,3.064734,-0.35793617,-0.3430526,-0.13757053,-0.2630466,-0.57265747
-0.28333902,-0.07977201,-0.28257138,-0.24829659,-0.33008465,-0.19811514,-0.15645744,-0.3009892,3.6497517
-0.2802598,0.104243435,-0.13203196,-0.16364975,-0.11679557,-0.24310422,-0.348308,-0.40074375,-0.40963763
-0.6948783,-0.77313554,-0.73952633,-0.8060619,-0.71931064,3.7136014,-0.6292171,-0.3989232,0.1265602
-0.055653706,0.24860477,-0.18968947,-0.13684839,0.34183025,0.036390968,0.772164,-0.41574937,0.013648228
-0.51184565,-0.36399007,-0.26780337,-0.7089316,-0.6341491,-0.23476648,-0.12228883,-0.18209401,-0.15314022
-0.33008128,-0.19742769,-0.46090612,3.6175582,-0.81331694,-0.24946344,-0.18926431,-0.21462902,-0.30687946
0.09124207,4.3398676,-0.15533628,-0.11053883,0.17878045,-0.5299315,-0.35576987,-0.274576,-0.38967276
-0.5782278,-1.1518476,-0.059836745,-0.29495832,0.04178302,0.39745393,-0.26021668,-0.20893887,-0.1531443
-0.010287102,-0.33902,3.5552382,-0.60931563,-0.27439457,-0.27448225,-0.2960509,-0.5425173,-0.52725226
-0.42008245,-0.17706636,0.46404147,-0.28588146,-0.4905199,-0.1514181,-0.14989734,-0.350025,-0.002137997
-0.38267976,-0.18758416,-0.12508938,-0.31518608,2.7734444,-0.5640611,-0.29137638,-0.63065153,-0.23243006
-0.50379926,0.16352208,-0.10528324,-0.20049949,-0.14463232,-0.006103104,-0.2021389,-0.2822532,4.050172
-0.40523916,0.025664864,-0.2940958,-0.37941408,1.3396451,-1.1321023,-0.28976342,-0.5390904,-0.50324017
-0.45663434,0.3228326,0.15877397,3.862282,-0.20713536,-0.37383837,-0.13454422,-0.564928,-0.21342753
-0.32448316,-0.30453774,-0.27107,-0.39961305,-0.37725964,-0.06773151,-0.2658867,-0.371828,3.9451418
3.0464659,-0.2778908,-0.2959011,-0.3208211,-0.3738876,-0.26598123,-0.22441608,-0.33857527,-0.6631978
-0.22051701,4.4036503,-0.18502186,-0.29507244,-0.5181639,0.23694271,-0.16054179,-0.33808243,-0.41449147
-0.38154185,-0.17704797,-0.13637094,-0.24613494,-0.2340182,0.011237342,-0.26434857,-0.08991362,0.0462127
-0.28934562,-0.2014049,-0.19852833,-0.32683173,0.2538194,-1.270549,3.5472794,-0.28122288,0.22699068
0.008669779,0.055937756,-0.18572891,0.0980155,-0.728771,3.6044931,-0.60933,-0.16179481,-0.15703873
-0.087705426,0.23674537,-0.44854045,-0.15506135,-0.21461546,0.14924741,0.035622496,-0.07519333,-0.11398747
-0.24578133,-0.34366024,-0.28239685,-0.40292287,-0.31186843,-0.8232826,3.2878866,-0.4263463,-0.003735483
0.3374457,-0.03620109,-0.7210161,-0.05954643,-0.05249755,-0.45190835,0.09937949,-0.16553032,-0.098121636
0.25170055,-0.20869505,-0.3675459,-0.05613306,-0.11597207,-1.1912463,3.5171611,-0.30949283,-0.08081972
-0.6240339,0.09492993,0.32814094,-0.08922555,0.16373669,-0.046862654,-0.26064387,-0.27536023,-0.05151887
-0.3162409,0.030058399,-0.252957,-0.31368634,0.7492993,0.10629092,-0.1637136,-0.28473878,-0.008906667
0.32783628,3.697246,-0.37531516,-0.24915987,-0.07102235,-0.08553082,-0.0320655,-0.32672405,-0.27559194
-0.13895372,-0.1113677,-0.20673433,-0.3108584,0.2610078,-0.9558094,3.6864676,-0.27589756,-0.034545496
-0.354742,-0.064198926,-0.1747526,-0.2433519,0.4467218,-0.18258163,-0.32919446,3.0921655,-0.54082125
-1.0082939,-0.26726595,-0.27871346,-0.43705606,-0.21653642,-0.079375796,-0.24602422,3.1962054,-0.73089355
-0.36306334,0.088457555,-0.05743383,0.25451913,0.07818051,-0.2780909,-0.16881438,3.1602592,-0.7244681
1.0243264,0.1495005,0.16360494,-0.28815705,0.40501392,-1.0575815,-0.7069056,-0.12445261,-0.05590102
0.12898126,0.84424603,0.000694707,4.0000567,-0.008158244,-0.2244272,-0.14641455,-0.5750041,-0.21856284
-0.001812995,-0.027807012,0.001716385,-0.26735145,-0.079659276,0.3709498,-0.31797954,-0.28744522,-0.20274517
-0.12341399,-0.09976964,-0.3774595,-0.2852168,-0.080766894,-0.083260246,-0.19782804,-0.33658773,1.0242425
-0.37068772,0.7058219,0.41896912,3.257761,0.061191954,-0.2846491,-0.26868364,-0.60129946,-0.23528183
-0.82527554,0.0864908,-0.3310756,-0.28431445,-0.22924452,3.6959126,-0.4616149,-0.43677878,-0.37346154
0.018605247,0.23247804,-0.3538923,-0.21376047,-0.008791406,-0.8285732,1.4425303,-0.3773068,0.055094115
-0.47802272,0.16902661,-0.23999631,-0.615427,3.7885747,-0.076026835,-0.23975115,-0.42457065,0.059872784
-0.38171118,-0.28334284,-0.22573544,-0.3000218,-0.32785836,-0.085594535,-0.15576732,-0.41321763,-0.36744434
0.22953409,0.17007062,-0.03587522,-0.12494251,-0.7201104,0.29371232,-0.12992074,-0.24689236,-0.78504515
-0.6481905,-0.8005433,3.9863899,-0.16524453,0.22301824,-0.36975676,-0.53751194,-0.4510559,-0.73946834
0.459272,0.046907466,-0.16916874,-0.17044665,-0.3798542,-0.121073574,-0.28864935,-0.39839244,0.1616925
-0.485927,0.2240928,0.009359449,-0.25381348,-0.31110948,-0.014422349,-0.13443787,-0.16774517,-0.053360227
-0.7141189,-1.1883975,-0.32564867,3.8911128,-0.40740275,-0.22847009,-0.14336726,-0.43833047,-0.14314044
-0.11135779,4.647309,-0.51602554,-0.59673214,0.059274275,0.16169217,-0.13686153,-0.38687086,-0.4250832
3.5706224,-0.22693342,-0.03923177,-0.37725785,-0.21538477,-0.51602376,-0.19591588,-0.39810872,0.07761747
3.5666003,-0.7773348,-0.47106057,-0.40528262,-0.14800027,-0.36044362,-0.105430104,-0.39971796,-0.21502578
0.033720218,-0.64079463,-0.23892263,-0.30703294,-1.0715251,-0.08436601,0.022023413,-0.13638912,-0.07528315
-0.48360413,0.22510858,-0.36765382,-0.23743017,-0.24453053,-0.2074125,-0.20394509,-0.3087473,3.7203271
-0.23667547,-0.06752582,-0.16875026,-0.17502342,-0.05892723,0.3678515,-1.1148487,-0.41942087,-0.25962183
0.17878062,-0.4463135,-0.44607157,0.10748984,-0.23141843,-1.2547493,3.9544551,-0.46594042,-0.12191504
-0.056848966,0.001027811,-0.17389633,-0.17784023,0.09319171,-0.04192546,-0.30321822,-0.32635683,-0.25621763
-0.7209001,0.088729784,0.01587183,-0.18494669,-0.33117327,-1.3395932,3.6905167,-0.18578044,-0.33146998
3.4563768,-0.7832842,-0.22921887,-0.088429354,-0.5157795,-0.23794265,-0.14281459,-0.5333056,-0.14020589
-0.7595811,-0.24108711,-0.3805505,-0.30439597,-0.55542487,-0.848411,1.2858707,-0.3153826,0.29057732
-0.025009464,0.22667019,4.0059037,-0.2573721,-0.53002435,-0.24117605,-0.2974116,-0.49467722,-0.51513165
0.085558474,0.1737808,-0.0451874,-0.22543831,-0.3638193,-1.092747,3.552953,-0.35946995,0.031069478
-0.63908124,-0.3367765,-0.5608322,-0.51886374,-0.36305225,3.069608,-0.5982016,-0.32778424,-0.31926063
-0.9648036,-1.5510986,-0.57347554,-0.7322337,-0.77980393,3.8433132,-0.6386853,-0.3385449,-0.19641396
-0.3135293,-0.09707872,-0.28037244,-0.22871184,0.27157533,-0.19740094,-0.19925448,-0.29966092,3.7919064
-0.26040342,-0.51697606,-0.6157004,-0.43037298,-0.3227028,0.1220654,-0.22366545,-0.44255978,4.315576
0.34869432,0.05905871,-0.14136052,-0.2011815,-0.48452887,-0.17482382,-0.22288139,-0.33919415,3.9256654
-0.25820786,0.04031512,0.08847341,-0.08134267,-0.2094622,0.08425184,-0.13212883,0.3834725,-0.42125973
-0.2871231,-0.3624421,-0.22527453,2.7232313,-0.16259223,-0.35930544,-0.13137427,-0.4350827,-0.35003468
0.11468495,-0.31021792,-0.113881186,-0.039025262,-0.15981549,-0.08693435,-0.18465452,-0.2728997,-0.009033343
-0.31089175,-0.44414914,-0.27034652,-0.2927583,3.379394,-0.07678694,-0.23949166,-0.43646672,-0.7319727
