Dataset,method,jaccard 1,jaccard 2
ME13_1,CellCharter,0.172709929,0.216772019
ME13_1,CellCharter,0.170651267,0.216578161
ME13_1,CellCharter,0.168255702,0.212824006
ME13_1,CellCharter,0.170062915,0.215203904
ME13_1,CellCharter,0.169973091,0.216004476
ME13_1,CellCharter,0.167762726,0.214251493
ME13_1,CellCharter,0.164335746,0.211770913
ME13_1,CellCharter,0.164650146,0.208675236
ME13_1,CellCharter,0.170783628,0.217087106
ME13_1,CellCharter,0.168983665,0.21454037
