,Shared topic 1,Shared topic 2,Shared topic 3,Shared topic 4,Shared topic 5,Shared topic 6,Shared topic 7,Shared topic 8,Shared topic 9,Shared topic 12,Shared topic 13,Shared topic 14,Shared topic 15,Shared topic 16,Shared topic 17,Shared topic 18,Shared topic 20,H3K27me3 private topic 1
Penk,-0.8161325,0.092518836,-0.32184854,-0.47112548,-0.2861788,-1.411075,-0.26448476,-1.1498508,0.08185039,-0.5613767,-0.95270956,0.33325815,-1.380428,-1.0845891,0.3710925,-0.5814395,-0.33178174,-0.17240778
Tnnc2,-2.4194498,0.065194726,-0.80217314,-2.8679912,-3.832274,-0.49973974,0.7471173,-0.53106016,-1.741041,-0.2359601,-2.8418283,-3.1808474,0.5095674,-1.3994923,-0.1672062,-0.89422524,-0.4431426,-1.3825088
Gm1673,-3.1372066,0.7488731,-0.19680068,-0.4210686,-3.0835505,-2.558917,0.2644137,-0.42665777,-1.0881205,-2.3660746,-1.252821,-0.19713101,-2.1512885,-2.2032962,-2.7425985,-1.6114987,0.19919652,-0.43897367
Gm10804,-0.51812226,-0.56279635,-0.2968497,-2.0078335,-0.29849485,-1.0318491,-0.42898446,-2.042266,0.5129254,-0.077219814,-0.3645696,-0.65479636,0.44563496,-0.77117705,0.007572353,0.22500208,-0.14746095,-0.402224
Arhgef15,-0.21832538,-0.38716626,-0.76458436,-0.43450215,-0.30697998,0.5103979,-0.25723594,-1.5916846,0.08742597,0.24079722,-0.013183974,-0.67960215,-0.15246056,0.6851285,-0.050126724,-0.13731821,-0.023866266,-0.16737443
Loxl1,0.082402796,0.33159727,-0.7552165,-0.5500828,-0.8232634,-0.99821436,-0.27336305,-1.4477148,0.4365759,0.31123102,0.009733409,-0.030997857,-1.0749986,-1.125499,0.36669993,-0.3770522,-0.23740776,-0.33970475
Pcdhac1,-0.5470618,-2.683903,0.079214424,-1.1949503,-0.15575731,-0.19244489,-0.5540185,0.1117048,-2.241338,0.15407428,-0.021922618,-0.5576871,-0.3544028,0.15889397,-2.1639926,-0.43572932,-0.21706413,-0.35411745
4933401H06Rik,-3.3115013,-0.20904887,-1.0660583,-2.3566613,-0.5188993,-1.1938703,-0.9825533,-2.0922902,-2.1664522,-1.6335269,-0.59273106,-0.5856598,-0.7989718,-2.6924615,-0.0829767,-3.233688,-0.81670547,-1.1607369
Tmco5,-1.7180707,-0.23847422,-0.69231707,-0.89047337,-0.70279235,-0.44378835,-1.3987639,-2.351922,-1.201387,-0.18465269,-1.5304449,-0.280385,-1.1604334,-2.4310231,-0.930907,0.050909758,-0.6729427,-0.7083837
B020018J22Rik,0.34982228,0.60952604,-0.32023826,1.1203845,-0.40918136,-1.0771353,-1.6738372,-2.6934474,-0.027690604,-1.118814,-0.12097289,-0.860856,-0.124576524,-0.88007545,0.42769593,-0.16582215,0.22448373,-0.878615
Sipa1l3,-1.2903385,-0.89163893,1.9748731,-1.7753223,-0.26149428,-1.3629698,-1.1240166,-1.3800607,-1.2394874,0.008561358,-1.5322152,-0.7254236,-0.88109696,-3.3357038,-0.9663096,-1.356733,-0.6622006,-1.2044017
Ush2a,-1.104036,0.22914964,-0.4488707,-0.15935929,0.49683547,-0.7032292,-0.62969893,-2.1585684,0.4146221,0.10828921,-0.5931022,-0.3948908,-0.20416228,-0.24129146,0.50749165,0.44497985,0.4116856,-0.30893445
Gm12992,0.90357,-0.15105712,-2.51605,-1.5390381,0.23650455,0.1398004,0.23645896,-0.56702805,0.6965202,-0.96844494,-1.4652541,0.8783755,0.09355532,-3.7027926,0.70575124,-1.1803876,-1.0418037,-0.11859232
Hmga1,0.2197721,-0.29655612,-0.18960005,-1.454034,-0.76945144,-0.9035672,-0.6785386,-0.68913424,0.39526388,-0.6313409,-0.42330763,0.18089193,0.43515688,-0.936876,0.27778023,-0.564618,-1.1489027,-0.353069
Gstm4,-0.1531977,-0.82079786,-0.18470931,-1.1492469,0.28554583,-1.4721072,-0.56803435,-1.5511761,-1.130293,0.113550246,-1.2834115,-2.1456819,0.7108493,-1.4065081,-0.20352918,-0.9304538,-1.4494843,-0.7834271
Mrgpra6,-0.93001944,-0.18353811,-0.2520139,0.40160108,-0.09905493,0.2185755,-0.46963456,0.19314924,-2.921223,0.037305266,0.0021186173,-1.2287204,-1.0367807,0.30514705,-3.7464979,-0.3070895,0.11180252,-0.25045192
Meox1,-0.46496898,0.114830464,-0.7715195,-0.8883598,0.18242916,-0.024958476,-0.071150735,-1.6698766,-0.24799447,0.07780233,0.5476342,-0.78410965,0.08140282,-0.24543372,-0.37869257,0.31470737,-0.48129627,-0.24279031
Pcp4l1,0.14525467,-0.25837466,-1.3156682,-0.048871495,-0.92801046,0.049679294,-0.023818344,-0.12518321,0.08728726,-0.39797014,-0.023788668,-0.50126696,-0.062777035,0.517712,-0.7467262,-0.080216706,-0.5586562,-0.15755253
Snord123,-0.14060986,-0.10673821,-1.3984708,-1.9935678,-3.527122,-1.4377213,-0.6235868,-0.4091172,0.5800939,-0.39516675,-1.5172806,0.879416,-0.7969887,-0.6028265,-0.8189541,-0.5084256,-1.1317341,-0.35442412
Ank2,-0.35419172,0.31038308,-0.63820106,-0.76867783,0.22945085,-0.48154268,-0.33670443,0.26472077,-0.44645315,0.3513031,-0.48985228,0.33213598,-0.42044804,-0.6622439,-0.70949316,-0.12876448,-0.19875221,-0.20487106
Mtss1l,-1.0450702,-1.1652886,-0.66167814,-0.75145364,-3.5907495,-1.407314,0.24596134,-1.2406647,-1.1789689,-2.9837227,-1.3027017,-2.0966125,-0.03273213,-2.0836573,-3.3066225,0.13161635,-0.2621923,-0.8856901
Trim10,-1.9760035,-3.8510556,0.31044734,-0.4797933,-3.6418788,0.20147389,0.10441202,0.17970616,-1.8756435,0.5082442,-0.33678803,-2.2004435,-0.58535033,-0.067364454,-0.6761792,-0.86276627,-0.091091186,-0.42201298
Col15a1,-0.36307603,-0.3225835,-0.17789495,-0.045465745,0.30582017,-0.113067836,-0.49057844,0.03726162,-0.725967,-0.09304313,-0.16814174,-0.5460975,-0.5905279,-0.20044515,-0.1313574,-0.14510773,-0.18432875,-0.14493182
Cox6a1,-0.8352759,-0.61765754,0.15765995,-1.7763897,-0.6991399,-2.1449594,0.2011756,-1.3586869,-0.94509184,-0.34561548,-0.5312107,-1.349051,0.8048781,-0.41052797,-1.1187708,0.09358865,-0.39143884,-0.45324364
1700029J03Rik,-1.4980103,-0.30954605,-0.43897295,-0.6658877,-0.9435042,-0.40519875,-0.51820076,-0.93691874,-1.3810781,0.091410846,1.5390291,-0.5852128,0.0059078187,-0.85986763,-1.2973739,0.8820139,0.43674725,-0.20327438
Gm9530,-0.47633597,-0.52599585,-0.4356198,-2.826757,0.78497446,-1.323212,0.13706532,-2.188745,-0.38960454,-1.0135331,1.2700654,-0.9227677,1.0381882,-2.540537,-0.81599385,-0.41543323,-0.39183295,-0.862742
A130077B15Rik,-1.045742,0.50749075,-0.7067664,-2.3620856,-1.7120315,0.53944266,-1.668864,-1.8236194,-1.448958,-0.31569156,-0.5145196,-1.148857,-1.4946065,0.74417186,-0.80479836,0.24200034,-0.1519823,-0.8569801
Stat6,0.5942983,0.23912942,-1.1010191,-3.564901,0.37005448,-1.8908366,-1.188119,-3.020824,1.0550382,-2.7896557,-2.3531241,0.03306654,-0.20998062,-3.3703127,0.9747443,-0.81968606,-1.3650727,-0.6387235
F12,0.52897686,0.23071331,-0.11309449,-0.30289632,-1.6884831,-0.021012098,-0.20002136,-0.10577389,-0.06257173,-0.49917373,-0.027899697,-0.28931075,0.056358382,0.15870416,0.006315872,-0.61920935,-0.27837253,-0.17735401
Cadps2,0.089944005,0.07347503,-0.99273306,0.16669658,0.20993644,-0.070831046,-1.0041769,0.5461506,0.18278831,-0.13803943,-0.1494143,0.038762495,-1.1334927,-0.10102752,0.41558743,-0.36630547,-0.22411671,-0.019299004
Ier2,-0.4464703,0.1915139,-0.9538318,-0.80709404,-0.49882886,-1.6922718,-0.23081838,-0.6268777,0.8130634,-0.5344016,-0.8586001,-0.03399861,0.3226043,-2.2797623,-0.719921,-1.8258958,-0.74317676,-0.32150495
Gm9899,-1.4187275,-0.8560769,-0.94141895,0.39811003,-0.69399214,-0.40211284,-0.10290547,-0.063420415,-0.9407246,-0.08976503,-0.9788604,-0.027496576,-1.1495993,0.16552585,-0.17279173,0.037556946,-0.2765416,-0.09304379
Slc1a4,-0.53304285,-0.3754578,0.2716061,-1.2828923,0.5672642,-1.9971479,-1.0028126,-0.9891136,-1.0053184,-1.1021796,-1.1385946,-0.7360432,0.54085684,-1.9192098,-3.2549646,-2.0507455,-1.1026013,-0.89619875
Jdp2,-1.3414633,-0.98050475,-0.7912205,-1.3528948,-0.054374337,-0.4350791,0.26943648,-1.4839159,-0.98478407,-0.5854133,-0.92523503,-0.27722275,-0.1026822,-1.4787138,-0.31398958,0.27449095,-0.9493419,-0.43329078
Pacsin1,-0.6000886,0.25343257,0.6296243,-0.3034397,-0.5180729,-0.31571758,0.33732516,-0.50824934,-1.6091229,-0.17854148,0.19668603,-1.125624,0.3460635,0.21212357,-1.7212905,-0.50260854,-0.2212024,-0.3505625
Sipa1,0.37642515,-0.6835849,-0.63851297,-0.44586903,-1.4801006,0.10966769,-1.2087171,-0.33329156,0.52834046,-1.007122,-0.062880516,0.05893609,-0.43683293,-0.20290127,0.15295583,-0.52286494,-1.2554996,-0.32596323
Fabp3,0.14959657,-0.36807436,-0.4178746,0.519519,-0.16829424,-0.16951615,0.5503057,0.1041196,-1.4230199,0.10328703,-0.17492202,-0.5712738,0.15495285,0.10548927,-0.8180451,-1.6632897,-0.24032824,-0.14656991
2900041M22Rik,1.0596256,-0.007683374,0.054207444,-2.388521,0.38073128,-0.0025335103,-0.06931158,-0.50655687,-0.86298895,0.026142158,-0.13085893,-0.3943912,-0.08985354,-0.03157833,-0.017186545,0.15638372,-0.3149929,-0.2495069
Kcnmb4os1,1.1480541,0.2076652,-1.9564865,-3.8200269,-3.7286518,-0.83943945,-2.2583332,-2.3678765,-0.22854435,-3.2572181,-1.2668879,0.19448721,-1.9317818,-1.3792086,-2.5587249,0.5521909,-1.6883085,-2.1218162
Gm9833,-1.1549981,0.63895464,-0.5260225,-1.3675303,-0.8410253,-0.44271907,-0.019703537,-1.7727975,-2.1687145,-0.7137366,0.52525336,-1.0681171,0.105882764,-1.2731137,-1.5190389,0.28969884,-0.8432195,-0.51487637
Dock3,-3.2378519,-0.91541755,-0.21738091,0.4173318,-1.7335802,0.31925452,-0.017755974,0.48731923,-2.7367086,0.39995307,0.28187436,-0.5877554,-0.52708095,0.3460089,-1.5786204,0.105068535,0.38273025,-0.1215521
Pnp2,-4.422309,0.30557966,-1.0415566,-3.2844977,-0.12321687,-1.8154653,-1.1088563,-2.1765213,-2.8452764,-1.0967199,0.3958894,-1.5819987,-0.23127806,-3.8188097,-3.192361,-3.55509,-1.9560735,-1.8828111
Bex2,-1.8670397,-3.778422,-0.39058048,-2.0437167,-1.192138,-0.73228806,-1.2285326,-2.1880863,-1.2593228,-1.9068007,-1.4173054,-1.5536314,0.14432251,-0.7559636,-2.037221,-2.3782208,-2.35258,-1.2153378
BC106179,-1.434437,0.18698335,0.48791176,-1.7177109,-2.1188774,0.15393984,0.50561047,-0.9555968,-1.4715381,-0.21613753,-0.67372394,0.35764694,-0.71266747,-0.06272036,-0.635549,-1.1521027,-0.98869896,-0.5590839
Tbx15,0.36245275,-0.052206486,-0.6511732,0.28629217,-0.02146259,0.1273581,-0.48626834,0.13424872,-0.088637024,-0.41270795,0.20118153,0.42323074,-0.76028204,0.07331295,0.35379165,-0.82924676,-0.267024,0.030082118
A830019L24Rik,-1.1567842,-1.3882622,-1.7578616,0.06601834,0.29376483,-1.364949,-1.7845938,-1.4278631,-1.1092912,-0.35985386,-1.2681623,-0.7906775,-1.836521,-0.7631068,-1.5159225,-3.3390074,-0.40471256,-1.15517
Bcl2l11,0.08163053,-0.073634006,-0.5701344,-0.16081844,-0.08523676,-1.1224425,-0.23933445,-0.6089246,0.32009637,-0.35486066,-0.5347725,0.18038794,-0.18769126,1.2945131,0.1686,-0.14072338,-0.38296136,-0.20743342
Mettl11b,-2.7337399,0.058732867,-2.5385456,-2.7979937,0.65681326,-2.7346869,-2.465072,-1.9903119,-3.1359696,-0.8048954,-0.9227787,-0.59334314,-0.22596633,0.29287612,-1.7640195,-0.30195343,-1.5063277,-1.0128462
Rbm24,-2.4487844,-0.9953996,-0.07904601,-0.37714285,0.00319466,-0.4814998,-0.3228473,-0.44660658,-0.62645435,-0.3799315,-1.0307002,-1.7376276,-0.3542649,0.38200694,-2.538405,-0.39687434,-0.40000302,-0.41595456
Trim67,-2.2664063,-1.0364581,-0.55248284,0.32263628,0.19532308,0.32866547,-0.27005622,0.44252467,-2.0164626,0.19940308,0.26590464,-0.19891825,-0.47355306,0.34126186,-1.7073214,0.09637746,0.039046943,-0.08045452
Hmgb4,-1.0950687,0.029679656,-0.5179776,-0.5255527,0.69392216,0.09637451,-1.0078014,-0.3226356,-1.6597859,-0.25080827,0.19277996,-1.4231483,-1.2176632,-2.2957025,-2.4789562,-1.363322,-0.51809955,-0.5116842
Halr1,-2.8435373,-0.48370898,0.71780217,0.20409009,0.13558987,-0.1616621,-0.8227389,0.7622028,-1.195978,-0.28219858,-0.46444207,-0.050527096,-1.2235256,0.07928783,-1.1270777,-0.21986033,-0.22196215,-0.17739663
Foxf1,0.7530079,0.3478544,-0.34296444,0.49560022,0.5747991,-0.08764666,-0.66535974,-0.038904496,0.19583434,-0.34100708,-1.8561696,0.5785362,-0.6202352,-1.7328445,0.81683147,-1.2603165,-0.021919794,0.2421389
Htra3,-0.1588313,-1.300716,0.46926755,-0.10810988,-0.18437433,-0.18177894,-0.7075073,-0.29832727,0.12493765,-0.55909383,-0.8057068,-0.32773194,-0.46020356,-1.2269502,-0.4307394,-0.33309302,0.107955515,-0.20429501
Cmtm5,-2.370277,-1.1717103,0.834165,-1.1866055,-3.2643795,-2.019133,-0.6710496,-1.2177995,-1.0206583,-1.4790406,-2.3741758,-1.5389906,-0.1570732,-0.93982565,-0.57330894,-0.51005316,-1.9631089,-0.9054682
Nln,1.1617025,0.4061042,-0.8660661,-2.787551,0.56992674,-0.89583576,-1.4511166,-2.6699479,-1.2458546,-0.2826484,-0.006594956,-0.93513817,-0.32051295,-2.2073164,0.18863267,-2.0098495,-1.0086039,-1.2841763
Abca7,-1.3605863,-0.72358954,-0.61901903,0.26129925,0.23646224,-0.1475021,-0.7092212,0.63523775,0.2782895,-0.5082121,0.13508895,-0.21092516,-0.82790846,0.63881177,-0.94857407,-0.30793464,-0.55355144,-0.106046766
Gm6588,-0.14967933,-1.2790011,0.8512496,-0.51856816,-0.46915764,-0.28522483,-0.63092065,-0.77936596,-1.2048676,0.69649595,-0.7050375,-0.12637898,-0.2682951,-0.7132832,-0.68335533,1.0024139,-0.0033154935,-0.5811368
Tmem95,-0.70889664,1.1957213,-0.61751586,-1.2632399,0.65116966,-1.5008471,-0.5579456,-1.3161819,0.3149201,-1.7168604,-1.5665195,-1.0970097,0.33202904,-2.6137698,0.3438515,-0.6157942,-1.4455096,-0.48104683
2610016A17Rik,0.50601834,-0.0886703,-0.42326596,0.5412938,-0.059183843,-0.38949275,-0.6242366,0.24048877,-0.0024421513,-0.23979354,-0.22521009,0.30254364,-0.8850875,0.5631249,0.72910243,-0.47798863,-0.34374854,0.1517717
Med13l,-0.32544607,0.031112626,-0.287423,-0.54648906,0.05681473,-0.07268071,-0.18589082,0.16244322,-0.07945956,-0.42139596,-0.87535715,0.7945853,-0.44813263,-1.2508419,-0.32242647,-0.18137008,-0.50065315,-0.19968757
Zfp646,-1.0745331,-3.8805761,-1.6735973,-2.270742,-3.7991378,-0.78067476,-1.5452042,-1.9975485,-1.0021297,-3.6386268,-1.508921,-1.5103437,-1.6346021,-1.1202762,-2.1403093,-0.08090007,-0.75111103,-1.4254594
Gsg1l,-1.221744,-0.18962574,-0.39218897,0.24000648,-0.5142178,-0.16381156,-0.32481664,0.105375096,-0.84641695,0.2113868,0.20501968,-0.03491115,-0.23575613,-0.47492394,-0.50436723,-0.14658874,0.21881932,-0.1221767
Usp2,-0.8334865,0.18171841,-0.8210058,-0.8730089,-1.8754263,-0.6054658,-0.5847355,-0.823021,0.5957191,-0.6585021,-0.35277295,-0.015058279,-0.043013915,-0.2224948,0.10941744,0.16987514,0.20749131,-0.23215762
Nptx2,-0.014560685,-0.32903463,-0.4841245,0.39303225,-0.916574,0.13948211,-0.6264758,-0.007946625,-0.28453073,0.24814558,-0.1715473,-0.40225226,-1.0403731,0.4496386,-1.0440807,-0.16354476,0.0834772,-0.15851766
Gm853,-1.5909001,-0.34079933,0.06160444,-1.3346999,-0.34450698,-0.7733794,0.07838799,-1.6372303,-1.0114424,-0.7851782,-0.998659,-1.0130364,0.49687374,-0.859591,-1.0180852,-0.17711353,-0.35176307,-0.6401177
Rab6b,-2.4189658,-1.1344934,-0.07785304,-0.6281991,-0.63395524,0.18712258,0.12349007,0.1486468,-1.6444702,0.011454523,0.6620485,-1.268478,0.28357768,0.3806851,-2.517487,-0.06068237,-0.083218664,-0.33300304
Mmp14,-0.79880583,-0.4485861,-1.5285338,-2.5758646,-0.16548319,-1.6084183,0.8865843,-1.8621856,0.6606083,-2.9484148,-2.8916442,-0.65045154,0.6235206,-3.3346145,0.032785922,-3.3509183,-0.9933592,-0.76931125
Timm10,-0.9647393,-0.34471416,-1.2815406,-0.3836027,-3.559615,-0.765326,0.76325774,-2.3404918,-1.1057739,-2.3287728,-1.8834556,-0.80443525,-1.751105,-1.0862648,-4.062478,-0.39281675,-0.05246502,-0.60876095
Cfd,-1.879862,0.5353925,0.046216846,-1.0111204,-3.466229,-3.1675673,-0.40216896,-2.5249386,-1.0306295,-3.2454598,-0.70630515,-0.06718224,0.44029713,-2.9057155,-0.8400273,-2.3552516,-0.8102696,-0.80945456
Zc3hav1,-0.04635837,-0.9701065,-2.0249715,0.35180587,-0.17295887,-0.009730205,-1.3519782,0.17285979,0.13960081,-1.0351975,0.1729689,0.3203053,-0.36745253,0.27568388,0.050109997,0.21838671,-0.9030605,-0.03007638
Fkrp,0.8868383,-3.4498925,-1.4246074,-1.8977529,-3.7269628,-0.36880872,-0.27826983,-0.29886663,-0.89320767,-1.006185,-0.68921,-0.3613662,0.14471006,-0.47649187,-0.29324508,0.080760896,-1.9522812,-0.4498595
Hoxb1,-3.9723296,-0.83899057,0.5075648,1.3372523,-0.5794905,-1.4566938,-0.45420107,1.1712023,-1.5629636,-0.8673742,-2.4709198,1.1340994,-0.9916113,-1.0291777,-3.7558184,-0.6170433,-0.16407351,0.43957454
Pim1,-1.0666728,-0.8910948,-0.68476224,-1.0727332,-2.4376647,-1.4144677,1.0629542,-2.1442208,-0.1599227,-0.5858638,-2.230359,-0.13460879,-0.045697853,-2.8115716,-0.45116743,-0.8288618,-0.8151743,-0.54498494
Mpped2,0.5423174,-0.10868658,-0.3623472,-1.7004373,-0.38831177,-0.2711787,-0.07283254,-0.1974135,0.67242295,-0.21374789,-1.3860759,-0.16893326,-0.50769675,-2.61813,-0.10349999,-0.6434494,-0.29205713,-0.2796619
B3gnt8,-0.44321954,0.61091065,-0.62925935,-0.9009798,-3.3534439,-1.7950016,-2.2796702,-3.2812092,0.6108974,-3.425459,-2.1557078,-0.034285247,-1.3145362,-0.48559865,-2.208346,0.02824843,-1.5261674,-0.71905065
Hmx3,0.43198794,-0.24927996,-0.5828703,0.3293204,-0.03332346,0.22247061,-0.16359763,0.22704071,-0.23307425,-0.25635764,-0.016153146,0.3840901,-0.7952421,-0.058730103,0.6221324,-0.60218054,-0.13864736,0.07673432
Foxp2,0.29779226,0.2785027,-1.7290359,1.0624503,0.5328425,-1.7776254,-1.1091287,-2.2065587,0.89159536,-0.44459134,-3.4997761,-0.46239692,-1.2642505,-2.6527023,0.9993694,-0.5881102,-0.99595183,-0.26454234
Bbc3,-1.0735865,-0.75494593,-2.0832067,0.68228316,-0.93443424,-0.18455417,-0.01570233,-0.08327766,-1.8583143,-0.61424285,0.4163159,-0.8016075,-0.3690518,1.176533,-1.747626,-0.020632267,-0.43838125,-0.19007757
Ctdsp2,0.4704758,-0.116256684,-0.87891996,-1.5321535,0.03922224,-1.2781448,-0.51418984,-1.3997415,0.49397466,-2.4486978,-0.70866245,-0.7454444,0.65949225,-1.8279544,0.6640662,-0.19949995,-1.0819652,-0.54927903
Tmem88b,-1.9981266,-0.10754204,-0.45841622,-0.51267004,-3.6039848,-1.3945119,0.32478002,-0.75597835,-1.3041584,-2.682057,-0.65549064,-0.42382056,0.90985286,-1.0351415,-3.6787002,-1.2188051,-0.58345973,-0.66985434
Plcxd1,-2.0490656,-1.4107611,-0.053224206,-1.1268754,-0.55608624,-1.1061075,-0.34809792,-1.1973096,-0.72594225,-2.8282893,-1.4376997,-0.9652854,0.933728,-0.8185359,-3.2799845,0.1947732,-0.91373307,-0.6748739
Tunar,0.832729,-0.9167783,1.2387863,-0.37146047,-0.9042263,-0.38871068,-0.7871827,-0.42740944,-0.7300491,-0.41106096,-0.4055938,-1.1314809,-0.9080673,0.17980477,-0.7762783,0.0808104,-0.30973512,-0.32285005
E130006D01Rik,0.12479803,0.5441362,0.058419973,-0.12188747,0.3721826,-0.3267452,-0.6381103,-0.72426087,-0.6831925,0.22207919,-0.96140915,0.068288356,-1.3879211,-1.1425283,0.6835334,-0.3843559,-0.3085625,-0.14098896
Sptbn4,-0.29355988,-0.09986182,-0.5309543,0.31594735,-0.30453858,-0.034718473,0.015900943,0.2885241,-0.022282608,-0.25013456,-0.04896965,-0.18655945,-0.15334606,0.36190036,0.010757405,-0.2772204,-0.068662524,-0.012737339
Bloc1s4,-1.1680439,0.03302905,0.090394706,-1.4032785,0.7937107,0.2952103,-0.22331059,-1.8915886,-0.6866967,0.18120396,-0.9847474,-0.55646986,-0.3202009,-1.1107414,-2.4720721,-1.0994897,0.067508936,-0.44560337
Tgfa,-0.47119284,-0.18063332,-0.45603597,-1.0855554,-0.8755955,-0.8888443,-0.45132622,0.14596626,-1.1905504,0.13785484,-0.12062141,-0.14786214,-0.6412193,-0.30019826,-0.50214565,0.79364276,0.015568048,-0.2484527
Cdh3,0.3944528,0.5516888,-3.113763,-0.8551277,0.40460855,-2.1630101,-0.5320265,-0.43039894,0.80826646,-0.6888674,-0.44417426,0.37379068,-0.8423854,-1.1798428,0.22554603,-1.3677801,-0.8366106,-0.19749412
Hba-a1,-2.0028386,-1.4782019,0.6570629,-0.7102386,-3.538635,0.2721089,0.15010443,-0.10658941,-1.5251489,0.90537024,-0.39521593,-0.7752178,-1.2098296,0.30134666,-2.3263676,-1.9870012,-0.61758035,-0.4421354
Cys1,-0.6443111,-3.559833,-0.75044763,-0.48030072,0.09738842,-0.18570086,0.49130094,-0.9730953,-0.39972863,-0.5502933,-0.9111444,-0.23078327,0.28131044,-2.49738,0.3234502,-2.2514665,-0.22687973,-0.25040713
Aipl1,-1.6325823,0.6302531,-0.3194226,-1.2999625,0.091670215,-1.2527556,-0.7616257,-0.41363356,-0.85996556,-0.4265957,-0.40860224,-1.1912549,-0.31253368,0.6282619,-1.8275418,-0.06181699,-0.30195355,-0.53363305
Card19,-0.12540773,0.25971746,-0.26827443,-2.3006554,0.026722014,-0.84667873,-1.1703533,-1.2098156,0.4187932,-0.65037084,-1.1057558,-0.37745875,0.27609032,-1.029346,-0.22100922,-0.16794193,-0.8749913,-0.6281061
Tent5c,-0.6259761,0.08139923,-1.0955296,0.10986695,0.30356795,0.17029294,-0.72511816,-0.3475417,0.2746544,-0.6290177,-0.33721763,-0.2513286,-0.6263263,0.21139109,-0.5713669,-1.0645223,-0.55889714,-0.07524442
Bmp2,0.24578497,0.5191741,-1.729627,-1.2391806,0.4549541,-0.38390097,0.089030705,-0.5282055,0.67976844,-1.0030906,-0.38692713,0.45780766,-0.49221358,-1.9440327,0.39887583,-1.1992495,-0.79818106,-0.11795543
Il25,-0.4350293,-2.9926677,0.5753254,-1.0264559,-3.6375952,-1.7567582,0.7198924,-1.5214292,-0.37032843,-0.3184394,-1.7183079,-1.6059017,0.22479618,-1.5934024,-1.3444681,0.020127535,-0.7045312,-0.61258996
Krt15,0.6441566,0.19025058,-0.7651961,-1.1434131,-3.543623,-0.5650621,-1.4568658,-2.6930127,-0.47500545,-0.3421205,-0.00045734644,-1.261604,0.25465512,-0.79437846,-3.8438997,-0.49369946,-2.3781176,-1.4448357
E2f8,-0.2236475,-0.24267308,-0.915513,-0.09278211,-3.4705904,-0.61483383,-0.99646,-0.8745353,0.93775976,-0.7652005,-2.4900098,-0.1290414,-0.5229026,-1.3769412,0.28322977,-0.25197366,-1.3668424,-0.35107777
Ube2q1,-1.6452545,-0.087147295,-0.7707078,-1.3311074,-1.8611574,-0.9382204,-0.70257807,-1.2056215,-1.0155647,-0.0006622076,-0.37736586,-1.2316151,0.1589588,-1.151049,-1.064123,0.24336362,-2.1264985,-0.7073549
2410017I17Rik,-0.23167588,-0.16918953,-0.29879865,0.49214685,-0.9637884,-0.15979415,-0.37126034,0.49433428,-0.023118615,-0.20806912,0.27566996,-0.084330484,-0.6787425,0.5414954,0.3407276,-0.24820815,-0.25480625,0.103271216
Trib2,-3.2161953,-2.20085,-0.79702556,-2.2469203,1.0172416,-0.87230414,-0.46736294,-0.75115705,-1.2692679,0.18646985,-0.61491144,-1.115362,-1.5189672,-0.87656856,-1.8371052,-1.3589796,-0.60131717,-0.8330401
Fam122a,0.04529807,0.44461238,-1.2489289,0.2678312,-2.1210835,-0.6866245,-0.33624285,-0.4272481,-0.45859575,-1.0958071,-0.39093953,-0.03311184,-0.31502604,0.38644445,-0.17000212,-0.43774194,-0.3105147,-0.2899909
St6galnac6,-0.92672044,0.3111452,-1.5782022,-0.6189983,0.7122929,-0.3958272,-1.2839363,-2.7841153,-1.1875991,-2.190046,-1.3118606,-1.0268029,0.21289599,-0.66668504,-0.32079297,-0.94308984,-1.7024114,-0.89616776
Trim58,-2.1761787,-0.32918108,0.15694386,0.039718002,-0.23344108,-0.25087154,-0.7651967,-0.1900793,-0.38005924,-0.8893167,0.11318594,-1.2594906,0.016013622,0.58312243,-2.1945136,-0.7209233,-0.42284226,-0.38112006
Il4i1b,-0.9411129,-0.55919635,-1.5356791,0.12319091,0.7098211,-0.36698288,-0.9658656,0.2546035,-0.25083613,-0.4257221,-0.50513864,-0.7319107,-0.31955764,0.030569464,-0.3400052,-0.17192876,-0.6041063,-0.3745534
Hcfc1r1,0.030630082,-0.63357645,-1.1506402,-0.35915673,0.37682092,-0.96161187,-0.30156466,0.119702816,0.6174193,-1.0152555,-0.35120368,-0.19932997,-0.6055343,-0.30086246,0.55573696,-0.0023726225,-0.6665172,-0.35674304
Soga3,-3.214011,-3.7477334,0.13157785,0.48481143,-1.5245503,0.3619436,-0.53573704,0.35771757,-2.939817,-1.2135105,0.48753953,-0.9392261,-0.9998552,0.58251745,-1.5846092,-0.30435294,0.0035097897,-0.38500944
Gm10782,-0.76145834,-0.11235918,-0.012405276,-0.14477666,-0.3597626,-0.21688768,-0.77260405,-0.060589448,-0.6694613,-0.5863106,-0.38108677,-0.8244378,-0.40455082,-0.6269273,-0.27231482,0.18388575,0.3788157,-0.28988364
Actr3b,-0.8857755,-1.7100295,-0.41938663,-0.7853983,0.055648804,-0.5025518,-0.69800603,-0.7020064,-1.0935886,-0.5756718,-0.5346347,-1.5318124,-0.5948923,-1.6335746,-0.8863548,-0.6189786,-0.5995746,-0.63397825
Afap1l2,-0.5624279,-0.3986104,-0.1027305,-0.35412836,-0.3103481,-0.27607325,-0.763731,-0.6990584,0.38296252,-1.7764614,-1.231962,-0.34859914,-0.4688081,-1.080775,0.21915388,-0.8591307,-0.18773085,-0.3466568
