Dataset,method,jaccard 1,jaccard 2
ME13_1,SpatialGlue,0.177747103,0.205327872
ME13_1,SpatialGlue,0.177804169,0.194665917
ME13_1,SpatialGlue,0.175502016,0.203342618
ME13_1,SpatialGlue,0.192571506,0.191420732
ME13_1,SpatialGlue,0.209800959,0.169984217
ME13_1,SpatialGlue,0.172275204,0.219755239
ME13_1,SpatialGlue,0.176655352,0.204007902
ME13_1,SpatialGlue,0.189418033,0.201468546
ME13_1,SpatialGlue,0.207881129,0.17007054
ME13_1,SpatialGlue,0.201726336,0.180307906
