Dataset,method,jaccard 1,jaccard 2
ME13_1,COSMOS,0.211246496,0.267107909
ME13_1,COSMOS,0.211246496,0.267107909
ME13_1,COSMOS,0.21096552,0.267169752
ME13_1,COSMOS,0.211006912,0.26718314
ME13_1,COSMOS,0.210695756,0.266659081
ME13_1,COSMOS,0.211246496,0.267107909
ME13_1,COSMOS,0.210664374,0.2666562
ME13_1,COSMOS,0.21096097,0.26714456
ME13_1,COSMOS,0.210636899,0.266565304
ME13_1,COSMOS,0.211240261,0.267085998
