,Shared topic 1,Shared topic 2,Shared topic 9,Transcriptomics private topic 1,Transcriptomics private topic 2,Transcriptomics private topic 4,Proteomics private topic 4
92_62,0.10581651,0.07982735,0.34206098,0.20126575,0.044137526,0.03599371,0.19089808
70_40,0.06160751,0.23742583,0.13022041,0.15619184,0.09004031,0.08719001,0.23732407
118_66,0.10793495,0.066488214,0.074672714,0.018958302,0.3608748,0.34064177,0.030429212
100_27,0.026606373,0.30359888,0.08203238,0.018260544,0.19905713,0.28272647,0.08771824
94_19,0.10757858,0.11270348,0.15893616,0.35297164,0.06569773,0.06112139,0.14099106
76_51,0.2508649,0.10334176,0.10458695,0.34541708,0.089937344,0.060183283,0.04566867
114_46,0.051012345,0.45575207,0.10449519,0.18426849,0.060755175,0.06602575,0.07769092
15_48,0.017084572,0.767786,0.0154047385,0.10074342,0.025515098,0.027634984,0.045831192
95_9,0.20144017,0.07158558,0.2630403,0.07993547,0.2168406,0.12168323,0.04547466
13_55,0.011381847,0.006045519,0.1619596,0.0023094497,0.055003013,0.046297047,0.7170035
116_62,0.07138633,0.069012195,0.08099755,0.02537734,0.3437674,0.36304635,0.046412777
95_39,0.09554676,0.06936058,0.03817184,0.026807446,0.28780934,0.279096,0.20320801
96_51,0.35346076,0.03877628,0.079852805,0.34518018,0.03949999,0.044945866,0.09828424
62_15,0.058170915,0.054152258,0.069077194,0.23247014,0.025277518,0.035450455,0.52540153
83_5,0.2648772,0.05873562,0.2168939,0.2869604,0.054212514,0.039777406,0.078542955
27_50,0.044814773,0.4694166,0.044299405,0.18893187,0.060742285,0.06266147,0.12913364
59_27,0.0855194,0.091310106,0.09452389,0.054349307,0.24850813,0.30157986,0.12420936
23_51,0.03675851,0.56379616,0.034222245,0.17096151,0.045964826,0.049852416,0.09844429
106_31,0.24794187,0.08070723,0.1161243,0.38588542,0.035829768,0.040655527,0.09285591
118_44,0.12963843,0.05218584,0.2737306,0.033945773,0.29598042,0.18406275,0.030456178
82_15,0.06747614,0.30165744,0.094048925,0.17467369,0.059913658,0.05682924,0.2454009
119_51,0.05432024,0.076500915,0.07786141,0.018003462,0.37853995,0.35663202,0.038141992
118_69,0.15363722,0.069347285,0.21157955,0.21476674,0.061736822,0.04468435,0.244248
114_44,0.16630015,0.15432169,0.090761,0.33782,0.061001435,0.065713085,0.12408275
103_26,0.38627836,0.06458891,0.10949554,0.26932064,0.057651028,0.054914236,0.0577512
32_59,0.033649273,0.0139981825,0.7520398,0.06838814,0.011110135,0.008424469,0.11238999
93_16,0.18201193,0.06951855,0.120675236,0.41773647,0.036507178,0.03618235,0.1373683
61_27,0.1294398,0.096135765,0.11108738,0.15298471,0.1797308,0.20403358,0.12658799
74_38,0.10581649,0.1524685,0.14890599,0.06097289,0.21503668,0.23148924,0.08531024
124_69,0.13531454,0.061971348,0.10790869,0.025088262,0.36810142,0.2791973,0.022418384
85_49,0.07278473,0.05216739,0.07129152,0.29462248,0.02306276,0.029259562,0.45681158
49_32,0.026927123,0.07121733,0.039785028,0.009117195,0.24982065,0.4802045,0.1229281
60_42,0.07746513,0.13591313,0.08817167,0.3036511,0.039257325,0.038692936,0.31684873
69_38,0.026967175,0.61908466,0.08719834,0.103708096,0.038443267,0.03814804,0.08645027
73_5,0.17682095,0.08555797,0.19920844,0.2879994,0.068381146,0.043558363,0.1384737
100_53,0.36858234,0.056798577,0.06257802,0.3651377,0.043370716,0.04372996,0.05980263
1_51,0.028369319,0.0079591125,0.06730675,0.0076616486,0.06379794,0.03204545,0.79285973
58_42,0.20175163,0.07882536,0.12189771,0.28121692,0.07917596,0.072653234,0.16447918
34_48,0.024932755,0.5794581,0.036040254,0.17068946,0.051566835,0.05443357,0.08287897
63_48,0.05224901,0.02823841,0.08222203,0.013404123,0.12965038,0.1011222,0.59311384
97_54,0.27629,0.07682272,0.098737605,0.40108505,0.051449936,0.056372188,0.03924257
39_34,0.050258115,0.1444794,0.10429196,0.033415288,0.3506871,0.29046205,0.026406104
86_18,0.03639846,0.61271155,0.10800743,0.1230745,0.030157138,0.029995935,0.059654966
122_61,0.12439807,0.15579088,0.11893865,0.32059383,0.10720823,0.109806344,0.06326397
92_14,0.14174043,0.07297525,0.19101118,0.2853651,0.040489536,0.03879025,0.22962828
69_49,0.049160123,0.02424162,0.48178416,0.01252627,0.14682746,0.13797799,0.14748241
65_45,0.14116237,0.06807623,0.17417005,0.203534,0.06206026,0.04538496,0.30561212
45_19,0.21352905,0.080100186,0.20553985,0.3055433,0.073161185,0.0792535,0.042872928
34_32,0.05898236,0.14707819,0.04542522,0.018632403,0.36036146,0.35538834,0.014132024
19_46,0.044106666,0.28728873,0.044484187,0.073697075,0.14440373,0.16882049,0.23719911
18_47,0.100020535,0.29563496,0.13634881,0.22504266,0.046983574,0.04943264,0.14653681
52_22,0.040032674,0.10516794,0.051356256,0.014839853,0.24058573,0.32806623,0.21995135
63_6,0.056315955,0.05663785,0.43087828,0.03184804,0.19643484,0.123822734,0.104062326
84_24,0.09599675,0.10188594,0.117935754,0.050504096,0.2564643,0.31613407,0.061079122
82_23,0.110981435,0.19126615,0.11638784,0.1907517,0.110825054,0.1086639,0.17112392
12_42,0.08249193,0.04561584,0.12157181,0.016407097,0.37977907,0.3095225,0.04461179
122_59,0.20752011,0.07682136,0.097999565,0.05484604,0.2937788,0.20105237,0.06798169
111_46,0.057090864,0.32401568,0.11272219,0.36493626,0.05399803,0.05788708,0.029349854
47_24,0.11604202,0.045101695,0.18333955,0.078789204,0.11509779,0.14181344,0.31981626
30_36,0.09132081,0.054549795,0.12612064,0.026520947,0.34293714,0.289858,0.06869264
9_55,0.051986612,0.0129376035,0.042969074,0.041915096,0.031300858,0.02267104,0.7962197
73_12,0.13068585,0.06147453,0.030384999,0.026525637,0.28749877,0.28997073,0.1734595
29_34,0.10969347,0.16110109,0.15493482,0.34980533,0.098154366,0.08145372,0.04485713
69_8,0.20142336,0.12881143,0.107174,0.4033305,0.05803564,0.049299426,0.051925663
70_39,0.060865846,0.337062,0.11870241,0.16809541,0.076873764,0.07539018,0.1630104
96_60,0.15775976,0.05916383,0.3838373,0.24210441,0.0696397,0.034571335,0.052923735
75_34,0.057205647,0.37066203,0.07947743,0.05828968,0.17458157,0.15841183,0.101371765
21_53,0.066264555,0.028263697,0.12515204,0.023514783,0.14846914,0.13995937,0.4683764
104_29,0.29946965,0.07544051,0.13530023,0.27212936,0.08167182,0.07288887,0.06309954
71_42,0.10491715,0.13468201,0.08851184,0.13257943,0.13588233,0.1459497,0.2574775
93_24,0.05265937,0.48280603,0.11244424,0.14755765,0.052552663,0.052984703,0.098995395
60_24,0.054352522,0.23076496,0.06226441,0.07602504,0.21717057,0.2075492,0.15187329
108_37,0.06248545,0.26717803,0.16691712,0.25471577,0.0606773,0.06668705,0.12133934
91_43,0.20888337,0.044204228,0.04237176,0.4152423,0.027391488,0.028198663,0.23370822
24_48,0.022833094,0.6336224,0.01972626,0.030290741,0.12880692,0.11792237,0.046798293
21_52,0.05724351,0.16409002,0.10161824,0.24964273,0.04443496,0.04843976,0.33453077
62_44,0.18013124,0.08708282,0.19211946,0.32796237,0.051008344,0.037370507,0.12432515
17_52,0.0132357115,0.012885227,0.26401234,0.056499567,0.008518136,0.012227113,0.6326219
101_58,0.30705073,0.050766416,0.07215794,0.28875718,0.10522169,0.05251659,0.12352944
71_25,0.023782123,0.39371914,0.052601244,0.079843566,0.18193406,0.1528414,0.115278535
82_46,0.1144314,0.084478974,0.1131057,0.14972356,0.15345061,0.16876681,0.21604288
119_66,0.059092566,0.05072665,0.058980636,0.01097658,0.35504118,0.43672687,0.028455434
86_28,0.09537265,0.06358717,0.05953415,0.023678156,0.30128393,0.3732415,0.08330243
58_30,0.0475497,0.43658864,0.11236069,0.11955095,0.08037485,0.086920984,0.116654165
116_47,0.09570703,0.15556854,0.12112142,0.29297745,0.07896572,0.08809799,0.16756184
85_37,0.124650985,0.03677911,0.09429565,0.41740447,0.027961638,0.036675792,0.26223236
100_60,0.21512355,0.065369554,0.15294005,0.06709353,0.24470909,0.1278585,0.12690577
39_49,0.032478828,0.43572405,0.058949832,0.028081296,0.16557424,0.20389053,0.075301215
9_44,0.1780915,0.021216163,0.013732349,0.0084443875,0.31936198,0.34587285,0.11328074
50_39,0.024328375,0.15704483,0.08016286,0.015578775,0.25080293,0.35301873,0.119063556
54_33,0.030096864,0.08943699,0.046671003,0.011225206,0.25461975,0.42059153,0.14735875
72_31,0.045854088,0.5831192,0.058056533,0.13045856,0.06334944,0.060905702,0.058256377
6_53,0.006881598,0.0071144984,0.5706159,0.0064900084,0.018425656,0.013420846,0.37705156
40_52,0.08466703,0.04041557,0.052376222,0.016256748,0.34748814,0.42169854,0.037097745
62_46,0.048476856,0.08982469,0.39966404,0.23856835,0.029224852,0.024960458,0.16928083
82_24,0.114936516,0.13561343,0.1523925,0.18962322,0.14059839,0.1470619,0.11977401
74_37,0.02827957,0.35687438,0.100110814,0.03983751,0.1866337,0.19847377,0.08979016
84_41,0.14891373,0.07635351,0.08392538,0.44496593,0.038407456,0.051453248,0.15598075
76_22,0.031756874,0.50864357,0.036127303,0.03448373,0.16076447,0.17493388,0.05329011
76_34,0.07039082,0.20459148,0.06616833,0.06458502,0.21883346,0.1920202,0.18341069
77_11,0.062650196,0.043170106,0.06913608,0.014499846,0.35209605,0.41162533,0.04682242
54_22,0.051346794,0.17454134,0.062244274,0.18852268,0.039702177,0.04387735,0.43976536
120_67,0.046314653,0.048560854,0.07520821,0.008388452,0.31269658,0.47725227,0.031578973
49_28,0.069072865,0.09477307,0.11169957,0.026808873,0.23320396,0.3553392,0.109102495
114_49,0.09635555,0.09248008,0.085052095,0.32212323,0.042371795,0.048434928,0.31318226
97_38,0.06282228,0.3062844,0.07871242,0.2616165,0.05013873,0.05747173,0.18295404
64_48,0.07261849,0.047863167,0.14568791,0.021863481,0.21205851,0.15962629,0.3402822
60_45,0.21966347,0.05986123,0.1369231,0.31416872,0.06935198,0.054149404,0.1458821
102_57,0.22944157,0.058674276,0.17060378,0.31098595,0.04682675,0.033980966,0.14948674
42_35,0.045818176,0.07133572,0.07647459,0.012751656,0.33317935,0.4420602,0.018380212
11_48,0.026498081,0.52382886,0.017073652,0.13428031,0.03301709,0.033458848,0.23184307
78_43,0.07435801,0.10616112,0.073237546,0.021262478,0.25682178,0.39335194,0.07480709
95_58,0.27487275,0.062153522,0.18381228,0.35735777,0.041605074,0.04102124,0.039177336
34_35,0.19529991,0.035214905,0.08896013,0.019741615,0.31059396,0.3303656,0.019823864
89_8,0.36686942,0.07557046,0.07425461,0.30023476,0.08040644,0.055439245,0.047225054
109_55,0.17981653,0.07242301,0.116267495,0.33593458,0.038369905,0.03870311,0.21848533
90_58,0.44042975,0.05744719,0.049306814,0.2806938,0.058904834,0.049089134,0.06412855
95_23,0.024033202,0.779342,0.03945856,0.09347623,0.016551526,0.017929355,0.02920916
66_33,0.08274362,0.051214997,0.024847796,0.019164402,0.2736995,0.32435778,0.22397192
25_35,0.09725251,0.06403331,0.145392,0.033902917,0.3751852,0.20944068,0.074793406
85_3,0.12396069,0.03997633,0.3162759,0.04071855,0.2511848,0.14062078,0.08726299
53_25,0.07378875,0.068472594,0.050655447,0.14201452,0.04419857,0.06960825,0.55126184
105_47,0.17070073,0.13196187,0.1328828,0.35633105,0.04238534,0.0465105,0.11922767
45_35,0.071333244,0.067352876,0.10138146,0.03218049,0.33436683,0.29238528,0.10099986
43_18,0.14123613,0.12841712,0.360207,0.087195866,0.16164486,0.09105185,0.030247211
84_20,0.012049846,0.6451611,0.03190374,0.01344326,0.120493054,0.1523552,0.02459383
66_2,0.22094245,0.06940758,0.16135049,0.0619357,0.2592573,0.14967936,0.07742711
65_39,0.09889613,0.09845572,0.1235825,0.05946423,0.29604822,0.23605947,0.08749379
96_13,0.3556197,0.055258937,0.030695412,0.35247347,0.04700862,0.045669377,0.113274515
63_17,0.10310841,0.05532501,0.13973309,0.2350653,0.028694233,0.051093515,0.3869804
34_24,0.16964084,0.039457314,0.051693022,0.028904872,0.3658179,0.24786367,0.09662241
96_9,0.20905556,0.04230702,0.28999513,0.06825387,0.1304466,0.083603255,0.17633852
79_47,0.049469184,0.09362108,0.015787499,0.2488717,0.02764442,0.030489024,0.5341171
107_54,0.23537435,0.06800966,0.1437811,0.36960232,0.042087674,0.041893583,0.099251375
28_34,0.08270146,0.06203163,0.50726706,0.20863588,0.052712504,0.043449108,0.043202292
95_6,0.22582898,0.08981336,0.23283216,0.24586564,0.108541496,0.050295897,0.046822496
20_46,0.033858176,0.08490664,0.05076324,0.009991141,0.28202316,0.44724968,0.09120798
106_57,0.13921888,0.10878334,0.25484186,0.23748296,0.11007364,0.06752996,0.08206935
120_60,0.05028912,0.3081942,0.06818624,0.037201762,0.21606591,0.24537718,0.07468565
124_68,0.0832057,0.036132548,0.070318654,0.010765686,0.35006976,0.39554226,0.05396543
97_35,0.10744144,0.26210135,0.15196188,0.24504049,0.06201042,0.07532077,0.09612369
115_47,0.05824514,0.45062253,0.09573302,0.20346296,0.047171135,0.051245797,0.09351943
65_17,0.12257799,0.0858846,0.14237238,0.22597763,0.059276894,0.06534638,0.2985641
68_34,0.0762309,0.18371639,0.052857786,0.19939508,0.06892392,0.11578459,0.30309135
67_26,0.06342432,0.28051397,0.040832654,0.041243803,0.23597308,0.2620008,0.076011375
68_44,0.3581476,0.061854918,0.082740754,0.17698061,0.11522579,0.081882544,0.12316778
51_32,0.04168616,0.05517706,0.034450814,0.010648304,0.31216407,0.4572358,0.088637814
88_53,0.14300215,0.07133708,0.12993504,0.44751802,0.037273716,0.052720312,0.1182137
122_71,0.13289143,0.06381256,0.21778429,0.032164223,0.32792822,0.2024253,0.02299393
29_31,0.20967309,0.10307079,0.15174349,0.35190722,0.08436734,0.06601882,0.03321917
50_32,0.054078303,0.051211003,0.056990735,0.010271242,0.2690641,0.48250172,0.07588289
81_29,0.051785942,0.050964642,0.045452908,0.014127856,0.29496086,0.46376303,0.078944765
63_35,0.05471007,0.15204267,0.101341166,0.01944624,0.25297597,0.3457955,0.07368831
82_22,0.06980386,0.43772966,0.03952285,0.15733896,0.08412316,0.084685646,0.12679595
80_28,0.08111441,0.17292449,0.12960008,0.1512255,0.15085426,0.17637415,0.13790709
90_9,0.34405282,0.06308274,0.16474357,0.31870404,0.043807548,0.03505168,0.030557524
123_67,0.029957345,0.07038589,0.053714696,0.008518373,0.3052503,0.52462655,0.00754686
81_2,0.19426566,0.05663394,0.18225917,0.10986237,0.22275169,0.119836494,0.11439059
43_33,0.061841954,0.10106939,0.098410405,0.04889095,0.20228964,0.2134296,0.27406803
41_33,0.11186421,0.061186492,0.11713646,0.031049091,0.27523375,0.30295327,0.10057676
70_20,0.04230127,0.11446873,0.045036543,0.02913986,0.24480486,0.25509045,0.2691583
80_48,0.16278641,0.089588866,0.030466456,0.34898564,0.044766765,0.049958587,0.2734473
79_45,0.053143527,0.07274296,0.06615064,0.013628682,0.3033172,0.45243546,0.03858147
43_19,0.25165918,0.057069056,0.333193,0.10650255,0.14093022,0.08085394,0.029792093
86_27,0.06722757,0.05702145,0.04761243,0.014716944,0.28890553,0.40070644,0.12380974
73_10,0.160228,0.05346986,0.07631092,0.029155893,0.32866484,0.26910564,0.08306482
87_34,0.26327506,0.07298126,0.07779355,0.37707973,0.045091335,0.055388622,0.1083905
22_53,0.044308532,0.033090983,0.040657137,0.012163074,0.21159838,0.24390021,0.4142817
91_15,0.1833454,0.08143533,0.110439636,0.36747515,0.032685224,0.041044243,0.18357496
106_27,0.41068888,0.029875262,0.17903052,0.055030655,0.17848347,0.118712336,0.028178936
61_47,0.024064818,0.036846016,0.69835556,0.030985948,0.05864626,0.042742595,0.10835872
61_25,0.042321965,0.17659986,0.07515015,0.038200296,0.21716739,0.21261485,0.23794542
112_34,0.23313053,0.063202515,0.01247517,0.06069171,0.31313562,0.16795991,0.14940447
70_29,0.027854456,0.65810597,0.0147749325,0.04423675,0.11405267,0.098137885,0.042837292
83_57,0.08755879,0.057779685,0.12880483,0.11534503,0.07526179,0.04279938,0.4924505
56_22,0.06965745,0.18689528,0.080798075,0.087969095,0.16363913,0.1789585,0.23208247
74_42,0.06782562,0.47162527,0.15733063,0.12110791,0.0421492,0.043104425,0.096856825
73_1,0.20185864,0.053635586,0.10977756,0.041920196,0.30418476,0.1811906,0.10743259
34_36,0.106842235,0.034174033,0.02911966,0.012819874,0.37511426,0.40406588,0.037864026
86_29,0.10519476,0.044799395,0.07150018,0.01966815,0.3050442,0.32008314,0.13371019
77_15,0.07658575,0.05041056,0.02999438,0.025245225,0.2911992,0.31869507,0.2078698
103_25,0.20664987,0.07510844,0.22851948,0.30049697,0.06945274,0.059503265,0.060269292
20_52,0.08435558,0.13529252,0.075085446,0.3299475,0.041164447,0.05534606,0.2788084
122_54,0.12865883,0.05670713,0.05853336,0.03491383,0.40678614,0.22561058,0.088790126
36_56,0.1539151,0.04556606,0.05081714,0.01608334,0.3686846,0.33581495,0.029118748
35_56,0.21635415,0.026435878,0.062139686,0.0118217915,0.33010337,0.33239266,0.02075251
12_43,0.06805185,0.04961397,0.060372017,0.014585617,0.40625647,0.3775733,0.023546776
55_28,0.053995807,0.5368632,0.033919133,0.12042307,0.09218429,0.08828526,0.07432925
20_42,0.23699029,0.067852534,0.09053704,0.10122494,0.23549654,0.189306,0.07859266
46_30,0.056919128,0.17822091,0.079278946,0.046623494,0.2597225,0.2826808,0.09655422
42_50,0.07755045,0.089767724,0.095824964,0.027777525,0.34229493,0.3399633,0.026821189
94_34,0.059380718,0.26874745,0.088399,0.18473223,0.07083693,0.080528356,0.2473753
38_56,0.121766254,0.06221734,0.10039444,0.02841997,0.37706238,0.2933325,0.016807094
48_28,0.04116979,0.080625236,0.05258441,0.011798362,0.25575754,0.4950948,0.06296981
91_39,0.023701409,0.033073083,0.024490714,0.14403908,0.012624147,0.014518442,0.74755317
60_41,0.11865642,0.038880795,0.08500977,0.15582247,0.02556083,0.026932115,0.5491376
122_60,0.11793772,0.07817746,0.12709425,0.031598218,0.3307351,0.23810527,0.0763521
101_21,0.30643708,0.06920472,0.13572006,0.2648019,0.090031534,0.06301378,0.070791
40_44,0.0372711,0.5154985,0.1069543,0.12635314,0.06319633,0.059178952,0.09154763
74_17,0.077143975,0.06848198,0.07218876,0.03046832,0.35600317,0.3176502,0.07806361
96_53,0.24640109,0.077986404,0.10104696,0.40885782,0.051568463,0.06967963,0.044459675
88_20,0.021609955,0.48543534,0.034014996,0.019185895,0.17049828,0.21991126,0.049344316
68_3,0.2085687,0.053756088,0.40940836,0.14877026,0.07573179,0.039565586,0.06419918
101_20,0.1632506,0.08200841,0.27704877,0.22564332,0.0916236,0.055359848,0.1050655
94_15,0.1943422,0.07661528,0.1083663,0.33794102,0.042474113,0.041105185,0.19915585
48_39,0.01453928,0.3519273,0.0073192106,0.02893955,0.20991938,0.23317307,0.15418218
74_50,0.20714025,0.07321232,0.23779649,0.31079835,0.049830463,0.046139576,0.07508257
10_48,0.038644083,0.16347735,0.076084845,0.13773021,0.03643672,0.038415127,0.5092117
32_51,0.032094486,0.09028074,0.051571917,0.012217978,0.3088148,0.43416142,0.07085858
33_53,0.04446384,0.023904532,0.06171492,0.005476333,0.31847218,0.51889396,0.0270742
113_51,0.1664176,0.067334384,0.08138784,0.0661247,0.2303582,0.21316269,0.17521468
43_42,0.028031755,0.5564371,0.09282076,0.045889534,0.10875115,0.098719366,0.06935037
116_66,0.11596764,0.07232386,0.40655896,0.0738549,0.18113682,0.1247343,0.025423562
63_23,0.04488646,0.06914479,0.10243373,0.01494975,0.285183,0.42400217,0.059400093
16_54,0.038841605,0.030679613,0.027911728,0.16776234,0.012359683,0.019561464,0.7028836
75_45,0.076222435,0.2778281,0.05016265,0.309897,0.039105803,0.05612876,0.19065519
41_47,0.05171032,0.5791344,0.0735735,0.12458016,0.047771856,0.050020162,0.07320953
88_10,0.2902864,0.06874839,0.056304276,0.45057365,0.038903497,0.046241183,0.048942685
75_5,0.22232364,0.0813231,0.16338673,0.32149667,0.06639832,0.065359965,0.07971151
97_10,0.1354213,0.045476444,0.16840918,0.22966924,0.023098048,0.021506477,0.3764193
110_42,0.0397897,0.6160514,0.044648588,0.17578211,0.029953085,0.032453567,0.061321523
100_19,0.19279517,0.07121881,0.14506094,0.07938821,0.20087868,0.12969048,0.18096766
66_9,0.16038316,0.09906244,0.10121705,0.43442008,0.04596517,0.045627423,0.11332471
103_37,0.03584369,0.5906788,0.026616514,0.2117662,0.039551098,0.043998037,0.05154571
79_42,0.09464188,0.12043311,0.1369769,0.389882,0.06298957,0.09638847,0.09868812
89_3,0.11145731,0.08363653,0.36692005,0.29174107,0.0521688,0.04873417,0.045342036
96_33,0.14864342,0.088347115,0.18563107,0.35219416,0.03918378,0.053889256,0.13211118
82_53,0.29386202,0.059353523,0.11171881,0.35157162,0.038380545,0.038233936,0.10687948
38_42,0.05774695,0.37674877,0.13494258,0.20860915,0.053695798,0.05654501,0.11171164
104_30,0.3123922,0.071606345,0.1108395,0.31345117,0.07050131,0.06403017,0.057179213
32_58,0.2660181,0.058638252,0.22759615,0.10006456,0.19232614,0.098758526,0.056598287
109_59,0.10001013,0.10119581,0.18085454,0.3208548,0.043370076,0.040129874,0.21358468
91_24,0.047303,0.60829157,0.028118998,0.1022319,0.07892964,0.07613722,0.05898771
90_46,0.34574112,0.049965657,0.08063007,0.37954074,0.037279017,0.04081823,0.066025205
42_27,0.0920225,0.03165423,0.15072195,0.013871277,0.28141418,0.3635625,0.066753305
86_22,0.019945608,0.7405387,0.02893084,0.11646693,0.030235056,0.03248024,0.031402543
13_57,0.012101612,0.011092186,0.36388224,0.022661114,0.0041307537,0.0032359422,0.5828962
75_53,0.10707225,0.07641738,0.28805637,0.22285342,0.041618276,0.03975864,0.22422358
94_5,0.1373236,0.14347233,0.2054796,0.33952615,0.06402506,0.06081364,0.04935961
82_41,0.16576189,0.06743122,0.09614091,0.49122766,0.034597155,0.06969776,0.07514345
95_14,0.16374335,0.07563248,0.21179184,0.33050048,0.040661134,0.042426612,0.13524409
36_27,0.11856989,0.12942973,0.21256036,0.30911738,0.11612825,0.067866296,0.046328094
117_57,0.09189313,0.40059915,0.07451397,0.08490732,0.1717376,0.13820873,0.038140118
111_60,0.2102236,0.058632076,0.122682706,0.16966794,0.15152475,0.115723826,0.17154513
59_16,0.09019207,0.1946806,0.0854955,0.3374993,0.04062389,0.04174449,0.20976414
45_28,0.04837624,0.16063508,0.09567105,0.029073942,0.26863262,0.29761523,0.09999577
32_40,0.08425748,0.1969423,0.11245997,0.07590732,0.22472598,0.27437747,0.031329494
121_68,0.080041,0.02975947,0.086632125,0.0083545605,0.34144446,0.44209507,0.011673307
105_55,0.1908632,0.059999954,0.108585656,0.43414152,0.040735517,0.03793761,0.12773652
96_44,0.16032788,0.082099855,0.13042681,0.48376122,0.047645558,0.0532626,0.04247611
30_37,0.06753798,0.060498092,0.05975452,0.01830757,0.35988224,0.37766317,0.056356423
123_57,0.18065476,0.050735537,0.10361061,0.029560225,0.33927143,0.21514706,0.0810205
9_52,0.008353206,0.025113558,0.007898248,0.0027264187,0.118934765,0.123413555,0.7135602
70_8,0.20139001,0.09639797,0.13278845,0.42048338,0.053445846,0.043833572,0.051660728
75_28,0.04231443,0.6381641,0.05084189,0.13144457,0.03726572,0.038567416,0.061401874
75_17,0.09951074,0.05108059,0.08777385,0.028626073,0.30316734,0.27335343,0.15648794
39_24,0.21259934,0.08137251,0.12524056,0.21466951,0.16518903,0.1100471,0.09088194
27_31,0.055014897,0.055226438,0.10349151,0.01014196,0.36890465,0.39627662,0.010943914
97_34,0.054770928,0.07536019,0.06848287,0.016279781,0.26967818,0.44393,0.07149805
8_50,0.013001334,0.033606894,0.022794534,0.06627282,0.0120282415,0.010967512,0.8413287
71_8,0.3361609,0.08696176,0.04918819,0.29818007,0.07829157,0.07068686,0.08053067
2_48,0.035158552,0.013420772,0.036237188,0.009616883,0.11847927,0.07998683,0.7071005
92_58,0.3855806,0.055572137,0.03479904,0.39115083,0.051167026,0.045100987,0.036629323
104_40,0.045947302,0.27694952,0.08308056,0.30562615,0.030500093,0.034765054,0.22313134
79_30,0.075010896,0.072336614,0.15745106,0.042222023,0.25365913,0.2848278,0.1144925
78_54,0.09939686,0.058189247,0.29904792,0.23557359,0.038128525,0.035990678,0.23367319
56_24,0.038575534,0.41785896,0.11559498,0.036138233,0.1720687,0.15667124,0.063092366
117_55,0.04014475,0.12735939,0.040307447,0.013131633,0.30889532,0.44995272,0.020208748
71_48,0.12412976,0.1386968,0.21921372,0.11512447,0.1725706,0.108983845,0.12128078
71_14,0.1690038,0.078814946,0.11928856,0.34882015,0.068324625,0.07758752,0.13816035
105_43,0.10714822,0.12266486,0.20726971,0.3815771,0.051590167,0.055306174,0.074443676
99_56,0.15609315,0.092957534,0.11755793,0.439509,0.043238528,0.043279964,0.10736381
42_52,0.21759713,0.08178369,0.13430627,0.4097864,0.058328558,0.05879602,0.039401934
62_20,0.056432936,0.18635285,0.09622393,0.070245914,0.20634659,0.1774427,0.20695502
123_64,0.032902796,0.073987566,0.085192926,0.009237813,0.32546514,0.46668693,0.0065268334
44_49,0.098327935,0.038157873,0.07822729,0.015498306,0.37107837,0.36240768,0.036302503
93_50,0.17345189,0.093436405,0.11547427,0.3896717,0.058145184,0.054850116,0.11497042
114_54,0.0863146,0.055286918,0.08570745,0.02057385,0.32731047,0.3479649,0.07684181
75_36,0.037785836,0.34111002,0.022835126,0.01893529,0.2193043,0.3027769,0.057252582
120_64,0.045806523,0.065666,0.04136187,0.011369503,0.35781083,0.4660776,0.011907685
79_20,0.016648015,0.61060864,0.008806371,0.02231205,0.13967001,0.15880221,0.04315274
62_9,0.21986786,0.05971924,0.09149215,0.056167904,0.3061973,0.15550557,0.11105007
93_44,0.31462303,0.047830164,0.09047399,0.39668068,0.04950556,0.049453262,0.051433392
60_20,0.15845151,0.1237627,0.1283836,0.29260948,0.09069852,0.09952027,0.10657394
19_49,0.013307337,0.7825438,0.008014008,0.10811046,0.02383028,0.02522249,0.038971644
42_19,0.29724777,0.07847088,0.27816924,0.08805711,0.14903107,0.08826618,0.02075771
83_6,0.25625098,0.08306339,0.08151686,0.37744862,0.058030337,0.051232826,0.09245704
28_49,0.026937412,0.54836285,0.038332347,0.104030214,0.094800666,0.08575747,0.10177911
113_62,0.3148757,0.05837501,0.09226813,0.12423666,0.17081796,0.15686208,0.08256449
25_60,0.047912285,0.032643232,0.6693933,0.118821986,0.018549496,0.015025124,0.09765462
89_52,0.19238725,0.09866381,0.098623216,0.45514283,0.034826707,0.04885874,0.07149754
76_48,0.109736905,0.061055765,0.08393178,0.32125467,0.03783276,0.034969132,0.351219
32_50,0.05688213,0.23509406,0.097277425,0.059173174,0.172244,0.17892344,0.20040578
90_34,0.13642797,0.049464624,0.109963864,0.036857918,0.26359895,0.18250643,0.22118025
94_29,0.25009203,0.07662848,0.079709776,0.4179331,0.045595486,0.05596851,0.074072585
84_32,0.16017327,0.0540496,0.095643304,0.3195401,0.048716925,0.052322168,0.2695547
95_7,0.15761556,0.06925099,0.30204636,0.1589714,0.09387424,0.039603233,0.17863828
82_28,0.08685716,0.15814877,0.099378444,0.061335646,0.23961778,0.24737795,0.10728424
121_64,0.025436834,0.08197245,0.051680945,0.007839623,0.29066753,0.53681266,0.0055899643
98_45,0.07189131,0.06426212,0.013804625,0.29666415,0.03241856,0.04085804,0.48010117
118_67,0.1759308,0.06342994,0.12161387,0.034356564,0.3199165,0.2458351,0.03891726
86_49,0.11351325,0.050511736,0.086378254,0.3604242,0.020314429,0.027355427,0.3415028
