,Shared topic 1,Shared topic 2,Shared topic 9,Transcriptomics private topic 1,Transcriptomics private topic 2,Transcriptomics private topic 4,Proteomics private topic 4
112_56,0.09059659,0.12532611,0.25594422,0.3267114,0.058518823,0.0634049,0.07949792
90_42,0.20086071,0.055777002,0.09764639,0.46365708,0.03068629,0.033927586,0.11744488
59_35,0.029064782,0.42916703,0.03152504,0.028018842,0.20750347,0.2107951,0.06392579
44_35,0.042972952,0.10809654,0.08303119,0.022881405,0.29929027,0.31884393,0.12488368
73_25,0.028869705,0.71111214,0.020741487,0.12654327,0.031348784,0.031754445,0.049630232
96_50,0.1879762,0.06411525,0.2253545,0.38042915,0.033877023,0.039150044,0.06909772
111_37,0.09534209,0.06969705,0.071108624,0.023640497,0.3739056,0.32239574,0.04391039
93_48,0.16873042,0.07524351,0.14636444,0.46819136,0.043301158,0.04116239,0.057006683
80_4,0.2291114,0.079507105,0.22147691,0.2676574,0.067121685,0.03875573,0.09636973
41_52,0.16450135,0.034706723,0.05725838,0.014361224,0.33209231,0.38110912,0.015970891
17_46,0.056113467,0.22140907,0.15445301,0.14820933,0.06295773,0.061999448,0.29485798
60_33,0.05409587,0.20531115,0.10426489,0.059732094,0.23557027,0.21814536,0.122880414
51_31,0.046748016,0.061593767,0.031113748,0.011697542,0.2977255,0.39695212,0.1541693
68_29,0.044319652,0.10733048,0.06606197,0.016539337,0.2605295,0.4361328,0.0690863
58_29,0.023697207,0.105917975,0.0779549,0.008607073,0.2807284,0.44129127,0.061803196
67_18,0.11997083,0.100948095,0.09021596,0.42071003,0.035662208,0.052227046,0.1802658
114_36,0.12245907,0.05593789,0.37238207,0.2512179,0.044391006,0.038076814,0.115535155
23_59,0.12868802,0.051624317,0.37823045,0.1818801,0.05684272,0.04134275,0.16139174
58_41,0.21240638,0.07423142,0.09380522,0.23918687,0.12020671,0.10945024,0.15071318
12_54,0.034385912,0.007695886,0.006237556,0.0043460196,0.085904464,0.07094626,0.7904839
6_44,0.09765127,0.036006033,0.08958512,0.011791501,0.27462912,0.27648526,0.2138517
38_50,0.058620255,0.045039754,0.0476,0.010282637,0.2992869,0.49917778,0.03999264
102_22,0.16717786,0.06945336,0.19730483,0.055960268,0.26124606,0.15865706,0.09020062
80_26,0.07223096,0.051528327,0.07724391,0.015026978,0.26201892,0.39306062,0.1288903
107_52,0.2662928,0.06326206,0.07416469,0.41708037,0.052107427,0.066303976,0.060788706
93_45,0.17026533,0.06129963,0.06431772,0.44267818,0.027305149,0.032980494,0.2011535
91_35,0.2344202,0.08431711,0.12557323,0.33197477,0.058508683,0.05643226,0.10877378
101_43,0.17908499,0.06893666,0.13143802,0.3668872,0.041132398,0.04632403,0.16619669
68_8,0.24918166,0.08779996,0.04944046,0.41011786,0.049111117,0.04885817,0.105490774
102_55,0.23099975,0.06683361,0.16604863,0.41630214,0.038825743,0.028718134,0.052271996
67_29,0.048202872,0.06751491,0.04427954,0.014059657,0.27481896,0.44685644,0.104267575
62_8,0.15039462,0.049888533,0.16302179,0.030092834,0.31995583,0.19488649,0.09175998
62_24,0.049239013,0.17487681,0.06559434,0.15640351,0.051090863,0.051626485,0.45116895
26_45,0.07069505,0.2611701,0.08959241,0.12889001,0.13245419,0.1264059,0.1907924
45_45,0.06567812,0.12390155,0.14763781,0.029283125,0.24319081,0.29241505,0.097893514
115_61,0.15388319,0.03799524,0.05452163,0.016809067,0.3202908,0.34023672,0.07626338
19_58,0.14566159,0.039653704,0.046214458,0.03051834,0.24829142,0.15446995,0.33519053
96_49,0.12769431,0.09714075,0.16662331,0.450289,0.03280269,0.0397961,0.08565378
96_58,0.45958862,0.061674293,0.071642816,0.28587565,0.033071812,0.030862747,0.05728395
71_39,0.027617298,0.6225617,0.17171189,0.07219207,0.028497502,0.027451012,0.049968444
82_9,0.19188902,0.08315343,0.16942373,0.38911164,0.05385032,0.061608512,0.050963465
67_46,0.18893073,0.08977491,0.09716826,0.33277157,0.07102382,0.06392777,0.15640303
51_34,0.03708964,0.13280402,0.030370088,0.010181645,0.30354956,0.46292707,0.023078002
29_55,0.12395842,0.044314384,0.17818807,0.033749655,0.22347805,0.19337772,0.20293364
52_40,0.060812395,0.23571202,0.08165738,0.04434737,0.30645257,0.25347108,0.017547186
38_48,0.029028185,0.1858094,0.04471575,0.009829278,0.24601793,0.4433677,0.04123181
10_50,0.02020585,0.062294777,0.044597983,0.05910932,0.023819353,0.023998054,0.76597464
101_33,0.023751836,0.40064493,0.13972776,0.035837434,0.16350664,0.18360643,0.05292501
19_59,0.017296862,0.059760813,0.57720524,0.10162475,0.019894842,0.0136160515,0.21060151
34_29,0.06754689,0.25513494,0.16851085,0.27241486,0.10868137,0.09979869,0.027912404
117_52,0.06540514,0.30469164,0.13394852,0.10087427,0.18470052,0.14770985,0.062670134
117_45,0.29879764,0.07565971,0.09585733,0.07454759,0.26390663,0.15242177,0.03880929
49_44,0.13877407,0.065241955,0.085967265,0.03128465,0.35504928,0.26329798,0.060384825
105_42,0.14804383,0.091528095,0.07184998,0.3668009,0.054525964,0.062441725,0.2048095
45_21,0.22894308,0.06650537,0.073212944,0.4338169,0.033645533,0.04763097,0.1162452
111_52,0.12834467,0.20212986,0.14638168,0.28415084,0.108266026,0.083853856,0.046873067
51_38,0.08497362,0.122597076,0.14627044,0.059310813,0.22651172,0.21128444,0.14905187
9_47,0.024761219,0.06627562,0.035740603,0.0065618176,0.23655267,0.50111765,0.12899041
101_44,0.13296314,0.11660742,0.09986668,0.4044226,0.062115826,0.056955986,0.12706842
8_43,0.07372643,0.04698983,0.026377218,0.011575989,0.34340876,0.30541438,0.19250731
106_50,0.17713024,0.08048787,0.13125136,0.4101245,0.050950114,0.058729235,0.0913267
57_35,0.03325243,0.26641005,0.053154584,0.020720026,0.23204488,0.3121969,0.082221076
94_53,0.22314984,0.07094707,0.14114809,0.4093322,0.04541376,0.057704706,0.052304387
76_16,0.17672795,0.068610325,0.044806596,0.070961155,0.20151417,0.23814319,0.1992366
108_41,0.09155483,0.29499996,0.15678492,0.23298453,0.09143965,0.08506465,0.047171474
31_41,0.060283702,0.084272705,0.08793611,0.025430473,0.31225914,0.37276152,0.05705638
50_41,0.03523458,0.09370671,0.056638673,0.01605998,0.21611091,0.25509313,0.32715604
66_35,0.07914879,0.13278522,0.07133764,0.03720866,0.28074956,0.27535608,0.123414
65_25,0.019243458,0.5459029,0.012057597,0.058077548,0.14446071,0.12597656,0.09428116
50_46,0.09595515,0.059936367,0.073777065,0.02243382,0.33208022,0.28293464,0.13288268
95_41,0.31230628,0.04562152,0.0691636,0.32557315,0.04474181,0.051829897,0.15076374
88_44,0.23210946,0.07644344,0.12735687,0.35597166,0.04427808,0.04693469,0.116905786
84_22,0.038882773,0.57162005,0.101613656,0.13362251,0.038820196,0.040380213,0.07506063
116_53,0.058365606,0.097299516,0.0663672,0.015289857,0.3220336,0.41978195,0.02086216
88_51,0.221466,0.08610626,0.086857416,0.44848108,0.03745621,0.048377357,0.07125578
60_29,0.10636578,0.11196281,0.11911016,0.056350015,0.25327772,0.25757334,0.09536017
67_49,0.054113403,0.031558078,0.31602994,0.016249344,0.15489367,0.11848622,0.30866933
5_49,0.02481665,0.08169704,0.032305054,0.14610507,0.018947517,0.019341556,0.67678714
118_60,0.035396278,0.3596938,0.13375594,0.03122448,0.18743528,0.22799604,0.024498148
108_43,0.08064143,0.27805877,0.14563233,0.34645396,0.051759128,0.0531195,0.04433492
23_50,0.042480677,0.72940147,0.03777348,0.085108474,0.031496946,0.03248206,0.041256927
105_23,0.07477528,0.05115334,0.49710122,0.05071623,0.15420575,0.07644153,0.09560654
61_20,0.110758826,0.17463082,0.12591964,0.28112245,0.092318274,0.08959964,0.12565035
86_12,0.09095672,0.04047942,0.053675693,0.013820007,0.32541588,0.40814212,0.06751013
88_36,0.2032193,0.06078958,0.07121359,0.43767866,0.03814419,0.047759727,0.14119494
24_37,0.22207466,0.05890632,0.17601621,0.070747316,0.21980269,0.12376126,0.12869154
96_41,0.15338546,0.07004901,0.07966465,0.32128164,0.03898583,0.04435218,0.2922812
44_29,0.026168566,0.5279005,0.045806423,0.024923975,0.16592279,0.16841468,0.040863074
78_38,0.08793229,0.19865057,0.1162871,0.2445512,0.05219002,0.05841248,0.24197638
80_41,0.13244419,0.09049732,0.15653414,0.2521554,0.05728775,0.07493522,0.23614606
83_43,0.10423859,0.10566003,0.17847154,0.44545084,0.03684242,0.049602326,0.07973425
43_25,0.19117025,0.05942646,0.14209183,0.23914982,0.055207744,0.061410006,0.25154394
20_38,0.220802,0.042208023,0.049640626,0.025160583,0.3127974,0.25573134,0.093660004
69_50,0.03694852,0.047006164,0.22939254,0.015820175,0.23017295,0.24330129,0.19735837
28_47,0.03266503,0.65557086,0.034647092,0.09802923,0.0665865,0.06508476,0.047416467
69_46,0.25601408,0.08820798,0.13279563,0.2954599,0.06809913,0.05936615,0.100057125
85_4,0.22113918,0.060204018,0.10913074,0.06869893,0.3043749,0.17230622,0.06414592
78_5,0.2552718,0.07714532,0.11426828,0.3937927,0.06257897,0.050957806,0.04598512
90_23,0.03274353,0.117018685,0.0462582,0.011762802,0.26248682,0.47651678,0.053213153
77_4,0.22962706,0.08160552,0.13383432,0.34682244,0.07620557,0.050053824,0.08185118
57_26,0.026621347,0.4017367,0.032707367,0.013910934,0.2124412,0.27805457,0.03452785
16_47,0.028200844,0.63459283,0.030612063,0.14873299,0.030681914,0.033305727,0.09387356
33_40,0.08666351,0.11067028,0.053860735,0.08202181,0.19280005,0.22499186,0.24899173
80_29,0.07758082,0.16304904,0.1787618,0.13885085,0.12786642,0.15122816,0.16266301
66_5,0.30394337,0.057398036,0.02660452,0.056627084,0.3273931,0.14227526,0.08575861
50_16,0.17697544,0.080616444,0.1374858,0.26062268,0.062147733,0.04285124,0.23930062
34_30,0.05240835,0.32892293,0.14182018,0.29400116,0.06900666,0.08880916,0.025031548
73_32,0.07310434,0.16597633,0.06943471,0.039424475,0.26586455,0.30349895,0.08269669
70_21,0.09255938,0.06983002,0.04977709,0.036886524,0.26439238,0.27797827,0.2085763
61_38,0.09734768,0.052481417,0.08127229,0.027801936,0.2355593,0.19874631,0.3067911
80_46,0.15727451,0.12590575,0.07191867,0.33151042,0.07423578,0.09365911,0.14549573
26_37,0.21017447,0.07429795,0.20974337,0.115008794,0.17947611,0.10556303,0.10573629
25_38,0.38805076,0.062155005,0.051619325,0.15517409,0.12799765,0.08656139,0.12844177
44_42,0.012188477,0.7152371,0.09911343,0.039345637,0.05290974,0.04342741,0.037778165
88_42,0.16531849,0.06598276,0.09502371,0.4561035,0.03102533,0.043529782,0.14301641
47_31,0.08987053,0.08459418,0.10948431,0.046512138,0.26463795,0.29504097,0.10985989
92_43,0.2566119,0.04912617,0.02564644,0.31672728,0.044439167,0.041862942,0.26558608
97_14,0.42072633,0.07018149,0.047951408,0.12304468,0.17016996,0.117803894,0.050122287
85_28,0.05996284,0.046235185,0.04372171,0.013802605,0.3448188,0.45201045,0.0394485
74_18,0.072933316,0.08165877,0.07824126,0.02673761,0.28740618,0.30658373,0.14643908
28_54,0.1622707,0.047382332,0.107852235,0.019706285,0.30339688,0.28846475,0.07092677
86_13,0.037034802,0.14904162,0.047890153,0.012285615,0.28474042,0.423833,0.045174405
75_39,0.024647739,0.58161485,0.1009176,0.16027808,0.034361314,0.038036603,0.060143895
103_49,0.22789936,0.075671285,0.14325228,0.39845532,0.050846923,0.04492613,0.05894868
112_53,0.20447911,0.071023144,0.14975981,0.057455834,0.2482692,0.2343042,0.034708656
100_35,0.08729126,0.37723315,0.1523492,0.19407114,0.04702353,0.049547363,0.09248436
114_37,0.14675981,0.055340145,0.14708848,0.038489327,0.30231282,0.20353638,0.10647304
75_32,0.049057633,0.42638028,0.116281554,0.16359715,0.06401362,0.06576377,0.11490606
92_30,0.20576368,0.06072924,0.07756954,0.33135635,0.041378766,0.04703505,0.23616737
40_20,0.17139743,0.06316214,0.1257995,0.07940905,0.29748145,0.17165056,0.09109986
36_46,0.015893247,0.6171639,0.006757062,0.017499931,0.1511881,0.16513923,0.026358616
113_55,0.17676646,0.0900259,0.05874867,0.07011592,0.28156012,0.2607751,0.062007826
98_26,0.02315716,0.6649014,0.12089568,0.095681705,0.028700244,0.029372718,0.037291132
87_19,0.046514254,0.52051944,0.06749882,0.11862243,0.04870493,0.0495848,0.14855537
108_38,0.06463887,0.42957392,0.07508722,0.25201482,0.04479675,0.05147598,0.08241236
81_13,0.05577911,0.07009176,0.065728225,0.017016072,0.29795966,0.3742519,0.1191733
83_17,0.024516392,0.5708353,0.022945633,0.061989713,0.13573737,0.12688226,0.057093393
60_16,0.07533683,0.2182209,0.081729166,0.2986511,0.03562718,0.039884984,0.25054982
91_7,0.29355422,0.07343749,0.14465372,0.30776608,0.07027185,0.056456182,0.0538605
39_23,0.1820468,0.083951764,0.11253386,0.24159852,0.14497066,0.09610131,0.13879709
47_25,0.12451796,0.03994421,0.09774619,0.057925697,0.122062825,0.13147095,0.42633212
90_29,0.24284296,0.061489616,0.08399976,0.28634676,0.04711411,0.057081234,0.22112559
37_51,0.09727779,0.024574216,0.017880453,0.008721707,0.29715675,0.51961476,0.034774292
64_28,0.04982397,0.056538794,0.051541764,0.010985546,0.2620409,0.5132091,0.0558599
70_50,0.061195746,0.08458052,0.30599585,0.041409586,0.2262877,0.16899134,0.111539185
18_49,0.016756652,0.66396356,0.03211768,0.14413552,0.029610991,0.031538144,0.08187754
18_45,0.117590666,0.1197448,0.2216608,0.14400586,0.14229503,0.13927141,0.11543145
40_48,0.035148248,0.36717996,0.029861445,0.045035604,0.15875363,0.17288835,0.19113275
43_46,0.058159612,0.20837381,0.08885077,0.0377493,0.23747517,0.28250226,0.086889096
1_48,0.10685814,0.035877287,0.09767763,0.02435448,0.18115714,0.104242966,0.44983238
84_46,0.13375407,0.08147858,0.087722994,0.42535758,0.027796451,0.040441368,0.20344892
72_38,0.033130746,0.65301585,0.050092243,0.086352214,0.060068708,0.058508918,0.058831308
96_57,0.41406393,0.06713499,0.08761267,0.28611085,0.04281041,0.044764876,0.057502262
64_6,0.20518856,0.06397777,0.10446691,0.043149114,0.30209112,0.18042375,0.100702725
114_53,0.1481817,0.07112615,0.11129077,0.081189856,0.21555763,0.18571328,0.18694057
71_34,0.097804,0.14882496,0.122431196,0.2537141,0.09389345,0.11433538,0.1689969
102_51,0.16012552,0.056994975,0.07214482,0.3663808,0.02662255,0.030257173,0.28747416
121_55,0.19861276,0.06424676,0.07342017,0.03813143,0.344743,0.234146,0.046699952
67_25,0.03195749,0.42960736,0.075981304,0.036574017,0.18034777,0.1894699,0.056062177
89_37,0.18492249,0.061741047,0.10098168,0.43268666,0.046304524,0.05779257,0.115570985
87_55,0.2858358,0.07230833,0.13512325,0.34308392,0.046767212,0.06255132,0.054330155
77_52,0.22090952,0.06915376,0.13811363,0.33867675,0.05886373,0.04043399,0.13384867
64_14,0.13377999,0.034704786,0.1642602,0.19308224,0.022455703,0.0374941,0.41422296
34_25,0.1382868,0.049205653,0.15155031,0.031936876,0.33493924,0.23572846,0.058352623
78_40,0.058794532,0.32671583,0.076332144,0.14326173,0.07429037,0.07543904,0.2451663
29_56,0.16408691,0.039297238,0.12479946,0.058365278,0.25927883,0.25108674,0.103085466
88_25,0.0831922,0.16733843,0.10597024,0.07928749,0.1955487,0.26022574,0.10843715
100_21,0.34921739,0.07456751,0.08199825,0.24206208,0.09125397,0.07115412,0.08974682
26_33,0.13250303,0.051162973,0.1975353,0.02431181,0.32997683,0.24118534,0.023324749
39_21,0.32391968,0.05936872,0.087849915,0.09425761,0.20389348,0.11984876,0.11086188
116_45,0.13502228,0.07467246,0.13131829,0.04024801,0.3421376,0.26503524,0.011566206
23_48,0.025853988,0.63506806,0.011869306,0.028927024,0.13500687,0.12672718,0.03654763
115_58,0.10866064,0.18115604,0.057638217,0.33015433,0.06902172,0.087803476,0.1655655
64_40,0.16022624,0.10521029,0.117844045,0.30820355,0.07886172,0.07718423,0.15246989
51_33,0.041911393,0.08218581,0.071021326,0.013128449,0.31545913,0.44286585,0.03342802
111_38,0.114104435,0.04821019,0.029293204,0.016476478,0.31812876,0.32373717,0.15004975
115_42,0.17400785,0.10722572,0.19565517,0.09876861,0.22673765,0.13598171,0.061623305
72_46,0.17508107,0.10224288,0.12347324,0.42258117,0.05210545,0.07889551,0.04562065
37_45,0.02615235,0.6556994,0.021993628,0.032585476,0.11695669,0.10750288,0.03910951
97_25,0.022474399,0.68380904,0.09718371,0.11052755,0.0243193,0.026579421,0.035106625
45_44,0.05378098,0.21650535,0.076650545,0.038379494,0.25533128,0.26562536,0.093727
66_36,0.081181206,0.18099666,0.08631914,0.144242,0.11878168,0.121320054,0.26715925
49_30,0.07931287,0.08431496,0.13226157,0.025885746,0.24114965,0.35812935,0.07894589
27_59,0.13836351,0.056289703,0.38811848,0.06930391,0.18185036,0.091668986,0.07440498
5_46,0.10809155,0.020059759,0.13032648,0.012824661,0.20525266,0.16007496,0.3633699
94_42,0.39419958,0.044547584,0.06718296,0.33181122,0.042049296,0.047828652,0.072380796
73_28,0.022548433,0.78524107,0.028359756,0.09314827,0.023453908,0.024589991,0.022658655
88_58,0.16142817,0.09236145,0.23190016,0.23100875,0.12087584,0.07345942,0.08896617
28_46,0.027603503,0.6771133,0.036923736,0.08347833,0.06611473,0.06483894,0.043927487
111_40,0.096070066,0.1650218,0.12264678,0.25533947,0.10547926,0.114194885,0.14124775
91_44,0.16358335,0.041246668,0.071147166,0.3775931,0.01860741,0.022552622,0.30526963
112_49,0.12897737,0.16647089,0.14875048,0.3056994,0.09187758,0.10655432,0.051669955
27_56,0.22108908,0.054734975,0.14288314,0.19561793,0.12922437,0.14191966,0.11453077
113_47,0.11556039,0.3192841,0.06170156,0.11659119,0.1652309,0.17785808,0.043773826
14_54,0.06202876,0.013236747,0.15119317,0.05857264,0.02065113,0.016368693,0.67794883
98_28,0.091128744,0.23767985,0.1379391,0.30346748,0.06723416,0.076097764,0.08645293
29_50,0.044395957,0.41707376,0.07771972,0.13896324,0.10486159,0.097217895,0.119767904
77_36,0.12415936,0.14568509,0.08830621,0.2837549,0.07628079,0.09959863,0.18221499
79_3,0.3001244,0.068837814,0.16212584,0.114318475,0.18935986,0.09130064,0.07393302
82_54,0.42066774,0.03634819,0.0686836,0.30868626,0.047554024,0.047596313,0.07046381
11_53,0.03782082,0.009448247,0.0129848,0.0071554244,0.08011812,0.059821855,0.7926507
90_56,0.30542627,0.075207554,0.105897754,0.3702293,0.04594936,0.049832873,0.047456957
41_40,0.067654416,0.11175537,0.10655244,0.025103968,0.25176072,0.3054761,0.13169698
108_48,0.13143511,0.07629039,0.11049441,0.04774115,0.30729252,0.24886268,0.07788378
29_33,0.13024142,0.18139037,0.14852914,0.24174947,0.13873284,0.10077153,0.05858525
95_42,0.24741423,0.06607312,0.04039194,0.31769857,0.050028864,0.05538829,0.22300492
62_40,0.11496162,0.15476675,0.13311718,0.33838987,0.07954425,0.095201135,0.084019184
77_16,0.08993523,0.11008364,0.057112377,0.06499955,0.19091277,0.21631809,0.27063835
46_29,0.023616936,0.2798137,0.021937393,0.016613439,0.22792448,0.37564152,0.054452505
95_59,0.31629676,0.053489983,0.062262215,0.389427,0.050277755,0.044676784,0.083569534
119_55,0.0980931,0.18851803,0.10877125,0.2852737,0.07387185,0.07688355,0.16858852
91_5,0.058240958,0.04595884,0.5391409,0.026828652,0.19046825,0.11645862,0.022903832
115_64,0.26665154,0.037434697,0.097307526,0.02490952,0.32381964,0.22897741,0.020899672
105_39,0.08634156,0.38212729,0.09277138,0.30542868,0.044386722,0.045239624,0.043704763
70_31,0.055051148,0.20024754,0.0997695,0.07610606,0.14834213,0.13834344,0.28214014
81_9,0.31843144,0.06478681,0.08139468,0.38679883,0.042830896,0.052421596,0.053335786
93_4,0.1374835,0.16559952,0.10669424,0.37504125,0.077058025,0.094100036,0.044023473
96_47,0.11528281,0.07200207,0.24330841,0.34907997,0.024963986,0.037292052,0.15807065
59_46,0.053336307,0.10204856,0.24924095,0.028085072,0.28895345,0.21882701,0.059508633
55_17,0.12994868,0.094994605,0.10923584,0.5178271,0.036510922,0.03815886,0.07332406
61_34,0.0755626,0.28581974,0.10762926,0.05153757,0.19903637,0.18222706,0.098187394
108_52,0.20431755,0.06668806,0.16851453,0.38137233,0.036431804,0.045691263,0.09698448
14_42,0.10874832,0.036513258,0.13297041,0.01739879,0.34366652,0.29438788,0.06631479
76_11,0.08338866,0.049977373,0.045990326,0.017210783,0.34736028,0.3928959,0.06317661
2_50,0.010699552,0.008040371,0.20171843,0.0033253154,0.03931154,0.020913605,0.71599114
53_16,0.24782053,0.05832159,0.11356594,0.35983697,0.05132377,0.046168048,0.12296327
93_36,0.14523317,0.07802406,0.08246824,0.2833562,0.05004527,0.059541907,0.30133113
49_35,0.045250017,0.24714006,0.1020276,0.021693006,0.303596,0.26452386,0.015769508
49_26,0.057660457,0.11760461,0.06616087,0.09877117,0.12377679,0.17367676,0.36234933
30_40,0.081240945,0.16074878,0.11431549,0.07407022,0.27409407,0.26067176,0.034858704
42_32,0.07178946,0.20243056,0.11391499,0.08816131,0.18523419,0.20724824,0.13122125
15_50,0.07271925,0.28312078,0.13316874,0.19664441,0.045741398,0.051016793,0.21758865
69_2,0.23258048,0.055866435,0.39812037,0.07622159,0.14145787,0.061330486,0.034422733
82_1,0.17183684,0.113698065,0.092702754,0.45944428,0.050338503,0.049145397,0.062834166
86_3,0.0800713,0.038737398,0.4270359,0.03473246,0.23074196,0.12469417,0.0639868
117_43,0.23341264,0.07948617,0.09179553,0.07096668,0.28844246,0.20073766,0.03515879
79_48,0.13178822,0.10003541,0.07227633,0.48740214,0.047126923,0.057542488,0.10382838
92_31,0.18004996,0.073288605,0.13320756,0.3922587,0.046702016,0.06368836,0.11080473
37_56,0.069877826,0.08060477,0.07460314,0.019589283,0.41612652,0.32679388,0.012404514
85_11,0.14522572,0.04672862,0.10724694,0.18111476,0.046878114,0.05785425,0.4149516
41_19,0.1819116,0.06665739,0.10154236,0.07189559,0.37373346,0.16207898,0.04218059
23_55,0.14753285,0.04840981,0.08718934,0.0795091,0.1373709,0.15898007,0.34100792
100_23,0.22147185,0.07232172,0.16850154,0.28980827,0.06165536,0.06311715,0.123124
84_1,0.15677366,0.11467856,0.13705273,0.42712024,0.04912599,0.05662252,0.058626316
39_33,0.0793264,0.09999576,0.09174861,0.03212336,0.3376945,0.3199167,0.039194677
75_46,0.16215797,0.08021731,0.14258294,0.37148583,0.036876384,0.056176342,0.15050319
56_38,0.043885447,0.18017703,0.08831083,0.050237965,0.23734936,0.20676163,0.19327769
122_70,0.21344963,0.05890249,0.0980209,0.03491885,0.34433267,0.22751081,0.0228647
69_44,0.24552216,0.07214541,0.10967842,0.26042196,0.09373048,0.09288559,0.125616
74_12,0.11054315,0.0554629,0.09984856,0.02707833,0.32625082,0.31012028,0.0706959
99_24,0.055965807,0.23638809,0.070827045,0.23842101,0.05669823,0.064788684,0.27691114
61_44,0.1840571,0.07705492,0.14758544,0.31766573,0.078723155,0.052912615,0.14200102
43_21,0.23158963,0.066980004,0.10113737,0.3243147,0.061177544,0.059582226,0.15521854
42_41,0.033604685,0.57437956,0.09050485,0.043265417,0.10420941,0.091642626,0.062393434
99_39,0.04774876,0.5974626,0.027399587,0.17324446,0.032377895,0.036602978,0.08516375
92_19,0.14350693,0.06646689,0.11219316,0.24751042,0.06535574,0.08868548,0.27628142
24_54,0.07709671,0.042803794,0.036191765,0.014703064,0.37050337,0.43759528,0.021106064
51_20,0.13369267,0.062451426,0.16562925,0.06084333,0.1696086,0.20694697,0.2008278
79_31,0.12174096,0.06503417,0.13050105,0.41488338,0.03967448,0.050907243,0.17725869
83_18,0.017883105,0.72614187,0.033604898,0.02578024,0.08585685,0.090189226,0.020543784
115_56,0.03915465,0.05741431,0.05129495,0.010036491,0.32593876,0.49218914,0.023971751
71_44,0.17694455,0.07436471,0.11217244,0.32999325,0.04799439,0.06742256,0.191108
25_55,0.079790376,0.037434448,0.0861055,0.013292973,0.34270322,0.33347273,0.107200705
94_18,0.06873288,0.07151671,0.06383731,0.25523132,0.033962023,0.03418731,0.47253245
108_35,0.19288482,0.06608328,0.12842575,0.28655335,0.04239253,0.049582783,0.23407753
14_45,0.077767685,0.09745689,0.026544418,0.024898402,0.27459446,0.30055484,0.19818327
111_33,0.2958951,0.08724973,0.020156683,0.2172734,0.16805053,0.09533794,0.11603668
119_62,0.1638917,0.13446242,0.15261836,0.24333192,0.12967302,0.11700772,0.05901475
76_36,0.10305111,0.20429634,0.14086774,0.23764184,0.09328951,0.102219835,0.1186336
88_4,0.12119456,0.059374873,0.39064908,0.22280695,0.047405962,0.04191844,0.11665014
36_43,0.03640964,0.5955407,0.028743152,0.14094652,0.06296206,0.065382585,0.07001542
76_24,0.033269934,0.3744505,0.028669948,0.020565921,0.19050898,0.27002862,0.08250608
13_45,0.08138557,0.13284229,0.017512973,0.02710339,0.24795172,0.2519149,0.24128914
68_1,0.11200841,0.060598377,0.35312086,0.051498402,0.25048497,0.13057815,0.041710783
41_44,0.019891415,0.57268304,0.06818281,0.024675643,0.12281468,0.14343314,0.0483192
119_60,0.06273867,0.5168643,0.104619816,0.19012482,0.040399775,0.043435466,0.041817162
68_11,0.15211654,0.077070735,0.079022184,0.286944,0.04170346,0.05185945,0.3112836
96_35,0.046454825,0.36211258,0.11764635,0.24646847,0.04652718,0.056703467,0.124087185
95_62,0.04115234,0.051497106,0.5091143,0.021319663,0.22073628,0.12199799,0.034182355
93_10,0.36199346,0.0576815,0.072613075,0.32047266,0.06084209,0.059964925,0.066432215
51_13,0.043391664,0.043126896,0.39283887,0.020317659,0.22211753,0.14722383,0.13098359
63_15,0.046885923,0.06810849,0.036472667,0.03631181,0.19116628,0.19368896,0.4273659
32_49,0.021684589,0.24244796,0.031859726,0.015158307,0.24304083,0.3488698,0.09693879
98_44,0.13464846,0.07841183,0.1651864,0.4069153,0.04373423,0.0465251,0.12457861
66_7,0.3182141,0.07546021,0.1264935,0.32248595,0.05396772,0.04209973,0.061278723
39_46,0.030828387,0.48355535,0.041207645,0.020436108,0.17111576,0.21433292,0.03852377
78_17,0.062246162,0.20876779,0.0902321,0.1705906,0.041728456,0.0447311,0.38170382
25_44,0.12001486,0.07985138,0.08474217,0.035877377,0.26064298,0.3076138,0.11125745
19_55,0.08965002,0.035698995,0.09475207,0.25035325,0.022266943,0.033917878,0.47336078
58_31,0.057724863,0.3661084,0.041734844,0.18814416,0.08249739,0.105867065,0.15792325
84_17,0.042628683,0.41953042,0.13616997,0.1598845,0.09049716,0.089611806,0.061677516
40_53,0.18238245,0.04541732,0.07681161,0.03973219,0.329768,0.25526634,0.0706221
101_34,0.058745097,0.49505454,0.11264743,0.16750853,0.055597078,0.05796253,0.05248486
97_17,0.3369667,0.07599247,0.044801965,0.388647,0.04997928,0.051278207,0.052334394
122_58,0.26531288,0.101076186,0.099539354,0.24528426,0.11075323,0.08897853,0.08905561
76_40,0.040641483,0.5342612,0.08216742,0.2046163,0.028635012,0.033627536,0.07605105
120_62,0.15651518,0.07470966,0.22373085,0.09860808,0.2339098,0.17804044,0.034486014
17_50,0.052640595,0.22042109,0.08847941,0.22516645,0.033162516,0.03832064,0.3418093
60_38,0.05847587,0.111621805,0.07242799,0.032945093,0.2783235,0.2819883,0.16421744
121_70,0.14563102,0.04301438,0.073802955,0.0244116,0.348447,0.2738213,0.090871796
82_8,0.35501206,0.079041824,0.04764375,0.32538542,0.058497947,0.06375788,0.07066111
34_50,0.048242953,0.11071992,0.053086713,0.014455281,0.25542918,0.40039283,0.117673084
33_36,0.17337087,0.051143978,0.04758167,0.023941265,0.3185117,0.30386794,0.08158262
