Dataset,method,jaccard 1,jaccard 2
Mouse_Thymus,COSMOS,0.036451833,0.053657643
Mouse_Thymus,COSMOS,0.036310984,0.053593169
Mouse_Thymus,COSMOS,0.036388145,0.053645267
Mouse_Thymus,COSMOS,0.036438065,0.053626071
Mouse_Thymus,COSMOS,0.036754341,0.053833313
Mouse_Thymus,COSMOS,0.036366142,0.053599325
Mouse_Thymus,COSMOS,0.036345369,0.053508151
Mouse_Thymus,COSMOS,0.03643296,0.053762121
Mouse_Thymus,COSMOS,0.036368891,0.05375569
Mouse_Thymus,COSMOS,0.036485655,0.053665895
