,Shared topic 1,Shared topic 2,Shared topic 3,Shared topic 4,Shared topic 5,Shared topic 6,Shared topic 8,Shared topic 9,Shared topic 10,Metabolomics private topic 1,Metabolomics private topic 2,Metabolomics private topic 3,Metabolomics private topic 4,Metabolomics private topic 5
209.09389973284416,-0.19283919,0.3508147,-0.050444797,0.16709876,0.36380455,-0.6704569,-6.554492,-1.0360073,0.057529993,0.18277487,-3.0073762,-2.463593,0.039884165,-0.80945814
209.10518402192005,-0.081620164,0.0024745315,-0.07875565,-0.040100157,0.2875525,-0.085800566,-6.0466146,-1.1990609,-0.067039505,0.5187266,-1.145966,-2.1688368,0.018736482,-0.90005565
210.08887001842396,-0.03092621,0.043664694,-0.05212763,-0.006124612,-0.0051641297,-0.0275147,0.9615194,0.03236604,-0.056669645,-0.28174183,0.750107,-3.5763888,-0.116171405,-0.0009217188
210.19653953472,-0.55583227,0.031905487,-0.13630815,-0.07315049,-0.41228214,0.34524685,1.3605701,-0.27977926,-1.1303074,-0.21093708,0.6337331,-1.2215166,-2.1654372,-1.0921574
211.0366937767653,-0.11004369,0.40096566,0.34092093,0.07713863,0.60594445,-0.2438434,-6.269487,-0.7450701,-0.41187203,0.6914439,-0.45674214,-2.5409915,-0.036977906,-2.3140466
211.07315270468837,-0.03959384,0.1113987,-0.0021781996,0.016412893,0.1005424,-0.046088908,-1.2350348,-0.09041875,-0.092253216,0.1009461,-0.056820303,-1.9902278,-0.19874504,-0.09362554
212.0874121672526,-0.59579945,0.08546023,0.3728594,0.12813553,0.35445306,0.10656355,-0.48764795,-0.40305012,-1.189378,0.4161248,-0.008463375,-0.18417208,-0.82234865,-0.6103475
212.09202072688328,0.018470965,0.0015979894,0.020157222,-0.031655576,-0.010955893,-0.0056844754,0.9864497,-4.4451095e-05,-0.1836316,-0.2534342,0.79254335,-2.9137561,-0.036941357,-0.040845096
213.05236297026315,-0.004380855,0.065050304,-0.03294815,-0.027722988,0.0002636416,-0.022836931,0.8563942,0.019031543,-0.06891028,-0.21853414,0.7352596,-3.4060538,-0.08251786,-0.014548362
213.09534406122995,0.036442637,-0.4393129,0.39087534,-0.49677628,0.07260176,0.018834848,0.38484463,-0.87034225,-4.4875994,0.23246849,0.6433529,-0.10778266,0.22104979,-1.5875132
214.05565761455762,0.0464613,0.6174769,-0.21472248,-0.08405596,0.61511993,-0.016556203,-6.3511214,-2.4681833,-0.3582951,0.331423,-0.5696353,-1.6882994,-0.0436799,-0.7665852
215.03161911635522,-0.6340767,0.2386562,0.055569187,0.00721848,0.6193133,0.07923052,-6.2560554,-0.49136013,-0.50235873,0.7529985,-5.406686,-3.2350142,-0.15526313,-0.48175517
215.050953256128,-0.063967496,0.31090128,-0.14100643,-0.0073949546,0.61567837,-0.15391237,-5.6141047,-0.8221132,-0.7057587,0.0020472705,-0.68754435,0.023534983,0.03962879,-0.33063102
215.06810475732192,0.018289413,0.06641559,-0.0009140577,-0.021197753,0.023025788,-0.030075876,-0.23896512,-0.034979306,-0.09198579,-0.009975313,0.4307751,-1.9796324,-0.031984176,-0.026776133
215.10461446020577,-0.120116115,-0.42734596,-0.15327474,-1.9985106,0.39126265,-0.2712304,-5.267594,-2.9819214,-0.32822332,0.1480433,-5.083997,-1.5814147,0.7153415,-1.4064555
215.22309698532058,0.058674067,0.12869355,-0.020299708,-0.006732052,0.04380099,-0.03412254,1.1260042,-0.106355995,-0.56205994,-0.14131549,0.9454787,-2.740461,-0.009569758,-0.28084806
216.22637378394234,0.4593526,-0.46863937,-1.9739313,-3.2031913,0.19348651,-5.7836094,1.983902,-3.0943022,-4.7777624,-3.6865144,1.846458,-4.0108147,0.30327868,-4.026083
217.08375090446603,-0.0016763397,0.09617827,0.00011580251,-0.026159188,0.0452307,-0.016226562,0.063611396,-0.037329376,-0.09262965,-0.009728442,0.54417443,-2.0439594,-0.053628635,-0.121458866
217.1297189488022,0.30995244,-0.025103228,-0.03327151,0.103846915,0.07125924,-1.3707678,-1.069609,-1.5725666,-0.43815514,-0.12234385,0.5286358,-0.20520234,0.24205887,0.019907288
218.05051074472152,-0.09764836,0.53517693,-1.180248,0.24887648,0.5271329,-0.99685514,-6.311379,-1.8369458,0.08352883,0.1629554,-5.114914,-1.0504177,0.39124414,-1.0258696
219.02661513843378,0.041935146,0.19732489,-0.09095724,0.21558274,0.5391329,-0.19097365,-2.1271043,-1.1694528,-0.4300079,0.21966627,-0.40404224,-2.5648177,-0.04877384,-0.22229674
221.03388091786954,0.2586989,0.45666635,-0.17834972,-0.05724609,0.32150352,-0.19121253,-4.4880815,-1.9376615,-0.19754909,0.2116434,0.23645538,-3.743367,-0.6156957,-2.50406
221.05748237296498,0.1068352,0.4019588,-0.003883293,0.11630319,0.44328052,-0.35668463,-5.4700494,-1.720568,-0.24572213,0.6249256,-0.15636846,-1.7453225,-0.13829648,-0.33630052
221.18619238088982,-0.08303467,-0.12755284,0.435272,-5.6132855,-0.015236238,0.3388784,1.0459608,0.23785457,-0.6137235,0.4202144,0.627911,-0.9574477,0.13224559,-0.27745134
222.02929539630048,0.068866014,0.35019407,0.9730396,-1.6545398,0.8040494,0.7566638,-6.0834517,-1.1335845,-4.9653296,1.1247365,-0.52883375,-2.7014735,0.20903802,-3.6518912
222.1963781206182,-1.191437,0.5561828,-0.5747155,-0.85591936,-0.33959046,0.48829788,1.342087,0.56763697,0.5858549,0.013653059,0.5975578,-4.3258443,-2.3861217,-0.6663891
223.073197084794,-0.0039191134,0.05666399,-0.055631984,-0.01586863,-0.012078987,-0.04252816,0.8309739,0.011570226,-0.07172505,-0.1956984,0.69064325,-3.4112837,-0.08038538,-0.0026568128
223.10945238689277,0.05017221,0.24416313,-0.10693162,0.22980644,0.34602037,-0.3261203,-6.861043,-0.464245,-0.0062696617,0.16277787,-0.15489991,-1.664257,0.019458625,-0.61875534
225.05238641484138,0.0027784891,0.07884221,-0.019637546,-0.029325392,0.0026979484,-0.027376764,0.13243419,0.028146137,-0.09514141,-0.07162185,0.57950264,-2.677945,-0.066751085,-0.014880807
225.08880221843262,0.0023641996,0.07892956,-0.016508108,-0.016293831,0.014310626,-0.039120995,-0.19158591,-0.006735963,-0.054785486,-0.02100841,0.3352111,-2.071472,-0.047006883,-0.007141429
225.12109796767473,0.0316258,-0.22535577,0.5302119,-0.6726457,0.29311067,0.22582603,-3.9866986,-0.85388243,-0.7577544,0.6663279,-0.32229942,0.092106394,0.38747504,-0.7294016
226.08381587099106,-0.0073438706,0.066885844,-0.0172415,-0.030676577,0.0046340767,-0.018922344,0.632722,0.032518174,-0.097685404,-0.13416189,0.6256654,-3.1653302,-0.07178034,-0.020078305
226.10513593955133,-0.005932969,0.033114653,0.026658073,-0.094756395,-0.0015230225,0.012553692,0.90575254,0.033795938,-0.13026476,-0.1626393,0.74070096,-3.134186,-0.059982825,-0.018239833
227.06803885421309,-0.109211236,0.1870703,0.08790559,0.058270678,0.2267867,-0.070582405,-2.341922,-0.25073698,-0.03813973,0.29904354,-0.19658253,-1.2405323,-0.21091184,-0.12222649
227.10823423028484,0.22451797,-0.21045992,1.0704979,-4.0879307,0.48220927,0.58937216,-5.6650686,-0.97329867,-4.1034813,0.95553505,-0.9007898,0.8374327,0.731988,-0.5185433
227.22275394681773,0.34281445,0.58306354,-3.3700588,0.20001729,-0.07158464,-6.821171,1.4552552,-0.35245776,-5.6501393,-3.302666,1.1715797,-4.3061833,0.022876728,-0.6301664
228.03716130139335,-0.5358348,-2.246873,-0.15381563,-5.7309017,-0.19554347,-5.1394563,-5.39611,-0.24801749,-0.6419275,-3.4328463,-4.726267,-2.0147772,-2.156371,0.4381138
229.0836192388181,0.008634092,0.07622985,-0.014686661,-0.02431306,0.008276602,-0.02102651,0.45056233,0.030428488,-0.08815921,-0.08765812,0.6465091,-2.9384804,-0.052380297,-0.03895153
229.119911627795,-0.007393243,0.08829158,0.051050685,-0.051586874,0.08035845,-0.008520495,-1.22819,-0.103915066,-0.19134071,0.09408333,0.085544296,-1.9066408,-0.021459645,-0.1323848
231.06294028159982,-0.08284783,0.1278991,0.15360893,-0.03723073,0.19494933,0.009821737,-0.46505767,-0.15789288,-0.23343904,0.11580871,0.17736432,-1.6762915,-0.119322605,-0.23242584
231.09926808047044,-0.012392277,0.05536578,-0.028431134,-0.02839301,-0.008659212,-0.032539323,0.82213014,0.03317497,-0.0823889,-0.22075145,0.72302085,-3.3619869,-0.07691008,-0.015881399
233.02111811266192,-0.09194915,0.1928074,0.037938215,0.025048073,0.16396457,-0.0041285157,-2.008742,-0.47850212,-0.078468464,0.3243404,-0.11657948,-0.89243454,-0.05296063,-0.1591114
233.07848459142025,-0.01492183,0.057274044,-0.031515528,-0.03462529,-0.0127054155,-0.025999773,0.9648228,0.023074161,-0.08360781,-0.28077948,0.7576826,-3.53312,-0.096997045,-0.013403603
234.0818681659536,0.0087932795,0.48402387,0.22655481,-0.06015297,0.5955753,-0.06860392,-0.97301257,-0.20851488,-0.39576146,0.025727872,0.2951296,-3.073726,-0.3315017,-0.38183913
237.05229201597854,-1.0356488,0.5328085,0.15764728,0.036161512,0.5659185,-0.054588757,-6.052962,-0.5715125,-0.18790494,0.6873472,-1.4662043,-2.0757473,-0.8708868,-0.55166805
237.0887960569977,-0.1014939,0.19010048,0.070922665,-0.0024920795,0.14278316,-0.03588438,-0.30064452,-0.19836943,-0.042562075,0.17441548,0.070274815,-1.8443882,-0.06940758,-0.19351642
237.12517734141724,-0.4051277,0.062381834,0.1280043,0.3263818,0.73533887,-0.059097894,-6.268337,-1.6860726,-0.5034573,0.45584607,-1.8235109,-3.4187267,-0.5124388,-0.32537007
238.04507912880152,-0.022115983,0.09954271,0.19767553,-0.45695853,0.1019071,0.15991428,-6.5766935,-0.14602235,-0.10962121,0.4031002,-0.06813717,-0.9816355,0.0119574405,-0.13849169
239.06804472415408,-0.004791649,0.078845754,-0.02704664,-0.027982444,0.006822085,-0.022460323,0.593432,0.028300148,-0.062876254,-0.12452355,0.66961783,-3.2529714,-0.08405666,-0.011157688
239.10403504610392,-0.58495516,-0.26547128,0.55157554,-2.3280497,0.23317644,0.935974,-5.215761,0.18742362,-0.74100924,0.9422902,-1.8653113,-2.8300393,0.27950773,-1.1284192
241.0473618927395,-0.21083225,0.2778684,0.1410956,0.038429778,0.24802369,-0.030693345,-6.554589,-0.65846837,-0.046645492,0.39017054,-0.6189919,-1.3771617,-0.16312368,-0.13032636
241.0837229898565,-0.0069212597,0.072040945,-0.033778924,-0.01980779,0.0028553326,-0.030162962,0.4246699,0.018323421,-0.057563655,-0.10305183,0.5644224,-2.8838494,-0.066462,-0.0076196883
242.0720468218201,-0.3404982,-0.04600327,-0.26797378,0.054990917,0.4900694,-0.41991237,-5.890391,-2.246202,-0.12585835,-0.03404834,-5.0302753,-2.22986,0.25590426,-0.053447533
242.0791227829619,-0.03279846,0.02088162,0.052672036,-0.18767482,-0.0005549537,0.023401253,0.7880813,0.027947329,-0.16558118,-0.072030865,0.58343977,-2.4170628,-0.049952593,-0.049651656
243.06290302017075,-0.37472796,0.47524536,-0.058477756,0.25402597,0.45105472,-0.07886703,-6.5286913,-0.9803796,-0.27976263,0.48013747,-0.6330605,-2.3169892,-0.742431,-0.7774837
243.0829710976259,-0.17066841,0.09517121,0.22243786,-0.10512161,0.25190055,0.029591482,-0.47785053,-0.28262284,-0.30287912,0.35795397,0.30106413,-0.80585426,-0.052108422,-0.010302103
243.09931152472012,0.0024007224,0.09039399,-0.016725603,-0.014698828,0.011845771,-0.029427923,0.03618716,-0.004376117,-0.086128175,-0.04303346,0.56673497,-2.7944255,-0.08390288,-0.015723275
243.1832781679874,0.5311949,-1.0600188,-0.94560295,-6.3504734,-6.363143,0.30055213,1.0214407,-2.3364744,-3.033845,-4.6723037,-1.4208996,-4.0250177,-4.3613043,-5.6456027
244.07724123305323,-0.8493507,-0.032446638,1.5286455,-5.7469964,0.70811015,0.57036203,-6.1308193,-1.8575794,-0.6929195,1.7880454,-5.0370007,-2.7456253,-3.8591778,-5.4301295
245.04218344929956,-0.48424542,0.31269825,0.13176744,0.07445335,0.62571913,-0.1585462,-5.100482,-0.18520695,-1.507845,0.47371113,-1.6950129,-3.1003187,-0.102207154,-0.5048011
245.11485967060705,-0.03023035,0.10919991,0.026061729,-0.025319982,0.061394207,-0.030900763,-0.687441,-0.097023346,-0.18663257,0.06050746,0.23862627,-2.2167103,-0.03267904,-0.026008103
247.09425491750557,-0.1598458,0.33300728,0.19144258,-0.004702431,0.26934573,-0.023085607,-0.98216295,-0.24030834,-0.14085923,0.21250123,0.099686414,-3.6200757,-0.23699708,-0.34059453
247.2017817863967,0.13676809,-1.5193945,1.4184524,-6.780753,-0.9464971,1.3036183,1.6107317,0.7814181,-3.813064,0.95769763,0.6146223,-4.63657,-0.09431574,-4.3395953
248.14921502638418,-0.0064871637,0.02810105,-0.02453265,-0.016814394,-0.015989445,-0.023542931,0.97787833,0.023375425,-0.1403147,-0.31443122,0.8130847,-3.3434405,-0.076767236,-0.02379515
249.12513134687242,0.038802583,-0.07882687,-1.5101432,0.2144618,-0.20562045,-0.08423556,0.0711295,-0.80292684,0.097062156,0.5634826,-0.30758214,-2.3501606,-0.060357384,0.10872054
251.10447077523585,-0.096278235,0.21017812,0.055647723,0.018078275,0.28687635,-0.05881561,-3.8389282,-0.17464025,-0.08727828,0.27682418,-0.14011696,-2.5088496,-0.18166298,-0.07388109
251.14083162463956,-0.33252066,0.7672846,-0.28872833,-0.16336416,0.9988545,-0.33604085,-5.7513466,-0.81869966,-0.7034009,0.2018311,-5.1901484,-0.6006081,-0.100432575,-1.6359979
253.08364230631653,-0.027823705,0.14494504,0.0060524642,-0.004411217,0.13611886,-0.022839028,-1.2784694,-0.08752743,-0.17911692,0.185408,-0.03348344,-1.288414,-0.024035495,-0.1192183
253.1201317112992,0.0055747945,0.05629836,-0.02964838,-0.028304553,-0.0039601084,-0.025024086,0.60396016,0.030196942,-0.08098811,-0.16388282,0.72098756,-3.483875,-0.08054361,-0.0038777385
254.01899250456145,-0.46603477,0.40299642,1.3151453,-3.7635646,0.7988864,1.1941954,-5.979523,-1.099108,-1.0749022,1.6546097,-4.606614,-3.7263763,-0.25954914,-1.3858929
254.12340886376174,-0.21374516,0.52019024,-0.102515005,0.09819037,0.571467,-0.20281498,-6.042325,-0.48804098,-1.1243571,0.59641904,-0.4293698,-3.2042403,-0.28090817,-0.17573696
254.13623336117078,-0.1576288,-3.6590424,0.9970484,-1.5131582,-1.1516871,1.5342342,-5.0225163,0.005915165,-3.9386795,1.5676407,-4.5243855,-1.3753761,-0.13437156,-4.6260967
255.06291306079,-0.003390002,0.05449076,-0.02765625,-0.025037618,-0.007823927,-0.018925248,0.9503816,0.026483033,-0.06979965,-0.23736176,0.76905143,-3.4012203,-0.07570658,-0.010071518
255.09915080142363,-0.031530455,0.081696115,0.00052804686,-0.023367789,0.03900332,-0.022225672,-0.13246581,-0.019854944,-0.07601108,-0.0035139797,0.40358576,-1.8566437,-0.07691005,-0.027314994
255.1356014347429,0.0273716,0.7014353,-0.060996886,0.05962056,0.8888653,-0.761163,-6.082786,-1.0992472,0.025484756,0.65115064,0.052388966,-2.5781345,-0.4274774,-0.4182214
256.06605898532536,-0.0054292167,0.05574683,-0.03628522,-0.02679107,-0.007121669,-0.02970532,0.8845901,0.026936412,-0.07647304,-0.2221869,0.7391977,-3.5987294,-0.087822646,-0.013560407
257.0421582759541,0.0022660512,0.064552836,-0.023583097,-0.027319176,-0.0014576791,-0.029809855,0.18186642,0.0055796094,-0.05692853,-0.07589502,0.54176337,-2.7005808,-0.04760992,-0.015602862
257.0610093170259,-1.0406598e-05,0.061479144,-0.033566892,-0.020396456,-0.0057512494,-0.028420828,0.7510409,0.021357965,-0.070215054,-0.18719345,0.71652555,-3.4161143,-0.07928646,-0.009366336
257.07862307128494,-0.14169067,0.13378035,0.0049921237,0.026642418,0.12782554,-0.042429432,-0.72884035,-0.15161833,-0.14426693,0.12904039,0.013883371,-2.2307892,-0.14753745,-0.046178993
258.1099157812064,0.004844196,0.04172398,0.002793502,-0.12119162,-0.026100114,0.0395547,0.92669225,0.06537595,-0.09024411,-0.14165571,0.800046,-3.4523294,-0.060830325,-0.014970631
259.0940884929058,-0.031112429,0.12507711,0.009923039,-0.0286134,0.06448083,-0.03258481,-0.012186686,-0.0023421478,-0.06424679,0.020928409,0.2954202,-2.2276332,-0.087788925,-0.06437303
259.11475135837196,-0.01242717,0.18936376,0.034968942,-0.7992798,-0.17658657,0.23432028,-0.06651707,0.019357167,-0.8884232,0.20732981,0.41900498,-1.6219302,0.14140859,-0.46459934
261.05228436757915,-0.24023424,0.17702171,-0.055685416,0.13037315,0.45228553,-0.2617885,-6.0164065,-0.42341262,0.036758482,0.54134023,-1.0863658,-0.5459953,-0.057742655,-0.6351988
261.07334112304517,-0.22533755,0.27987844,0.18714891,-0.021102287,0.33926645,-0.04250887,-0.3713769,-0.09130504,-0.21504112,0.14243962,-0.07912237,-2.4133446,-0.31571192,-0.0972494
261.10966185035926,-0.16210994,0.11237417,-0.04858002,0.09636763,0.1294092,-0.03470508,0.18642694,-0.06486796,-0.087363385,0.011896186,0.3638142,-2.3399796,-0.23561618,-0.015349348
261.12494209473203,-0.03879991,-1.5260335,-3.6796565,0.0007519908,0.27677882,-1.4002538,-4.89913,-3.562236,0.03200008,1.3979838,-0.7551352,-0.93729967,0.6163312,-0.120090485
265.0835406177937,-0.17509949,0.217877,0.24610555,0.09279525,0.5861394,-0.21299207,-1.6073716,-0.98866695,-0.096722305,0.45336646,-1.8676023,-4.0221205,-0.6187891,-0.49472627
265.11193587583034,0.15983574,-0.84969234,0.4843582,0.47080925,0.85136354,-0.28093508,-2.9879522,-1.1761063,-3.9885828,0.15210137,-0.2861305,-0.7669228,0.46648806,-3.9272482
265.11993582059335,-0.024318302,0.16691819,-0.13411331,0.086816,0.18174449,-0.1473064,-3.6445963,-0.37455922,-0.057664674,0.3531032,-0.061753374,-1.5382168,-0.08789292,0.013647735
265.2037548796003,-0.37806898,0.0586896,-0.20045768,0.08878443,0.02675271,0.14539671,-0.08345559,-0.13297014,-0.1273402,0.16489017,0.5349812,-1.7604426,-0.49207208,-0.5817817
265.7053923819512,-1.3154463,0.26746243,-0.7977764,0.6864486,0.09923977,0.8210784,-0.41766328,-1.7308173,-1.1823817,0.6248934,0.14043748,-3.2135746,-5.157327,-1.4796681
267.09922367205917,0.0060203783,0.07677883,-0.019534156,-0.034095883,0.003198877,-0.033376932,-0.2504406,0.03379884,-0.07022013,-0.022281185,0.4428585,-2.3212554,-0.064000785,-0.013070063
267.1355665990693,-0.14184931,0.26347843,0.1746378,0.06745382,0.4519939,-0.076526746,-2.4760664,-0.5041535,-0.22711696,0.46669447,-0.48916894,-1.1503963,-0.041968156,-0.5327311
267.2542852034311,-0.29120716,-1.1523851,0.37265646,-2.3164983,0.50029063,-1.4040269,0.11734563,-1.8271756,-4.537265,0.10108477,0.5179802,-2.3886027,-4.2619963,-4.5981426
269.0785532897445,-0.40409678,0.6066737,-0.22306478,0.36197785,0.78713244,-0.084650114,-5.9219394,-2.7192776,-0.03992121,0.8204994,-1.8202807,-2.5600998,-0.20197517,-0.21188298
269.114922695292,-0.04874849,0.11689277,0.023626339,-0.0023221867,0.10881509,-0.02130331,-1.4703585,-0.13840522,-0.07071733,0.0848514,-0.2921565,-1.2826405,-0.041568786,-0.031627283
269.1356963965353,-0.22634526,0.015417688,-0.34092638,0.04458035,-0.0696298,-0.139339,0.7591963,0.10462295,0.099783175,-0.45152044,0.469896,-3.1616256,-0.31969357,0.0978163
270.13096213522044,0.06735471,0.242778,0.7414248,-0.11988343,0.55936855,0.85199344,-5.9701777,-0.95097715,-5.510762,0.53855735,-2.2723873,-2.4062855,-2.3942187,-5.3090625
271.09412893863646,-0.73716676,0.16223483,-0.0077388436,0.019424066,0.6809324,-0.017866384,-5.88113,-0.351743,-0.3704753,0.35614815,-2.3344061,-3.3060896,-0.29217362,-0.21673486
273.10991478637783,-0.15145254,0.0990636,0.08631117,-0.016614055,0.14806886,-0.0077722427,-2.063856,-0.0721056,-0.17293195,0.2575159,-0.066344604,-1.5109555,-0.039856955,-0.13402577
274.1705467265059,0.044772282,-0.040493194,-0.05861099,0.09071407,0.07892264,-0.8851917,0.28633586,-0.51117426,-0.035106014,-0.30657163,0.65766966,-3.2481108,-0.16649444,-0.05354635
275.12535495048786,-0.03108678,0.26976502,0.23713788,0.02730939,0.37512746,-0.047216292,-5.2253146,-0.63604665,-0.29212475,0.3912712,-0.06214021,-1.8537391,-0.5417867,-0.2303501
275.14053813210666,-0.0035470137,0.09462255,0.033514693,0.017938815,0.1065495,-0.038496047,-4.463834,-0.15730835,-0.059286002,0.051637433,-0.0001391545,-0.5817261,-0.045015525,-0.07951415
277.0894455670488,0.006815534,0.69005686,-5.3679833,0.7885863,0.623674,-5.55333,-6.573672,-1.2907231,0.17838757,-0.676949,-0.44777617,-3.638079,-0.8730244,0.19218513
277.1046854722379,-0.09507198,0.06541628,-0.0061878646,-0.014179972,0.06475855,-0.030263074,0.62812144,-0.012297966,-0.20029512,-0.07167455,0.55215436,-2.8740494,-0.085265055,-0.06302303
277.1199314280742,-0.21323024,0.41982087,0.19367711,0.023689829,0.4049402,0.13652201,-3.5351706,-0.72613436,-0.11234803,0.5840329,-0.3115136,-1.2868391,-0.24872538,-0.34093678
278.1598125733361,-0.84679323,0.24953893,0.37993377,0.2938405,0.9219252,-0.43160892,-6.0951896,-1.4814191,-0.2552001,0.53918844,-5.5111284,-1.2267736,-3.0739415,-0.23813386
279.2543320460134,-1.0069721,0.78964305,0.037530154,-0.2624623,0.40618008,-0.23809862,1.5255262,-0.88104373,-3.0217886,0.043019667,1.0789679,-3.0128655,-1.1550953,-3.0550005
280.0920360068818,-0.0030889558,0.04859705,0.012378136,-0.116169676,-0.025026586,0.049102776,0.9016615,0.050454244,-0.0868964,-0.10710278,0.7323815,-3.4927976,-0.063510805,-0.017646179
281.078644043592,-0.36241585,0.5704037,0.017556705,0.040796515,0.6355489,-0.077636145,-1.9229821,-1.1554115,-0.51114255,0.6201541,-0.45598426,-1.0719296,-0.38490492,-1.3265448
281.09553527735085,-0.057446077,0.040927537,0.2517348,-1.1554453,0.06738687,0.24781483,-1.1055859,0.075190835,-0.28549513,0.50115025,0.15801176,-2.047933,0.074883305,-0.2715053
281.1149839238734,-0.012264412,0.17308903,-0.107650414,0.16543998,0.30226183,-0.24432974,-2.4714694,-0.9633432,-0.00941835,0.55801743,-0.09633055,-2.3045359,-0.1800887,-0.18984662
283.1305129141175,0.010922274,0.062358744,-0.022553053,-0.023468178,-0.0020425487,-0.03874108,-0.065099224,0.020401072,-0.080031306,-0.044863217,0.5049342,-2.5585315,-0.051115718,-0.0047156727
285.1099148885217,-0.61745614,0.0124353375,-0.44887254,0.04944113,-0.05180299,-0.11315201,0.51600677,0.17249216,0.13681485,-0.22050421,-0.57595044,-1.6390253,-0.42090866,0.15076247
286.10496095164257,-4.0110865,0.4133041,1.0758278,-2.8410022,0.43154967,1.216729,-5.385884,-3.6330688,-2.8169682,1.338784,-5.4131975,-0.626507,-5.179274,-2.264461
287.12550930582154,-0.45914036,0.39580688,0.16008995,-0.030416723,0.51357293,-0.055456195,-2.1844745,-0.08156848,-0.24824762,0.47038436,-0.53861904,-3.2105064,-0.7356229,-1.5614445
287.1617277081582,-0.008610747,0.068335876,-0.010771973,-0.038724612,0.011413312,-0.022871176,0.12374909,-0.0047605587,-0.10637827,-0.028010607,0.53690785,-2.6885586,-0.093145564,-0.022595536
289.1411341494407,-0.002943159,0.06707759,-0.01895753,-0.03242066,0.0051535796,-0.02627267,0.6186706,0.004348129,-0.08232524,-0.13985696,0.6883881,-3.230284,-0.07861696,-0.029205166
291.0700308595529,0.07362724,0.070900366,0.004714275,-0.012413515,0.0041917786,-0.036838293,-1.0281452,-0.10798684,-0.17630462,-0.0067529725,0.54166305,-1.6871834,-0.023814533,-0.050693277
291.1356904843578,-0.15519674,0.20787032,-0.03804094,0.07931137,0.43012595,-0.03266579,-6.205221,-0.5246245,-0.018831303,0.27642915,-1.4249442,-3.517458,-0.015071902,-0.3729568
291.2540415308919,-0.21599331,0.93081176,-0.04119402,-2.6648307,-0.7011281,-0.9358853,1.5513964,-4.508203,-0.43221298,-1.1840456,1.0499667,-4.2791,-1.3572189,-1.7999463
292.1978016840106,0.74415374,-1.1750766,0.25616378,-1.3273414,-0.23407042,-1.8116716,0.16622949,-5.0690255,-5.6579185,-3.4429352,1.1940238,-1.2658167,1.2866858,-5.0210443
293.1149201372592,-0.13360399,0.27357864,0.1517527,0.06464244,0.40017396,-0.12011309,-1.814954,-0.3721681,-0.104544885,0.55253965,-0.62378776,-1.0559207,-0.028220888,-0.36060026
296.0656729121874,-0.012504149,0.046319626,0.049722865,-0.15054625,-0.014974264,0.0798971,0.9127037,0.06309872,-0.105753064,-0.06816934,0.71807945,-3.4286377,-0.05968343,-0.026115146
297.06929848794715,-0.14863783,0.05352599,1.059745,-6.6954947,0.15310906,0.9871446,-2.3836834,-0.10790992,-1.1344506,1.446429,-1.929298,-3.2823377,0.25216237,-2.6002479
297.1097657262599,-0.58657867,0.5672438,0.009445399,0.012274679,0.5685644,-0.069008976,-0.9250844,-0.7987997,-0.5162244,0.9520922,-1.7566975,-2.9185932,-0.05594655,-1.8290848
297.14630306989164,-0.076080166,0.13217989,0.0389808,-0.022977434,0.07736799,-0.017206697,-0.55360514,-0.09444752,-0.0289824,0.051686652,-0.024837056,-1.0484327,-0.065808654,-0.029749535
298.0639024432834,-0.6916547,0.25746244,1.2279022,-6.644635,0.26884827,1.3493205,-1.8320714,0.10889013,-3.456641,1.6711627,-5.925431,-4.348461,-0.4690505,-1.2575777
303.1203232371439,-1.3262914,0.04905942,-0.24495801,0.29806453,0.42100036,-0.3546911,-0.32473034,-0.19120641,0.062155485,-0.061769433,-0.0827865,-2.7638617,-3.27754,-0.36677173
305.1568601303938,0.35563916,-1.2693663,-2.030184,-0.039195776,-0.9400491,-5.3420105,1.2037287,-0.41071677,-0.36771494,-4.5429587,1.5123907,-2.8622873,-0.046860814,-0.3077453
307.043830269071,0.06189572,0.040427875,0.057795025,-0.036489435,0.028553832,-0.03154151,-3.6037598,-0.10978113,-0.2963788,0.084781,0.2679619,-1.3970429,-0.007806667,-0.118618734
313.2138117541359,-0.07392615,0.28186768,-0.06671831,0.1512923,0.3054291,-0.013711619,-1.1022444,-0.4238729,-0.35971662,0.3778703,-0.40714788,-3.5688095,0.014523629,-0.49887082
317.11518519135484,-0.009524075,0.054753862,-0.023294378,-0.025511688,-0.005340397,-0.013344291,0.9394778,0.032910477,-0.06876429,-0.23554942,0.7588706,-3.5102394,-0.08576672,-0.0110749295
318.1184018878095,-0.014578761,0.05834855,-0.030816475,-0.024891283,-0.0057793786,-0.019842908,0.9230508,0.03141227,-0.070047684,-0.2400156,0.7511359,-3.3478644,-0.09189284,-0.011346556
319.1127257276832,-0.016677449,0.05360175,-0.02891076,-0.02203267,-0.0027537206,-0.019800056,0.9153456,0.027848545,-0.07128142,-0.23568441,0.73181766,-3.5529182,-0.09153969,-0.011463782
319.1213448608619,-0.007873672,0.048300453,-0.034536846,-0.028017174,-0.0048011495,-0.03337562,0.54358095,0.042666074,-0.07369423,-0.16604364,0.6824832,-3.081285,-0.10308714,-0.0037408732
320.11637774052053,-0.00146259,0.063149296,-0.023629026,-0.025708497,-0.008750228,-0.025231121,0.50678575,0.035011258,-0.069359556,-0.14500052,0.699526,-3.048197,-0.09044074,-0.0016622236
