,Shared topic 1,Shared topic 2,Shared topic 3,Shared topic 4,Shared topic 5,Shared topic 6,Shared topic 8,Shared topic 9,Shared topic 10,Metabolomics private topic 1,Metabolomics private topic 2,Metabolomics private topic 3,Metabolomics private topic 4,Metabolomics private topic 5
156.07691831543409,0.02823567,0.21775532,0.049070448,0.2199362,0.20962614,-0.19984773,-7.051536,-1.1011575,-0.34556517,0.22133799,-0.35009533,-1.399175,0.005851915,-0.2915578
157.04607935405934,-0.17222823,-0.058390886,0.77819306,-4.1602287,0.32299048,0.68636775,-0.08085817,0.033507362,-2.055448,1.0408549,-0.08698303,-0.10018376,0.0074028,-2.3147588
158.04032672175362,-0.17664216,-0.0006621629,0.30759794,-1.4829979,0.14683564,0.20065379,0.29684794,0.039676458,-0.6718265,0.38943705,0.050298072,-0.75601083,0.022297442,-0.34928867
158.1652221203571,0.021378655,0.09195397,-0.12577476,-0.012650454,-0.03834232,-0.027989216,1.137394,0.06577039,-0.11909747,-0.30612057,0.9245418,-3.6115842,-0.076726,-0.03845167
158.92214768140076,-0.15104134,0.4341003,0.626178,-0.28439075,0.62472993,0.16570887,-5.2290006,-2.0937986,-1.3644176,0.91709673,-2.530299,-1.999525,0.28586063,-0.5925133
159.02786927101732,-0.002668919,0.06453328,-0.0226126,-0.022650303,-0.008848829,-0.036141917,0.697796,0.0015242063,-0.1017937,-0.21091008,0.6932766,-3.3365738,-0.083405726,-0.007956979
159.16856324044997,-0.6959766,0.41003948,-5.15999,-0.055077076,-0.77320474,-4.897221,1.6986003,-1.2349296,-0.26538545,-3.6334693,1.5527012,-4.505028,-1.7151635,-5.0295854
160.13314159280725,0.15212359,-0.09341709,0.31105188,-0.332146,-0.02025373,0.17542502,0.501489,-0.13303813,-0.28836408,0.094204694,0.87983704,-1.1905959,0.07406054,-0.2881451
162.11245183994234,0.020568695,0.038886026,0.0058673527,-0.07009525,-0.01954889,0.029335506,1.0390645,0.07343736,-0.09713844,-0.220999,0.83650976,-3.4801702,-0.04036948,-0.011544941
163.10989305608368,0.6964336,-1.8795722,1.0652405,-5.487549,-0.17562231,1.0636492,0.6225386,0.16654025,-4.244294,0.6501572,1.1719223,-1.9107442,0.7956594,-1.3880736
163.11577712275675,-0.002366391,0.021280196,-0.0021591736,-0.09622942,-0.032079972,0.010843804,1.0149856,0.057020657,-0.12877846,-0.2294094,0.8187056,-3.5499654,-0.041168563,-0.013483038
163.97769453157306,-0.035899438,0.16935019,0.28945956,-0.8446112,0.20193543,0.20798172,-6.62499,-0.122664295,-0.29191294,0.48733795,-0.2998758,-0.15632716,0.065429255,-0.30538243
164.00826925149738,0.13670252,0.38604826,0.43712163,-0.5651899,0.43500802,0.30102223,-6.8673873,-0.73663026,-0.64572054,0.7164035,-0.3322259,-1.1188602,0.3657058,-0.7047655
164.11679986249476,0.3162701,-0.5424817,0.5821446,-4.365098,-0.028070658,0.5581791,0.6098542,0.06787015,-2.9263282,0.46455824,0.8654754,-1.0376719,0.70209336,-0.45353067
164.93001813169528,-0.007927194,0.7753209,-3.9224412,0.49817225,0.33541936,-1.4878083,-3.6489265,-2.6842883,-0.09496931,-0.7450084,0.12462473,-3.9909544,-0.11136574,0.051839992
166.08401238854762,-0.020020083,0.020145923,0.02003802,-0.114275545,-0.022022003,0.033755228,0.9828755,0.05653622,-0.10937345,-0.18018912,0.74156296,-3.4078183,-0.08494534,-0.019327482
166.12260835209375,-0.87850904,0.16303067,0.26198125,-0.25388303,0.19926526,0.18898682,0.28442585,-0.42080846,-0.43046334,0.3728291,0.015975948,-1.5177267,-0.665607,-0.30871856
166.9508692986502,-0.1794672,0.25431326,-0.029798254,-0.5696605,1.0022099,0.18162426,-4.5715456,-3.251871,-3.3979716,1.0482805,-0.61162305,-0.7083311,0.10438725,-4.587994
167.03134892372694,-0.6148323,-1.7982215,1.2267861,-5.8251753,0.3586375,0.3641407,-4.5354567,0.015160382,-4.7791724,1.0131615,-4.109049,-4.151472,-0.9997703,-1.6544892
168.099410416354,-0.9976931,-2.397233,0.36815858,-3.8688393,-1.5418248,-1.671371,-4.7478,-2.579006,-5.3209763,-1.0867556,-0.45297933,0.47712445,-4.8381195,-2.7240815
169.05849555570325,0.10385822,0.05403631,0.06571967,-0.00416814,0.026214272,-0.057428155,-5.024357,-0.51543474,-0.24098212,0.029728733,0.17770953,-1.210081,0.019549172,-0.11320172
169.0948563029166,0.46516496,0.2965561,-1.5056205,1.0097735,0.5593373,-3.4160202,-6.518831,-5.917786,-0.41317487,-0.82597923,-0.96381325,-1.9839185,0.81912994,-0.6980853
169.98583471858657,0.033492915,0.47301286,0.3457474,-0.2912553,0.4742388,0.078679554,-6.482334,-0.762286,-0.5908106,0.6439612,-0.8668291,-2.476795,0.27132684,-0.25670904
170.03261484997927,0.15286425,0.48011792,0.82898253,-1.2683754,0.93412286,0.36434707,-6.16433,-3.938323,-3.1576233,1.2118914,-0.866691,-1.5283746,0.527151,-4.408569
173.05762221155643,0.024335288,0.07426952,-0.017288163,-0.023157224,0.015820064,-0.036891367,-0.062465478,-0.06401721,-0.058210954,-0.024929985,0.43665457,-2.4616973,-0.029102702,-0.00905114
174.8959748139339,-0.34297276,0.6831573,0.682423,-3.1992235,0.6395333,0.4815489,-5.699241,-4.124955,-3.2592432,1.0815969,-3.1554055,-3.2728934,-0.8711219,-3.7675786
174.9920159638903,0.0013380889,0.06404246,-0.030987712,-0.029500356,-0.0055268016,-0.03277629,0.6036478,0.026182186,-0.079937,-0.16107376,0.6882203,-3.3874435,-0.076242775,-0.0029571373
175.00163824767705,-0.018514175,0.066175595,-0.013649847,-0.028071623,0.014633182,-0.03963014,0.85973155,0.00027028657,-0.13420233,-0.22184166,0.7186509,-3.3425653,-0.08734604,-0.0068021826
175.1189182079314,0.030575376,0.061404936,-0.09091504,0.038377106,-0.013262427,-0.10806804,0.49441177,-0.024497323,-0.092936404,-0.25151175,0.7212523,-2.7070072,-0.052014183,-0.0025941003
176.11822321817183,-0.6964146,0.5377194,0.6403289,-0.01732032,0.34340405,0.22697014,-1.9793994,-0.33676952,-1.1922272,0.94634044,-0.9759852,-2.1812534,-0.60930115,-1.2531178
176.12253548068642,0.29609197,0.4254247,-1.0975162,1.3601427,0.650935,-2.0961928,-6.076847,-6.3837175,-1.7322617,-3.193643,-0.54491353,-3.6447198,-0.013053156,-4.4557853
178.05881945275743,0.22684807,0.34238815,-0.19214231,0.95646125,0.5583744,-2.2432323,-5.6713586,-6.0312514,-4.7437525,-1.0197114,-5.0792584,-3.4939523,0.22158551,-0.9917895
180.90390916696003,0.15129873,0.9260783,-0.41820475,-0.10974687,0.35063004,-0.36881217,-4.4011054,-1.8994993,-0.85541964,-0.05219789,-0.2921552,-4.0990047,0.15823895,-0.17192097
181.06253357277816,-0.023390185,0.1778864,-0.46121398,0.12993714,0.08542503,-0.23845893,-1.7059122,-0.4804915,-0.010340527,0.4503925,-0.454917,-1.3028439,-0.12808117,0.05751635
182.05797937495663,-0.033877965,0.019828666,0.078238845,-0.22469413,-0.003586213,0.06783672,0.93940693,0.06110561,-0.1609603,-0.07064345,0.6975633,-2.8035986,-0.07087487,-0.039244737
183.04185464929424,-1.3041818,0.74920803,0.32405114,-0.18014438,0.8725004,-0.02698297,-5.762805,-0.18031056,-0.38957542,0.89534223,-4.900519,-2.2523417,-1.5715619,-0.919061
184.07346765759067,0.0922001,0.213442,0.25768742,-0.9871168,0.24329263,-0.056413494,-6.3509045,-0.7291998,-0.35688218,0.26821133,-0.15988341,-0.22007942,0.1369422,-0.5530047
184.0946410826148,0.009541066,0.033269823,0.013295729,-0.10455498,-0.02385955,0.03761376,0.9360196,0.04641196,-0.12373627,-0.16117199,0.7398061,-3.3293474,-0.049977638,-0.020566553
185.02111064604262,0.01418829,0.7295824,-0.0068865567,-0.3894674,0.71979433,-0.24758188,-5.6278987,-4.643541,-0.3715568,-0.19149679,-0.9546278,-2.6547115,-0.7428435,-3.9866934
185.0323197513854,0.17890508,-0.0033144876,0.95939076,0.0831978,0.8646564,-0.38810334,-6.7017784,-5.807312,-4.9617076,0.7572676,-1.5148667,-1.5772295,0.87134707,-1.6656846
185.05740413292418,-0.151415,0.43958533,0.28851405,0.0023826733,0.475325,-0.06818804,-1.9754672,-0.12565148,-0.30538315,0.39619073,-0.20240863,-1.8810207,-0.14866912,-0.46877337
185.09792705312665,-0.02803719,0.008158317,0.09631205,-0.68292636,-0.0025502108,0.07720037,0.4099289,0.024025824,-0.3151514,0.07318307,0.39209333,-1.4630681,-0.0031345766,-0.057455603
185.95976571022555,-0.47046804,0.700041,1.1215805,-2.630384,1.0128056,0.8179976,-6.54689,-2.734997,-1.760393,1.3967177,-5.879068,-3.198136,0.103683606,-0.5050296
185.9903670258029,0.30639336,0.7205898,0.35694018,-0.3750482,0.6110253,-0.08624952,-5.3985353,-0.95951355,-0.5215757,0.6340042,-0.99659294,-2.4905365,-0.00037563592,-0.3004424
187.03675716667416,-0.004131172,0.08090692,-0.021923399,-0.02635721,0.008961545,-0.035069123,0.46260443,0.017853964,-0.07798399,-0.10951747,0.62317944,-3.2093136,-0.0737481,-0.019786749
187.07323731568763,0.004803026,0.05665689,-0.03602843,-0.012969254,-0.009380703,-0.0444439,0.82595366,0.016288463,-0.056876477,-0.2608611,0.7435017,-3.155578,-0.057846896,-0.009144086
188.0766250994236,-0.15247501,0.12559682,-0.08016176,0.51165044,0.35057244,-0.7218501,-6.3909245,-5.2342277,-0.13521743,0.33900002,-2.8576708,-0.7855754,0.08790518,-0.6138549
188.17563513707617,0.052756235,-5.1539187,-0.123872936,-3.1284668,-1.2363428,-0.03851987,2.1581652,0.23927286,-0.24533024,-0.5644505,1.5690053,0.11571258,0.17671539,-0.85713106
189.0525559510393,-0.0077344654,0.054568425,-0.03614746,-0.02115602,-0.009935909,-0.026128573,0.9567716,0.035522934,-0.09033144,-0.27183065,0.7634034,-3.4293106,-0.09540963,-0.015889872
189.0714434682931,0.19256586,-0.01762417,-0.033355862,-0.3591155,0.27526125,-0.75931376,-5.7665606,-2.5723078,-0.12692505,0.072710216,-2.516905,0.60144335,1.1712424,-3.3254118
191.05060292254285,-0.042025022,0.092320465,-0.004380513,-0.012467305,0.070378564,-0.066774994,0.3567799,0.0073097292,-0.17885901,-0.07572812,0.44887298,-2.9110126,-0.16058962,-0.0241769
192.0243144931639,0.04907255,0.08344088,-0.004738124,-0.035722934,-0.005247658,-0.02518874,-1.1045145,-0.06485511,-0.08637604,0.035475876,0.37312675,-1.7883908,-0.014991347,3.1186268e-05
193.06270217472775,0.009157121,0.033633485,-0.21513751,0.018373191,-0.011668628,-0.11135328,-0.7616316,-0.27437127,0.010411387,0.14758652,0.14516214,-1.8453383,-0.0715905,0.067150764
195.0419453058757,0.022333208,0.11593518,0.005722834,-0.01098153,0.06911063,-0.049288336,-2.7157,-0.09853978,-0.11701523,0.08498234,0.30423838,-1.8784217,-0.040193446,-0.086710446
195.06271277531698,-0.014097258,0.30821303,-0.2942003,0.21191639,0.29916915,-0.25132793,-2.7562344,-0.11451905,-0.027175128,0.016664423,0.3352352,-3.084101,-0.2500527,0.0019784346
195.0782153280057,-0.20921029,0.5186085,0.16130336,0.12795119,0.6660899,-0.28035665,-6.149902,-1.0896975,-0.13535574,0.722101,-5.3337708,-1.5272183,-0.1571691,-0.65232676
197.05746415042407,0.0017457549,0.22083983,-0.011400161,0.026353782,0.19917136,-0.15668783,-3.0154302,-0.27467936,-0.030640636,0.2191861,-0.21821168,-2.5724885,-0.2025932,-0.12655476
197.10100887326303,0.2573237,0.20848691,-3.5246112,1.4857545,0.5286065,-6.519716,-5.7708235,-5.844518,-1.317426,-5.078135,-0.22922081,-2.5024617,-0.73916334,-0.2722535
199.03683068028542,0.017643858,0.10310103,-0.0070102056,-0.032888222,0.03375352,-0.019972753,-0.07340513,-0.0334616,-0.12048203,-0.004402887,0.5069514,-2.3813763,-0.05566305,-0.045863543
199.07325281002025,-0.010652095,0.4401145,-0.8269847,0.43925658,0.31262448,-0.42933705,-5.6978693,-0.67118543,-0.1246755,0.060762078,-0.13876183,-2.3471177,-0.2355564,-0.21498986
200.0685524091858,-0.004479506,0.033171166,0.051329024,-0.13834062,-0.013996181,0.05871407,0.9349986,0.0506697,-0.13577348,-0.07733061,0.7391634,-2.9471343,-0.04773202,-0.03523852
201.05237021269076,-0.11651746,0.25247505,-0.08021213,-0.012269758,0.3923167,-0.03677002,-5.9256144,-1.3749675,-0.68411636,0.4964589,-0.5901438,-2.5240676,-0.047621258,-1.053092
201.0885538360221,4.5977533e-05,0.04943566,-0.029303022,-0.02365259,-0.0064775203,-0.02553644,0.9244615,0.021239948,-0.062119145,-0.23579128,0.7640471,-3.4501536,-0.059415292,-0.011835672
201.96417802821287,-0.2951947,0.679042,1.2804228,-3.3058305,0.92114174,0.8513148,-5.749115,-3.8537986,-3.6643045,1.5557356,-1.3418689,-3.6462233,-1.9493611,-4.46728
202.066501544518,-0.007877801,0.057605997,0.62907577,-4.501904,0.24494854,0.5082085,-0.68484503,0.024877261,-2.1043787,0.97945046,0.025196835,-0.95955616,0.38127562,-1.9149348
202.09219427994782,-0.13523695,0.07760031,0.034868505,0.0901684,0.28921854,-0.11856771,-1.9340538,-0.57977074,-0.01366491,0.2831305,-0.8443694,-0.27884635,0.061598897,-0.7082916
203.06791781087995,-0.007220895,0.054180495,-0.02678024,-0.027984913,-0.009943485,-0.030263457,0.90243375,0.025753714,-0.081305385,-0.24347728,0.7582421,-3.3282537,-0.082304604,-0.014737473
203.08696082268418,-0.044858392,0.22144294,0.13651426,-0.02120269,0.52540815,-0.41250172,-6.4502277,-0.56970245,-0.24196745,0.12732138,-0.74311745,-0.9466065,0.111640885,-0.7417928
203.1389824980692,0.024788186,0.021251656,-0.00038923603,-0.0638047,-0.017870288,-0.012574423,1.0096885,0.034411505,-0.12881163,-0.2593644,0.8285105,-3.3798158,-0.03966533,-0.011050039
203.22320307354954,-0.010385156,0.061978526,0.011926847,-0.009279249,0.04508409,-0.0024636574,0.8914597,-0.053556904,-0.21474977,-0.12978745,0.7279949,-2.939341,-0.060339402,-0.12532564
204.12333017003994,0.00710891,0.024614625,-0.00024888106,-0.075789824,-0.013361069,-0.0062802066,1.0113397,0.044451892,-0.122414105,-0.25802243,0.8019535,-3.1836295,-0.05772335,-0.010258493
204.22652466456688,-0.0876241,-0.13377781,0.86574066,-0.37929443,1.2207466,0.43658155,-1.2955202,-5.8540335,-5.8838844,0.5537642,-0.3468306,-2.575887,-0.2930684,-4.966434
205.06005018215913,0.15537854,0.13704155,-0.7915825,0.20076257,0.10020534,-0.61700165,-0.44491214,-0.71212745,0.019084774,-0.59690136,0.6718989,-3.696914,-0.07107777,-0.12881038
205.12064445969258,0.11029723,0.091345504,-0.37243629,0.05771388,0.11848138,-0.12830618,-0.035226937,-0.38013458,-0.09963397,0.09564229,0.5045951,-1.6657598,-0.017978787,-0.060024288
205.12622254637546,0.0065715555,0.026203264,0.0075605977,-0.09544101,-0.01224242,-0.0056997044,1.0462883,0.05151371,-0.14064999,-0.24491896,0.8326595,-3.1563394,-0.049104273,-0.010581067
206.05539519878883,0.10287864,0.13972726,0.09367926,-0.29622892,0.16858931,0.04213778,-1.6743083,-0.27667904,-0.31367025,0.25568348,0.31482694,-0.72353226,0.020526476,-0.08621441
206.1275855995987,0.314012,-0.769069,1.1578567,-5.4319077,0.5489243,0.2968049,0.7531662,-0.70367485,-2.3861022,0.3799284,1.095399,-1.1790283,0.17221579,-0.32182056
207.04179083007682,-0.07098824,0.051274285,-0.2450161,-0.057936616,0.10323253,-0.33920318,-0.06834931,-1.0703709,-0.14903381,-0.19181085,-4.272649,-1.2720927,0.24160564,-0.20731288
207.07799223289723,0.012976734,0.053762436,-0.09458974,0.00582744,-0.02216121,-0.03699792,0.9363082,0.007659493,-0.031045899,-0.14059387,0.72962016,-3.3172243,-0.046612542,0.00651744
207.99834753930452,-0.0015912177,0.10248809,0.13335209,-0.1378116,0.07297071,0.0452267,-3.8104553,-0.15432885,-0.2450205,0.24496362,-0.06447449,-1.1640024,-0.0066245943,-0.09580707
208.08158188467795,0.02563155,0.027030244,-0.25191492,0.016458467,-0.04289032,-0.1497706,-0.115759365,-0.28313684,-0.013182282,0.109209895,0.2712408,-1.3484836,-0.027729828,0.055270612
209.05758692842596,0.0026797857,0.06110467,-0.03210847,-0.024133453,-0.005394971,-0.0406814,0.5400457,0.02347251,-0.071123675,-0.13660847,0.6520278,-2.998018,-0.06966835,-0.009619019
