Dataset,method,jaccard 1,jaccard 2
ccRCC_Y7_T,COSMOS,0.278865292,0.180927307
ccRCC_Y7_T,COSMOS,0.278598212,0.180709729
ccRCC_Y7_T,COSMOS,0.278428778,0.181098807
ccRCC_Y7_T,COSMOS,0.278837527,0.181494626
ccRCC_Y7_T,COSMOS,0.278680047,0.181204682
ccRCC_Y7_T,COSMOS,0.279104855,0.181066108
ccRCC_Y7_T,COSMOS,0.278698717,0.181353354
ccRCC_Y7_T,COSMOS,0.279178127,0.181122984
ccRCC_Y7_T,COSMOS,0.278912659,0.180879413
ccRCC_Y7_T,COSMOS,0.280051275,0.180503384
