,Shared topic 1,Shared topic 2,Shared topic 3,Shared topic 4,Shared topic 5,Shared topic 6,Shared topic 8,Shared topic 9,Shared topic 10,Transcriptomics private topic 1,Transcriptomics private topic 2,Transcriptomics private topic 3,Transcriptomics private topic 4,Transcriptomics private topic 5,Metabolomics private topic 1,Metabolomics private topic 2,Metabolomics private topic 3,Metabolomics private topic 4,Metabolomics private topic 5
218,0.023727752,0.043636683,0.020753589,0.06907345,0.12620744,0.03637035,0.02469595,0.03240339,0.026750466,0.21485625,0.10854289,0.035726145,0.034757916,0.029380273,0.079482205,0.019454872,0.020036563,0.021570284,0.032573458
219,0.030941848,0.035716146,0.01732521,0.039141674,0.22334702,0.042874645,0.024314864,0.01974232,0.021692257,0.09649539,0.16893923,0.032331116,0.039939296,0.030519785,0.03150344,0.022231787,0.08203604,0.026620785,0.01428713
220,0.032342188,0.021082819,0.035883363,0.04543967,0.2767052,0.03771969,0.023252632,0.027536888,0.03711071,0.07544116,0.15859516,0.030036824,0.043673392,0.030052705,0.038152333,0.01586085,0.011116775,0.02192685,0.03807073
221,0.020724582,0.019249693,0.014074622,0.025099164,0.42809644,0.025443157,0.016678194,0.019007571,0.047961034,0.033461515,0.11163846,0.02225713,0.0782043,0.029380582,0.051250644,0.011768238,0.007126338,0.012959005,0.02561919
222,0.013795298,0.0148101095,0.014526086,0.010927081,0.61774355,0.011798226,0.01610656,0.022728283,0.029983466,0.028417327,0.08809236,0.016738093,0.055412233,0.02551191,0.011389608,0.006373619,0.0024635105,0.0042655147,0.008917068
223,0.008419651,0.016539311,0.011876743,0.009210656,0.6872421,0.03193324,0.013807001,0.021052074,0.012557045,0.03135618,0.058301423,0.020517522,0.03182195,0.018397769,0.008836536,0.0057682972,0.0022427642,0.0035895244,0.0065301997
224,0.013503097,0.015072915,0.021663286,0.008553107,0.6643352,0.013458467,0.010435434,0.025628375,0.012618663,0.038390826,0.058159627,0.037107177,0.029450133,0.022958789,0.008380586,0.007687741,0.00320699,0.004106789,0.0052827653
225,0.026647571,0.043492354,0.0319274,0.018700419,0.49169612,0.011327084,0.019489627,0.018723503,0.005075031,0.0777494,0.087731615,0.066945,0.0408417,0.026370622,0.008481766,0.010586274,0.004491882,0.004667234,0.005055424
226,0.012971511,0.031141078,0.004167865,0.025778089,0.7085769,0.008965426,0.012893135,0.014680387,0.008038088,0.021079222,0.027738262,0.04690814,0.023173273,0.017876806,0.007968243,0.010181571,0.0075166766,0.0053837663,0.0049616075
227,0.22581072,0.04474249,0.0573304,0.09661036,0.020001013,0.026514903,0.03080706,0.114794046,0.022733737,0.11386898,0.02768244,0.029187988,0.028400656,0.020648416,0.009020918,0.052216776,0.0075416057,0.039730858,0.03235664
228,0.031014895,0.061832283,0.011902714,0.316699,0.045722395,0.032340158,0.023953037,0.030414535,0.035114054,0.092975125,0.03622517,0.051804345,0.036933184,0.031291086,0.011966797,0.031309377,0.018374559,0.03588347,0.06424379
229,0.021767072,0.021816434,0.033415828,0.3589756,0.047307003,0.026082948,0.010478305,0.027463883,0.023495125,0.1230306,0.026126804,0.044119373,0.028883083,0.019645087,0.011798158,0.03760127,0.015907856,0.060316525,0.061769024
230,0.026307726,0.036257412,0.017415345,0.32161957,0.03851566,0.04587893,0.0187485,0.022584645,0.022000313,0.037421428,0.027857585,0.04619517,0.02649897,0.021142816,0.01939048,0.030484974,0.021796664,0.18228757,0.037596256
231,0.0775678,0.039876092,0.021271313,0.30507174,0.042394392,0.0148366885,0.030387593,0.034223054,0.040500265,0.045933846,0.03859582,0.055162836,0.03601591,0.031167895,0.025336923,0.033597697,0.013013218,0.03383972,0.08120735
232,0.037726514,0.021731269,0.06632708,0.2708725,0.08499068,0.046265062,0.043343786,0.036013823,0.027181255,0.042966187,0.03553559,0.048318226,0.03336384,0.029812688,0.02827041,0.03279166,0.016984116,0.028159315,0.069346
233,0.030696029,0.062820405,0.04167078,0.23733494,0.048484843,0.07092422,0.06370749,0.047249805,0.037726562,0.051721297,0.032596454,0.047585797,0.032608338,0.028659308,0.027521351,0.030267404,0.020717716,0.025267454,0.062439702
234,0.031020511,0.037137333,0.046253536,0.30549955,0.020721687,0.028679129,0.030305156,0.022908542,0.0242429,0.059644453,0.03597636,0.04355308,0.02989045,0.033518173,0.022864113,0.031821854,0.09000775,0.077863604,0.028091794
235,0.042922124,0.078579746,0.040978752,0.24004892,0.047766168,0.06369576,0.031291652,0.046146855,0.023121465,0.061584767,0.035580657,0.04921117,0.029939398,0.030152785,0.023860915,0.035830583,0.015804727,0.04377627,0.059707325
236,0.02299297,0.042127453,0.04535309,0.28798983,0.03293228,0.027568378,0.029384892,0.022315357,0.025040923,0.057006735,0.039593488,0.058412682,0.030937036,0.043530054,0.027366675,0.047818657,0.055822093,0.051382765,0.052424602
237,0.027432429,0.040047944,0.018038359,0.28348637,0.05898365,0.027069084,0.016577763,0.030022101,0.035485767,0.029419025,0.02720095,0.089426264,0.03121988,0.028224062,0.035278466,0.049186423,0.078649595,0.054721955,0.039529912
238,0.01878421,0.057644974,0.025698405,0.22742264,0.036010228,0.04215738,0.036666162,0.041274305,0.024516022,0.031233585,0.029643025,0.086145684,0.028660554,0.03152417,0.033961006,0.055218816,0.1236075,0.03972955,0.030101715
239,0.027523447,0.05524206,0.029953351,0.19531833,0.021722192,0.057049632,0.025672797,0.07244755,0.029550958,0.033139925,0.029832752,0.11576112,0.026222413,0.034399197,0.028826505,0.059365895,0.08692574,0.038239103,0.032807108
240,0.037407406,0.063702285,0.0373466,0.1709713,0.043425065,0.03202983,0.02196399,0.04396756,0.029000329,0.03069105,0.028410837,0.1900148,0.022004867,0.03783944,0.0334321,0.049168833,0.06969103,0.03233911,0.026593508
241,0.02202027,0.062064663,0.040060557,0.07274365,0.04017716,0.04527148,0.015535724,0.0408173,0.05598084,0.028330872,0.026965057,0.2427588,0.020780683,0.044054653,0.029833356,0.053423237,0.10506365,0.029699428,0.024418585
242,0.030612677,0.02177696,0.032680083,0.16146976,0.019269522,0.02685684,0.031878214,0.02573452,0.1066013,0.026448835,0.02736878,0.1817937,0.019535005,0.038351696,0.028528737,0.05148558,0.11551496,0.032793682,0.021299146
243,0.02222922,0.028052395,0.0057839453,0.12353071,0.030244844,0.020845423,0.052940585,0.02018198,0.062093694,0.023945509,0.024689998,0.13663755,0.029279467,0.122301035,0.031319186,0.07094443,0.129502,0.03970048,0.025777567
244,0.032040622,0.029047994,0.042299453,0.080314055,0.026318522,0.030713806,0.03546069,0.023866381,0.048763126,0.019146154,0.020067634,0.046889078,0.039172105,0.35425133,0.02813746,0.030506274,0.065331206,0.025177889,0.02249621
245,0.021777403,0.025652153,0.038804717,0.072490185,0.03041627,0.031273644,0.027546765,0.024528949,0.030647315,0.019882083,0.016033424,0.039207067,0.026272152,0.4674882,0.016684366,0.024620118,0.055450037,0.015848355,0.015376783
246,0.01731688,0.04834791,0.02730458,0.05374899,0.17286232,0.026965989,0.029680695,0.026240688,0.034678984,0.02125079,0.01940522,0.068868354,0.019321037,0.24252391,0.016233303,0.03438995,0.10432098,0.018623667,0.017915707
247,0.031101817,0.026792176,0.033439126,0.0938549,0.2633779,0.022121944,0.03563711,0.014036733,0.014804065,0.019613307,0.021012435,0.091432065,0.019484228,0.19339263,0.023267647,0.04197283,0.01495134,0.017314835,0.022392921
248,0.05099206,0.01975668,0.05491804,0.10346025,0.17603303,0.053878143,0.028703043,0.0627624,0.031751927,0.025100661,0.028093375,0.08548153,0.024392491,0.13949555,0.025164798,0.03177569,0.012537964,0.016354771,0.029347576
249,0.04513576,0.04338899,0.04404246,0.07332993,0.22563215,0.032574076,0.029168164,0.026526587,0.027416635,0.049811367,0.04763324,0.07994369,0.030905928,0.11484752,0.031080227,0.03256902,0.019218042,0.017934734,0.02884165
250,0.02835605,0.050495025,0.06653768,0.07785629,0.10451441,0.034129463,0.038466204,0.051731125,0.028860463,0.12401379,0.058653377,0.06879439,0.039107427,0.0915153,0.048336428,0.029715266,0.006579764,0.014353208,0.037984226
251,0.03106935,0.03242709,0.027640337,0.05835021,0.2295409,0.029710082,0.037778884,0.02558303,0.018155163,0.10979145,0.14155915,0.039712295,0.03853109,0.038858198,0.031829767,0.027851764,0.017825434,0.020727573,0.0430582
252,0.029211553,0.051234644,0.018472767,0.052537687,0.2884217,0.015938172,0.026948046,0.01769226,0.028704502,0.08961622,0.09965703,0.03623536,0.036582876,0.038210116,0.076269016,0.021429092,0.018748304,0.02049536,0.033595275
253,0.030701797,0.042171746,0.040308107,0.063912936,0.079308376,0.045383748,0.030036543,0.034171753,0.039773658,0.09878243,0.20160465,0.04056088,0.05080408,0.038976412,0.04238763,0.032023523,0.023032736,0.028610274,0.037448745
254,0.040224463,0.0508808,0.051224906,0.0773578,0.16208191,0.045939524,0.028612686,0.029555246,0.04587282,0.03886025,0.12086012,0.02825102,0.09234741,0.030909706,0.060456134,0.022968033,0.014673036,0.022244284,0.036679838
255,0.01783817,0.01450579,0.016240448,0.02505581,0.558617,0.031034734,0.02137095,0.026154142,0.02944509,0.02520264,0.054277994,0.015480149,0.04340089,0.020753624,0.021357184,0.017653259,0.02469031,0.01961638,0.017305514
256,0.0152088525,0.0110379495,0.021306751,0.025540568,0.5209415,0.011550863,0.026400771,0.022172732,0.03135046,0.0419213,0.06929934,0.02716522,0.042164944,0.027442804,0.030909603,0.015956318,0.030597197,0.014659483,0.0143733295
257,0.018853035,0.02228122,0.014118334,0.023917014,0.48506492,0.022629699,0.013826999,0.02779876,0.022881638,0.061742935,0.07875246,0.051225904,0.042823803,0.03460652,0.02527307,0.014572411,0.012742635,0.012948195,0.013940398
258,0.024445225,0.019563599,0.01896963,0.030825991,0.5669934,0.014906661,0.012770738,0.026246877,0.021198839,0.038042612,0.052887686,0.05481889,0.033605102,0.027623847,0.0149121415,0.012699994,0.010593149,0.010412763,0.0084828185
259,0.011073719,0.030935533,0.010506441,0.028935315,0.7100016,0.0072757876,0.017559525,0.013135747,0.0047332398,0.016523167,0.022103285,0.041388877,0.020404069,0.016651614,0.014566967,0.01005905,0.01216558,0.0066774753,0.00530308
260,0.011481187,0.029418167,0.008181591,0.011967238,0.8247903,0.0058650044,0.0058712163,0.009164887,0.0032570646,0.006854887,0.009365857,0.019864213,0.009786513,0.008577918,0.0069564977,0.005651651,0.014688227,0.0043537733,0.0039038567
261,0.011504646,0.008217661,0.009910055,0.015163666,0.7241742,0.010497795,0.0076493253,0.011255216,0.010438326,0.011741561,0.016378371,0.035851266,0.018145576,0.01683354,0.011009509,0.01356246,0.05539481,0.008156509,0.0041155615
262,0.019183556,0.014971452,0.013328922,0.013604077,0.72294325,0.014375924,0.01636959,0.018018916,0.011155845,0.014169654,0.019765336,0.043265086,0.021897998,0.020314636,0.009849501,0.010057673,0.0046731797,0.0052077505,0.0068475446
263,0.09502959,0.029217115,0.014786461,0.2352423,0.03295242,0.026317177,0.015080891,0.049888708,0.018084185,0.09235669,0.029392475,0.0368537,0.030263893,0.02936051,0.009735897,0.069547206,0.0127544375,0.13886599,0.034270313
264,0.03843958,0.025585536,0.033368483,0.42762512,0.021299182,0.04789399,0.015922198,0.04267473,0.016330436,0.04355454,0.022203047,0.044060756,0.022203226,0.024687113,0.01197583,0.022551212,0.019737137,0.05949695,0.06039096
265,0.049075946,0.021019394,0.03611322,0.41520426,0.02721439,0.04275869,0.02216744,0.01940072,0.010334639,0.028247852,0.0175162,0.035092976,0.017185088,0.0141916,0.012288231,0.017922182,0.016951524,0.16837151,0.028944166
266,0.061122812,0.007783173,0.023469375,0.26921487,0.019949725,0.02539816,0.031243164,0.034168873,0.023361936,0.031367,0.023573792,0.036052156,0.022068601,0.018433327,0.015785653,0.023129571,0.016825784,0.28758153,0.029470436
267,0.06220554,0.0118711265,0.078104235,0.28507465,0.021386188,0.03591618,0.063773975,0.08947898,0.034672976,0.029426862,0.025446616,0.038979392,0.023542773,0.019676154,0.019039258,0.033161405,0.020859715,0.052670058,0.05471395
268,0.067842565,0.057119817,0.017536558,0.2617902,0.03339888,0.023166228,0.05945245,0.03265556,0.046468798,0.03395166,0.027772466,0.04881392,0.027166858,0.021803701,0.0332402,0.033532396,0.03683201,0.0562036,0.08125211
269,0.029197011,0.024063488,0.060707927,0.42093,0.014599882,0.03769767,0.06281182,0.034396242,0.018038511,0.04271605,0.025880996,0.039287604,0.024002321,0.021352224,0.037544817,0.025726086,0.013887041,0.03921462,0.027945625
270,0.02102889,0.04936467,0.025385702,0.24155046,0.03020306,0.032776892,0.042481344,0.040075947,0.043017037,0.046255447,0.026875528,0.05494337,0.025536144,0.021371396,0.02664593,0.026762567,0.01978464,0.068211116,0.15772991
271,0.047549997,0.03621642,0.014941934,0.34095007,0.0447243,0.028096532,0.029366838,0.037169613,0.013804462,0.048747916,0.029599696,0.07189397,0.025663078,0.02881305,0.026536206,0.034304835,0.03976352,0.074932635,0.026925007
272,0.03121965,0.027348455,0.036232963,0.14370455,0.067349605,0.0441099,0.056438513,0.02720782,0.0212419,0.03613872,0.03170252,0.14944251,0.027338855,0.041734066,0.019437755,0.049112584,0.027717307,0.10113698,0.061385334
273,0.042113345,0.023782507,0.038099363,0.1265622,0.041401666,0.060861673,0.035644498,0.043619413,0.030248253,0.025203848,0.023439275,0.15725346,0.02669355,0.03063348,0.06605157,0.05394747,0.04672232,0.093285255,0.034436855
274,0.046740018,0.04404081,0.044532467,0.115745,0.036611848,0.046241503,0.022871967,0.03833184,0.037845366,0.03064267,0.025681304,0.28649023,0.024817789,0.036650624,0.024796952,0.034230236,0.016313886,0.028541863,0.05887356
275,0.021948164,0.033315536,0.029322222,0.11582574,0.043339036,0.046330098,0.029506912,0.03642263,0.041731395,0.026368119,0.019959573,0.27880234,0.017444732,0.040280838,0.02100738,0.044311754,0.10457627,0.027975544,0.02153169
276,0.021838197,0.03304646,0.017871121,0.1417028,0.060911264,0.03229549,0.035357,0.022508511,0.028742235,0.024620393,0.020616552,0.27446252,0.016865859,0.04315154,0.021198858,0.04587982,0.1116069,0.027002132,0.02032227
277,0.02711916,0.072869934,0.05085711,0.10434026,0.046025254,0.031390652,0.029658679,0.024069488,0.035229314,0.025825333,0.024569573,0.20776273,0.021323113,0.08046561,0.02898832,0.04155961,0.097965784,0.027283538,0.022696605
278,0.029458473,0.029722141,0.009056214,0.20668605,0.04317086,0.029717682,0.032923266,0.029341837,0.0374996,0.022212368,0.024137622,0.10770281,0.026627636,0.17384298,0.024677955,0.040474463,0.08327071,0.028458046,0.021019334
279,0.03987089,0.039044153,0.0155404955,0.13945444,0.02816129,0.023004223,0.043104615,0.017169673,0.032775786,0.021408124,0.023877712,0.06962483,0.033174995,0.21962781,0.026069468,0.06482823,0.1065033,0.031912472,0.02484754
280,0.025637997,0.05810107,0.029908163,0.08824441,0.038444027,0.02345158,0.02565668,0.021036606,0.034269925,0.021841565,0.023507243,0.052064735,0.034076035,0.26174882,0.025584426,0.05488927,0.12541883,0.029903151,0.026215488
281,0.035030466,0.026173392,0.06061959,0.06533214,0.08281716,0.017742548,0.018769328,0.026989883,0.029111264,0.023326103,0.02036838,0.046877515,0.026723513,0.30609939,0.019188587,0.047182344,0.09226723,0.024840064,0.030541178
282,0.04485623,0.043328054,0.029615691,0.057123147,0.132009,0.040790208,0.026475519,0.045228247,0.036104452,0.01987386,0.015977168,0.04873148,0.020770218,0.20385961,0.018354317,0.061043225,0.092424236,0.029807594,0.033627678
283,0.040307228,0.023552552,0.026693288,0.06483383,0.26400393,0.0402963,0.0334527,0.029370675,0.022461627,0.019100972,0.014788164,0.05259517,0.01925938,0.1357788,0.02013284,0.06476559,0.077047355,0.02338864,0.028171025
284,0.021433813,0.052533537,0.052527245,0.067043535,0.3461349,0.03349184,0.028634159,0.024925236,0.021112982,0.01455914,0.010888165,0.035942737,0.015554616,0.094906315,0.028245063,0.037716087,0.077298515,0.02008435,0.016967794
285,0.022495285,0.035779063,0.015904343,0.11336242,0.34070277,0.025203353,0.021499256,0.02578179,0.017745972,0.02343753,0.018630153,0.037376694,0.018024461,0.09101092,0.021425117,0.050505005,0.07263544,0.021283565,0.02719693
286,0.018000443,0.06101966,0.013945929,0.043493547,0.38316524,0.021269448,0.029153654,0.030492846,0.02216786,0.023884255,0.021953909,0.034080245,0.01799008,0.06609328,0.020693477,0.0568792,0.08048064,0.027699092,0.027537217
287,0.044834662,0.051673736,0.015278258,0.03910769,0.17751299,0.04423722,0.052811373,0.0358405,0.042892106,0.028536478,0.036103226,0.042628083,0.027782172,0.075227395,0.040116176,0.06720614,0.09219463,0.042142298,0.04387495
288,0.03720527,0.04518216,0.019617667,0.04451714,0.22687489,0.027266694,0.039819434,0.03357905,0.045438766,0.07708641,0.13093212,0.036324985,0.035856187,0.03669149,0.039945547,0.026130373,0.02299915,0.024291296,0.050241455
289,0.05452734,0.034979764,0.07521169,0.06182715,0.15261993,0.04263084,0.04844461,0.048605505,0.04357782,0.04716935,0.08014185,0.038535986,0.058678575,0.04911568,0.056621443,0.028147925,0.015533469,0.024696188,0.038934782
290,0.019003114,0.035664998,0.05592984,0.042155214,0.34206203,0.039664153,0.020953868,0.037773125,0.03906448,0.041048147,0.05991947,0.034142207,0.04993111,0.04100278,0.04919191,0.019694824,0.016609572,0.031097153,0.025091924
291,0.019354071,0.020863343,0.018904861,0.057691693,0.48551828,0.02007447,0.018232938,0.025004497,0.03933904,0.029376358,0.0571978,0.021691673,0.04117918,0.026289422,0.027496725,0.023257967,0.026365418,0.021497125,0.02066511
292,0.022544717,0.025968602,0.059388045,0.0405245,0.4498674,0.033293072,0.022999814,0.04349079,0.044888362,0.036328163,0.036720525,0.030104592,0.02142588,0.032451198,0.032940157,0.018042456,0.009269052,0.013783944,0.025968801
293,0.014242112,0.032778613,0.040125,0.015178012,0.6055301,0.01387243,0.024988094,0.026158703,0.007250993,0.03670827,0.040052142,0.036639333,0.020427292,0.028375968,0.013855356,0.013628623,0.0053599277,0.008090066,0.016739035
294,0.014024534,0.026911305,0.052038703,0.039678507,0.5848917,0.009757998,0.023741031,0.022425497,0.01774428,0.01860749,0.023412272,0.04973042,0.016272122,0.023431381,0.026998678,0.012201745,0.0107796835,0.010804035,0.016548647
295,0.021150732,0.04486351,0.052995775,0.074858055,0.27703896,0.047863383,0.025011418,0.04880241,0.049452182,0.025108347,0.036643736,0.11564754,0.032719277,0.043609396,0.02823621,0.023985505,0.012224041,0.015284751,0.024504796
296,0.015552308,0.022792853,0.0300641,0.03911401,0.6571653,0.024071658,0.011098381,0.028320543,0.025301233,0.010036302,0.014856273,0.04449924,0.014502039,0.018514223,0.010700499,0.010694214,0.005980509,0.0072791735,0.009457239
297,0.009074554,0.010038185,0.007850455,0.023574011,0.782224,0.026037348,0.009840575,0.0063660685,0.01119636,0.010943257,0.013909333,0.029496728,0.012887656,0.015397103,0.0070046587,0.0082958825,0.004762475,0.0049033766,0.0061979233
298,0.012195913,0.0087255575,0.013011579,0.03217613,0.75515574,0.011367013,0.009483877,0.008884257,0.010071676,0.014627398,0.01662876,0.03615892,0.014850816,0.021538442,0.006738034,0.009021462,0.0057808426,0.006510467,0.0070730895
299,0.0137022445,0.024687631,0.007911563,0.0259836,0.7385649,0.007698316,0.014379915,0.014411429,0.019328933,0.011605281,0.011611774,0.02732564,0.010788398,0.021421367,0.009096107,0.007801362,0.022782117,0.0064032106,0.0044961087
300,0.018040814,0.06511358,0.019759737,0.026018806,0.6419096,0.015744794,0.009586432,0.010920551,0.014308862,0.020442497,0.016331267,0.043296546,0.01460388,0.03571224,0.012849771,0.010412441,0.013774657,0.0056454916,0.0055280835
301,0.16503046,0.036317144,0.017255768,0.176072,0.022063771,0.016475147,0.027186528,0.056522828,0.013093044,0.09280911,0.028217446,0.025962971,0.02912176,0.045086097,0.0091227805,0.048011303,0.010416149,0.12025265,0.060983036
302,0.11386038,0.04603242,0.027158644,0.29389352,0.020224433,0.017992076,0.03150393,0.048381187,0.022478823,0.089095846,0.030423613,0.037279107,0.031209996,0.039670724,0.011329816,0.025263643,0.0121547505,0.039137043,0.062909946
303,0.03841094,0.039835867,0.023109172,0.45593473,0.021482235,0.028358852,0.021634446,0.034522846,0.030983636,0.041042823,0.022071028,0.03913363,0.022192983,0.026956031,0.013341711,0.018461064,0.012917614,0.07858083,0.03102956
304,0.0452057,0.025306363,0.043332644,0.27621183,0.026259761,0.0200141,0.0333563,0.034891006,0.020127675,0.027550012,0.0217135,0.03430885,0.0203796,0.018133782,0.014485333,0.028202657,0.025632316,0.26113224,0.023756409
305,0.0633184,0.020251155,0.072117426,0.22525667,0.024847083,0.035011645,0.024972774,0.06791034,0.036820896,0.02886156,0.024957769,0.038230546,0.023090485,0.01929812,0.024704263,0.025396254,0.018424414,0.17267255,0.053857576
306,0.041782048,0.05023332,0.040675625,0.18540056,0.038477857,0.06244984,0.07703155,0.049682546,0.04099948,0.029005837,0.024737915,0.041852884,0.023351567,0.019330613,0.021432512,0.031403065,0.030020919,0.16418476,0.027947027
307,0.025895778,0.035552975,0.01671415,0.3599447,0.035829548,0.04174065,0.043513518,0.05136564,0.05415761,0.021589583,0.017218592,0.035866812,0.017451046,0.013768105,0.02286833,0.030927543,0.059202533,0.09403459,0.022358268
308,0.056254476,0.0512804,0.028005531,0.31090358,0.0186137,0.03560006,0.04433382,0.04811761,0.06667851,0.039511207,0.020949898,0.07343692,0.022485714,0.016049996,0.041082777,0.02355154,0.012826203,0.05232231,0.03799578
309,0.02872224,0.05610873,0.014852901,0.33615938,0.028941326,0.015351823,0.03415391,0.039010998,0.07694126,0.041935086,0.025613153,0.06782557,0.023540353,0.02000771,0.02279065,0.026435852,0.022185443,0.0956015,0.023822134
310,0.024372716,0.028954767,0.017427135,0.16991425,0.03322819,0.014834196,0.023460861,0.024445478,0.018361626,0.029676048,0.020418787,0.20501041,0.022321142,0.02123744,0.023450924,0.034114026,0.066704296,0.20115599,0.020911684
311,0.018336203,0.01953995,0.021242546,0.06418389,0.028861027,0.025124341,0.016839115,0.021100089,0.015677113,0.01579716,0.017412959,0.41137448,0.019060837,0.035178714,0.017434645,0.026184985,0.06876684,0.14282793,0.015057245
312,0.019647479,0.01896385,0.023574993,0.07797968,0.025227733,0.027458861,0.010181853,0.029757436,0.011403559,0.015438975,0.014531971,0.3289552,0.016923366,0.035836313,0.0227792,0.021815,0.12312045,0.16181837,0.014585748
313,0.021919604,0.011581313,0.031220367,0.11480955,0.039367978,0.034135323,0.0142230205,0.030302802,0.030385898,0.0313348,0.01802567,0.39123502,0.02250648,0.06485835,0.019752327,0.032501545,0.048913646,0.024456576,0.018469695
314,0.02816461,0.048080098,0.036763277,0.086762756,0.040508024,0.017074483,0.024232348,0.020407407,0.015993945,0.027161341,0.017266493,0.31420118,0.017238738,0.06739082,0.026017454,0.05339142,0.11208436,0.028336983,0.018924236
315,0.015692327,0.036838613,0.018699696,0.08051834,0.055945255,0.015132032,0.01927791,0.013795279,0.03413834,0.032493457,0.022239232,0.28423086,0.021370035,0.10239595,0.024956306,0.051964834,0.11964707,0.028846383,0.021818107
316,0.023265388,0.05079139,0.04962405,0.10467232,0.043863196,0.020750161,0.037958823,0.042927258,0.021661868,0.023280105,0.021852106,0.188954,0.022273002,0.15377851,0.023955602,0.041527182,0.07338552,0.03059514,0.024884328
317,0.03968846,0.032433532,0.015143761,0.18184626,0.021960469,0.012817486,0.03741315,0.032761093,0.031625412,0.012955277,0.016200988,0.10564019,0.019703478,0.258096,0.019659584,0.03637124,0.08122305,0.025132561,0.019327965
318,0.03212638,0.066694684,0.018128434,0.048393283,0.09761147,0.020928092,0.029303784,0.040323533,0.029611789,0.017028857,0.019874662,0.056849062,0.030221572,0.25614774,0.019020868,0.06307041,0.09965623,0.02745438,0.027554756
319,0.04204745,0.058432497,0.015856644,0.072503395,0.045005012,0.011434742,0.035598427,0.019152217,0.01844394,0.016774423,0.019200921,0.04838432,0.025463661,0.3475526,0.017678505,0.057718273,0.09372504,0.02520997,0.029817885
320,0.036433395,0.0890696,0.011717584,0.074827574,0.12963717,0.028687932,0.0554146,0.027610881,0.014619272,0.013633354,0.013676184,0.03922288,0.018082725,0.26580012,0.0152727505,0.04687824,0.068608664,0.021717759,0.029089378
321,0.036726467,0.067076705,0.014458226,0.033786237,0.25426346,0.044072032,0.030436838,0.02309801,0.011712364,0.015676046,0.013522233,0.03699174,0.01901214,0.18222515,0.017567366,0.077338494,0.0632752,0.027003683,0.031757575
322,0.044848226,0.052211035,0.01369769,0.026523327,0.4810929,0.030679282,0.017053785,0.023151312,0.010823547,0.012278748,0.009037517,0.029446492,0.013705027,0.07962624,0.020321723,0.058106247,0.036978967,0.01908204,0.021335816
323,0.029772153,0.04232361,0.05556143,0.07804542,0.2506266,0.029413877,0.022692071,0.052731678,0.042174246,0.017674346,0.015710697,0.045879442,0.017692408,0.16214684,0.031312954,0.03770119,0.02291675,0.018883198,0.026741073
324,0.013650843,0.047344588,0.00903585,0.056351706,0.41028038,0.024404969,0.020760434,0.020965045,0.035441734,0.015252586,0.016335132,0.03193341,0.013633027,0.09192166,0.01736424,0.056236073,0.07253591,0.020211391,0.026341023
325,0.017174976,0.05064044,0.012584533,0.040963054,0.4163914,0.03485474,0.03885876,0.021708284,0.03804692,0.011650136,0.01627689,0.023223441,0.012025822,0.050219756,0.017785348,0.05675517,0.09337234,0.023245065,0.024222953
326,0.047680125,0.051256653,0.025583979,0.06641939,0.16777995,0.05961696,0.04978542,0.04658701,0.053783666,0.022784773,0.031345475,0.04359399,0.023542782,0.085231334,0.050659485,0.046847306,0.058907762,0.036695775,0.031898115
327,0.061713405,0.05573762,0.06143606,0.06790458,0.11403964,0.041378662,0.053261526,0.042060886,0.038516942,0.032158554,0.036531247,0.05141647,0.030637091,0.07131581,0.09047773,0.03411904,0.023860482,0.03113869,0.06229547
328,0.062190562,0.070092864,0.12509574,0.05612142,0.18138462,0.02914475,0.026357986,0.049875904,0.05322994,0.033246696,0.04234416,0.0422292,0.034579206,0.05064941,0.03661166,0.021081824,0.013804215,0.025875973,0.046083838
329,0.025495054,0.024341157,0.024888134,0.028022345,0.46563053,0.0471581,0.025094554,0.016995562,0.02500509,0.032506786,0.035556346,0.03088588,0.02622827,0.04237518,0.038941916,0.017849348,0.017780663,0.029866958,0.04537813
330,0.031289876,0.0320834,0.03844238,0.03836557,0.3131894,0.03650918,0.030420855,0.018584467,0.02759228,0.04729339,0.04684211,0.041032486,0.031051172,0.06210906,0.06945277,0.027867544,0.032038704,0.029731857,0.04610348
331,0.017890124,0.024813544,0.14771079,0.023631712,0.4263834,0.03755512,0.016058411,0.013118779,0.04162082,0.03128754,0.02728425,0.0351355,0.015464731,0.043668725,0.032460995,0.01853854,0.014968507,0.014227459,0.018181078
332,0.016241398,0.024612302,0.016835835,0.025401186,0.616278,0.013795252,0.018555788,0.022556609,0.013538393,0.021819783,0.023831304,0.05062683,0.014316551,0.034277473,0.03167956,0.014008657,0.010587759,0.013134324,0.017902978
333,0.019363226,0.061402924,0.031670827,0.034829833,0.4114384,0.033727586,0.027633805,0.020709628,0.016672956,0.012129231,0.013768377,0.05820456,0.01271068,0.035182763,0.027884759,0.036107626,0.11871638,0.019009855,0.008836558
334,0.018932823,0.029594246,0.039820116,0.06306764,0.49979445,0.04169235,0.01996971,0.05091703,0.015473506,0.010408505,0.014005824,0.0562557,0.012874096,0.029688569,0.025994536,0.019457612,0.028844424,0.011776125,0.011432805
335,0.015554785,0.022702971,0.019627105,0.046193838,0.61660695,0.021864736,0.016239852,0.020497862,0.026552605,0.014473602,0.015749836,0.042284094,0.015373947,0.034176804,0.014909548,0.017960107,0.0106572835,0.012884455,0.0156896
