,Shared topic 1,Shared topic 2,Shared topic 3,Shared topic 4,Shared topic 5,Shared topic 6,Shared topic 8,Shared topic 9,Shared topic 10,Transcriptomics private topic 1,Transcriptomics private topic 2,Transcriptomics private topic 3,Transcriptomics private topic 4,Transcriptomics private topic 5,Metabolomics private topic 1,Metabolomics private topic 2,Metabolomics private topic 3,Metabolomics private topic 4,Metabolomics private topic 5
87,0.01827807,0.019040495,0.03440941,0.23606138,0.049049452,0.036631953,0.042294003,0.042066246,0.02169651,0.07288806,0.054112803,0.122938015,0.044014607,0.060164567,0.019878095,0.041485794,0.011350461,0.021860149,0.051780075
88,0.038388085,0.01510774,0.046603784,0.16965269,0.040926132,0.050049588,0.040704496,0.015331536,0.061503876,0.05048086,0.03686656,0.2224137,0.03183265,0.052571088,0.020111749,0.036646683,0.015184331,0.019398602,0.03622574
89,0.024772003,0.012551381,0.01995707,0.43311372,0.016801398,0.01698134,0.03793895,0.029102333,0.021644995,0.037950918,0.028823154,0.13696349,0.027973844,0.04327708,0.017914157,0.026969854,0.014325019,0.021034291,0.031905115
90,0.026328664,0.03659168,0.039839078,0.3674562,0.016876357,0.014420216,0.020619906,0.026032932,0.03028789,0.044008594,0.037260152,0.05685114,0.031100119,0.04504543,0.016159523,0.032144535,0.093004875,0.03507551,0.030897215
91,0.039159413,0.04141705,0.09881547,0.15653118,0.028882205,0.056195617,0.042237926,0.047923274,0.043210115,0.05371358,0.045746785,0.06443289,0.037986513,0.05573713,0.030910535,0.025913049,0.040173262,0.05244943,0.038564533
92,0.014482169,0.030011045,0.03309137,0.38664868,0.020361084,0.0145231215,0.028869368,0.027814584,0.0359087,0.024061818,0.021542583,0.0384254,0.019230083,0.030172579,0.036096737,0.021528004,0.1869151,0.016370166,0.013947343
93,0.019633407,0.04372993,0.05092977,0.28857297,0.028322339,0.022278737,0.026739972,0.028774194,0.068154454,0.016786505,0.017095115,0.067720495,0.0185273,0.038591094,0.033949826,0.026854051,0.14862385,0.028596487,0.026119458
94,0.024763195,0.02202804,0.058479115,0.3197779,0.057980705,0.037474968,0.029227221,0.021763392,0.04506292,0.011315792,0.0121348435,0.06564006,0.01450277,0.040229995,0.025404617,0.025481781,0.13633998,0.02685989,0.02553285
95,0.033694178,0.024133928,0.025710661,0.21320492,0.032197002,0.030355725,0.018848645,0.029734507,0.06800754,0.022318479,0.022123147,0.08926821,0.025794592,0.053806517,0.031569052,0.04024105,0.17262922,0.03461668,0.031745903
96,0.023975143,0.018941943,0.04337794,0.45582303,0.033375252,0.01960422,0.043044243,0.025438283,0.012825715,0.026633317,0.023661526,0.060371004,0.02680664,0.035976857,0.015117234,0.025533862,0.06735802,0.021103902,0.021031829
97,0.043156307,0.04108369,0.049792867,0.18326192,0.055716522,0.032360982,0.04331457,0.053072695,0.027839128,0.048034385,0.033580743,0.061975084,0.036259063,0.05699053,0.023049252,0.03165067,0.12602855,0.030300744,0.022532223
98,0.026123758,0.06790391,0.050403208,0.11417623,0.03960144,0.042602394,0.03359547,0.04575154,0.048105482,0.084443785,0.06796036,0.08444697,0.035188794,0.05696366,0.018558878,0.02648672,0.11766108,0.021750571,0.018275812
99,0.025857203,0.051354278,0.034815628,0.25877643,0.061745744,0.021300657,0.018353974,0.043471534,0.009434829,0.0678737,0.055069618,0.06861792,0.028643506,0.040690616,0.014716911,0.027551182,0.12879801,0.02138219,0.021546133
100,0.04418143,0.041951012,0.017179495,0.080888286,0.0371699,0.01609146,0.025770476,0.02718923,0.0801704,0.04062675,0.0434614,0.07985522,0.023251751,0.029316146,0.015385021,0.04661271,0.30417308,0.031113874,0.015612378
101,0.026328145,0.06268837,0.026998734,0.21987727,0.12268148,0.042609956,0.029575871,0.026359605,0.030419003,0.026870409,0.028072154,0.054723095,0.022339605,0.05443378,0.022223713,0.034505457,0.11994015,0.027543997,0.021809213
102,0.024937548,0.09538825,0.02018969,0.21900429,0.043150373,0.026560064,0.026996909,0.057450064,0.017641708,0.02534929,0.026677033,0.03912133,0.0315591,0.19387987,0.018435197,0.039816033,0.039773103,0.028974552,0.025095614
103,0.041022453,0.1074678,0.03428961,0.16567507,0.04566305,0.028932542,0.029783014,0.031599574,0.038963307,0.024846762,0.026393577,0.047345106,0.031278726,0.17995393,0.012077711,0.050239693,0.05959383,0.023443058,0.021431213
104,0.032826968,0.09595103,0.04495067,0.16318332,0.05303661,0.032053772,0.036548246,0.037678473,0.027122047,0.027255058,0.0300287,0.13855344,0.035706397,0.15473346,0.01993347,0.02313986,0.00771851,0.012901924,0.026678067
105,0.022105921,0.09017063,0.029675294,0.1754292,0.101984724,0.022491172,0.023840921,0.05637237,0.03302704,0.023085024,0.025750697,0.15677774,0.030775432,0.12220386,0.022926167,0.021146972,0.011904023,0.013253726,0.017079104
106,0.030118233,0.1434255,0.025026588,0.13947283,0.08847596,0.03287871,0.037233554,0.05462992,0.020528747,0.022636797,0.025421042,0.11848354,0.034370765,0.13765697,0.016567519,0.020798525,0.023961846,0.013408092,0.014904807
107,0.020442612,0.19006348,0.009007982,0.038128845,0.06559227,0.0075504524,0.024019843,0.026901739,0.010151919,0.1257945,0.1983869,0.05129988,0.04541335,0.13724954,0.0079341205,0.010310053,0.017978309,0.0069772406,0.006796941
108,0.016473677,0.023134924,0.030311642,0.041635133,0.033017006,0.024133286,0.019481147,0.018518163,0.025147408,0.16853434,0.28688252,0.042836055,0.048001684,0.17075789,0.008599054,0.01051212,0.017341044,0.0074641304,0.0072187698
109,0.06421354,0.061961025,0.010815309,0.20470351,0.024662621,0.029043294,0.105445825,0.017862592,0.017449854,0.08530855,0.073222175,0.063217446,0.05590668,0.04917551,0.014419086,0.055106014,0.008687164,0.025235333,0.033564594
