,Shared topic 1,Shared topic 2,Shared topic 3,Shared topic 4,Shared topic 5,Shared topic 6,Shared topic 8,Shared topic 9,Shared topic 10,Transcriptomics private topic 1,Transcriptomics private topic 2,Transcriptomics private topic 3,Transcriptomics private topic 4,Transcriptomics private topic 5
AGRN,-0.31117094,-0.14422664,-1.0896564,-0.020415217,-0.22628161,-0.5979961,-0.22937447,-0.27870643,-0.05320798,-0.20752127,-0.35223225,-0.091233954,-0.23963313,-0.3884892
VWA1,-0.3049284,0.15714943,-0.46538553,0.0932992,-0.2744692,-0.9417953,0.046848685,-0.3520684,-0.60340637,0.16455665,-0.7723852,0.01684241,-0.19588366,-0.20009613
PARK7,-0.35383198,-0.31785712,-0.20647728,-0.30801082,-0.23113284,-0.1674296,-0.01818347,-0.18800297,-0.14545499,-0.22820379,-0.20640486,-0.26862735,-0.09802566,-0.17578535
RBP7,-0.27680254,-0.4747121,-2.6805167,-0.048814133,-1.2937765,-0.9871271,-0.38537753,-0.6293854,-0.11512044,-0.14447615,-1.2416654,-0.088184,-0.1561281,-1.2671266
KIF1B,-0.37962654,-1.3466027,-1.8448094,-0.08378595,-0.24100572,-1.1766168,-2.9742417,-0.72553855,-1.096038,-0.7220719,-0.649363,-0.12055558,-1.810296,-0.27864146
DHRS3,-0.42077518,-0.27457675,-0.3876904,0.27094662,-0.123464435,-0.596115,-1.3147143,-0.78306496,-0.79244983,-0.17433998,-1.0628759,0.31479752,-0.69232285,0.004918784
NBL1,-0.4356063,-2.3498168,-0.084501624,-0.73647904,-2.1715288,-0.9661182,-0.6550419,-1.3378689,-0.49106538,-0.7849835,-0.1084106,-0.36962116,-2.8287647,-0.12636209
RNF186,-1.2616285,-0.20172375,-0.50405365,-3.0199318,-0.09522888,0.01769191,-0.4221244,-0.6642891,-0.7168346,0.079672635,-0.17062712,-3.0446749,-1.8910592,-1.2788218
PINK1,-0.15336548,-0.6481909,-0.5043022,-0.22369851,-0.5032444,-0.5028635,-0.47852677,-0.43780354,-0.06534073,-0.08872414,-0.37974077,-0.8201541,-0.18863437,-0.5631872
ALPL,-2.3051028,-0.486714,-3.6097527,0.66740805,0.17079306,-2.968697,-4.357609,-4.439058,-1.2683549,-0.15619886,-3.8514364,0.8922832,-3.9058473,-0.7020605
C1QA,0.30227926,-0.124145515,0.66358715,-0.6273306,0.43841016,-0.31424928,-0.15302946,-0.49670163,-0.47697136,-0.48789492,-0.9453736,-0.6155542,-0.31426448,0.60601884
C1QC,0.052199647,-0.2235726,0.6186138,-0.7084025,0.50006765,-0.45912886,-0.24050634,-0.5616439,-0.4628792,-0.712003,-0.8511771,-0.77982545,-0.90743035,0.6295888
C1QB,-0.0063137263,-0.12576613,0.7624125,-0.74254805,0.53666985,-0.25042176,-0.29028547,-0.52070963,-0.44934067,-0.7094492,-0.68938786,-0.83035594,-0.3824522,0.6644522
ID3,0.12321442,0.14562169,-0.35645163,-0.35169527,-0.18807161,-0.29332963,-0.009685665,-0.15378328,-0.25141478,-0.0043217987,-0.30520758,-0.46150512,-0.109775394,-0.23869823
CD52,-0.060233176,-0.86254287,0.73614454,-3.1601427,-0.11734182,-0.434628,-1.0810069,-1.0548375,-3.8836918,-0.8282531,-0.87886965,-3.3139622,-2.4950438,-0.30980667
FCN3,-1.8679552,-0.6655374,-3.1272569,0.45630234,-0.46954718,-4.9031005,-1.4178814,-4.179367,-0.5539747,0.2273364,-4.3010798,0.8505548,-2.5934334,-0.00144279
LAPTM5,0.039062187,-0.21706042,0.56916475,-0.52250755,0.38844138,-0.16990757,-0.21496426,-0.49847808,-0.6854635,-0.93547237,-0.9653431,-0.46742857,-0.28518662,0.4770193
SDC3,0.03479746,-0.7911354,0.4790042,-0.8310363,0.43154967,-0.49766314,-0.4581024,-0.40062165,-0.09291257,-1.2365835,-0.4072576,-0.57116383,-0.95113933,0.3658852
SERINC2,-1.5804108,-0.69084954,-0.8359256,-0.21266307,-0.668296,-0.5273686,-0.05445981,-0.25484636,0.053075045,-0.37319884,-0.08499649,0.03555709,-0.67720985,-2.0132208
MARCKSL1,0.039082617,-0.18833748,-0.60914207,-0.82906896,-0.89558643,-0.39364988,-0.2744641,-0.037904248,-0.79236317,0.0018442571,0.067023724,-1.168428,-0.38362914,-1.0931005
GJA4,-0.25934955,0.19625527,-3.6720848,-0.7481318,-0.8934498,-0.8029282,-0.51171005,-1.6444148,-0.8387495,0.3799948,-0.51687205,-0.7230728,-1.3051603,-0.093459904
HEYL,0.040174067,0.1886377,-0.2850136,-0.32870442,-0.60368264,-0.059636295,-0.44618338,-0.38000143,-0.96979934,0.06979531,-0.42541933,-0.35842624,-0.21658386,-0.20121062
CITED4,-1.1105496,-1.4481572,-1.1879973,-1.7063484,-0.9196178,-0.22116739,-0.6449065,-0.1155003,-0.49065146,-0.39682046,0.044940293,-0.48470375,-0.57798976,-2.0911617
FOXJ3,-0.3444695,-0.47183323,-0.27878284,-0.36766383,-0.23622991,-0.05507858,-0.20376322,-0.09217925,-0.22600907,-0.81126535,-0.13038272,-0.19528145,0.01726149,-0.19273877
SLC2A1,-0.45937333,-0.3295194,-0.76478875,-0.5166371,-0.4239235,0.020993963,-0.022978827,-0.05793315,0.06611836,-0.60156626,-0.023262009,-0.31196398,-0.015810147,-0.27430832
TIE1,-0.21800327,-0.14543906,-0.3244543,-1.35532,-1.3311553,-0.41144803,-1.2391173,-0.16907024,-0.2781378,-0.3762666,-0.2020881,-3.2313418,-0.6801139,-1.8319249
ATPAF1,-0.33050722,-0.36989263,-0.31228134,-0.2280696,-0.16999407,-0.32869172,-3.7421494,-0.86796796,-1.3044913,-0.3698095,-0.41814885,-0.5966478,-1.7730324,-0.3971466
EFCAB14,0.14203125,-0.26147076,-0.3149081,-0.28656393,-0.38298333,-0.16593225,-0.84838885,-0.22743222,-0.38024467,-0.6231197,-0.25485787,-0.254169,-0.27265367,-0.24800265
CYP4A11,-3.2712002,-0.96364033,-3.6068199,0.92476976,0.3023786,-4.268154,-2.2343082,-4.727375,-2.653408,-0.5888854,-4.389743,1.0106062,-3.2471926,-0.3284605
PDZK1IP1,-0.17403796,-0.404491,-0.6160822,0.2749473,-0.018938564,-0.15405273,-0.22855234,-0.3075198,-0.0033296943,-0.5289829,-0.40054795,0.4499104,-0.09110175,-0.04574521
SSBP3,-0.33765855,-0.6364716,-0.105422735,-0.720885,-0.17676574,-0.87187517,-0.08202219,-1.1180393,-1.5390444,-0.6845683,-0.4753219,-0.6486695,-2.7476423,-0.5851804
PLPP3,-0.4728494,-0.069180235,-0.36590788,0.027738325,-0.11218756,-0.49727955,-0.14506483,-0.43395406,-0.6928567,-0.088670194,-1.3054988,0.04732187,-0.15933372,-0.15709075
PRKAA2,-1.3128147,-0.92167175,-3.9323707,-0.36738437,-1.9931761,-0.5748189,-0.8364414,-0.5842697,-0.5553212,-0.5714478,-0.43061376,-0.31472096,-1.3347733,-0.636247
JUN,-0.081645116,-0.23671153,-0.78780913,-0.2672748,-0.15838216,-0.38473707,-0.016584575,-0.16200788,0.09013696,-0.43934122,-0.31498235,-0.0816005,-0.013488114,0.057027295
CYP2J2,-0.933711,-0.6323956,-0.7731838,0.38444865,0.31714565,-1.2139118,-0.98428804,-0.904581,-0.6529213,-0.66186476,-1.0066466,0.38526362,-0.85756254,0.12847915
AK4,-0.46291107,-0.7091781,-0.48941916,-0.008788899,-0.37062413,-0.287494,-0.24692345,-0.18580127,-0.028468281,-0.5482216,-0.40230158,-0.008596942,-0.015402898,-0.19015901
SGIP1,-1.1603463,-1.6672128,-2.112506,-1.40578,-3.805378,-0.29111943,0.45235813,-0.06501049,-0.01595968,-1.4624743,0.100185215,-0.878208,-0.16576949,-1.2336092
CRYZ,-0.61895216,-0.6950676,-0.63281035,0.1652078,-0.08930045,-0.33205697,-0.98818517,-0.356421,-0.28638777,-0.53666687,-0.362297,0.38670248,-0.16384545,-0.11933948
CCN1,0.06314033,-0.48833713,-1.9564681,-0.74640787,-0.9836472,0.033739626,-0.14967908,-0.16022907,0.4791668,-0.32662162,-0.04390666,-0.50748956,-0.0961297,-0.9876285
GBP1,0.24426177,-0.5678514,0.83063066,-0.7780473,0.7816621,-0.70352566,-0.516631,-1.5046507,-1.4548609,-1.7046036,-1.7530158,-1.4451591,-0.9881206,0.9169743
GBP2,0.07089347,-0.58359694,0.6730067,-0.7857672,0.47806937,-0.20478636,0.0803248,-0.70221525,-0.9842058,-1.73878,-0.76779515,-0.8512047,-0.26938054,0.44908553
GBP4,0.13921079,-0.734386,0.72464806,-0.35710323,0.6829153,-0.50496507,-0.21299265,-1.0250678,-0.9252195,-1.0980511,-1.3328135,-0.760739,-0.5437684,0.629613
AHCYL1,-0.41738397,-0.3778322,-0.57450145,-0.500488,-0.38337773,-0.6415181,-0.04503244,-0.15087025,-0.28906095,-0.24316077,-0.27355877,-0.7681689,-0.21364766,-0.4733643
LAMTOR5,-0.35812134,-0.34271654,-0.21904317,0.02829095,-0.16913848,-0.22008522,-0.35109398,-0.34767553,-0.24031572,-0.23790947,-0.31153136,0.09974116,-0.240031,-0.38813484
C1orf162,-1.1915212,-1.5518252,0.7780627,-1.538851,0.5253979,-2.0751727,-0.2245233,-1.4996388,-3.737371,-1.4818506,-2.4302197,-1.5204082,-3.3522074,0.56439877
SLC16A1,-2.111778,-1.0320759,-1.1329124,-0.20075211,-0.77185476,-0.21550418,-0.2998553,-0.41332722,-0.119451195,-0.9686443,-0.39119813,0.12085226,-0.08732307,-1.8288041
NGF,-0.15291375,0.03588277,-0.36532584,-0.63784194,-0.8523408,-1.859512,-0.76575977,-0.7318082,-2.5560582,0.32227814,-0.67258376,-0.23296556,-2.4633007,-0.70261353
HMGCS2,-4.383133,-1.0455393,-2.187315,0.1711443,-0.048153102,0.15866226,-1.8149177,-1.8009557,-0.7382064,-0.8594172,-0.97859144,-0.26636186,-0.9915541,-0.9305954
SEC22B,-0.6899572,-0.52240694,-0.5834661,-0.5028038,-0.8669505,-0.13864872,-0.58231694,-0.40476355,-0.24371783,-0.29239,-0.5420019,-0.06154406,-0.41142917,-1.0144868
PDZK1,-1.1939887,-0.0985719,-1.9435211,0.36169958,0.120686054,-1.1669165,-2.576088,-0.9621378,-0.35923094,-0.08631347,-1.6125983,0.45400894,-0.9340427,0.05504614
RBM8A,-0.8703813,-0.8540878,-0.34248054,-0.65435857,-0.2427404,-0.35035923,-0.27453792,-0.11537185,-0.65791667,-1.2360692,-0.28997308,-0.34630343,-0.30491504,-0.33350897
MTMR11,-1.2208024,-0.15312111,-0.5408262,-0.8942663,-0.045641154,-0.35709918,-0.74121404,-0.8666178,-0.5626214,-0.16329008,-0.092536956,-0.56765705,-1.8704815,-1.2466804
CTSS,-0.0140194595,-0.47668332,0.6176481,-0.7604871,0.42118233,-0.6171717,-0.13379003,-0.8876488,-1.3490925,-1.007175,-1.1770401,-1.3499435,-0.2680642,0.61194843
SNX27,-1.5651646,-1.8524972,-1.1616156,-0.5839045,-1.4911792,-0.6292779,-0.38294283,-0.421503,-0.61239654,-0.530622,-0.5016699,-0.4446211,-1.272341,-1.6138175
S100A10,-0.10009274,-0.16869138,-0.23031455,-0.105075136,-0.13386524,-0.08000095,0.040580586,-0.07867203,-0.03728217,-0.43919992,-0.12920883,-0.08691452,0.0008764267,-0.12747608
S100A6,0.104031414,-0.1363202,0.023116246,-0.45643952,-0.2774995,0.025646672,0.18162444,-0.1215217,-0.12152116,-0.483221,-0.19677368,-0.45991328,0.054917514,-0.1775288
S100A4,0.12517369,-0.48654002,0.47922528,-0.57323754,0.014144242,-0.041909322,-0.1839292,-0.61421657,-1.0191807,-0.77003944,-1.2449088,-0.82070684,-0.2463857,0.12918046
S100A16,-0.39659134,-0.3063845,-0.47923458,-0.38959515,-0.33161527,-0.22004923,-0.5361575,-0.029699206,-0.2493062,-0.3910126,-0.13701746,-0.28308502,-0.29683858,-0.34980184
S100A13,-0.30993706,-0.3566872,-0.41430852,-0.64144003,-0.4077892,-0.043551207,0.016516834,-0.1527922,-0.082377955,-0.387138,-0.16280544,-0.85920256,-0.10748088,-0.9276013
S100A1,-1.1517582,-1.2132732,0.059145927,-3.3368335,-0.9416975,-0.19432113,-0.81736696,-0.6589693,0.33293045,-0.632479,0.28380668,-2.0689101,-1.0691372,-1.5746229
INTS3,-0.83277,-0.32943258,-0.20550276,-0.15497531,-0.41223177,-0.7580768,-0.6475516,-0.5523917,-0.4670563,-0.29298258,-0.21015866,-0.50786483,-2.064549,-0.5522747
RAB13,-0.88409835,-0.7069775,-0.44506624,-0.30133295,-0.2535941,-0.7056926,-0.28621763,-0.2091802,-0.051677525,-0.3284551,-0.3301898,-0.27740645,-0.4369733,-1.618998
MUC1,-0.24789187,-1.157999,0.17822462,-3.2594166,-0.7450987,-0.09063977,0.0657078,-0.0137192905,0.3312844,-0.79402196,0.30385888,-2.3590198,-0.047265768,-0.4235373
RIT1,-1.7351036,-1.2978754,-1.6746368,-0.31223446,-0.42834508,-0.4943331,-2.0461226,-0.2772505,-0.7217182,-0.51382804,-0.27546543,-0.072321,-0.878837,-0.4170225
MEF2D,-0.05940053,-0.3682841,-0.25298423,-0.47659326,-0.2690673,-0.44623634,-0.81990206,-0.888059,-0.43006018,-0.22641593,-0.37535673,-1.6775482,-0.69566154,-0.658846
NES,-0.12294632,-0.12859175,-0.48937285,-0.99531126,-1.6349044,-1.8210166,-0.48097095,-0.18601096,-1.6655716,-0.123539805,-0.21974984,-1.5228996,-1.4581025,-1.5457103
PEAR1,-0.5737732,0.28026348,-0.5728734,-0.73893815,-2.2159235,-2.0765638,-1.7511559,-0.5532304,-0.9780908,0.32203108,-0.30765957,-0.99299157,-1.12818,-2.3749092
DUSP23,-0.8920895,-0.29526615,-0.4637832,-0.6225903,-0.27746606,-1.2480178,-3.6784408,-0.25153822,-0.04461494,-0.7432395,-0.046174258,-0.5791958,-1.5121986,0.018938899
ADAMTS4,-0.30963162,-0.39145124,-1.1882794,-0.18457055,-0.74046385,-1.5480758,-0.73805773,-0.45446494,-0.95516765,0.45803958,-0.47298008,-1.3224068,-1.2697854,-0.3982398
FCER1G,-0.059862345,-0.42931628,0.7493948,-1.1441596,0.5108865,-0.66762376,-0.75245464,-1.1651317,-0.7142389,-0.816418,-0.8377411,-0.753826,-3.0710893,0.49016726
FCGR3A,-0.05248037,-0.8732083,0.8068502,-0.58245695,0.15953815,-0.2830666,-0.61235535,-0.93369275,-0.96953124,-1.8259344,-0.58249485,-0.5880337,-1.0297904,0.46474057
OLFML2B,0.6010214,-0.24052507,-0.15512687,-0.616554,-0.47669005,-0.8985242,-0.33918974,-0.43026802,-0.875524,0.22100109,-0.37350935,-1.2222183,-1.6871873,-0.45817584
RGS5,-0.046902727,0.0871858,-0.25349662,-0.0034813602,-0.10318077,-0.21062255,0.06053847,-0.14690456,-0.29767483,-0.060828142,-0.31060678,-0.054180004,-0.084256165,-0.026579008
MGST3,-0.52330947,-0.51673084,-0.50515467,-0.2169684,-0.55926585,-0.2644133,-0.26737207,-0.22518708,-0.15321234,-0.28282562,-0.27389556,-0.22742623,-0.1273524,-0.62530446
CREG1,-2.025651,-0.16269794,-0.88033915,-0.41428053,-0.36884782,-0.35642856,-0.35645133,-0.31105685,-0.12696125,-0.24888152,-0.3517536,-0.37697136,-0.23248976,-1.1196792
MPZL1,-0.5562618,-0.5275128,-0.6354315,-0.5692324,-1.3676296,-0.36361364,-0.19613524,-0.3242153,-0.04322526,-0.26864186,-0.40587342,-0.47385103,-0.28356826,-1.3145427
GAS5,-0.20992424,-0.10688102,-0.37709495,-0.4572979,-0.27259684,0.000499472,-0.015442818,-0.0946795,-0.40201294,-0.20888475,-0.16796602,-0.6502949,-0.14929958,-0.30655402
TOR1AIP1,-0.5455674,-0.6386304,-0.4276693,-0.42637986,-0.45501384,-0.09581387,-0.9457456,-0.25103658,-0.6720642,-0.54453427,-0.38926926,-0.44084284,-0.6184424,-0.7889353
GLUL,-0.6024922,-0.013590753,0.1884669,-0.7655183,0.05430332,-0.3973744,-0.3840978,-0.32207736,-0.3571342,-0.75294477,-0.35822153,-1.0453178,-0.3864378,-0.37101448
LAMC1,0.040892154,-0.3033543,-0.48571223,-0.40433484,-0.3713742,-0.27457735,0.049673915,-0.04815933,-0.33908278,-0.37814128,-0.1066542,-1.0613049,-0.093263656,-0.5227709
CFH,0.48516995,0.41337895,0.17313856,-1.4275761,-0.29515254,-2.624883,0.0076811016,-1.2631216,-1.4634228,0.25379425,-2.0568495,-3.6893256,-1.2064248,-0.56300557
PTPRC,-0.22997963,-0.6223177,0.82818687,-1.3240598,0.4641806,-0.73741055,-0.29153162,-1.8080678,-3.0411637,-2.1763134,-1.4020324,-3.4353037,-1.701925,0.46113068
ADIPOR1,-0.27493924,-0.37384766,-0.57482505,-0.11466743,-0.22031921,-0.28654623,-2.3793893,-0.6905439,-0.3493936,-0.25017762,-0.24329294,0.08431336,-1.4320172,-0.289283
BTG2,-0.91809547,-0.8664954,-0.07164854,-3.045987,-0.8434423,-0.8137257,-0.5363309,-0.54109734,0.37605882,-2.2351305,-0.124126375,-2.7252853,-1.2494617,0.03237158
ATP2B4,-0.12658316,-0.10290857,0.01988712,-0.638986,-0.27303746,-0.08696857,-0.102634445,-0.24168484,-0.40041357,-0.32287762,-0.43095827,-1.2537504,-0.1976582,-0.27868223
SNRPE,-0.40809926,-0.4700749,-0.38788325,-1.016092,-0.8850926,-0.2748821,-0.7546743,0.14701647,-0.30911243,-0.4244524,0.034359664,-1.0136783,-0.14757994,-1.0183884
NFASC,-0.022861421,0.24328679,-0.27241993,-0.95745915,-2.9222333,-1.0359474,-0.33684915,-1.4772947,-1.5866838,0.57725465,-0.78345937,-2.5342245,-3.5135584,-2.8258924
CDK18,-0.66507953,-0.1186569,-0.479516,0.25733814,0.25502893,-0.3987187,-0.42292768,-0.57427704,-0.22391923,-0.20360686,-0.65153813,0.26259762,-0.25084367,0.18708315
CD34,-0.13964984,-0.23673159,-0.47183943,-0.9540564,-0.78952646,-0.10548535,-0.104475126,-0.047074124,-0.6606724,-0.22999753,-0.10000868,-0.78269553,0.006121695,-1.7954708
NENF,-0.2000094,-0.4276415,-0.21650372,-0.22761875,-0.25539532,-0.21482454,-0.61049354,-0.20810744,-0.021691158,-0.22691847,-0.23664512,-0.22007686,-0.1811837,-0.25415164
ATF3,0.33081675,-0.88253886,-0.14334309,-3.8299031,-0.08175123,-0.5323053,-0.8805136,-0.54608345,0.44071496,-2.659572,-0.45551512,-3.4731028,-1.4649326,-0.66189355
HLX,-0.5098086,-0.47376376,-0.2284218,-0.748758,-1.2669799,-0.6475192,-1.43915,-0.4405222,-0.43343166,-0.4037486,0.029910505,-1.453897,-1.0465578,-0.63224566
DEGS1,-0.40653682,-0.77093995,-0.27083567,-0.5031031,-0.508465,0.07517573,0.015746772,0.07216135,0.19471133,-0.94656634,0.053146124,-0.47402757,0.18415299,-0.49238825
PYCR2,-0.27394837,-0.22256371,-1.2092963,-1.0294122,-0.5581554,-0.81436366,-2.3553164,-1.0232952,-0.5216735,-0.5194119,-0.15450466,-0.5654435,-1.2032001,-1.2629316
ITPKB,-0.43704966,-0.5213203,-0.8102925,-0.9761716,-0.9449189,-0.46928433,-1.3378437,-0.08579141,-3.4982512,-0.33410898,-0.025151193,-2.2029986,-1.1293505,-3.2528787
GNPAT,-0.2543092,-1.0935913,-0.272534,-0.51566494,-0.5266123,-0.5274366,-3.3311343,-0.7886495,-0.7029506,-0.55932975,-0.43385717,-0.5820216,-2.4618642,-0.014068425
NTPCR,-1.1966358,-1.2191436,-0.3995987,-0.6937759,-1.5901976,-0.15301952,-3.8152738,-0.39260405,-0.46953475,-0.5653157,-0.34851113,0.095201254,-0.53636503,-2.1750884
NID1,-0.39948937,-0.061790124,-0.845261,-0.5628733,-0.80985636,-0.23897524,-0.20200485,0.011502504,-0.7123101,-0.10068959,-0.123085015,-0.6771438,-0.19399032,-0.7085854
COX20,-1.0140405,-0.77781546,-1.514912,-0.056879416,-0.8582113,-0.314853,-0.56856066,-0.25899008,-0.2576071,-0.47626182,-0.22338639,0.021275997,-0.41630375,-0.8743981
ACP1,-1.5497504,-0.59941477,-0.5181245,-0.5800583,-0.64533675,0.047199756,-0.17558339,-0.25442427,-0.28028792,-0.73925835,-0.33867082,-0.37097186,-0.4649204,-0.69700813
PXDN,-1.0408225,-0.050293446,-1.4946024,-1.9211104,-3.8783548,0.020553946,0.034857273,0.44231445,-0.33249366,-0.6297897,0.6871003,-3.3385403,-0.34506357,-3.9246805
ID2,-0.19557445,-0.5789639,-0.19717605,-0.5134847,-0.14890602,0.04218255,0.044469416,-0.21003516,0.0063694715,-1.3178931,-0.48804587,-0.32673317,0.092393875,-0.13030991
TRIB2,-0.10271397,-0.18100029,-0.22255996,-0.249849,-0.011063144,-0.6682036,-0.8084146,-0.29909715,-0.25819644,-0.13637868,-0.23036772,-0.39065468,-0.8941649,0.019908845
SF3B6,-0.33461115,-0.39599496,-0.60641825,-0.30977553,-0.024463356,-0.054931596,-0.5980813,-0.21173,-0.12831914,-0.29400474,-0.24264294,-0.54064023,-0.31313193,-0.4672824
ADCY3,-0.73265135,-0.12922594,-0.944123,-1.0115817,-1.2027743,-0.6359331,-1.4419181,-0.34677947,-3.423377,0.14817011,-0.07382077,-0.7946166,-1.3291547,-0.36677694
KCNK3,-0.35613236,-2.0769029,-0.22063884,-0.65349424,-0.27568746,-0.22172615,0.027812839,-0.251389,0.28632396,-1.3274248,-0.25010353,-0.3697237,0.06428242,-0.1417134
SLC35F6,-0.45926154,-1.1474794,-0.63397354,0.24065815,0.16061884,-0.5503417,-0.85593045,-1.0557824,-0.35664925,-1.0884619,-1.3856988,0.5120666,-0.8423347,0.050456077
TMEM214,-0.5626395,-1.0507627,-0.09318568,-0.03076668,-0.37590522,-0.88439226,-0.6562151,-0.47123227,-0.18608491,-0.4992656,-0.17747189,0.12748417,-1.8116151,-0.020655274
EMILIN1,0.60924685,0.5073955,-2.8009524,-3.8784618,-4.2214723,-1.4180826,-1.9688599,-1.5286226,-0.6420871,0.5370059,-0.58649546,-4.4919033,-2.9250994,-3.8498492
KHK,-1.2588513,-0.82140636,-0.15122533,0.2843718,0.13121676,-0.25095567,-0.586085,-1.4070976,-0.9530366,-0.37859064,-0.7844045,0.43142456,-0.34103033,0.006604135
PREB,-0.60459876,-0.8702854,-0.47320774,-0.18173076,-0.3879634,-1.8257017,-1.3918967,-0.69689757,-0.5610693,-0.5525248,-0.42330506,-0.21522835,-2.422624,-0.31670144
SUPT7L,-0.76042205,-0.73242986,-0.84681916,-0.72470224,-0.6934826,-1.259573,-1.0288935,-0.7344758,-0.7119685,-0.43390742,-0.55183065,-0.8761112,-1.190897,-0.7888175
FOSL2,-0.32008433,-0.48718625,-0.700606,-0.43191296,-0.94658077,-0.19075608,-0.82093334,-0.09115751,-0.07121782,-0.30346,-0.14745791,-0.31010568,-0.2709404,-0.36036485
LBH,-0.040572003,0.16363558,0.07184896,-0.5008453,-0.26064768,-0.5364844,-0.5995482,-0.29386443,-0.5097643,0.040188283,-0.47199214,-0.38552958,-0.39655185,-0.08246602
DPY30,-3.486953,-0.45822245,-0.8948263,-0.59638166,-1.116241,-0.21618903,-1.0813316,-0.45297623,-0.39844394,-0.13263568,-0.52407515,-0.09285849,-0.63981265,-1.1158304
CRIM1,-0.02571246,-0.44486588,-0.18062554,-0.30769327,-0.35391152,0.019042969,-0.15939327,-0.10289577,-0.17168397,-0.5985579,-0.06487234,-0.25993732,0.0028945655,-0.17161502
COX7A2L,-1.1387022,-0.40525645,-0.74203765,-0.29707342,-0.39386925,-0.22767833,-0.1974397,-0.29621246,-0.2515547,-0.5847723,-0.12728547,-0.29172125,-0.28699547,-0.88901466
SLC3A1,-0.38245448,-0.14098819,-0.9828247,0.17574883,-0.2495729,-0.19503693,-0.20417026,-0.24175909,0.017042026,-0.18235333,-0.61723673,0.40320826,0.12219265,-0.13548844
RHOQ,-0.36182877,-0.053885996,0.15771013,-0.89906675,-0.5434051,-0.41211972,-0.6901901,-0.39253673,-0.27834398,-0.17971168,-0.45845777,-1.7064309,-0.47328982,-0.34204012
EPCAM,-3.5991445,-0.6730015,-3.0650074,-0.44851062,-3.9372513,-0.2832592,-0.9381035,0.04880804,-0.071157575,-0.2890952,0.17139584,0.19495338,-1.1431928,-2.8271244
CFAP36,-1.5173562,-0.8640138,-1.7096101,-0.5404215,-0.39546472,-0.29979685,0.08205366,-0.3869522,-0.5222207,-1.3039663,-0.4252722,-0.44864988,-0.32933477,-1.6274254
PPP4R3B,-1.008338,-0.4473056,-1.1118495,-0.4181145,-0.19730213,-0.39423513,-0.36241525,-0.49602717,-0.3868458,-0.4764909,-0.314209,-0.7044927,-0.3815613,-0.44847474
EFEMP1,0.49081075,0.49888468,-4.550928,-5.195364,-5.14181,-5.1682377,-0.21302432,-4.619561,-1.2138577,0.5536878,-4.6277676,-4.871675,-1.679924,-4.910946
CCT4,-0.50206316,-0.4192205,-0.41725555,-0.5232224,-0.6439303,-0.10830389,-0.05231458,-0.22041738,-0.05878806,-0.5425162,-0.28612128,-0.40523526,0.079933375,-1.6847134
ANTXR1,0.019401371,0.082797766,-1.042702,-2.6103976,-2.040815,-1.2663224,-0.4047344,-0.012900054,0.18558097,0.122023344,0.167315,-2.5827918,-1.1147443,-3.7519286
TGFA,-2.357713,-0.8846267,-1.2962041,-0.21833757,-0.4208861,0.0403966,-0.46432212,-0.34541747,-0.040719092,-0.5409742,-0.022583753,0.33210772,-0.09569332,-0.42026436
DYSF,-0.7923603,-0.2545427,-0.21667114,-0.55002034,-0.41017067,-0.08057515,-0.30483678,-0.03456062,-0.6905105,-0.33486474,-0.12657766,-0.30687198,-0.31742176,-0.7338507
NAT8,-0.19142178,-0.20918751,-0.3403359,0.2652681,0.024500042,-0.41462687,-0.29451323,-0.56706226,-0.10324569,-0.24636012,-1.1448199,0.44373816,-0.014894068,0.21577597
WBP1,-0.38662958,-0.3434748,-0.22603524,-0.44222683,-0.18552524,-0.33239472,-1.1820519,-0.2932151,-0.18219319,-0.42696375,-0.2767169,-0.2824633,-0.39721227,-0.41832495
HK2,-3.7630415,-0.34840414,-2.151217,-0.7407205,-0.3656577,-0.6488466,-2.973454,-0.4740615,-0.40351936,-0.7348742,-0.45022628,-0.48814854,-0.58427215,-0.78199565
TMSB10,-0.033842716,-0.076747045,-0.028401759,-0.179491,-0.035563007,-0.02280081,0.14314345,-0.052081898,-0.08988216,-0.2853376,-0.09454989,-0.17398216,-0.002443485,-0.04614205
GNLY,-0.27382898,-0.83088136,0.06349844,-0.82792866,-0.8122672,-0.3292295,0.04096657,-0.9169877,-1.0685921,-1.5950049,-0.39397287,-0.25559157,-0.4794698,-0.5323178
CD8A,-0.40885055,-1.6803674,1.215509,-3.674532,0.7033999,-4.5248604,-1.602345,-4.375478,-4.313861,-3.900842,-4.060652,-4.2142253,-4.18544,0.62212276
IGKC,1.0963073,-1.1779164,0.32365453,-0.4894474,-4.8375783,0.31546366,-0.42020276,-2.3856316,-3.0489502,-0.53432417,-2.6145983,-3.769994,-0.492908,-4.3282337
MAP4K4,-0.64518285,-0.3610514,-0.49964443,-0.2439292,-0.7518169,-0.34542236,-0.35271093,-0.25597355,-1.1677871,-0.1860302,-0.324284,-0.42625576,-0.40263632,-0.51936084
IL1RL1,-2.5137587,-4.232314,-4.4500303,-1.1540153,-4.5001745,-0.5147034,-0.6125549,0.11420429,0.86406076,-2.5965734,0.3432262,-0.19599825,-0.24287516,-3.8922882
PANTR1,-0.7730192,-0.36236373,-0.37696394,-0.23379867,-0.10148513,-0.65786517,-0.79195523,-0.5045067,-0.3117515,-0.31985337,-0.32701916,0.16608179,-0.74453247,-0.17960027
