Dataset,method,jaccard 1,jaccard 2
ccRCC_Y7_T,MISO,0.371188396,0.241836478
ccRCC_Y7_T,MISO,0.36294416,0.240335443
ccRCC_Y7_T,MISO,0.374679521,0.243022994
ccRCC_Y7_T,MISO,0.371812629,0.239885279
ccRCC_Y7_T,MISO,0.374252585,0.242191858
ccRCC_Y7_T,MISO,0.365864738,0.247175543
ccRCC_Y7_T,MISO,0.366262496,0.244608374
