,Shared topic 2,Shared topic 3,Shared topic 6,Omics 2 private topic 2,Omics 2 private topic 4,Omics 2 private topic 5
49,-5.880972,1.6091256,-1.2826067,-0.49623352,-1.5127964,-2.5553312
50,2.0097413,-2.6635215,-1.1505331,-0.76052517,-1.0385742,-1.9775071
51,-2.4971223,-3.5182552,-3.1393025,-2.12702,-1.3998383,1.960316
52,-5.127772,-3.0525007,-3.6095932,-1.2660068,-1.9028215,2.0357738
53,-3.050141,-3.3160605,-2.105359,-1.6972828,-3.166063,1.8629794
54,-2.3893642,-6.073236,-1.8301914,-3.1011925,-1.4582597,2.0126019
55,1.8960817,-3.8262568,-1.4404492,-1.2507143,-1.688129,-5.2621226
56,-6.2866974,-5.1705995,-5.2338147,-4.2072535,1.9355631,-5.816826
57,-5.3729496,-3.066936,-3.885892,-2.6541326,-1.3277394,1.8500013
58,-6.1219397,-1.7604082,-1.4839456,-0.8488181,-1.0380139,2.148225
59,-5.8880053,-4.9616904,-1.806395,-1.8347186,-3.2232256,1.8577576
60,1.834439,-4.4668126,-1.4328759,-1.9696691,-1.7178684,-5.43062
61,2.0169003,-1.8716646,-1.788661,-0.56404436,-0.55480397,-4.517562
62,-5.124548,-3.92876,-2.159244,-3.0881863,-1.2871188,1.8682578
63,-5.5994925,1.6721191,-0.81245625,-1.0592805,-0.66048634,-5.8659854
64,-5.7586403,1.7069649,-4.962859,-1.2925967,-1.1180836,-2.8171768
65,1.9126909,-1.8360708,-1.6477984,-0.30215287,-0.6862172,-2.4503589
66,1.9245427,-1.6733378,-1.3534491,-0.6355634,-0.5193839,-2.9500597
67,-5.98395,1.4651945,-1.9102402,-1.4717525,-1.9063848,-6.130888
68,1.9755294,-2.4837463,-1.7476659,-0.30477896,-0.78000313,-3.6875932
69,1.8147373,-3.5331945,-2.629908,-1.0663419,-2.3499582,-4.5508213
70,-6.4851217,-4.9229693,-5.193123,-2.64679,2.1545858,-5.5732117
71,-6.124688,-3.5238757,-4.6871424,2.1576538,-2.9159985,-5.9726562
72,-6.027029,-3.9680576,2.059031,-1.4604294,-1.2525291,-5.7286754
73,-6.330885,1.6447753,-3.4463048,-2.012401,-1.057401,-6.557154
74,-3.7978566,-3.6675038,1.9334353,-1.7799633,-2.5188923,-5.987366
75,-5.2549934,-3.6254601,-1.292594,-2.293974,-2.3308265,2.063394
76,-6.4835153,-2.7383404,-1.6679006,-1.6713146,-2.3101578,2.0218816
77,-4.9247947,1.4733696,-2.3771417,-1.696421,-1.4040629,-5.2922754
78,-6.6983533,-5.710088,-3.6420588,2.2949672,-3.3133054,-5.2385035
79,-5.5868254,1.4340562,-1.7296124,-2.4155138,-1.784943,-5.012384
80,-6.5054746,-3.2362945,-2.7565222,-5.105427,2.1320748,-5.304547
81,-6.677945,-4.3759003,-3.9505696,-3.77283,2.1153107,-6.0287867
82,-6.1255994,1.7512358,-1.9675053,-1.0317136,-1.0481617,-3.1609404
83,-6.8718824,-5.011946,-3.5397286,-5.926117,1.9104443,-6.322213
84,2.037196,-3.6837573,-0.9047904,-0.9479968,-0.67703927,-1.5288405
85,-6.995782,-6.1633863,-2.4803987,-5.2652426,2.0025778,-5.358162
86,-5.4401417,-4.9184246,-1.7499843,-3.1748118,-2.2404873,1.8741548
87,-4.812258,1.388121,-2.721344,-1.2144632,-1.5292501,-6.302527
88,-3.7810328,-3.3455667,-1.0414505,-1.1082339,-2.1745589,2.1409068
89,-6.5292206,-2.2630653,2.0458703,-0.6928619,-1.551311,-5.387728
90,-2.099084,1.7157513,-1.6544652,-0.7127468,-0.910971,-6.135398
91,-6.201478,-4.7701073,-3.997775,-5.3324914,2.1432486,-6.324685
92,-2.8990753,-2.3992295,-2.7359781,-1.8943778,-0.91268677,2.0824664
93,-5.918786,-5.4257536,1.7985215,-2.7983694,-2.2076077,-4.819845
94,-2.5201416,1.7500887,-2.1506755,-1.6950818,-0.69130814,-2.1338227
95,-5.987821,1.4945257,-3.2257118,-2.4497962,-1.8345833,-5.893979
96,-4.5169897,1.6959294,-1.1732512,-1.5315067,-1.0280465,-3.9682946
97,-4.5321994,1.7286716,-1.5183921,-1.0850731,-1.6743344,-1.7852145
98,-7.1217136,-4.406608,-2.462625,1.9661088,-3.4689198,-6.7668366
99,1.8778257,-2.1162097,-1.4309504,-0.8862122,-0.41642213,-1.8771216
