,Shared topic 2,Shared topic 3,Shared topic 6,Omics 1 private topic 3,Omics 1 private topic 6,Omics 1 private topic 10
332,-4.588372,-1.8357801,-3.4489422,2.1268957,-4.057026,-5.106872
333,2.1536152,-2.8894281,-1.6599106,-3.8812637,-1.7351797,-4.5420127
334,-4.686101,-2.7305212,2.129468,-3.3815942,-4.1744666,-5.06765
335,-3.1244664,-2.4903288,-3.4018333,-2.3223724,2.373412,-4.1804214
336,-4.766581,1.9317584,-1.9033333,-3.7858396,-3.0728543,-4.3627996
337,-4.389491,-2.953793,2.0385854,-2.622141,-2.4382505,-4.517848
338,-4.3064823,-2.2699099,-3.104841,-2.7983618,2.5524535,-3.9910192
339,-4.9542446,-2.3197927,-1.9137019,-4.3710346,-4.2622566,2.5627663
340,2.29487,-2.3537192,-1.5835004,-3.8646147,-3.8484137,-4.7687225
341,-4.3312817,-2.7382162,-2.4410038,2.003742,-2.6922019,-4.623374
342,2.6393712,-1.0032732,-0.8136622,-3.6494446,-1.1221066,-4.0942516
343,-4.229568,2.3070734,-2.0284603,-2.9616659,-4.136995,-4.8876834
344,-4.758422,-3.8271163,2.0949335,-4.181763,-4.1047826,-4.8259144
345,-5.51226,1.9594164,-2.4001565,-2.4995327,-3.4315262,-5.0150037
346,-3.6908262,-3.964345,2.058087,-2.6182528,-4.6884766,-4.9780126
347,-4.5658636,2.0822954,-2.7165198,-4.00261,-3.5419257,-4.7843823
348,2.2744687,-2.669395,-3.3142066,-4.4313984,-3.1298122,-4.490861
349,-5.0005264,-3.7185507,-1.5004715,-4.2884846,-2.222405,2.3829424
350,-5.0465593,-3.5783,2.1538177,-3.3292923,-3.665594,-4.7501264
351,2.6551955,-1.4767902,-2.9230838,-3.4213376,-3.5177727,-4.6610684
352,-3.0581422,-1.305774,-1.6660869,-2.8011856,2.3345933,-4.8699903
353,-3.9082181,-2.8002512,2.0975494,-2.8558874,-3.2403097,-4.6646996
354,-5.2500544,-3.0058126,-3.5244932,2.046278,-4.0896626,-4.8356843
355,-5.135915,2.1674151,-3.9917786,-4.5811586,-2.2818854,-4.4618087
356,-5.152991,-1.7787685,-3.1647635,2.3451257,-2.7485304,-5.064901
357,-4.6922007,2.0460155,-2.5593088,-3.2216845,-4.3292055,-4.7217207
358,-4.415801,-1.953722,-1.078285,2.2886796,-3.4001768,-4.8332214
359,-4.94759,-1.5567669,-1.6838377,-2.8540797,2.3347294,-5.0089307
360,-4.9352813,-3.2302744,-3.1571226,-4.15568,-1.2931379,2.9140186
361,-4.6950583,-2.4168437,-2.2919643,-3.0183992,-2.9181669,2.5369117
362,-4.6755095,-1.4626131,-3.073227,-3.4981694,2.5047245,-4.2746806
363,2.4524548,-2.1734266,-2.5381699,-4.150798,-2.4084742,-4.324359
364,-4.465302,-2.6488905,-2.163384,2.094429,-3.421173,-4.8779726
365,2.1895423,-1.577564,-3.2754226,-2.8707488,-4.4166784,-3.892152
366,2.6056077,-2.3905725,-1.8833733,-3.8096924,-2.9759161,-3.456835
367,-5.058149,-2.2806532,-2.8028772,-4.6103315,-3.861764,1.993324
368,-4.7546573,-2.7355676,-2.207922,-3.8870928,2.4447055,-4.693289
369,-4.1961317,-1.7401208,-2.0080712,-4.391554,2.367656,-4.880686
370,-4.9892435,2.2529197,-3.1519704,-4.1948967,-4.211033,-4.854441
371,2.4458463,-2.8169427,-2.117634,-3.074945,-3.0262926,-4.13931
372,-4.966146,-1.8567476,2.132733,-3.6544805,-4.19475,-5.018686
373,-2.7723734,-2.2461777,1.9894515,-3.7282968,-4.7162075,-4.668158
374,-5.008336,-1.9276991,-2.1763535,-3.255055,2.7690766,-4.1586876
375,-4.666827,1.8077922,-3.4281936,-3.6404216,-3.1140893,-3.9773955
376,-5.2393985,-1.4920924,-3.4679933,-2.9301133,-2.9785805,2.6941273
377,-5.1333795,-4.365219,2.112665,-4.0499306,-3.9552975,-4.8364854
378,-5.380173,-1.3913332,-3.1536222,-2.867879,1.9607825,-4.360614
379,-5.2074356,1.7320572,-2.8549695,-4.107345,-4.243537,-4.8867145
380,-5.638238,-1.8133692,-2.9636414,-3.873131,2.6114454,-4.679396
381,-4.876789,-4.0419893,-3.3099697,-4.016466,-1.9432663,2.7070212
382,-5.0219765,-1.526011,1.9287306,-3.235185,-3.301166,-4.958923
383,-4.4214234,2.001193,-3.0583768,-4.3445625,-3.224322,-4.763363
384,2.214551,-2.5575917,-3.4429932,-3.0633287,-2.4828866,-4.0934343
385,-4.4438906,-2.1624794,-1.648922,-3.33282,2.4239402,-4.598929
386,-3.923539,-3.746997,2.090397,-2.8441026,-4.3398805,-4.8275123
387,-3.9400342,-1.8096946,-1.506602,-3.693462,1.9737086,-4.8799887
388,2.3951838,-1.9095389,-2.6474805,-3.3614159,-2.1234233,-4.542963
389,-5.3401585,-3.321227,1.9231966,-3.386992,-3.3746743,-5.019409
390,-4.781411,-3.3589997,-1.4533881,-4.0081477,-3.3168614,2.4502294
391,-4.705617,-3.055492,-3.6882977,2.591579,-3.5414343,-4.8753176
392,-3.7453058,2.0165854,-3.6937451,-3.762648,-1.5689585,-4.576665
393,-4.791291,-2.5325885,-1.1467885,-4.12967,-1.2170005,2.4141786
394,-4.0245056,1.623353,-2.0810323,-4.0544243,-4.865182,-4.464551
395,-5.1950407,-2.8527007,-2.7598062,-3.4046264,2.1130292,-4.5126433
396,-4.7863464,-2.0827055,-2.679927,-3.8996215,-2.350844,2.7588599
397,-3.7467422,2.0972767,-2.5512843,-2.6013558,-3.8920646,-4.240902
398,-5.2033906,-2.223131,1.891067,-3.5256982,-3.3831918,-3.5641384
399,-4.809536,-3.4246995,-3.2022467,2.2692068,-1.5638783,-3.4342835
400,-5.510645,-1.5074162,-1.9045277,-3.970809,-1.5210676,2.1950943
401,-5.1366844,1.7092261,-2.3799672,-4.0287485,-3.5930314,-4.720956
402,-3.1646981,-2.1855853,-2.71739,-3.5526557,2.086252,-4.5713153
403,-5.1309156,1.6844833,-2.0387263,-3.2129436,-3.7405806,-4.1319103
404,-4.4528413,-3.1666205,-3.3685946,2.375925,-2.8486023,-4.7281146
405,-4.620856,1.8548858,-3.1150002,-2.421812,-4.207633,-4.855911
406,-4.354125,-1.834906,-4.353384,-1.6387928,2.5324955,-4.370162
407,-4.348571,-1.9102583,-2.963426,-3.1612582,2.3307114,-4.0438957
408,-4.311615,-2.2040963,-2.042187,-4.259736,-0.9800283,2.7867672
409,2.2336342,-2.3083017,-1.390113,-4.290353,-4.716865,-4.223112
410,-4.6776533,-2.3873718,-4.063397,-3.7131696,-2.8613436,2.7457793
411,2.1572886,-2.5964136,-3.4736423,-3.5505834,-3.2752378,-3.7677116
412,-4.295601,1.906487,-4.006257,-4.585883,-3.6292863,-4.4027886
413,-3.1671433,-1.6055679,-2.653784,-3.4630299,2.532937,-4.580417
414,-5.344056,-1.2925098,2.291566,-3.8234978,-4.6066604,-4.261402
415,-4.2684774,-2.2292883,-2.8448207,-2.7019067,2.512014,-4.0157824
416,-4.9944935,-3.3056297,-3.7439637,-3.3804002,-3.0483913,2.7903388
417,-4.6545944,-2.3723967,-1.726171,-4.0028777,2.6269808,-4.551691
418,-4.1240225,-1.8311365,-4.413873,1.8730004,-3.330342,-4.259626
419,-5.036063,-1.6443607,2.4327137,-3.568397,-4.292819,-4.8584685
420,-4.9917746,-1.7696466,2.2161098,-3.3251505,-4.066165,-4.7932296
421,-5.542945,-2.1357691,-2.873466,-4.183118,2.1520724,-3.6015248
422,-4.3702974,1.9045074,-3.1378953,-2.4473958,-4.6946945,-4.2909384
423,-4.301554,-3.222563,-3.0272698,2.0581288,-4.020255,-4.0829983
424,-3.9669337,1.7866015,-2.838685,-3.5432668,-4.2127676,-4.404457
425,-4.07386,-3.9991517,-3.0472558,-2.7197576,2.1244142,-4.204485
426,-4.828154,-1.4838827,2.2029233,-4.066156,-4.2466903,-4.2492914
427,-4.1744204,-1.8092939,-1.3650354,2.1821628,-1.7770286,-4.6974463
428,2.463662,-2.8416936,-1.9946232,-3.8676038,-3.7502406,-4.410921
429,-3.6631727,-2.0734923,-3.6294508,-2.6608484,2.576775,-3.3809774
430,-5.5276318,-3.9822497,-2.9074266,-3.4550698,-4.1004395,2.8014922
431,-4.511881,-2.3484192,-1.9756868,-3.647773,2.319152,-4.0396814
432,-4.7319393,2.171082,-2.2365358,-3.5955515,-4.2763624,-3.8661523
433,-5.208787,-3.2963889,-2.9564111,-4.2883935,-2.9273887,2.1587455
434,-4.0757,2.0742486,-2.695344,-3.7764926,-3.0459735,-4.631154
435,-4.240487,-1.1884375,2.3828335,-3.9971428,-3.9028938,-4.1152077
436,-4.704199,-3.2489505,-3.529178,2.3911755,-1.9684317,-5.2008047
437,-5.2019787,-1.9175642,-1.5815506,2.169563,-2.9424539,-4.590319
438,-4.626282,-3.5564263,-3.2675145,2.4371538,-2.77677,-5.000583
439,-5.0854893,-3.6696308,2.0311804,-4.372877,-4.317842,-4.2332153
440,-4.54861,-2.2076707,-2.5738928,-3.9069083,1.9994717,-3.5602145
441,2.5818434,-3.0589764,-2.3211784,-3.4949703,-1.8151048,-4.402299
442,-5.5606613,-3.1967177,-3.2289429,-4.437109,-1.2969601,2.5313997
443,-3.2274966,2.0271733,-2.3826785,-3.8308513,-0.7939566,-4.4195375
444,-4.9120097,-2.3445656,1.9058305,-3.8403058,-4.7995577,-4.79738
445,-5.178623,2.1196516,-3.4248164,-3.9684534,-3.1255057,-3.986908
446,-4.5577197,-2.2533278,1.880825,-4.181416,-4.149337,-4.792795
447,-5.1367664,-2.730021,-1.8406172,2.2879775,-4.370851,-5.0012865
448,-4.704113,-1.5756979,-3.7545419,-3.0683198,-3.6586533,2.864246
449,-4.0296516,-1.8907353,-3.7048223,-3.6490867,2.3735178,-4.323811
450,-4.8707547,-3.133541,-1.5061951,-1.9859717,2.2435372,-3.938742
451,-3.1925912,-1.7880665,-3.7097645,-3.0924904,2.374526,-4.1189513
452,2.4104836,-2.4960027,-2.2950034,-1.9730874,-2.317419,-4.2436047
453,-5.271006,-2.7646928,-2.5267375,-3.4969234,-2.4892688,2.5395336
454,-5.067208,-1.5357573,-2.1291337,2.5938082,-2.901874,-3.923778
455,-5.4818254,-2.9121835,-2.5916176,2.3975027,-2.6235886,-4.7961946
456,-5.315432,-2.82646,-3.3378892,-3.7792647,-3.2948484,2.728043
457,-5.3309116,-1.1000161,2.0367064,-3.327382,-1.915865,-4.9737945
458,-4.6802135,-2.1302185,-3.7743149,2.0584326,-3.5431542,-4.774144
459,2.4945035,-2.4816203,-2.5207999,-2.0458076,-3.0350902,-3.0183456
460,-4.101219,-3.8250544,2.3813007,-2.9215388,-1.7996907,-4.7500057
461,-5.0327134,-2.880044,-3.6319146,2.3232007,-3.9774768,-3.8860009
462,-2.7404218,-3.410841,2.0192099,-3.8144875,-3.2706637,-4.9751296
463,2.1269438,-1.0969206,-2.6190014,-4.2468166,-3.433581,-4.265889
464,-4.560566,-1.2199204,-2.3110418,-3.985263,2.376733,-4.9998155
465,2.0923831,-1.2490194,-1.1991246,-3.6384683,-3.869778,-4.312524
466,-3.735126,-2.336955,-1.6311853,-3.8892705,2.5905893,-4.9161835
467,-5.0218616,-2.8262923,-2.8359184,2.0258346,-3.6818395,-4.808194
468,-4.361858,-2.8876402,-4.044411,-3.1238248,-2.6345685,2.391624
469,-4.7586484,1.8361572,-3.4439125,-2.9370213,-3.1870914,-4.71484
470,-4.6165085,-1.5894419,2.4954095,-3.7966223,-2.847579,-4.898524
471,-3.4984758,-1.2102319,-2.4722898,-3.4662514,2.4906337,-5.2089577
472,-5.2550673,-2.7732904,-2.993144,-2.554635,2.4471412,-4.8804493
473,-4.7868915,-2.2485328,-2.5864239,2.1868248,-4.656973,-4.135128
474,-5.008015,-4.413317,-4.4393625,2.266466,-4.1790733,-4.939769
475,-4.8261147,-1.3175292,2.2305336,-4.0364094,-2.5894732,-4.7777247
476,-4.596392,-3.2168162,-2.8204606,2.0011609,-4.0856977,-4.519082
477,2.429038,-2.257906,-0.7234174,-4.156343,-3.2678447,-4.661525
478,-4.4140663,-3.2181845,-1.7799058,1.7878373,-2.383668,-4.678341
479,-5.079985,-2.1459458,-2.0522938,-3.9845123,2.4389386,-4.8736815
480,-4.323497,1.7992753,-2.1039205,-2.7250416,-3.2946057,-4.9482102
481,-4.0659323,2.1524715,-0.9211649,-3.576157,-3.555781,-4.1441126
482,-5.414192,2.1041198,-3.089015,-3.8397934,-3.2099643,-4.537447
483,-4.9803925,-1.6420107,2.0621986,-2.963188,-4.3405924,-4.3198504
484,-4.757482,-2.4682932,-2.9769602,-3.1743464,2.5965955,-4.204974
485,-4.846331,1.6721842,-3.1706824,-4.4103365,-3.4571245,-4.9997063
486,2.2560737,-4.2198215,-1.91926,-3.010188,-3.8461103,-4.3919177
487,-4.4143863,-1.9435464,-4.480737,-2.797677,-2.459169,2.3699517
488,2.114185,-2.9709277,-2.1507933,-4.396286,-4.915316,-4.9363203
489,-3.9059227,-2.5854862,1.9832605,-2.9898956,-1.2446446,-4.4389315
490,-5.550426,2.1823497,-2.9902396,-3.1404276,-3.7159977,-5.15238
491,-4.9320283,-3.9698288,2.0919154,-3.7222738,-3.3234138,-4.727919
492,-4.9478974,-2.6706383,-4.083812,-3.2378306,2.7478738,-4.426771
493,-4.691011,-3.4204397,2.1460838,-4.4064097,-3.4925842,-4.264008
494,-4.565694,-2.0702763,-2.7130053,-4.12594,2.18181,-4.247097
495,-4.935981,-4.3663607,-3.9563756,2.3514838,-3.5566013,-4.4156413
496,-4.468169,-3.0782852,-2.607547,-3.4510713,1.8591862,-3.9712868
497,-4.995992,-2.571578,-2.2520843,-2.8599277,2.090018,-4.0041037
498,-5.4400067,-2.072859,-3.0136762,2.0921755,-2.9397805,-5.0224338
499,-5.309963,-2.905177,2.356752,-3.4295065,-2.3473902,-4.4455566
500,-5.5170565,-2.9520755,-1.1174934,-2.0527625,2.4427576,-4.8551373
501,-5.4300804,-3.5898843,-2.0017436,-4.445618,-3.4575512,2.3613243
502,-5.4520855,-3.1196027,-3.2512243,-3.5087757,2.3340068,-4.60338
503,-5.0885363,-2.8200064,-3.6041918,2.1447206,-4.5336175,-4.703847
504,-4.56608,1.7503251,-3.090031,-3.3137064,-3.657374,-4.6074543
505,-4.9747086,-1.9677958,2.217875,-4.078244,-3.7098048,-4.4484415
506,-3.8240225,-2.35074,2.5386007,-4.073932,-4.5333824,-4.2852435
507,-4.0761137,-0.82894534,-1.2122939,-4.2643127,2.6618977,-4.712456
508,-4.8875074,-2.9257493,-3.1747227,2.3679895,-4.4384956,-4.754403
509,-4.611821,-1.759747,-3.6325884,2.3356152,-4.0229583,-4.400609
510,2.5406196,-3.1954393,-2.847961,-3.2319698,-2.010365,-4.432255
511,-4.743274,-3.0385933,-1.524302,2.360299,-1.7398226,-3.9934602
512,-5.702886,-2.7593212,-2.9360833,1.9344974,-4.5609493,-4.6804943
513,2.2170258,-2.6336548,-2.1807513,-3.691442,-4.049367,-4.6599445
514,2.432508,-2.8608665,-3.625774,-3.9266973,-2.0645113,-3.9470017
515,-2.7860785,-2.3933153,-3.610869,2.4946084,-3.6792667,-4.8470764
516,-4.5258436,1.6216532,-4.312414,-3.247252,-3.4189947,-4.1260934
517,-4.963533,-3.3199146,-1.9589084,1.9738239,-4.3753223,-3.934495
518,2.1928585,-1.9251873,-1.9400613,-1.87219,-4.2074585,-4.0180655
519,-2.6437306,2.0243769,-2.5003128,-3.8769155,-3.6604433,-4.8914666
520,-5.589524,2.0325017,-1.777753,-3.4281707,-4.3437524,-3.4656703
521,-5.3307185,2.1015527,-2.9701343,-3.4328947,-1.6207696,-4.3272533
522,2.015737,-2.7934701,-1.5156811,-3.817183,-2.876221,-4.4667225
523,-5.16496,-2.4916518,-2.577601,-3.6484609,2.129308,-4.04852
524,-5.0895567,-3.0707667,-2.9621863,-4.0949135,-1.6853522,2.4318283
525,2.4404774,-3.5129468,-2.8043423,-4.5678005,-1.6795537,-4.5224996
526,-4.9824467,-1.415972,2.0377936,-3.3575864,-3.03222,-4.4653444
527,2.2036042,-2.2026682,-2.7589498,-3.461358,-1.6426955,-4.392286
528,-4.1959534,-2.619263,-1.5725602,2.073788,-2.321059,-5.160562
529,-4.639745,-1.7204146,-3.8773882,-3.6196394,2.2660468,-4.7296915
530,2.005626,-4.0570583,-1.592841,-3.0072227,-3.5319402,-4.8143783
531,-5.260254,-3.1319895,-2.7672613,2.1892595,-3.4415283,-3.996152
532,-3.992949,-1.9150714,2.0110455,-4.170583,-2.4764938,-3.9987879
533,-4.370984,-2.5468404,-2.9137504,2.2937078,-3.6653597,-3.5368817
534,-4.682475,-2.567555,-4.572323,-4.3034153,-2.406773,2.5690472
535,-4.5371943,-2.2932973,-3.197407,1.9819503,-5.024677,-4.6820364
536,-4.9736524,-3.1512651,-4.9750643,2.3181875,-4.189049,-4.3900003
537,-5.057384,-3.0188327,-1.7933443,-2.8740811,2.4080129,-4.0680003
538,-5.1946588,-2.7910266,-2.8674545,-2.8719707,2.4486446,-4.727666
539,-5.7071395,-1.495152,-3.3241153,2.468272,-2.3890824,-5.4284987
540,2.2926168,-2.5078256,-2.337963,-4.1418014,-2.1992402,-4.5860734
541,-4.058096,-1.33673,-3.6134496,-2.9983876,2.2808597,-4.5054946
542,-5.633803,-0.8567433,-2.8293233,-3.4601393,1.9726529,-4.0835953
543,-4.8088703,-3.1355972,-2.6225219,2.3280091,-2.9623153,-4.892002
544,-3.4064338,-0.58621454,-1.2828367,-3.8386302,2.3565962,-4.4966974
545,-4.78923,-2.3830976,-2.9659612,2.3064766,-2.537465,-4.3788404
546,-5.5608144,-2.8006542,1.8630579,-3.7816164,-3.2708066,-4.9249535
547,-3.6401055,-3.3287263,-1.4822185,2.353272,-3.2699103,-5.14267
548,-4.4770923,2.07978,-2.906021,-4.3308125,-2.0461578,-4.8509493
549,-1.4132336,-1.4656398,2.1506205,-3.0448358,-2.0854003,-5.043571
550,-4.8501306,-2.593379,-3.5949135,-3.6340017,-1.6292218,2.5423596
551,-4.555167,-1.2582885,-2.5161672,-3.8391287,2.5418422,-4.2956295
552,-5.2762203,-2.923179,1.9617288,-3.8317358,-2.0457819,-5.064246
553,-5.054138,-2.799488,-2.106582,2.119382,-1.4429241,-4.0367994
554,-5.1228366,-2.0262058,-3.7982316,-3.9776134,-2.7547178,2.5606954
555,-4.878354,-2.7656658,2.0622501,-3.5149302,-2.920182,-5.239059
556,-5.2648606,-3.2528872,-2.5852232,2.2401943,-1.0147138,-5.219333
557,-5.492287,-1.7164164,-2.2429373,2.048909,-3.5562587,-5.312421
558,-5.1090956,-2.935943,-1.567297,2.3674173,-4.8542247,-5.0057554
559,-4.8307934,-2.0984225,-4.1467814,2.122604,-4.5515814,-3.5790446
560,-4.6219864,-2.4636598,-3.3079982,-4.1761065,-2.5107584,2.5657516
561,1.9224408,-2.7709692,-2.9223704,-3.962788,-4.3087673,-4.095518
562,2.4143646,-3.1398182,-2.3661973,-3.5763407,-2.1320262,-4.569883
563,-4.263701,1.6957954,-3.359931,-4.2382283,-2.876746,-4.6413894
564,-4.071369,-1.7084637,-2.8913355,2.031759,-4.2280836,-4.0865674
565,-5.094735,-2.5457597,-2.1833594,-3.7307274,-3.9134166,2.4734674
566,-4.636162,-2.0984755,-4.947751,2.3927646,-4.067457,-5.048279
567,-5.141543,-1.5540435,2.0872908,-3.6267476,-4.2811317,-4.3445907
568,-4.5273547,1.9427369,-2.1273074,-3.5897288,-4.6449456,-4.3086877
569,2.355907,-1.9971101,-1.6394593,-4.0848856,-3.3363614,-4.308545
570,-4.856844,-2.2584095,-4.1074514,2.3093612,-2.7826853,-4.5318046
571,-5.059333,-2.9279757,-4.3592434,-2.9183073,-3.1801345,2.4563155
572,-5.4582686,-3.645196,-4.173223,-4.360838,-2.277282,2.6525872
573,-5.0814075,-2.3964648,-2.8508751,2.4353433,-4.6936603,-4.8594885
574,-4.334976,-3.242712,-3.600367,2.3225036,-3.8118029,-4.4956517
575,-5.197476,-2.6857166,-3.9130783,-3.9225693,-4.331973,2.5626736
576,-4.2953887,-1.1396763,2.274031,-3.1062646,-2.9417336,-5.1018357
577,-2.8546348,-1.5765811,-1.8777376,-3.280829,2.4849672,-4.9413786
578,-4.6514463,-3.159067,-1.517497,-4.0061955,-2.278656,2.6762576
579,-4.8148856,-3.0445106,-1.9520319,-3.7136207,2.1862104,-4.146928
580,-4.125513,-2.3645184,-4.1848803,2.32766,-4.63394,-4.6445203
581,-3.9421005,-3.2333078,-2.8496861,-3.3112926,2.1604521,-4.60498
582,2.495761,-1.9654484,-2.4081235,-2.9738367,-3.4448757,-5.02286
583,-4.9510307,-1.7195438,-3.5373201,-3.964561,-3.2437313,2.576978
584,-4.2208786,1.8789226,-2.2345233,-3.4921284,-4.087612,-4.449296
585,-5.2644877,1.954474,-2.4342928,-4.375901,-4.254591,-4.664845
586,2.406714,-1.45579,-2.2987447,-4.0420237,-1.4961638,-4.9804096
587,-2.9265962,-1.3142761,2.014215,-3.8611143,-2.6670957,-4.591356
588,2.5944195,-3.0207388,-1.1627531,-2.802429,-3.1026177,-4.6527896
589,-5.045965,-2.2487073,-2.7804513,-3.4070668,-2.2363925,2.3598442
590,-4.2183,-2.3519711,-2.344676,2.368456,-1.7854854,-5.046466
591,-5.138362,-4.0258164,-3.184651,-3.5668063,-2.9579597,2.6161823
592,-4.1947327,-1.7507223,-2.5375113,2.1499243,-3.4873884,-4.8014836
593,-2.4723368,-1.7130823,2.1963477,-4.1859045,-4.094404,-4.534542
594,-5.376552,-1.9518453,-1.4947091,2.0269856,-2.9817364,-3.5842872
595,-4.6283436,-2.0114775,1.9744709,-3.7349024,-3.839514,-4.5231056
596,2.4587739,-2.1450944,-2.1185246,-3.6377487,-2.2697754,-4.2573366
597,-4.5888352,-2.6535902,-3.2463813,-3.144664,1.9945397,-4.4360886
598,-4.981,-3.1706963,-1.2408632,-3.8721852,-1.8690146,2.960234
599,-5.1661377,-1.782042,-2.0283744,2.3538556,-2.656552,-3.9200683
600,-4.993136,-4.0714626,-4.4573946,-4.518897,-3.982528,2.6401772
601,-2.8305345,-3.3399491,-1.3316162,-3.0953584,2.1465259,-4.3956604
602,-5.234427,-2.6865025,-2.1588445,-2.3722982,2.369983,-4.529869
603,-3.6598725,1.8675469,-2.4375317,-3.046352,-2.6915264,-4.134632
604,-4.5488825,-1.1792616,-2.3889496,2.4831498,-2.0308561,-4.699387
605,2.6744332,-2.5250192,-1.8722028,-3.9995494,-1.1320629,-4.101941
606,-4.8441086,-1.4820448,-3.3680222,-3.965248,2.1863904,-4.3582478
607,-4.574916,-1.7135572,-2.8323798,-3.834954,-2.0243506,2.588728
608,-5.002459,-2.4968636,-3.5121467,-3.8744125,-1.2229521,2.737868
609,2.3866787,-1.9916768,-2.3622122,-3.4574797,-1.9282169,-4.197685
610,2.1734705,-1.5111489,-1.7075176,-2.9255366,-2.800232,-4.654378
611,-3.140085,-2.737914,2.361576,-3.682529,-1.72059,-4.502781
612,-4.956477,-2.2938747,-4.1303263,-3.6038327,-2.4405746,2.799417
613,2.308709,-2.7454863,-2.0698555,-3.3165026,-1.4263115,-4.86343
614,-5.3659453,-2.6072779,-2.9898524,2.0780702,-3.870693,-4.5626945
615,-5.758761,-2.0446947,-3.698316,-3.6427903,-1.4146402,2.589022
616,-5.579052,-1.5962908,-2.1987696,-3.234325,2.2826831,-3.9669523
617,2.3220656,-2.6250806,-2.4707441,-2.3036346,-2.8324695,-4.8201613
618,-4.3764553,-2.6321948,-4.848896,-2.86292,-2.115322,2.6893497
619,-4.783243,-2.5549648,-2.7187622,-4.0367055,2.3363373,-5.0657215
620,-4.225002,-3.07683,2.1175706,-4.486479,-2.3915873,-5.30994
621,-4.699411,-1.6711938,-1.4756753,-3.454839,2.007686,-4.5022035
622,-5.256383,-3.0295544,-2.8936799,-3.3759837,-3.876825,2.4893112
623,-4.7550087,-2.478043,2.1180062,-3.7752173,-3.7463746,-4.1325912
624,2.3996599,-1.1654154,-1.5220187,-4.189844,-4.451743,-4.5065365
625,2.3112235,-3.049842,-2.3350575,-3.2308745,-3.9858072,-4.716067
626,-5.3312936,-2.2083344,-2.2445724,-3.790636,-4.1689863,2.8795576
627,-5.4577003,-3.314258,-3.3615901,-4.0887995,-0.9359937,2.7011158
628,2.374434,-2.4240808,-2.8797388,-4.2522717,-2.7071192,-4.661606
629,2.3094573,-2.2457666,-2.8701587,-3.015071,-2.9377108,-4.270548
630,-4.537714,-3.9663496,-3.7466807,-4.222287,-3.8299074,2.5141757
631,-5.9064546,-1.4547921,-2.8329644,-2.7703965,2.2372863,-4.3593254
632,-5.151483,-3.5378237,1.9885972,-3.879983,-4.149394,-4.8245053
633,-3.2495725,2.1349854,-2.7076454,-4.2106924,-3.974403,-4.796043
634,-5.5308948,-2.0104575,-2.7049272,1.957182,-3.846769,-4.630757
635,-4.5401955,-2.032199,-3.1422167,-2.3854227,2.6488793,-3.8919132
636,-4.7352977,-2.7574768,2.1346278,-4.7624607,-4.424547,-4.2079334
637,2.2765818,-1.3265626,-2.3619657,-4.161353,-2.3455257,-4.2477045
638,-4.940739,-3.446522,2.1861346,-2.9503684,-3.3967881,-4.752327
639,-3.7164013,-2.795453,-3.0732641,-3.3591714,2.766247,-4.977224
640,-4.9524183,-3.8204768,1.9871688,-3.2246084,-2.59334,-4.438139
641,-5.2222815,-1.9756492,2.1575818,-4.0987873,-3.196171,-4.3556757
642,-5.0457263,-2.5390975,-3.0197244,-3.6687045,-2.6456294,2.8694112
643,-5.292408,-2.4534264,-2.2013996,-3.3611693,1.9852681,-4.142166
644,-4.514246,-2.4598403,-4.6729374,-3.5562854,-3.93266,2.2646365
645,-4.109239,-1.7018704,-2.6125965,-3.8364277,2.5029132,-3.554596
646,-5.157312,-2.8126945,-1.6249936,-4.2966585,2.4607542,-5.086943
647,-4.8294697,-3.2449903,-3.8827105,-3.5320487,-2.7759361,2.9858534
648,-4.4923754,2.0310087,-3.9115787,-3.3854952,-4.4735985,-4.446352
649,-5.337289,2.0988388,-1.1233325,-3.9049568,-4.4035697,-4.6230044
650,-5.3548265,-1.4141086,-2.2492175,2.1779268,-3.3649561,-4.4045777
651,2.2886314,-2.317686,-2.3788176,-3.553327,-3.7009897,-4.5336146
652,2.5919387,-2.1166422,-2.0295806,-2.9379406,-3.662074,-5.0112514
653,-4.559061,-3.139597,2.288104,-3.584112,-2.7665138,-3.9568307
654,2.3824122,-3.202659,-1.9934329,-3.1046922,-1.9734057,-5.02237
655,-4.8035545,1.7856859,-4.245232,-3.3317385,-3.3392935,-4.706176
656,-4.734435,-2.22948,-2.555204,2.5325034,-3.8525395,-4.493575
657,-4.674072,-2.2969656,-2.5196018,-3.7302046,-1.9706831,2.4184287
658,-2.8194368,-3.3441699,2.0574315,-3.971096,-3.623195,-4.844608
659,-5.6134663,-3.2736683,-2.5862398,-4.2233176,-2.5642562,2.3767092
660,-4.146427,1.8026416,-2.9161878,-3.2065587,-1.7228991,-4.6664834
661,2.2139888,-1.6273475,-3.7009563,-2.147026,-4.251377,-4.814789
662,-5.7730627,-3.6189542,-4.103939,-4.031789,-2.781349,2.83881
663,-4.8520875,-1.9024293,-3.4043105,-3.1965735,1.9909489,-4.9292126
664,-4.6723003,-1.6301069,-1.115741,2.1856961,-2.6916296,-4.6878967
665,-4.886327,2.0447526,-3.6580782,-3.762947,-3.7871704,-5.07236
666,-5.3792048,2.0598395,-4.3842907,-4.2767334,-4.5953045,-4.1464787
667,-4.779417,-2.950738,-2.731534,2.3769424,-3.7561631,-4.1841507
668,-2.7466009,-2.3066444,-2.6459498,-3.6625931,2.3045971,-3.7267315
