Shared topic 2,Shared topic 3,Shared topic 6,Omics 1 private topic 3,Omics 1 private topic 6,Omics 1 private topic 10,Omics 2 private topic 2,Omics 2 private topic 4,Omics 2 private topic 5
0.13861157,0.18905292,-0.06185364,-0.21286686,-0.17124665,-0.06085439,-0.13490954,-0.19928783,-0.25777507
-0.22443983,-0.07136035,0.02993159,-0.16652061,-0.15614234,-0.13574408,-0.068616435,-0.23623812,-0.18358774
-0.26461333,-0.056587443,0.18715921,-0.32205927,-0.03541928,0.022199776,0.09407592,-0.28905684,-0.19666922
3.1223335,-0.5442317,-0.25101367,-0.34400976,-0.07435604,-0.11204305,-0.2680956,-0.12535474,-0.5900723
-0.18359622,-0.6819526,-0.29736534,-0.13146104,-0.40837985,-0.06041538,3.8895745,-0.49140215,-0.45494133
0.20472294,-0.616457,-0.7788738,-0.31884134,-0.2070419,0.08908417,-0.0631958,0.01443845,-0.3211526
-0.35085684,-0.41000745,-0.7057506,-0.20119473,-0.106650814,-0.008916785,3.5215783,-0.42415893,-0.37793785
-0.1149268,0.5278816,0.018201299,-0.021491248,0.15336806,-0.1899784,-0.7490875,-0.5930898,4.094549
-0.14403668,-0.37700385,3.0322266,-0.2906717,-0.12699445,0.12401587,0.021642204,-0.31640747,-0.13069803
-0.064278305,-0.45543665,2.693921,-0.34703904,-0.27286175,0.28845796,-0.09827938,-0.31982207,-0.23471747
-0.58084863,-0.7936684,-0.8219178,-0.37007678,-0.6043283,3.2196782,-0.40850502,-0.6159133,-0.33361885
-0.054693323,0.009742536,0.08773406,-0.16458368,-0.15186296,-0.21835077,-0.10474006,-0.08250958,-0.20565614
-0.31934234,-0.44440138,-0.09743506,-0.130359,-0.36284724,-0.19117352,-0.35233366,-0.4137753,-0.08933333
-0.62973994,-0.65921795,-0.31462422,-0.19066253,-0.15790202,-0.053884726,-0.76877046,-0.6676996,4.0971794
-0.30682838,-0.50970805,-0.14756131,-0.1708957,-0.08884643,-0.21885993,-0.603472,1.4592316,-0.5866097
-0.47612137,-0.8349066,-0.69701797,-0.25149888,-0.60546684,3.2031474,-0.09098822,-0.47074857,-0.29468912
-0.090153895,-0.26961577,0.2646075,-0.37971216,-0.57363236,3.4202662,-0.18165937,-0.27344596,-0.20298566
0.20152995,1.7179393,0.51937926,-0.2583701,-0.29372942,0.40606654,-0.29939675,-0.492726,-0.5002546
3.965278,-0.98875487,-0.5106845,0.178415,0.14480655,-0.069135614,-0.3387656,-0.53062415,-0.4601554
-0.38221043,-0.031639144,0.13356681,-0.4044165,-0.6337325,3.2566624,-0.11614472,-0.51916695,-0.19206755
-0.36311433,-0.23538017,1.8774731,-0.25012982,-0.43174332,0.2039107,-0.02554986,-0.3720176,-0.21681188
-0.1979444,-0.21735914,0.35558873,-0.17213854,-0.14136511,-0.18493567,-0.58943903,2.9283042,-0.3536653
-0.5159856,2.758741,0.26961294,-0.2025344,-0.20200378,0.22817463,-0.32643563,-0.3645159,-0.24044117
0.020748004,-0.079911,-0.37497777,-0.1127878,-0.17504208,-0.063638546,-0.15431184,-0.20117341,-0.21510197
-0.26978415,2.9431977,-0.5596261,-0.23227933,-0.20545048,0.2509589,-0.33764535,-0.29517633,-0.35699147
-0.42945096,3.2521544,0.61556166,-0.217418,-0.21904333,0.2085412,-0.33982646,-0.4150473,-0.3712847
-0.2884605,-0.013109826,-0.37283403,-0.13026991,-0.36279464,-0.19226912,-0.4531982,-0.35584965,-0.10220344
-0.9188437,-1.1025867,-0.30650142,-0.19224632,-0.23515196,-0.021667343,-0.6808621,-0.7864593,2.5456288
0.21773012,0.14895263,-0.28186092,-0.1038253,3.0281768,-1.1104448,0.1470572,-0.3381008,-0.084098324
-0.3783293,2.3615153,0.25937685,-0.22210006,-0.22623102,0.27305314,-0.32866055,-0.31726038,-0.19247857
0.08732249,-0.33232164,-0.14405681,2.6120107,-0.2162538,-0.54809344,0.14135922,-0.22889745,-0.28336853
-0.24071106,-0.25883597,-0.09468051,-0.13208753,-0.1312358,-0.29888454,-0.04725977,-0.34936827,-0.29157385
-0.16651821,-0.06558193,0.1066498,-0.3178662,-0.13498966,0.12854367,0.035938554,-0.35065076,-0.18641357
-0.18526873,0.24276088,-0.5527171,-0.561472,5.0230403,-2.262841,-0.28073952,-0.26052654,-0.100637525
-0.1471249,0.21217033,-0.17974046,-0.098285705,-0.26994804,-0.20718703,-0.07604237,-0.24176434,-0.03034448
0.5656276,-0.017912231,0.038128138,-0.06447084,0.081268296,-0.21349047,-0.13781928,-0.30163676,-0.17479269
-0.82871705,-0.3846515,-0.19523016,-0.19421753,-0.032196417,0.03825983,-0.7544062,-0.58486754,4.11704
-0.5426187,-0.3881144,1.986258,-0.12042295,-0.10563951,-0.18920316,0.06855555,-0.39307177,-0.26593184
-0.06067118,-0.13442524,3.0426838,-0.33764383,-0.3168155,0.23769817,-0.10338391,-0.30951,-0.08562247
-0.36187017,-0.49212697,-0.07182802,-0.07898904,0.09453898,-0.33702335,-0.58653456,-0.23737219,-0.20974346
-0.31228703,-0.1981601,2.8314736,-0.050789393,0.14021723,0.18831363,-0.028781693,-0.35400778,-0.38536873
-0.3438213,0.04843135,-0.093193635,-0.3569874,-0.21997312,0.20325746,-0.15651672,-0.11981801,-0.25807253
-0.15727435,-0.1654811,0.13766867,-0.15313332,0.05491779,-0.29055503,-0.08326797,-0.4328492,-0.22575963
-0.49510163,-0.23988447,-0.017739862,-0.16771713,-0.2382825,-0.026405163,-0.5030852,3.078226,-0.35751835
-0.44794095,-0.29246145,-0.31286657,-0.28346187,-0.20213898,0.27109545,-0.21222594,-0.17889836,-0.2691861
-0.11588231,-0.06948793,-0.10718949,3.0417402,-0.48671773,-2.185175,0.083642,0.026124932,-0.11397029
-0.2978481,0.012211069,-0.36759388,-0.19918762,-0.37553477,0.04367956,-0.009215497,-0.2431468,-0.34486791
0.005754747,-0.1795739,0.05800944,-0.15647888,0.034381934,-0.26469424,-0.13782158,-0.4016065,-0.24544588
-0.29703194,-0.49906713,-0.11423373,-0.26504955,0.012651976,-0.05760959,-0.7678233,3.1810417,-0.26147556
4.3421764,-0.06187091,0.30872262,-0.3029288,-0.040649883,-0.21066302,-0.2580852,-0.3966383,-0.2928197
-0.24514806,-0.8169976,-0.26954532,-0.18812767,-0.07732125,-0.06280278,-0.62428623,2.893075,-0.38128468
-0.33325005,-0.653072,-0.7337921,-0.23538715,-0.10073046,0.02297058,-0.36985463,-0.1555418,-0.25846103
-0.35468763,-0.5195662,-0.07750505,-0.42313164,-0.6203476,3.2473938,-0.21066293,-0.28753543,-0.37405097
-0.65160537,0.06990433,-0.17539082,2.9010427,-0.52138376,-2.1435761,0.032451313,0.053389892,-0.09347012
3.2758117,0.010262623,0.003104633,-0.28763056,-0.4882743,0.029308321,-0.42288053,-0.3491571,-0.46793947
-0.80653375,-0.107535236,-0.5031669,-0.3510996,-0.030489137,-0.116049975,-0.3835668,-0.013123833,-0.3317641
-0.2234405,-0.48492685,0.10789893,-0.18984433,-0.2495773,-0.032485034,-0.2870055,0.16150156,-0.1680521
0.12029392,-0.046296954,-0.13180381,-0.29475862,-0.074676394,-0.13657881,-0.2634588,-0.159912,-0.07000752
0.11141217,-0.72470504,-0.40062854,-0.30506352,-0.23376739,-0.1063279,-0.6207551,2.8264236,-0.2866417
0.122525334,0.30571908,0.047941733,-0.1765666,-0.13200453,-0.11187894,3.2557464,-0.32089478,-0.27372092
-0.2736303,-0.3354346,-0.032783292,-0.17283809,-0.20390983,0.023856344,3.5772514,-0.34049052,-0.3428351
-0.12651132,-0.24466273,-0.12901698,-0.22704826,-0.23689583,-0.054044303,-0.15167171,0.025083454,-0.19608603
-0.24619386,-0.2937519,-0.14027414,-0.15623331,-0.25885808,-0.103968576,-0.35950792,-0.40354496,0.027625702
-0.18297118,0.092847124,-0.18852946,-0.23835647,-0.21864617,-0.06252644,-0.29602203,-0.3146534,-0.007877909
-0.16799304,-0.5007548,-0.13959731,-0.2736823,0.037501086,0.011542382,0.014183356,-0.21041042,-0.2499889
-0.3729687,-0.5231643,0.043126363,-0.22544058,-0.14360906,0.023394953,-0.7753782,-0.6496378,3.9117675
-0.34188095,-0.107404076,-0.2282725,2.610359,-0.1952638,-0.5322289,-0.6283748,-0.4671795,-0.46653053
0.08229587,0.23203686,0.2212717,-0.23713532,-0.20146963,-0.06891262,-0.78213704,-0.6179328,3.9886253
-0.032871936,0.27206343,0.19691876,-0.039439224,-0.07258978,-0.2561161,-0.03796806,-0.3288972,-0.23790795
-0.2813148,-0.4838625,-0.50750494,-0.3658637,-0.31258976,0.7264527,-0.86035424,-0.5436821,4.0109468
-0.32610935,-0.86922276,-0.7845333,-0.2857489,-0.11510861,0.45720807,-0.7753083,-0.6722181,4.297007
-0.117678046,-0.12569785,-0.19746283,-0.23047592,-0.16799799,0.3446008,-0.33672875,-0.3847134,-0.11634727
0.075571164,-0.3173347,0.073951945,-0.096398905,0.033607222,-0.3002393,-0.105326615,-0.32280576,-0.12830785
-0.31362605,0.05761181,0.21947947,-0.0728727,0.10225189,-0.12954913,3.6305094,-0.43563417,-0.33755028
-0.15085079,-0.054430705,0.18448177,-0.13183704,-0.23068352,-0.15236996,-0.5402521,0.3362929,-0.39018384
-0.24859765,-0.40254584,-0.39250413,2.9888515,-0.54347396,-2.1956363,-0.14940569,-0.39366943,-0.16807146
-0.39967936,-0.29618734,-0.6277126,-0.20021117,-0.09244175,-0.102129735,3.5628505,-0.5884206,-0.25519195
-0.2347778,-0.12302363,-0.086349815,-0.16110134,-0.38074023,0.04522232,-0.070070684,-0.18842058,-0.07041283
-0.23138991,-0.03719704,-0.2355305,-0.09193057,0.053570025,-0.1926408,-0.06352528,-0.23799203,-0.28029898
-0.4616779,-0.12585789,-0.18286052,-0.12135005,-0.18798962,-0.1547267,-0.7029995,1.3034375,-0.32163706
0.375307,0.34028214,1.0817558,-0.5172379,4.9388833,-2.2546263,-0.12786932,-0.059725992,-0.26920095
-0.1111669,-0.260916,-0.03785913,-0.23909953,-0.1334176,0.062090542,-0.25178835,-0.10655985,-0.093519896
-0.17906985,0.22271365,-0.81342655,-0.30716228,-0.18884005,-0.07479514,-0.6369074,3.2076054,-0.33836815
0.07674949,0.019140422,-0.38805696,-0.10899432,-0.099914834,-0.056385383,-0.5904795,3.3058538,-0.48518458
-0.11737865,0.03870755,0.35061634,-0.15496475,-0.052749243,-0.20105173,-0.24307151,-0.25665426,-0.10822037
-0.3789565,-0.21165456,2.9703305,-0.34886253,-0.3171757,0.24023417,-0.18212867,-0.23050615,-0.21883233
-0.28403622,-0.36148673,0.136031,3.0314343,-0.5017437,-2.1772122,0.006461084,-0.24421501,-0.14766786
0.48896778,1.8435143,0.32781637,-0.24864632,-0.2257808,0.31240064,-0.28428417,-0.3666165,-0.5028441
-0.35566467,-0.46056536,-0.017479941,-0.13251221,-0.4075782,0.80907357,0.11837282,-0.25534242,-0.11945506
-0.18708989,-0.040156513,0.21558484,-0.09608677,-0.26017585,-0.056840725,-0.85634345,3.0069375,-0.34736288
-0.4491434,-0.06906084,0.57145655,-0.22341643,0.038211245,-0.2561723,-0.20371348,-0.3675818,-0.18401738
-0.6566819,-0.6041126,-0.6253701,-0.15214491,-0.37010756,0.03972531,-0.6256011,3.0232344,-0.28367805
-0.16390885,0.027976424,0.40595537,-0.13196214,-0.044023525,-0.09463295,-0.11105908,-0.26218095,-0.1891359
0.040638164,0.61125666,0.22030489,-0.87306166,5.3157244,-2.3618352,0.152357,0.027785603,-0.20018546
-0.29006442,-0.17170343,-0.4844573,-0.24493214,-0.24514116,0.023869002,-0.8044313,-0.65668124,3.8896198
0.2617976,-0.39220273,-0.15552902,-0.19475788,0.085258245,-0.20053644,-0.031925555,-0.2706998,-0.23165344
-0.21049894,-0.17800376,0.22762153,-0.14029826,-0.3629165,0.065481685,-0.10702159,-0.062545136,-0.33195075
-0.3823415,-0.14624989,-0.19456613,-0.1625297,-0.24053033,-0.051206622,1.1935198,-0.71165097,-0.41464108
-0.25871179,-0.05640156,-0.13689667,-0.20104508,-0.13143913,-0.07627705,0.04009548,-0.42363936,-0.12384592
-0.11854349,-0.099248946,-0.2702884,-0.1468322,-0.11548798,-0.23251908,-0.6160687,2.928214,-0.319311
-0.23168948,-0.115473084,-0.25143343,-0.32219374,-0.17155904,0.28444418,-0.3752241,-0.161817,-0.39285707
-0.09393515,-0.29083806,0.066428766,3.002767,-0.51134855,-2.1713438,-0.31020623,-0.10409181,-0.39329252
-0.22798888,-0.5803522,0.16247788,-0.23492526,-0.04755406,-0.110859066,3.3173862,-0.5671138,-0.3685921
0.25573573,-0.5519484,-0.12908296,2.4289165,-0.17358002,-0.6333872,0.07783969,-0.49815056,-0.11248792
0.007184953,0.3704827,-0.08502559,-0.20052457,-0.07532049,-0.15769103,-0.046227254,-0.035638675,-0.29148197
-0.43187955,-0.6583634,-0.20412067,-0.8797617,5.230411,-2.3232565,-0.15801038,-0.16941634,-0.06732395
-0.11787519,-0.16339959,-0.19412178,-0.09486721,-0.20344874,-0.1047248,-0.38326764,-0.32972866,-0.044404674
-0.25892904,-0.23687723,-0.13250667,-0.22920346,-0.19097905,-0.04540318,3.5976412,-0.47793496,-0.40540174
-0.3286258,-0.3130612,-0.22762397,-0.25105304,-0.22433181,-0.014956429,-0.77688426,3.0172143,-0.26127076
-0.17930472,-0.3448364,0.1846267,-0.061331492,0.0493049,-0.16351727,-0.20707817,-0.29510677,-0.2681953
-0.052803747,-0.043503493,-0.1459065,-0.14703044,0.048598345,-0.23217231,-0.4007437,-0.60591245,-0.41581646
-0.373194,0.007562835,0.13674664,-0.3161518,-0.13380109,0.025021166,0.001276482,-0.41689524,-0.2611027
-0.3587567,-0.5260382,-0.6129812,-0.1421853,-0.07803015,-0.16630346,-0.5754826,2.961902,-0.33589643
-0.30783558,-0.26573896,-0.28049675,-0.13939032,0.145138,0.10341708,-0.2682152,-0.12857516,-0.31201997
-0.56145114,-0.2652005,2.2180262,-0.31710202,-0.28750739,0.25021225,0.002204362,-0.36688614,-0.25057945
-0.47263592,2.4126763,-0.18968433,-0.23017874,-0.21327949,0.30898595,-0.3182393,-0.47387987,-0.22569968
-0.28309703,-0.1571694,-0.2203466,-0.12191583,-0.22485119,-0.017420957,-0.121954575,-0.002720305,-0.3049409
-0.36878628,0.3162024,0.08340287,-0.16428721,-0.25321856,0.06353228,-0.67749214,3.2680318,-0.43393943
-0.17903286,-0.042862415,0.008415014,-0.3439408,0.01096263,-0.1802174,0.075783975,-0.33561978,-0.22797528
-0.19732167,0.04781802,-0.045060523,-0.12990844,-0.18929937,-0.14927587,0.16597855,-0.41038507,-0.2753123
-0.1337472,-0.28051007,-0.16972259,-0.12462038,-0.24503106,-0.10118987,-0.07421754,-0.096539736,-0.22384554
-0.24212565,-0.42467448,2.2774155,-0.31603414,-0.06778956,0.029128069,-0.20574057,-0.17812145,-0.49094513
0.14769585,1.43E-05,0.2952913,-0.18727218,-0.09541483,-0.09220502,-0.13968797,-0.29509613,-0.24508071
-0.2492031,-0.061612733,3.4043303,-0.26000834,0.057266727,0.5030823,0.25358963,-0.50319326,-0.30843642
-0.18921584,-0.23545328,-0.57807714,-0.21680644,-0.13063753,-0.014748713,-0.07060842,-0.5943066,-0.09856505
-0.21721953,-0.32556826,-0.54433304,-0.87978786,5.230799,-2.3234215,0.006317098,-0.06744358,-0.17561118
4.1738243,-0.29280946,-0.40240085,-0.20321468,-0.084215336,-0.1514247,-0.32512945,-0.46064445,-0.3029124
-0.12004291,-0.30952483,-0.21357596,-0.1458377,-0.18034838,0.16652921,-0.36084595,-0.3477195,-0.027684325
-0.3304285,-0.059590667,-0.15764478,-0.35644364,-0.61876494,2.9707208,-0.15464099,-0.22963724,-0.36910683
-0.32182455,-0.50854015,-0.7117138,-0.3959688,-0.568131,3.2728271,-0.11190173,-0.45369756,-0.22605008
-0.2875926,-0.16736487,-0.17844185,-0.16471492,-0.21821228,0.014350185,-0.6686698,-0.41967392,-0.25590587
0.23600546,-0.21081355,-0.00190486,1.7662373,-0.20160484,-1.0330349,-0.06448273,-0.088369936,-0.23099877
-0.27326047,-0.10521012,-0.115088955,-0.28678653,0.17242528,0.027102923,-0.07861245,-0.15300398,-0.11167796
-0.3543534,-0.012084786,-0.12694721,-0.23392886,-0.08548381,-0.06250256,-0.5621919,-0.46653986,-0.2603177
-0.12354873,-0.023010999,0.2590803,-0.20672266,-0.10800384,-0.05678815,-0.133697,-0.32421896,-0.086330876
-0.08596368,-0.050471477,-0.4723443,-0.32023385,-0.6002874,3.3486457,0.042251073,-0.44118315,-0.3008609
-0.7386283,-0.2804916,-0.13139941,-0.19800927,-0.29758245,-0.002871077,-0.7608608,-0.65226275,4.2244396
0.15537085,0.13840228,0.36919194,-0.11454785,-0.28202882,0.02142514,-0.19098762,-0.40155116,-0.1418327
-0.25447926,-0.14144795,-0.2552141,-0.1147173,0.13392039,-0.18465303,-0.07899429,-0.32010442,-0.29793316
-0.23848271,-0.116702154,-0.27007794,-0.5614365,5.022065,-2.2623234,-0.08328368,-0.18032737,-0.16030276
-0.07164273,0.0132678,-0.4899984,-0.20948613,-0.24972129,-0.060840555,-0.32564536,0.032319378,-0.1505529
3.6532624,-0.26600343,-0.42143735,-0.16939637,0.27596074,-0.110366955,-0.3670274,-0.38595873,-0.32956067
-0.28399825,0.031158388,3.4696445,-0.34122437,-0.27236462,0.19118203,-0.08411347,-0.28647706,-0.23870811
-0.041543134,-0.088409185,3.154056,0.10752036,0.6034144,-0.22587417,-0.15838274,-0.2858838,-0.15332904
-0.22035712,-0.09559988,-0.19944406,-0.18409741,-0.17650977,-0.029731229,-0.18117696,-0.012223774,-0.22072402
-0.4175324,-0.13588324,0.02455473,-0.24461755,-0.66472054,3.300605,-0.3291473,-0.34620595,-0.26716366
-0.113448665,0.06510135,-0.055544928,-0.22734763,-0.2409717,-0.07873322,-0.6609606,3.225016,-0.3714791
-0.25060698,-0.102089226,-0.45671022,-0.16397408,-0.21602762,-0.069036104,-0.40794885,-0.28262576,-0.22110815
-0.038013786,-0.36984158,-0.05241148,-0.27960864,-0.5060837,0.1275136,3.5385213,-0.060821727,-0.32420036
-0.06999652,-0.67830956,0.02918189,-0.14168943,-0.17088571,-0.14704117,-0.64912707,3.1018758,-0.2880575
-0.13191998,-0.049914267,-0.02133108,-0.103263006,-0.22812694,-0.048781842,-0.09005885,-0.28202778,-0.3052012
-0.17353144,-0.20623831,-0.441974,-0.07365787,-0.2768311,0.038016047,-0.5838465,-0.35346752,-0.18835942
-0.3447702,-0.13984801,-0.28709278,-0.14219868,-0.23317581,-0.016080977,-0.36678135,-0.22390386,-0.18932608
-0.038436115,1.8847159,-0.5408808,-0.21954633,-0.243156,0.31577575,-0.31452423,-0.45061278,-0.35485938
4.188875,-0.35112062,-0.58599603,-0.32409525,-0.1873431,-0.17003778,-0.29689088,-0.46191072,-0.4135995
-0.04271102,-0.5523031,-0.8054209,-0.14180014,-0.26094136,-0.09235168,-0.513318,-0.4048218,-0.23000707
-0.105272934,0.10029921,-0.38397336,2.5912254,-0.23134498,-0.5103512,0.23551041,-0.10464024,-0.14517553
-0.25574,-0.23064044,0.07810472,-0.1357518,0.050610103,-0.1463369,-0.19459257,-0.08920781,-0.21100949
-0.2831773,2.5332139,-0.40501952,-0.17438278,-0.21040466,0.2656228,-0.37199163,-0.45631045,-0.17244866
-0.101988904,0.021444991,-0.25181502,-0.16230014,-0.016993193,-0.17285286,-0.14804766,-0.27994913,-0.05251784
-0.5044011,-0.95877707,-0.90578246,-0.49785513,-0.5588847,3.575979,-0.15729114,-0.49322173,-0.27635175
3.6909976,-0.3998136,-0.3298256,-0.23619705,-0.02484155,-0.20183668,-0.3658778,-0.483083,-0.43366954
-0.054873444,2.880299,0.29606345,-0.19144721,-0.30034658,1.157769,-0.32227433,-0.22800319,-0.18915583
-0.20796576,-0.26870272,-0.21972124,-0.28616422,-0.19264516,0.09510377,-0.2728459,-0.21681169,-0.09843138
-0.4848991,-0.18930154,-0.49512738,-0.2204229,-0.050570253,-0.12496643,3.6254091,-0.5677408,-0.29469472
-0.20304964,-0.43473572,-0.33441383,-0.11001986,-0.055629015,-0.27108526,3.60069,-0.40359044,-0.32606667
-0.5147407,-0.15581179,-0.32407388,-0.32350868,-0.7383382,3.6332843,-0.5320626,-0.36349142,-0.20192166
-0.24360383,-0.42786136,3.1410584,-0.14509717,0.012396555,-0.1943434,0.048966017,-0.38683757,-0.15547831
-0.17203718,0.39453614,-0.29910025,-0.008475065,0.061131872,-0.10322322,-0.0940427,-0.30919468,-0.14862333
3.9150095,-0.78018737,-0.16002443,-0.41587546,-0.15939885,-0.008479617,-0.37637186,-0.47673452,-0.3307548
-0.4222889,0.5128501,0.3105795,0.027598303,-0.24467148,0.29823136,0.118389666,-0.2860614,-0.29489326
-0.112843096,-0.015148908,0.09610838,-0.14996235,-0.13925496,-0.11839547,-0.121776275,-0.30569768,-0.19076288
-0.35476503,-0.4759551,0.0880022,-0.46133325,-0.57120925,3.5018525,-0.32086444,-0.26714152,-0.3243288
-0.11184929,0.1833321,0.101578146,-0.46049753,4.926472,-2.143132,0.078256376,-0.3778763,-0.32375753
0.12664844,0.34382552,-0.09248178,-0.08930914,0.028342886,-0.3052012,-0.11876014,-0.37673587,-0.050072722
-0.21910734,0.78861314,0.3020168,-0.19483039,-0.006646045,-0.08190223,-0.8161839,-0.69172394,3.7105055
-0.099537864,0.11372273,-0.1898494,-0.2286779,-0.23673758,-0.05379134,-0.27167144,-0.30525345,-0.2579463
-0.43930417,2.9299645,0.15612587,-0.18971044,-0.20025258,0.24997371,-0.23693934,-0.31566155,-0.25119886
-0.21342328,-0.3129296,2.4877386,-0.33990657,-0.16556805,0.28908804,0.054865748,-0.30737254,-0.18649122
-0.56329983,2.6998487,-0.05923186,-0.22687075,-0.19226076,0.28569853,-0.31261867,-0.37479863,-0.2534019
-0.3721707,-0.23730132,-0.21858233,-0.317759,-0.7158932,3.640173,-0.010235354,-0.42489135,-0.2820619
-0.3632129,-0.09895945,3.344492,-0.37787586,-0.26440507,0.23944655,-0.07422405,-0.29211682,-0.23612674
-0.3167266,-0.51571006,-0.6402904,-0.15370913,-0.15685244,-0.045735486,1.7421498,-0.5610045,-0.3771533
-0.12324013,-0.16570103,-0.5240874,-0.559778,4.998258,-2.2513669,-0.07962753,-0.14066166,-0.13173811
-0.14305514,-0.23537847,-0.30355427,-0.17563556,-0.26253355,-0.05526914,-0.24684224,-0.06071647,-0.16340403
-0.46127853,-0.98890376,-0.63070214,2.592444,-0.23114708,-0.5090145,0.18829726,-0.30018505,-0.30868998
3.6808486,-0.30124706,-0.61446714,-0.35951394,-0.1848438,-0.097378425,-0.4134814,-0.3607894,-0.37422046
-0.43757653,-0.038871866,-0.47788665,-0.15853909,0.15142033,-0.27080518,0.013249591,-0.10829671,-0.2956276
-0.24066134,0.03213713,0.02472895,2.9134989,-0.56550413,-2.176504,0.14381725,-0.36887997,-0.34676358
-0.14509502,-0.03964469,-0.48062694,-0.22130091,-0.3303157,0.081375636,-0.13892403,-0.23332626,-0.105180115
-0.31487605,0.40154123,0.06644307,2.4104812,-0.35937095,-0.5962244,-0.25763822,0.08847756,-0.27529353
-0.28182468,-0.09007014,0.10026781,-0.14411761,-0.13409987,-0.15506959,-0.31152698,-0.23875868,-0.12367027
-0.33315665,-0.18763351,-0.5382972,-0.21973947,-0.21645409,-0.10562028,-0.036297962,-0.16457191,-0.30324057
-0.5366841,-0.6050347,-0.051984105,-0.625335,5.520452,-2.2878501,-0.34588623,-0.061183013,-0.6085561
0.017244756,-0.060290396,0.042673558,2.607719,-0.19560824,-0.5317486,-0.04586813,-0.29006994,-0.09352373
-0.10900404,-0.4369027,0.13118824,-0.24405329,-0.25497648,-0.041023213,-0.5425391,2.9358923,-0.36447805
-0.24158356,-0.21716008,-0.5154566,-0.03696987,-0.098490454,-0.1590568,-0.53816366,2.949986,-0.26149258
-0.5720831,0.06412925,-0.73298836,-0.074727945,-0.18219578,-0.052975748,-0.67262673,3.40865,-0.26181087
-0.19485265,-0.1802341,-0.21388543,0.35371846,0.89154804,-0.15792847,-0.057157062,-0.37150455,-0.24529396
-0.26964736,-0.069582224,-0.22072428,-0.41478324,-0.6500849,3.2026052,-0.1355094,-0.4794402,-0.21620868
-0.17056112,0.102609694,-0.001874365,-0.3339277,-0.23582074,0.03645784,-0.29492602,-0.110083245,-0.4986882
-0.39500433,0.12563187,2.055413,-0.19441569,0.032030042,-0.24659644,-0.31970346,-0.190831,-0.3876254
-0.19920339,-0.022807496,-0.21412636,0.023245871,-0.5988764,2.1728408,-0.18922615,-0.26428947,-0.2896916
2.9109478,-0.1691808,0.049781263,-0.3958199,-0.14609507,-0.13552536,-0.35137537,-0.4949563,-0.50599796
-0.13248803,-0.15559681,-0.2156458,2.4289172,-0.1735808,-0.63338834,-0.05165286,-0.48289123,-0.17507298
-0.6662848,2.8654065,-0.32518262,-0.15240611,-0.19357444,0.25763452,-0.3181129,-0.36172676,-0.13046713
-0.29059315,-0.2191223,0.17664015,-0.01740995,-0.28949815,-0.16964637,-0.6053275,-0.2617068,-0.3601223
0.6767044,-0.17426077,-0.39943323,-0.19021061,-0.17227782,-0.028832,-0.6022165,-0.38826096,-0.34755883
-0.19854909,-0.17898084,-0.28947514,-0.2226637,-0.024581801,-0.003837098,-0.7888304,-0.61238915,3.8302753
-0.53494453,0.48617995,-0.36440825,-0.22882882,-0.27780092,-0.000412091,-0.09530272,-0.18907808,-0.033084486
0.008664101,0.18987027,-0.04298932,-0.1975504,0.17793413,-0.05209621,-0.14270939,0.07602939,-0.15833864
0.08925386,-0.6112785,-0.003073216,-0.4091367,-0.6143991,3.192871,-0.033735793,-0.37458712,-0.34677386
-0.17819646,-0.033762,0.21115975,-0.66665506,5.0683737,-2.2528834,0.018262543,-0.34375143,-0.10127321
-0.734032,-0.7328892,-0.23821342,-0.116886586,-0.2009921,-0.095853835,3.5058231,-0.30809557,-0.26271665
-0.23503375,-0.3863696,-0.511639,-0.04935444,-0.25393105,0.07727023,3.7110765,-0.50554544,-0.4068761
0.10343495,0.054334246,-0.68569726,-0.080362104,-0.006403611,-0.28644902,-0.21160503,-0.24805368,-0.114641234
-0.11531189,-0.9271548,2.5141335,-0.21730602,-0.10101192,-0.060558904,0.00485263,-0.32790828,-0.12943183
0.47694486,0.039734755,0.055099495,-0.34293896,-0.3509632,0.3448562,-0.088034146,-0.239004,-0.1046219
-0.2673444,-0.143964,0.26047027,2.816089,-0.37478778,-0.6357842,0.020665478,-0.09239024,-0.15309599
-0.44900435,-0.27072275,-0.23153496,-0.18324167,-0.15840608,0.029111452,-0.18623653,-0.15825154,-0.3216386
-0.27621353,-0.17607976,-0.6887363,2.6102796,-0.19529243,-0.5322688,-0.3431754,-0.27327293,-0.26511383
-0.5641144,0.23283568,0.2536006,0.04373326,0.38549682,-0.16134994,3.6094663,-0.36116648,-0.31050667
-0.38001996,-0.6903995,-0.7140192,2.6550288,-0.42747387,-1.7632469,0.19584626,-0.33962554,-0.10688081
-0.10616558,0.16134544,-0.33304316,-0.23452416,-0.17212668,-0.04390605,-0.80092305,-0.6448043,4.236225
-0.43762746,-0.090851314,0.1197688,2.9813967,-0.5551717,-2.1129382,0.003083515,0.030182563,-0.28739235
3.846096,-0.29379335,-0.18944967,-0.27168816,-0.084265664,-0.14181525,-0.3426409,-0.4457499,-0.25139797
3.7961292,-0.8675395,-0.32409313,-0.26271316,-0.41313264,-0.003445305,-0.29836702,-0.48378283,-0.38347152
-0.31855386,-0.52171904,2.6829967,-0.21562034,-0.11013353,-0.084591165,0.08386616,-0.4401502,-0.18677947
