Shared topic 2,Shared topic 3,Shared topic 6,Omics 1 private topic 3,Omics 1 private topic 6,Omics 1 private topic 10,Omics 2 private topic 2,Omics 2 private topic 4,Omics 2 private topic 5
3.9150772,-0.05871451,-0.71533024,-0.30870575,-0.0772792,-0.24991886,-0.35760346,-0.5259341,-0.46118122
-0.5192137,-0.022309631,-0.4220659,-0.10810739,-0.13899954,-0.21204999,1.2434225,-0.714352,-0.440431
-0.30080736,-0.2683112,-0.33298072,-0.28309163,-0.1617305,-0.072150275,-0.21714592,-0.17007367,-0.35046414
0.3228515,-0.109564215,-0.16720334,-0.23209512,-0.20469211,-0.03982052,-0.10147941,-0.27677542,-0.16954535
0.09566963,0.343668,-0.44159025,-0.24189472,-0.6131261,3.1458893,0.090397894,-0.46570235,-0.3311652
0.02171871,-0.06232651,-0.16077551,-0.11153346,0.18095952,0.04852823,3.484065,-0.5745543,-0.28340706
-0.15544875,-0.09311932,-0.8178598,-0.20778957,-0.10706639,-0.1065816,-0.69803697,3.1696033,-0.45436466
-0.35500595,-0.26333144,-0.14096484,-0.85494345,5.3307896,-2.412745,0.022125486,-0.19309165,-0.19777878
-0.27496803,-0.1478616,0.24365553,-0.30685142,-0.62690634,2.9591622,-0.20407861,-0.37422073,-0.2186293
0.05700764,-0.013702616,0.097740136,-0.16548301,-0.23604628,0.008322547,-0.33033916,-0.2569762,-0.24484792
-0.25207427,-0.2415194,2.9864898,0.053684674,0.20882358,-0.16117463,-0.09494892,-0.3643039,-0.20492785
-0.25370353,-0.22882083,-0.20666465,-0.5195468,4.9610586,-2.263926,-0.18504387,-0.24715751,-0.09779596
-0.18952256,0.020910226,-0.38314727,-0.24290997,-0.22364447,-0.057694636,-0.060282465,-0.13409963,-0.24616466
-0.40378425,1.2441064,-0.42061704,-0.03735575,0.3518589,-0.074377686,-0.3210937,-0.22975495,-0.2819761
-0.26882765,-0.3336878,-0.23784512,-0.13089468,0.2085787,-0.3708204,-0.059661575,-0.050848883,-0.28657982
-0.81200457,-0.46628314,-0.44527736,2.4287877,-0.17380251,-0.633932,0.061601073,-0.36953908,-0.07795561
4.00084,-0.28121018,0.24011408,-0.22062065,-0.19108613,-0.25363562,-0.35995698,-0.4965586,-0.31617606
-0.4967216,0.1214026,-0.092902996,-0.1001752,-0.19054501,0.10398403,-0.37643522,-0.28260946,-0.08655597
-0.05918749,-0.47830552,0.43417677,-0.19741407,-0.21373247,-0.115220435,0.001781348,-0.34781343,-0.2419559
-0.36169076,-0.46636823,-0.00248313,-0.28000498,-0.2418803,0.085391015,-0.82024324,-0.6819219,3.9519556
-0.30601916,-0.11519085,-0.17115286,-0.22331971,-0.078701556,-0.03465901,3.4221308,-0.4853199,-0.36599457
-0.37112284,-0.33290043,-0.18651287,-0.18944743,-0.12355027,-0.20101267,-0.07791015,-0.12811506,-0.26442972
-0.26799142,-0.47917855,0.07822894,-0.21229693,-0.2645135,-0.00259872,-0.5276172,3.045614,-0.34208238
-0.2440586,0.109723225,-0.6824918,2.8172977,-0.3749312,-0.6380024,-0.116428,-0.09036421,-0.22128776
-0.03213179,-0.28752124,-0.60587525,-0.19898419,-0.12351929,-0.09538513,-0.56508064,-0.46175158,-0.45457602
0.16754083,0.5221237,0.068278044,-0.18494633,-0.14136799,-0.031062722,0.021238804,-0.1387085,-0.2789232
-0.27339345,0.032993324,-0.23736052,-0.08573403,-0.173916,-0.033205956,0.0789218,-0.07294379,-0.21423323
-0.34655523,0.06425905,-0.11040384,-0.12730467,-0.07705817,-0.14108354,0.088385455,-0.33377612,-0.2864411
0.2789659,3.238717,0.7195546,-0.21082291,-0.21506792,0.23154175,-0.3447898,-0.43173963,-0.36102656
-0.83452755,-0.22717428,0.41070718,-0.10498576,-0.04961783,-0.20849527,-0.033324428,-0.32998562,-0.111960694
-0.36813816,-0.10280009,-0.09672076,-0.19230407,-0.20410632,-0.13502322,-0.03786232,-0.47291362,-0.10611903
-0.08125506,-0.3555928,-0.002416603,-0.11201947,-0.083637156,-0.22338328,-0.62002385,3.0637732,-0.3476711
-0.3345096,-0.251081,-0.2909048,-0.25841644,-0.3301174,0.060427204,-0.25460666,-0.21218224,-0.32169083
-0.3961365,-0.42234612,0.06288346,-0.23694983,-0.29157537,0.019665938,-0.12656859,-0.16033092,-0.2479417
-0.36725086,0.5493255,-0.2603999,-0.22975785,-0.2083279,-0.08060194,-0.002302043,-0.2748073,-0.21697089
0.003190994,-0.22011149,-0.19546771,-0.30626678,-0.18112783,0.16692339,-0.15862137,-0.33134192,-0.064676575
-0.12333904,-0.37913328,-0.23600413,-0.20613798,-0.15777105,-0.13690588,0.1436956,-0.33069366,-0.42908612
-0.18162334,0.1481182,0.49013963,-0.047365338,0.16082796,-0.39602137,0.076183006,-0.34213668,-0.27191016
-0.19882114,-0.5263774,2.1447408,-0.3252645,-0.24276339,0.17020844,-0.18672231,-0.14921674,-0.36885297
-0.3583875,-0.22199261,-0.17711231,-0.24596672,-0.10394896,0.12957674,-0.5921231,2.7238162,-0.30046687
-0.1984824,2.4348373,-0.24133627,-0.19939241,-0.3021737,0.2518453,-0.19554034,-0.31861305,-0.1724045
-0.12815136,-0.2658909,-0.83390105,-0.23554796,-0.22540218,-0.03169589,-0.8149636,-0.58941066,3.7754288
-0.23748119,0.25619498,0.40076303,3.0214682,-0.5185069,-2.1664438,-0.0438026,-0.21488741,-0.17184012
-0.22398582,-0.001032196,-0.21175498,-0.25469613,-0.07319382,-0.11498004,3.74364,-0.42014062,-0.37567222
-0.22200331,-0.046534475,-0.21982613,-0.15545742,-0.097794555,-0.116878316,0.022178067,-0.24774006,-0.3513961
-0.2993629,0.021197073,-0.2653169,-0.22294763,-0.248167,-0.04562972,-0.010207124,-0.11937961,-0.19937953
-0.07677213,-0.5638068,-0.22191611,-0.41021198,-0.64843273,3.200109,-0.26992178,-0.22764908,0.10132625
-0.13220038,-0.45052302,-0.71777225,3.0266123,-0.5493476,-2.1723714,-0.014305051,-0.091227315,-0.26658458
-0.42148113,-0.60878456,-0.71219754,-0.37303078,-0.62685394,3.284441,-0.12887783,-0.3084072,-0.102561496
-0.53404284,-0.2308097,-0.66062003,-0.21038544,-0.08489636,0.14605209,-0.62062204,2.938529,-0.3248572
-0.3210073,-0.4005419,-0.71911216,-0.103468746,-0.14666733,-0.16063683,-0.7696773,-0.66620255,3.9594965
-0.31079352,1.5251195,-0.20671038,-0.23216724,-0.1795043,0.35329,-0.32996666,-0.46993193,-0.37705603
-0.23297626,-0.8800758,-0.22839236,-0.14656848,-0.2775905,-0.09379797,-0.31810263,-0.19912714,-0.41737276
-0.21283393,-0.5826604,0.16390002,-0.21612094,-0.19891223,0.058743358,0.034687154,-0.3051048,-0.21842565
0.1341656,-0.48147714,-0.11440681,-0.16998883,-0.18852918,0.18730353,-0.74623656,-0.6016122,3.8549802
-0.22959663,-0.10690794,-0.15501499,-0.2824315,-0.10986671,0.08983353,-0.3202735,-0.4613577,-0.37441686
-0.14063375,0.04347781,2.947834,-0.349882,-0.2257537,0.26025394,0.08317828,-0.3332924,-0.1615066
0.11398217,-0.49518785,0.15003818,-0.050897963,-0.09875591,-0.2455062,-0.17001554,-0.34066656,-0.18948692
-0.32120925,-0.2651967,-0.22900069,-0.21574351,-0.20450392,-0.14337757,-0.2776107,-0.16500291,-0.46752742
-0.21031222,0.006636687,-0.2215519,-0.20037124,-0.106949486,-0.008936084,-0.6815262,3.1823282,-0.35342938
-0.49222058,-0.08642809,-0.124492005,-0.51965237,4.9645624,-2.265625,-0.084290415,-0.081474476,0.017054006
-0.20504564,-0.4106786,-0.2266462,-0.34241322,-0.21764515,-0.109390296,-0.34461495,0.788833,-0.15850794
-0.026745044,0.7521576,0.23387031,-0.8415043,5.7119575,-2.5410292,0.07041247,-0.09467152,-0.20478748
-0.28303075,-0.24439254,3.3291898,-0.2976895,-0.17220902,0.038005292,-0.01600445,-0.25946164,-0.09677867
-0.20420307,-0.16873041,0.005575106,-0.29515165,-0.27077928,0.58072,-0.81735253,-0.6777279,4.0405006
-0.1739648,-0.12949847,-0.29991722,-0.16327412,-0.1874299,0.123342715,-0.48629546,-0.6704054,-0.41794914
-0.34031942,-0.061863706,0.104661375,-0.13289881,0.14117981,-0.3292805,-0.083125025,-0.43303043,-0.22566317
-0.31841666,-0.34536457,2.4509897,-0.23743008,-0.10949537,0.04262771,-0.050276287,-0.23539189,0.1967523
-0.41991073,3.1032996,-0.41463983,-0.23907004,-0.2275008,0.31542116,-0.3336419,-0.23889396,-0.30645898
-0.4119781,2.3194017,0.34781295,-0.22967711,-0.17176788,0.3465558,-0.2887358,-0.32215545,-0.15164933
-0.002787978,-0.009334296,0.049599856,-0.11746681,0.005617047,-0.2612111,-0.04906502,-0.2844184,-0.22336352
0.0894907,0.08877966,-0.45231554,-0.10002211,-0.10282893,-0.23326413,0.004310116,-0.18815103,-0.24767986
-0.27415586,-0.14578588,-0.23352012,-0.13025078,-0.36278117,-0.19249685,-0.16500944,-0.2867093,-0.12752672
-0.41327786,-0.2218877,-0.56107366,2.7365625,-0.37181935,-0.6295049,-0.14035223,-0.06143114,-0.24116509
-0.50391394,0.15061435,-0.008825038,-0.055539746,0.11450539,-0.10435754,0.19060561,-0.22461188,-0.33156094
-0.32852122,-0.11787352,0.1982762,0.043287896,0.12954076,-0.16173112,-0.18606952,-0.4560182,-0.09135627
-0.37704498,0.29577464,-0.6191517,-0.30474758,-0.17401336,-0.008802217,-0.6468542,3.2201033,-0.37051463
0.43959033,-0.6741328,0.10854436,-0.2572598,-0.001622872,-0.12927249,-0.17542417,-0.010823432,-0.27427676
-0.28302652,0.7223376,0.30028003,2.6319897,-0.247825,-0.6247087,0.10236697,-0.24348077,-0.2615628
2.4210324,-0.508074,-0.37437883,-0.19754729,-0.3371818,0.027290318,-0.3369914,-0.5003971,-0.45705205
0.13115206,1.8998942,-0.2797705,-0.29643604,-0.23358229,0.063531585,-0.33487025,-0.47568828,-0.34755483
