Shared topic 4,Shared topic 5,Shared topic 6,Shared topic 7,Shared topic 8,Shared topic 9,Shared topic 10,Omics 1 private topic 4,Omics 1 private topic 6,Omics 2 private topic 5
0.1429397,-0.030860351,-0.3259256,-0.015355688,-0.44872373,-0.4546465,-0.2753958,4.084175,3.7049162,-0.33762613
0.00269172,-0.07484321,0.12851386,-0.3300259,-0.11987384,-0.3545308,-0.05827079,-0.40514514,-0.23305862,-0.11343102
-0.10100548,0.025897212,-0.09155311,-0.3825857,-0.28518644,-0.00449802,-0.2565785,4.7599044,5.4244905,-0.20571005
-0.58851695,-0.32924935,-0.44645765,-0.5375326,-0.21129698,3.4264688,0.07298816,-0.4045518,-0.24691963,-0.04581142
0.3756916,-0.3818548,-0.1489662,-0.7301229,-0.09723711,-0.34571794,-0.04027784,-0.35251036,-0.26572013,4.1059217
-0.05203581,-0.64184356,-0.0964354,-0.038866855,-0.34144628,0.16184527,-0.15392543,-0.3199063,-0.23211609,-0.12884483
-0.42559806,-0.12882271,-0.16826032,0.15382186,-0.42052054,-0.07265902,0.2570378,-0.42548493,-0.18392001,0.029629491
-0.14481458,-0.95314395,-0.35186046,-0.55000126,-0.09958365,3.0695643,-0.26977918,-0.40074646,-0.272667,-0.1017247
3.6500401,0.28506476,-0.09378661,-0.20607015,-0.3011469,-0.12649253,-0.72053385,-0.26623955,-0.20311739,0.041340083
3.4814942,-0.9815255,-0.07456529,-0.10718691,-0.16891867,-0.30281243,-0.3127926,-0.3670179,-0.23846553,-0.41429338
-0.09890436,-0.4840309,-0.23502679,-0.23210093,-0.23353282,-0.5262209,0.10069656,1.6210454,0.44883743,-0.17472832
-0.23861292,-0.38289323,-0.2212361,-0.3556973,-0.37663248,-0.295164,0.076900795,-0.37440687,-0.1690406,-0.21979962
-0.236004,0.077759445,-0.1391325,-0.32062495,-0.38040683,-0.08743908,-0.32312873,-0.54758614,-0.17778337,-0.2640012
-0.14945026,-0.2985938,-0.28761518,2.3361297,-0.33664358,-0.33732703,-0.18939868,-0.34358364,-0.211035,-0.7432676
0.087047435,-0.2655611,-0.35449156,-0.57049453,-0.34785956,-0.38948482,-0.4614181,-0.24425492,-0.17210524,-0.17791884
-0.35746402,-0.19701485,-0.30428666,0.7604712,-0.26172414,-0.035680033,-0.19352181,-0.3452797,-0.12254826,-0.106826834
-0.29550418,-1.0875018,-0.510465,-0.28159177,3.0023067,-1.0128604,-0.5166242,-0.39741737,-0.26808846,-0.3384339
-0.33662716,-0.19926398,0.08114488,0.37416577,-0.3325782,-0.01779541,-0.30926734,-0.36679935,-0.18924505,-0.24641958
-0.19046754,-0.3214894,-0.54507655,3.8174117,-0.34643418,0.36269152,-0.20930912,-0.29325268,-0.128624,-0.5031321
-0.27155676,-0.3020949,-0.2754324,-0.3759298,-0.29469123,-0.15183426,1.2842622,-0.32155085,-0.28062063,-0.4767916
2.4503558,0.3038667,-0.41824055,-0.084679276,-0.16499108,-0.3797728,-0.331909,0.6547581,-0.40190658,-0.23155428
-0.2069464,-0.01089599,-0.20307814,-0.24830464,-0.26396078,-0.5252696,-0.33305544,-0.13752082,-0.036652956,-0.31259486
-0.33865398,0.215657,-0.59479785,0.001538068,-0.37802547,-0.010173768,0.22128817,0.30882195,0.037390027,-0.17086817
-0.18738247,0.24186589,-0.31544393,-0.11652477,-0.31257764,-0.25668633,-0.25472468,-0.44438103,-0.31259197,-0.13326845
-0.47545442,-0.23328254,-0.82537407,-0.3570344,-0.37329876,-0.48449898,2.9974751,-0.35556474,-0.1960393,-0.5959466
-0.39955062,3.5933344,-0.6232085,-0.45379022,-0.28061402,0.15391263,-0.41869038,-0.1248341,-0.21913427,-0.21846573
0.37174734,-0.25236046,-0.3074443,0.08918099,-0.18603337,-0.5636192,-0.20392121,-0.29713494,-0.13915065,-0.24072884
-0.47930333,3.9863992,-0.09245915,-0.119532675,-0.32704958,-0.5147336,-0.04259783,-0.1404534,-0.18884584,-0.22262406
-0.7801796,0.72948885,-0.4488675,-0.029548913,-0.26416236,0.5755194,-0.55337715,-0.21423581,-0.23458457,3.9497557
-0.6452775,0.14258476,-0.63908905,-0.496554,-0.2650269,3.6414776,0.19352485,-0.4039228,-0.14783989,-0.05262837
-0.6317939,-0.41959324,-0.43480107,-0.11518545,-0.5247425,3.5606666,-0.8923552,-0.4234281,-0.2192702,-0.14345366
-0.47496948,-0.7484008,2.997546,-0.016556785,-0.3408569,0.40620017,-0.5153252,-0.21194087,-0.13971868,-0.48922905
-0.63856196,0.003602289,-0.17035624,-0.36657965,-0.24978276,-0.3160011,-0.28278396,-0.36027724,-0.2356486,-0.21537636
-0.3257948,0.05314833,-0.29689202,-0.16191164,-0.34979117,-0.14527425,-0.43662477,-0.3587893,-0.23333831,-0.27845433
-0.045339067,-0.21331468,-0.22413868,0.27653912,-0.34122267,-0.0874105,-0.098558955,-0.28512567,-0.13734992,4.021417
-0.23231101,-0.1889484,-0.4690181,-0.527997,2.5377853,-0.6982128,-0.5159091,-0.4019515,-0.27752736,-0.469936
0.43541974,-0.12471172,3.846888,-0.3599568,-0.32143763,-1.1300982,-0.94365704,-0.24611028,-0.26696673,-0.48990124
-0.30123195,0.01840067,3.8543463,-0.18511926,-0.48785308,-0.26029786,-0.3088245,-0.23754163,-0.24075158,-0.46532542
2.4235265,-0.17142938,-0.3359322,-0.001172558,-0.44075269,0.20528625,-0.26964968,-0.3480741,-0.24465902,-0.31980065
0.03761302,0.008475214,-0.39359486,-0.1920506,-0.3205315,0.10104619,3.5400863,-0.21337856,-0.16282418,-0.18672754
-1.0517261,-0.2168587,4.0679717,-0.50942135,-0.33058047,-0.38990742,-0.354118,-0.20506059,-0.22283073,-0.44010964
-0.19214958,0.10200261,-0.17236888,-0.40916473,-0.3257575,2.7392426,0.02725669,0.029511616,-0.23575312,-0.26848918
-1.0024441,-0.84256774,-0.5193371,-0.43243566,3.186872,-0.14827839,-0.054704487,-0.4294304,-0.21697299,-0.28696197
3.925929,-0.34589696,-0.242576,-0.3042844,-0.30311126,-0.42247897,-0.2649908,-0.25156787,-0.18938754,-0.24266267
-0.06935391,-0.026822,-0.22977282,-0.2546808,-0.23655479,-0.10088329,-0.17398757,-0.35432604,-0.3065865,0.025906783
3.0444818,0.09280655,-0.340401,-0.324385,-0.31880823,0.07981962,-0.10205691,-0.27040946,-0.19808142,-0.51425725
3.7851572,0.010892317,-0.262747,-0.16425875,-0.2367916,-0.90977275,-0.43595442,-0.27276385,-0.24524957,-0.2729887
-0.18543915,0.009960979,-0.13258567,-0.024576494,-0.397991,-0.09197889,-0.25308704,-0.22250637,-0.021681627,-0.22948971
-0.35955763,-0.31636822,-0.61522585,-0.47213513,-0.56510854,-0.45056662,-0.8860994,-0.33627298,-0.2143486,2.9529245
-0.6664758,-0.17248997,-0.3805878,-0.044153407,-0.24186936,-0.2975432,-0.09890615,2.7285147,3.2307756,-0.28676674
2.21772,0.27277562,-0.13762137,-0.19619961,-0.30690008,0.5779854,-0.068305396,-0.12888463,-0.6695224,-0.10928561
-0.6717882,-0.29123414,-0.32784426,3.3218088,-0.50443435,-0.5561923,-0.24313866,-0.33423972,-0.21074273,-0.6389847
-0.060058303,-0.613693,-0.04187341,0.11649831,-0.3317653,-0.13334312,-0.09396222,-0.3026094,-0.1705987,-0.08521312
-0.20766833,-0.4956812,0.09158863,-0.019031242,-0.2635414,0.52134526,-0.22121489,0.18128267,-0.626611,0.024079768
-0.116264105,-0.21526977,-0.49195367,0.22946085,-0.29890442,-0.4210562,0.20395029,4.845814,5.4052987,-0.31502837
0.09060994,0.24222024,0.021856517,-0.14035785,-0.32776707,-0.97940695,-0.42826974,-0.43697223,-0.21518564,-0.11226793
-0.09027417,-0.113939494,-0.21498871,-0.15900284,-0.2810101,-0.15157795,0.20484135,-0.35978794,-0.14882806,-0.21462718
-0.37231356,-1.0056525,-0.013954334,0.08117792,-0.43678033,-0.81223655,-0.084417835,0.37454447,-0.3159991,4.161294
-0.34687597,-0.4978696,-0.37591547,-0.51719147,-0.38368392,3.7115688,0.21606684,-0.4307554,-0.14388506,-0.30315936
-0.31609863,0.2825047,-0.37726495,-0.5889975,-0.2769401,3.718264,-0.51590437,-0.4614451,-0.1863244,-0.2409672
-0.57645494,-0.91145307,-0.30863264,-0.54359084,-0.2961272,-0.25431812,-0.022655712,-0.36512324,-0.19788958,-0.11744616
-0.74334586,-0.007141478,-0.34526694,-0.56959015,-0.24869892,3.1773984,-0.3998993,-0.36642924,-0.21694896,-0.22602037
-0.20560424,0.3416915,0.11265757,0.11758638,-0.31127852,-0.15440379,-0.43676594,4.594094,2.6011322,0.23448887
-0.18638481,0.22964975,-0.13592303,0.17376362,-0.4118357,-0.2616594,0.27884626,-0.4356905,-0.18308215,0.029577782
-1.2057664,-0.47382838,-0.47754014,-0.086679526,3.175618,-0.88790107,-0.5059556,-0.29307714,-0.18486057,-0.3816942
-0.18551178,-0.12153936,-0.051465183,-0.21446517,-0.034135934,-0.12265662,0.60701424,-0.2731369,-0.117079526,-0.13350937
-0.46103048,0.021406636,-0.23880002,3.2945032,-0.34123665,-0.63120985,0.22354493,-0.36623204,-0.22398165,-0.44469938
-0.33998594,0.002524525,-0.4131089,-0.20719296,-0.28109998,-0.15890814,-0.05780931,-0.116687395,-0.3126854,-0.20536064
-0.38722348,-0.28115964,-0.33813417,-0.3939869,-0.29890215,-0.37427807,0.07574043,-0.39113975,-0.13950372,-0.23088597
-0.33861193,-0.26779315,0.007234022,-0.56362176,3.1716738,-0.86353076,-0.5046632,-0.41846135,-0.3889738,-0.23184815
0.010094315,-0.9413624,-0.23861335,0.011290699,-0.15644534,0.059529677,4.1084023,-0.30601498,-0.36240706,-0.26790336
-0.73075825,-0.25495312,-0.31263986,-0.5237727,3.0570204,-0.5994146,-0.5619145,-0.35937816,-0.2402973,-0.35856542
-0.6026845,-0.38232687,-0.5251734,-0.49036446,-0.29245389,-0.20218164,-0.37407532,-0.2880694,-0.1766405,-0.30843905
-1.1426449,-0.30388597,3.4586205,-0.730263,-0.18280697,0.10703184,-0.5230589,-0.24064928,-0.24531728,-0.61346567
-0.35767207,-0.51755226,-0.58522105,3.6918206,-0.49524513,-0.04211688,-0.41041163,-0.35427752,-0.21626379,-0.49592993
-0.30471212,0.028057134,-0.45465153,-0.4333872,-0.32008547,0.4576064,2.63596,-0.33701655,-0.22485858,-0.34431702
-0.17828287,0.11665334,-0.51841193,-0.14439543,-0.3261844,0.09510363,-0.105509475,-0.27179208,-0.15216157,-0.38886344
-0.61050665,-0.56485635,-0.28411463,-0.124966726,-0.041827247,-0.12304346,0.06626259,-0.3046041,-0.18150558,-0.14632723
-0.12177901,-0.31386057,0.08393656,0.09557246,-0.25249955,0.08424717,-0.33676577,-0.15227097,-0.47048408,-0.16049212
-0.3070728,-0.48351318,-0.34033775,-0.49725634,2.654462,-0.35406965,0.02312088,-0.4009903,-0.23806266,-0.3788381
-0.45252672,1.9829575,-0.37512606,0.05136183,-0.35099784,-0.21766636,-0.357795,-0.28518605,-0.21810202,-0.113483824
0.12402584,3.8586135,-0.35316563,-0.33732164,-0.29892284,-0.6484018,-0.30659366,-0.39025643,-0.26027888,-0.26205406
-0.19515422,-0.29798472,-0.278161,0.3767743,-0.30185625,0.06420248,-0.19479164,-0.36145195,-0.1740431,-0.0863306
0.000302663,-0.27998108,-0.3873944,0.21424511,-0.39381614,0.15760699,0.34825605,-0.33857942,-0.19632159,-0.030155662
-0.01619019,-0.37858948,-0.093875095,-0.04710807,-0.39143586,-0.1739204,-0.04901459,-0.32379264,-0.2703684,-0.2081209
-0.3509969,-0.7660361,-0.11457363,-0.20658602,-0.31654394,-0.663655,-0.7174287,4.708002,5.3882384,-0.60200703
-0.21165746,0.19114725,-0.3280169,-0.43539503,-0.2555926,-0.44233942,-0.26466453,-0.31742808,-0.21162333,4.027424
0.14897296,-0.050622527,-0.107069656,2.520768,-0.40604517,-0.025368012,-0.48184875,-0.3503819,-0.2485421,-0.44011092
-0.1032644,0.11632252,-0.30131602,-0.56414276,-0.24436453,-0.39138386,-0.7718395,-0.21387793,-0.25043997,4.005849
0.22701953,-0.518734,-0.031312272,-0.5022117,-0.37151945,0.15973425,0.14965329,-0.369384,-0.24368954,-0.045412384
-0.21355821,0.0477605,-0.14825687,-0.2780435,-0.21351132,-0.09021483,-0.01765062,-0.22301522,-0.21784115,3.8992777
-0.2567592,0.5074485,-0.2205359,-0.4244687,-0.45465678,-1.6448978,-0.30095404,-0.36474103,-0.26121393,3.849
0.41182688,-0.3832367,-0.25728148,-0.104962215,-0.2506914,-0.28154993,-0.2600824,-0.3570613,-0.23295905,-0.15566964
-0.45889366,0.16931425,-0.2492087,-0.622155,0.15914817,-0.108615234,-0.49825895,0.40546098,0.08820899,-0.05832771
-0.6742271,1.6245236,-0.27176696,-0.33465505,-0.3454513,-0.32358336,-0.37939128,-0.2726835,-0.2170175,-0.29404098
0.39421374,0.022149373,0.11675826,0.18228514,-0.08817651,-0.16060284,0.1518394,-0.19419643,-0.18120216,-0.264174
-0.37294972,-0.19420321,-0.66033494,3.4480023,-0.4207273,-0.6101014,-0.61297476,-0.39293215,-0.20716448,-0.75704694
0.46147943,4.000798,-0.18018961,-0.3646199,-0.2634199,-0.19690645,-0.120047316,-0.20155625,-0.22032177,-0.09196359
-0.08888967,0.6118753,-0.4220709,-0.21210055,-0.27796006,0.22035891,-0.4816963,1.8437238,0.46487305,-0.16061623
-0.1012812,-0.05030539,-0.28558987,-0.20873544,-0.26282126,0.065392196,-0.20048192,-0.30839545,-0.03091966,-0.1670923
-0.59249467,-0.6137551,-0.3490327,-0.44282147,2.0851657,-0.41852507,-0.32171428,-0.041098792,-0.25941288,-0.46176544
-0.11430937,-0.08306743,-0.2221687,-0.315361,-0.32821998,-0.07345248,-0.2571596,4.282614,4.625959,-0.45754695
0.17760535,-0.10455894,-0.1691915,-0.02795729,-0.35516512,-0.16998601,-0.26428008,-0.35913548,-0.1697956,-0.19303131
-0.2881614,-1.0987589,-0.49699378,-0.35511437,2.9364312,-0.5848477,-0.47251406,-0.42117655,-0.23947869,-0.37454462
-0.3278932,-0.75322825,0.018218637,-0.71876657,2.4682505,0.30207795,0.02503673,0.051913332,-0.4687801,-0.13663033
-0.063168876,-0.31709448,-0.37668848,-0.48486653,-0.3712057,0.6149671,-0.3659642,-0.2928978,-0.19652338,-0.018162627
-0.28243506,-0.19548707,-0.22546533,-0.23788585,-0.40353316,3.751772,-0.17208625,-0.4078639,-0.02560692,-0.2653281
-0.06490966,-0.24667801,-0.4811576,2.8773842,-0.37858725,-0.42621684,-0.21392821,-0.3827367,-0.20789719,-0.64011407
2.8165548,-0.0416513,-0.45537537,0.35889545,-0.5226179,0.2961071,-0.44107383,-0.23817176,-0.25580376,-0.14165829
-0.21711785,-0.5151057,-0.35380235,0.69031525,0.032246947,-0.3502679,-0.41963166,-0.27394354,-0.13687368,-0.13850264
0.17033991,-0.3941346,-0.26162985,-0.21918732,3.0034928,-0.098418415,-0.0801219,-0.3643382,-0.2747455,-0.35194808
-0.10301266,-0.36292166,-0.35486615,-0.28758025,-0.29682437,-0.11460616,-0.41789228,-0.28851208,-0.35532504,-0.076943055
-0.33391088,-0.36034587,-0.542598,-0.267325,3.3199654,0.3196347,-1.0437883,-0.3724094,-0.302053,-0.2953303
-0.2162393,-0.06052145,-0.27655005,-0.12563074,-0.21061508,-0.21488605,0.19114356,-0.2989122,-0.18705083,-0.19997033
-0.016235583,0.000209484,-0.1145485,-0.30559734,-0.32538748,-0.051912062,-0.8142774,4.795208,5.4057713,-0.33065817
-0.20636939,0.17246966,0.23703265,0.19624472,-0.48804086,0.31382856,0.003819093,-0.3531453,-0.21554415,4.363799
-0.27920628,-0.37976864,-0.106862515,-0.31523204,-0.15342817,0.42204994,0.29520702,-0.29992935,-0.37712175,-0.16198298
-0.11578045,-0.19911331,-0.22816986,0.26903588,-0.28130493,-0.10027534,-0.15836214,-0.27210382,-0.3616625,-0.104910724
-0.11602286,2.1820388,-0.36803836,0.002653346,-0.43858448,-0.007074051,-0.17724001,-0.3304103,-0.24713583,-0.17280704
0.010458253,-0.2183171,-0.3268582,-0.53694093,-0.36060542,-0.3344242,-0.4118012,-0.22463661,-0.168174,-0.0371047
-0.5236886,-0.4537202,-0.3925631,-0.6166199,3.1735344,-1.020509,-0.20574571,-0.384376,-0.29185244,-0.3482694
-0.39683467,-0.2411949,0.47888836,-0.05497151,-0.42436397,-0.9149611,-0.081625596,-0.3940854,-0.12082623,-0.40902436
-0.5821061,-0.54447913,-0.36150983,2.9006777,-0.42017704,-0.44767398,-0.29626194,-0.36035755,-0.21253385,-0.5204879
-0.044175472,0.5397289,-0.059122875,-0.1546113,-0.4562166,-0.3829559,-0.6885986,0.4214742,-0.4915081,-0.14912611
0.34393942,-0.4375012,0.34757638,2.3947678,-0.5022358,-0.74843955,0.25903213,-0.015136072,-0.41883528,-0.673628
0.43612593,0.44426405,-0.032266513,-0.38249892,-0.32216382,1.0554694,0.2089852,0.13980892,-0.32464334,-0.26492918
-0.17590922,0.12886474,-0.116273604,-0.4693048,-0.23583868,-0.45500413,-0.25280142,4.731196,5.3976345,-0.30422646
0.13519716,-0.38194412,-0.45910886,-0.016540408,-0.31190157,-0.18925244,-0.25718787,-0.29496577,-0.15709509,-0.03286292
-0.31163752,3.695893,-0.33417493,-0.4416647,-0.31817764,-0.48406488,-0.52818906,-0.24585749,-0.20897365,-0.21078287
-0.11013609,-0.55180097,0.048883244,-0.64319974,3.1170793,-0.874283,-0.58370054,-0.4162969,-0.37119037,-0.12620622
-0.17189321,-0.28668067,-0.23903728,-0.07882417,-0.37896675,-0.1127294,-0.04166896,-0.44440526,-0.13884078,-0.18417308
-0.54824007,-0.6458804,-0.116114944,0.13730608,-0.54401577,-0.017282069,0.1276525,-0.40657586,-0.13949007,-0.086405054
0.136635,-0.51564306,-0.2250987,0.08427309,-0.32253575,0.12939478,-0.06806568,-0.44504023,-0.22000687,-0.17688687
-0.33696967,0.03546287,-0.59439784,-0.83284247,3.226706,0.019521683,-1.1130922,-0.42317462,-0.158731,-0.41414693
-0.21464294,-0.37870866,-0.23063897,0.049378052,-0.37223974,-0.23693393,0.18306237,4.461202,2.2040763,-0.22308585
0.050745923,-0.5482278,-0.35075748,-0.58104235,-0.4027381,3.6424186,0.026582941,-0.42584848,-0.28227228,-0.2916385
3.548925,-0.11224112,-0.19958669,-0.38964906,-0.37353927,0.07200286,-0.13949966,-0.33402115,-0.24209699,-0.35849488
0.016840063,0.042009078,-0.16866381,-0.29841667,-0.3490214,-0.07930455,-0.12689032,-0.346424,-0.30339402,-0.35388172
-0.15290579,0.13132897,-0.14931984,-0.5503014,3.0588183,-1.0252324,-0.20505074,-0.39198923,-0.28485066,-0.44780692
0.29671544,-0.14183836,-0.44645184,-0.29696667,-0.37007546,-0.2258809,-0.1663703,-0.3101328,-0.30585125,-0.24508218
-0.047667444,-0.23329529,-0.2676418,-0.24528709,-0.3566835,-0.23595378,0.018289208,-0.39479953,-0.26046753,-0.29615733
-0.06507622,0.012764305,-0.16701421,-0.29193652,-0.314429,-0.21976025,-0.22889635,-0.28728357,-0.25280336,-0.27093047
0.48499182,-0.13175184,-0.3916308,-0.6245714,-0.33924675,2.7209954,-0.037735395,-0.4766356,-0.28117004,-0.27016297
0.29424468,-0.057686623,-0.10251469,-0.44624168,-0.29243833,0.18653761,0.24304825,-0.38826877,-0.15027076,-0.03389555
-0.5237005,-0.008391574,-0.5374577,-0.6439941,-0.31696263,3.7148137,-0.4051328,-0.47339976,-0.39579782,-0.13379848
0.35772958,0.12575316,-0.3291706,-0.09272024,-0.31839097,-0.38664353,-0.3917097,-0.2956463,-0.20970209,-0.20045187
-0.3806631,-0.1742186,-0.15600488,-0.27960312,-0.27305675,-0.16314274,-0.15579957,4.7102795,5.3944545,-0.21698816
0.1073433,-0.4070647,-0.022374175,-0.7151773,-0.48719704,0.5738357,4.1002207,-0.3540372,-0.19696246,-0.3243069
-0.20887035,-0.35917372,-0.28992903,-0.70001113,0.01442875,-0.78873897,0.26761395,-0.33179587,-0.21109667,-0.025383234
-0.8023746,-0.5418016,3.686501,-0.7736063,-0.16766231,-0.12388718,-0.4730792,-0.230796,-0.24006796,-0.5531673
0.013796333,-0.52372736,3.6766768,-0.42520207,-0.51489204,-0.67265046,-0.33892757,-0.26985505,-0.24317858,-0.30368823
-0.2370827,-0.3115867,-0.102466136,-0.4145351,-0.29222304,-0.27341446,-0.20424175,-0.3621626,-0.22401871,-0.36020836
-0.3470382,-0.31409463,0.000750728,0.4140761,-0.22567542,0.15161985,-0.089117795,-0.28919473,-0.22151126,-0.38360065
-0.088655666,0.21017964,-0.1208401,-0.54430836,-0.21291745,-0.15822773,-0.39561975,-0.36303446,-0.20819345,-0.21508257
-0.067238435,0.004374325,0.110123165,0.2144457,-0.36381578,-0.20383713,-0.042630814,-0.43765756,-0.0785826,-0.0503108
-0.276634,-0.2629223,0.5274744,-0.5193529,-0.18674004,0.8500234,0.32606298,-0.39597228,-0.18814315,-0.14396937
-0.012425959,0.10997159,3.8991263,-0.2672124,-0.31627542,-0.93680716,-0.46234214,-0.21698469,-0.31460527,-0.49425128
0.14665303,-0.000144832,-0.59054494,-0.68554413,-0.5289928,-0.42564604,-0.7258272,-0.25144595,-0.30535516,4.1086793
-0.040718377,-0.054219548,-0.13322061,1.114518,-0.3130881,-0.34979093,-0.39868057,-0.33300993,-0.2682298,0.099768974
0.09733018,0.09312963,-0.11556436,-0.32828316,-0.34820944,-0.056509934,-0.06810813,-0.32100254,-0.3143558,-0.3869335
-0.29662842,-0.48391652,-0.09222064,0.05609888,-0.16335241,-0.6574236,0.33134335,4.6995964,5.3687916,-0.19805835
-0.2338753,-0.5648232,-0.32416546,-0.41712826,-0.26564148,0.028052196,-0.23476642,-0.29511023,-0.2804507,-0.19207114
-0.91327983,-0.25158754,-0.50122964,-0.7618252,-0.43726596,-0.14909565,3.655797,-0.20478259,-0.16076973,-0.31119326
-0.12293883,-0.08869694,-0.31610548,-0.39297038,-0.3334528,3.6507356,-0.19403103,-0.48470604,-0.3223516,-0.18429613
-0.3474381,0.30892658,-0.37089056,-0.49078822,-0.2996039,3.520883,-0.39371282,-0.43316704,-0.21099451,-0.28846923
-0.11678071,-0.30634433,-0.05515238,-0.28760016,-0.34490746,-0.10672152,-0.3598228,-0.30116755,-0.31514418,0.031279575
0.03703457,-0.33011797,3.7653747,-0.26114666,-0.27140456,-0.10337916,-0.2289274,-0.2755081,-0.3042298,-0.6281188
-0.46085262,-0.45565864,-0.5211642,-0.50318605,3.291841,-0.3107034,-0.52191246,-0.40639356,-0.2939299,-0.3313466
-0.29592586,-0.4505576,-0.30772325,-0.30961597,-0.28271636,-0.28079197,-0.24338949,-0.32539105,-0.2627394,-0.3906082
0.23634148,4.054306,-0.23805068,-0.35508204,-0.33334202,-0.5359899,-0.2071236,-0.35503003,-0.24718677,-0.2346163
-0.206001,-0.11283274,-0.2907686,-0.3953978,2.9544888,-0.64666015,-0.20626447,1.4612206,0.07596941,-0.26319653
0.11654484,0.6312159,-0.010140583,-0.022442564,-0.2141599,0.13368687,0.045898523,-0.3155869,-0.17272091,-0.060571257
-0.1453296,-0.26145726,-0.052426457,0.052468583,-0.40733433,-0.3930198,-0.30048698,-0.17799404,-0.21353655,-0.14938293
-0.03950759,-0.0773337,-0.36951616,-0.31520712,-0.27006185,-0.004526213,0.1354744,-0.36738172,-0.11730228,-0.2049716
2.6388628,-0.3890858,-0.08724856,-0.024349138,-0.44185778,0.37539074,-0.31682196,-0.42685592,-0.27034923,-0.17392012
-0.00546059,-1.0279047,-0.28406125,-0.60591555,-0.058300883,-0.37510842,3.9620366,-0.3332266,-0.23041865,-0.36184546
-0.3137457,-0.32274795,-0.3792169,-0.42118698,-0.3373048,0.16052823,-0.18945788,-0.35574389,-0.18992925,-0.20632781
-0.45139736,-0.25016844,-0.345555,3.2969694,-0.65503407,0.40822613,-0.24091354,-0.39394742,-0.22424532,-0.5930972
-0.49669054,-0.39112848,-0.086625606,0.017388642,-0.31099254,0.49713853,0.2361431,0.4612785,-0.575003,0.05520374
1.9684206,-0.45806545,0.07777347,-0.55092776,-0.4136715,-0.030926008,0.45011532,1.3208913,0.18810885,-0.15512334
0.36972952,-0.042452995,-0.22654638,-0.31114817,-0.36487424,-0.15782458,-0.2537413,-0.3461852,-0.21427478,-0.24655238
-0.17395394,-0.6123378,3.6893377,-0.30484387,-0.4322729,-0.053717755,-0.4563179,-0.27124357,-0.24354254,-0.33474594
-0.12689845,-0.43241858,-0.32127145,-0.40947405,-0.39357132,0.09338039,3.594576,-0.323141,-0.20918798,-0.25305578
3.4889972,-0.005778045,0.015253276,-0.3201909,-0.23984195,-0.33526266,0.18558475,-0.2945357,-0.23846032,-0.016251698
-0.51398575,0.24110901,0.19565512,-0.4413035,-0.01998027,0.6084389,0.1774747,-0.17519428,0.5980187,-0.18147863
-0.29327488,3.7875392,-0.49845764,-0.46246272,-0.28065827,-0.13488062,0.14139813,-0.20858221,-0.2337893,-0.001342564
-0.2420224,2.287286,-0.16793096,-0.45244652,-0.22739011,0.10351502,0.2264806,0.009249385,-0.41372657,-0.30934995
-0.7556324,-0.22258277,2.9088144,-0.6235533,-0.30889827,-0.18550476,-0.49457294,-0.2753023,-0.30425572,-0.21999015
0.22641556,-0.28473973,-0.33822706,-0.012555897,-0.32575348,3.5500188,-0.044240937,-0.38492876,-0.16065295,-0.18049364
-0.14574009,-0.3038541,-0.07382705,0.15453647,-0.3976043,0.2110836,0.13895479,-0.08145827,-0.19737023,-0.33524147
0.35345793,-0.41337773,-0.47850895,-0.8400134,-0.27374536,0.04533508,3.8445516,-0.24863799,-0.21645072,-0.3109012
0.2152028,-0.9103176,0.51739347,2.5369158,-0.25555208,0.018881587,-0.39674866,-0.003228959,-0.36970997,-0.55171937
-0.50817484,-0.30730963,-0.10126364,-0.45835862,-0.2836845,0.011242919,-0.36816207,-0.29613736,-0.19167611,-0.16086476
-0.4853248,-0.057548404,3.6055248,-0.580788,-0.4743756,-0.16259612,-0.10676757,-0.24579044,-0.24274802,-0.4073645
-0.17703557,-0.18874197,-0.15169115,-0.2424548,-0.21645835,-0.09931348,-0.16221586,4.3393965,4.6722755,-0.34178358
-0.112547435,-0.35768473,-0.15789253,-0.59389603,-0.15136966,-0.045660228,0.12522583,-0.35825968,-0.13185081,-0.23923352
-0.03381105,-0.29988617,-0.23182145,-0.19192149,-0.24422458,-0.1788218,-0.060742628,-0.2719035,-0.3190745,3.411435
-0.29292822,-0.12566799,0.27245197,-0.0822449,-0.34225857,0.067535214,-0.19178076,-0.24029365,-0.1163011,-0.15765186
3.132227,-0.43768615,-0.10075942,-0.5029966,-0.41972986,-0.046076085,0.5089366,-0.28645718,-0.18755747,-0.1962724
0.011298157,-0.24555504,-0.6280761,-0.6759293,-0.29225376,3.3516066,-0.5545963,-0.43091252,-0.14102168,0.06308523
3.060268,-0.2755182,-0.3521256,-0.24927697,-0.370794,0.006268263,-0.32125226,1.233047,0.15724629,-0.34148633
-1.1578761,-0.085534185,3.7119827,-0.38325208,-0.2994414,0.122673824,-0.042311594,-0.2752095,-0.30428746,-0.2905205
0.21443821,-0.33028296,-0.3191173,-0.6552954,-0.35984385,3.639618,0.04142034,-0.48745692,-0.3102982,-0.18439882
-0.36549187,2.5097692,-0.37839493,-0.43194705,-0.47666872,-0.15470196,-0.027365714,-0.14225072,-0.22408323,-0.33635527
-0.17495854,-0.099085316,-0.15327466,-0.090022475,-0.35806072,-0.32486615,-0.132206,4.2062683,4.576947,-0.2737045
