,Shared topic 4,Shared topic 5,Shared topic 6,Shared topic 7,Shared topic 8,Shared topic 9,Shared topic 10,Omics 1 private topic 4,Omics 1 private topic 6
214,2.548568,-3.6435535,-1.1590157,-6.0948324,-5.696877,-3.343891,-6.4061594,-1.7689542,-3.670594
215,-0.7451741,-1.8093276,-0.4223107,-2.951329,3.1338866,-0.5668379,-4.55691,-0.7069932,-3.4139068
216,-2.333137,-3.6610787,2.580005,-1.968169,-3.745595,-5.189566,-1.3609976,-0.8068579,-3.7552679
217,-5.352739,-5.3416324,-0.40202525,2.584342,-5.1190906,-4.256572,-0.60791814,-1.819433,-4.2491465
218,-1.737808,-2.6976957,-2.5349889,-2.7666943,-5.151786,2.4896195,-4.4747887,-1.9148183,-3.2420714
219,-5.6974893,-4.7931566,-3.6713505,-4.753376,-6.067359,-4.6178765,-2.7866411,0.044946015,2.8501534
220,-0.19927713,-3.117719,-1.4762002,-2.408505,2.7461462,-4.893942,-3.0557966,-1.1005341,-3.8579178
221,-0.8106022,-0.20702857,-0.22882876,-1.8421115,3.370637,-0.97911745,-5.229664,-0.5888616,-3.5527973
222,-6.02581,2.459579,-2.4823217,-6.1987004,-0.639122,-0.13414425,-4.7053275,-0.58172715,-0.98289835
223,-1.1461656,-3.0340188,2.9787748,-4.8647733,-6.343014,-2.9744089,-6.6784143,-0.6712588,-3.781769
224,-3.741485,-5.626922,2.797871,-2.964346,-3.3492537,-0.9757825,-1.2786946,-0.23263612,-2.9927435
225,-3.5529816,-3.0782864,-3.4167278,2.454153,-5.122533,-5.82329,-2.4373775,-0.4017081,-5.2910852
226,-1.7281175,-2.5488517,-5.2142634,-0.9932307,-5.270385,3.0020664,-5.481332,-0.47358224,-4.8981576
227,-4.053916,-4.9491115,2.6407797,-6.722286,-5.40671,-5.88514,-2.9592378,-0.8994806,-3.2650528
228,0.07576573,-0.72320795,-1.4891135,-1.1199472,-5.406515,-5.158281,0.00992918,0.04129404,3.083368
229,2.7421024,-6.98847,-2.0060012,-4.7987585,-6.657927,-2.472702,-4.7262836,-0.6971051,-3.3779016
230,-0.4725917,2.4879615,-0.25336865,-5.978144,-5.442477,-1.120617,-0.65422755,-0.7585412,-2.1116824
231,2.9210038,-4.7442503,-4.274489,-4.289648,-0.6952636,-0.5702016,-0.2380422,-0.6788174,-2.68627
232,-4.2403,-1.2468972,-5.328705,-5.8326254,3.034887,-1.3489308,-5.946213,-5.6463323,-3.879975
233,-5.6730795,-5.3261957,2.9219685,-5.828914,-4.3949947,-2.5891669,-4.191933,-5.739751,-4.1412597
234,-3.4371097,-2.365889,-3.8821568,-4.7057695,-5.5150995,-2.5598884,2.7412605,-5.974864,-5.169529
235,-2.3283226,2.6386504,-2.344439,-5.3471622,-1.620326,-2.3363214,-4.783851,-0.5013275,-0.06855756
236,-1.1265851,-3.2433276,-0.4630123,2.7410796,-5.7921925,0.16487396,-1.3536892,-0.014675617,-4.106697
237,-5.908067,-3.545936,-0.4427765,2.8620613,-5.7890077,-6.0601287,-1.0696429,-1.0191419,-4.7698855
238,-1.1592932,-4.1832104,-6.215764,-1.4524502,-5.270498,-5.2685094,2.700792,-0.51014954,-4.254524
239,-5.1170297,2.5665934,-5.6061687,-0.23012641,-6.0366755,-5.378087,-4.238861,-0.43226177,-4.139147
240,-4.733071,-4.783749,-4.191674,-2.0808897,-3.7643487,2.7638597,-3.5630836,-0.70871466,-3.6851742
241,-4.5092955,-1.2972152,-1.5147098,-4.802443,2.846184,-3.112483,-2.9594855,-2.718052,-4.268199
242,-3.7637203,2.3486626,-0.8126921,-5.696737,-5.6595445,-0.7507347,-2.3217025,-0.8835286,-3.3925235
243,-0.54694664,-0.9780566,-4.427458,-3.8680544,-6.2826357,-1.3700771,-0.36568263,-0.46235734,2.717641
244,2.438918,-0.56568503,-2.571345,-4.1467915,-3.3699117,-5.7099566,-3.3071299,-1.7040819,-3.8939395
245,-5.2376857,-1.358876,-2.3607347,-5.767072,2.839349,-0.20218629,-3.0182667,-1.218054,-4.6819077
246,-2.3140216,-2.9621916,-0.5504163,2.7965808,-5.618265,-1.2378199,-0.7629088,-0.114858955,-3.396749
247,-4.3748817,2.4962492,-0.6131063,-4.9787893,-6.2605124,-5.1369224,-5.212379,-0.8588833,-3.893382
248,-4.7604065,-4.446248,-0.66570294,-1.6215411,-5.0155406,-3.804216,2.6990185,-0.55166554,-3.0525103
249,-2.2213902,-3.8141909,-5.421104,-4.2617598,2.7127101,-3.0774784,-1.666085,-0.5648648,-3.312379
250,-1.0864763,-3.6020024,2.5635772,-4.605735,-5.953505,-2.3142252,-6.0254884,-2.3800187,-4.0413723
251,-0.49480146,-2.5982828,-0.4506589,-3.9811049,3.010217,-1.7426699,-1.347798,-0.65943265,-3.147811
252,-2.0260882,-4.38054,-4.831332,-2.7489748,-5.5760717,-5.8787756,2.8005078,-0.73389935,-4.9851027
253,-1.9527469,-1.8946273,-3.0629094,-5.798551,3.175726,-6.120627,-4.639669,-2.246744,-3.4023373
254,2.8921144,-1.4378545,-3.8351812,-3.834914,-2.5525455,-0.7403228,-0.8172964,-0.62828577,-3.400432
255,-1.4042113,-0.20849788,0.054239452,-1.061142,-5.9391203,-4.021779,-5.842616,-0.5345364,3.1086125
256,-5.5228214,-4.439969,2.6806834,-5.4331737,-3.3533068,-4.2964725,-4.5241356,-1.2112137,-4.7545295
257,-4.3062763,-1.8986148,2.750422,-1.8497823,-2.2013047,-0.7738261,-1.2795293,-5.9088097,-5.0159945
258,-1.740462,-1.5655218,-0.34454143,-4.96926,-4.5532403,-5.4338045,-3.406916,-0.47188315,2.6908982
259,3.1093524,-2.6461387,-4.6202383,-4.687554,-6.0931354,0.52203953,-1.3360834,-0.665022,-4.7511687
260,-4.096518,-1.9966686,-6.3383822,-0.9595263,-5.192443,2.794612,-1.2618712,-1.2725568,-3.647309
261,-0.1407657,-5.0770955,-3.4791512,-4.4923415,3.1339493,-5.168396,-4.095258,-0.60319245,-4.4160976
262,-3.3239422,-2.7036157,-4.5719604,2.607236,-6.26424,-4.707516,-5.7142053,-0.2843977,-4.987202
263,-2.2748873,-0.8123125,-0.7481975,3.0951083,-3.3286085,-6.1874075,-2.2848332,-0.33938807,-4.0067544
264,-1.0620583,-4.413378,-0.033513963,-6.3120747,-5.314318,-0.33774278,2.7970781,-0.93596405,-3.6999464
265,2.5628247,-3.4297569,-5.7742944,-6.443721,-4.310993,-1.0314937,-2.9226375,-4.980547,-5.2600794
266,-4.7209687,2.7065382,-5.5140476,-5.2192507,-5.6528783,-3.213508,-3.9722917,-1.4166071,-5.0587916
267,-0.59033525,-1.3044047,-1.0610802,2.9528463,-5.8046083,-3.1033766,0.17514855,-0.26561478,-2.7724059
268,-5.5037317,-3.2069492,-0.65037787,2.7984123,-3.7423654,-6.0415587,-5.229016,-0.20867059,-3.0235689
269,-5.0127807,-1.8322743,-1.6991643,-6.482034,-4.367458,-1.1398733,2.89491,-0.53639966,-3.727548
270,-1.0987175,-1.6826986,2.711949,-4.141836,-5.4197736,0.07029033,-3.570618,-6.2301774,-5.354958
271,-5.2277365,-2.4089837,-0.20987234,-3.2259204,3.0034204,-1.6961014,-2.8046272,-0.83850336,-3.738785
272,-3.3324978,-4.795932,-5.173208,-6.2526636,-3.7123027,-1.1955633,-4.332753,-0.57914215,2.9698343
273,-1.7985153,-0.35417354,-5.857743,-4.6862426,2.9046102,-2.4642339,-1.1030164,-0.8188783,-5.2106843
274,-4.0604267,2.661692,-2.7463877,-5.087793,-6.1365786,-3.333066,-5.7680244,-2.0243235,-3.2494466
275,-4.428975,-2.3619497,-3.7062266,2.7672846,-1.406136,-0.62360984,-2.4079878,-1.8722186,-5.02738
276,-6.4324436,-0.56336343,-4.824042,-6.0322747,-2.659719,-2.6899502,2.4167466,-0.6965541,-4.9897804
277,-2.9958985,2.8131948,-6.503592,-6.1261225,-4.995808,-0.8480724,-0.69663936,-0.8079487,-4.4874077
278,-0.83848304,-2.1786828,-0.14957404,-5.5550923,-3.0327353,2.7473593,-0.28983557,-0.9184952,-3.5891306
279,-3.485887,2.5566442,-2.6759958,-4.6273055,-5.56991,-4.1204195,-5.0875936,-1.1703768,-5.2455206
280,-2.7518492,-3.1827042,2.6475835,-3.5560105,-2.3005219,-4.07778,-6.3154116,-1.0201616,-4.2691827
281,2.47343,-2.1179624,-2.2892628,-5.71054,-6.2333927,-3.4681134,-1.4599426,-0.8841765,-3.9124887
282,2.9112027,-3.16449,-0.41342503,-5.0336647,-5.3585644,-3.7605767,-1.8760339,-0.61947685,-4.984035
283,-4.893949,-5.144688,-0.10304621,-4.2018023,-4.8360996,2.7076375,-1.8901434,-2.3197358,-5.474432
284,-4.85525,-3.882247,-0.41415158,-2.2827158,-5.7811065,-5.182883,2.6548655,-5.3174214,-4.6379333
285,-0.7402299,-2.4395466,-1.660304,-6.047515,-2.988662,2.8353481,-0.5609378,-0.7840827,-5.2339964
286,-2.8728995,-0.55307585,-0.1188826,-5.295953,-5.5712123,2.7360764,-5.1075883,-0.34829232,-4.7811866
287,-4.56137,-0.9242339,-0.7407092,3.0144324,-5.4284663,-2.2309632,-5.5105724,-0.2770687,-2.7277725
288,-5.7964234,2.8047445,-4.182722,-4.039151,-4.632876,-5.8216386,-2.27834,-0.65633774,-1.6550641
289,2.6929429,-5.266742,-5.17646,-1.0954202,-6.4369545,-0.96731186,-6.2004833,-0.46386632,-2.7751193
290,-3.2680016,-0.9049797,-2.1964722,-5.9783225,-6.691289,2.731299,-0.49491903,-1.5204211,-3.859238
291,-5.670177,-1.0752842,-3.890766,-4.903613,-6.0141,-4.7664332,-0.7764034,-0.09866089,2.6401746
292,-1.2770584,-4.352635,0.03276044,-4.1364303,-2.350007,3.0625768,-2.9146156,-0.9566915,-4.46299
293,-4.3792734,-0.83030206,-0.6273602,-2.2905564,2.7274053,-3.7587893,-1.0424297,-1.5699075,-4.127798
294,-6.0069838,-1.2526145,-5.9873104,3.2584531,-2.232102,-1.6101785,-6.3223767,-0.6875622,-4.532751
295,-3.7225816,-5.379387,-0.66212416,-5.223602,-6.1659927,3.067669,-0.17774051,-2.4505568,-3.4023414
296,-3.5725346,2.7478666,-5.9399447,-5.527702,-6.44362,-6.307752,-2.8103492,-1.1293778,-3.9476614
297,-5.1296363,-0.9911572,-1.4096091,-1.1755363,-1.7341994,-3.1640387,-2.6371536,0.17904419,2.4910862
298,-3.8670013,-5.2883587,2.8992357,-4.975371,-6.24524,-5.0244546,-5.1624923,-0.45813993,-1.2035861
299,2.6770535,-1.7281147,-3.2740839,-5.646416,-5.4750934,-2.891366,-5.6969833,-0.32302904,-4.4585114
300,-5.5637326,2.5869627,-4.0478964,-5.813717,-4.8575144,-5.0956883,-0.79634625,-3.5281932,-3.7056067
301,-2.7886794,-5.475713,-5.728122,3.0681293,-3.9749153,-1.7130691,-0.685476,-0.07722139,-2.4424505
302,2.9930735,-4.164996,-0.2837562,-6.6529975,-5.317434,-5.505244,-5.0252876,-0.6327641,-2.0440683
303,3.0492072,-2.3866367,-0.28479436,-4.354106,-4.0904727,-4.01099,-1.1054707,-1.7385093,-4.4444695
304,-3.460936,-5.399225,-1.2592255,2.7553222,-4.2071304,-2.8830452,-5.1014953,-0.5752747,-4.6723533
305,2.8418152,-2.1624417,-4.369458,-3.6094124,-5.461826,-1.8422694,-0.8302735,-0.5912126,-3.3418436
306,-4.4947896,-2.3842394,-5.893591,-1.0920413,-6.0795445,-3.8895864,2.5941992,-4.939792,-5.1987743
307,-1.5050268,-4.0635633,0.26786983,-5.591728,-4.1793528,-5.644139,-5.5912356,-0.25505334,2.7416897
308,-5.4942183,-4.298585,-1.5297446,-4.0010495,-5.6079392,2.959614,-0.26669738,-0.6745857,-2.487825
309,-5.0811763,-6.2914553,-0.43959522,-3.7326636,-5.9806094,2.6902225,-5.328465,-4.486669,-3.744232
310,-1.3868908,-5.489029,-0.17298537,-0.5883269,-3.9780166,-1.7143457,2.8454096,-0.41989607,-3.3765614
311,-5.196098,-2.1755419,-0.27571356,-5.8488064,-5.7778325,-0.37347716,2.6320767,-1.648299,-3.576403
312,-6.3165812,2.7770243,-1.4409924,-5.8218665,-5.011435,-2.8262002,-4.8823442,-0.531688,-3.856464
313,-0.25168058,-2.67057,-4.3497887,-1.4102273,-4.13776,-2.2070825,2.733639,-0.5344643,-2.435057
314,-0.9777074,-0.82984185,-1.4951463,-3.791358,-6.0019355,-5.327195,-5.7162237,-0.4621076,2.91137
315,-5.552867,-1.983417,-1.6558337,-4.73756,3.167572,-2.0654185,-1.7600603,-0.457213,-2.6870916
316,-3.739916,-2.4913888,-0.7879338,-0.8676549,-0.8397337,2.981377,-0.153763,-0.64849716,-4.2164617
317,-5.6304736,-4.1111474,-4.9182754,-3.457617,2.790635,-6.252199,-4.4253273,-0.39024982,-4.371767
318,-2.4062467,-0.85440135,0.40069586,2.7834508,-5.8610396,-3.2734597,-2.0777743,-0.4823744,-2.9646494
319,-2.1797729,2.4855008,-4.648549,-1.9491732,-6.3768015,-0.90081704,-1.3164374,-0.60126704,-5.1016555
320,-0.46028328,-1.5515357,-6.286939,-6.414636,-1.7578384,-0.3787213,2.6762297,-0.35124418,-1.6706806
321,-5.4869523,-3.805212,0.3165595,-5.9117217,3.2440083,-4.9706717,-4.3659153,-0.71181285,-5.16095
322,2.867938,-1.0842782,-2.1942244,-5.3048787,-6.3842473,-4.0423756,-3.5063102,-0.3880942,-0.25956208
323,-1.3456249,-1.1403648,2.4924107,-4.7297993,-4.9581203,-1.8729678,-6.3029737,-2.8839555,-3.8042128
324,-0.8189141,-4.0838623,-0.03193748,2.7275374,-2.4635596,-3.848026,-0.043670774,-0.5437547,-4.868643
325,-2.907584,-6.085766,-1.0225419,-0.93256444,-2.5740724,-5.749852,2.7476022,-0.9437778,-4.0427246
326,-0.80564576,-2.619591,-4.0743675,-5.7593493,-3.7729433,2.4867494,-0.9190907,-0.67531425,-4.329935
327,-3.287252,-1.0442898,-5.012424,-0.55417573,-4.2359962,2.924965,-5.7017674,-0.44604242,-0.78476596
328,-1.0951942,-4.511936,-0.2828456,-2.0860248,-5.3340745,2.696845,-2.3947983,-0.2930492,-0.9307018
329,2.5833294,-1.7111605,-1.875666,-1.5486516,-6.2676315,-2.680091,-5.263381,-0.51980007,-4.326026
330,-0.83409536,-4.825234,-2.742519,-2.812256,-6.055,-5.061394,-6.0442166,-0.18801972,2.7180932
331,-4.9251714,-2.5055785,-0.6037774,-4.6900163,2.7479522,-6.2095428,-5.337627,-2.920385,-3.393887
332,-0.9967429,-0.94086933,-1.7418022,2.5152304,-3.576103,-5.237332,-0.6266467,-0.2218321,-4.7699943
333,2.9851398,-2.0687585,-3.3530204,-1.4000263,-0.81895465,-1.0104101,-1.1080995,-1.0524769,-3.6767433
334,-3.90824,-4.8601465,-0.5024211,-5.6305304,3.1451359,-1.447554,-2.030903,-0.61315453,-4.261861
335,-1.3515564,-4.9855366,-0.03920102,2.8136537,-5.7080164,-3.7790134,-5.944508,-0.01100117,-2.5338202
336,-5.2602386,2.4996502,-5.0459447,-4.628284,-5.6649156,-3.4812615,0.13865465,-0.5461643,-2.3801732
337,-5.761013,-4.047687,-4.5555453,-4.7585607,3.034727,-2.05195,-2.121328,-0.5403175,-2.4749317
338,-4.627324,-1.2893579,-1.0753207,-1.6682248,-5.223877,-1.1020029,-1.8192251,-0.3853255,2.8009503
339,-6.1138186,-3.6760578,2.8036537,-5.7136264,-6.371234,-4.046574,-5.9156475,-0.4883924,-5.176008
340,-5.6570134,-1.1145222,-1.8740736,-1.29109,-1.8819402,2.8677843,-2.4806418,-0.87187487,-5.0482845
341,-3.2651885,-4.8472776,2.7157328,-5.325198,-2.3033838,-2.4372215,-5.3832245,-0.38576335,-3.8429759
342,2.402032,-2.4003801,-3.9088402,-1.8431675,-3.610275,-0.54262173,-1.9451321,-5.4552565,-3.6065772
343,-5.716045,2.8655043,-1.0530847,-0.56059355,-5.269676,-1.2530133,0.14711666,-0.8528619,-1.1290834
344,-6.159337,-1.8790257,-1.1367098,-5.214082,2.8716993,-5.8478813,-4.2738247,-1.1468593,-5.1040487
345,-0.011300713,-3.1763766,-0.75545436,-6.0606503,-6.705229,2.7703815,-1.4477385,-0.79373515,-4.2565126
346,-4.5995054,2.6245267,-0.57643735,-5.713236,-3.2863257,-1.6260083,-3.8611329,-0.51979506,-3.9529858
347,-6.014274,2.7232814,-4.244919,-4.549713,-6.1348667,-5.5864882,-0.6526234,-2.2509394,-1.7191919
348,3.01526,-3.5975766,-0.011145711,-6.52886,-5.181882,-3.7619069,-0.02728492,-0.5840159,-3.5620053
349,-0.47903103,-2.9395459,-3.261185,-5.4843545,-5.616087,-1.6035798,2.4308794,-1.0794624,-4.387026
350,-3.2892218,-1.2218609,-2.9132712,-3.222917,3.1139688,-2.1092439,-1.1390808,-0.5761143,-3.7463377
351,-2.4787407,-0.614644,-2.4323554,0.0008322,-3.0380058,2.6701882,-0.4400757,-0.21241632,-3.0276742
352,-1.9336569,-1.3202946,-1.468088,2.8126807,-6.2787232,-4.1983223,-1.370039,-0.3729086,-3.6720893
353,-1.5100303,2.4362211,-1.2450774,-4.3231587,-5.1476846,-5.1237082,-6.0078983,-4.2999277,-4.320319
354,-0.16281077,-4.091633,-0.5761242,2.710986,-3.8596902,-4.0352726,-3.406684,-0.6636064,-4.0019236
355,-0.7471391,-2.3175855,-5.645278,-3.829575,-4.247262,2.7841392,-4.0159416,-0.7649118,-3.8053527
356,-3.3804913,-5.0802593,-4.5865393,3.0241916,-1.8217412,-5.3490324,0.1182152,-1.0468749,-4.0865226
357,-3.5293343,2.2783465,-6.2617497,-4.8528323,-5.765286,-2.2809906,-2.105234,-1.3008268,-5.308409
358,-0.6997971,-1.3210874,2.640152,-6.1639533,-0.29693165,-0.8047341,-0.88422453,-0.5902651,-1.901863
359,-5.383022,-2.16769,-1.7508092,-4.0498323,-3.7565575,-4.8629827,-0.7540977,-0.3319796,2.9173675
360,-0.41698632,-2.5135074,-5.920789,-0.26822546,-4.3790436,-1.6001062,2.7104335,-0.8736683,-4.894795
361,-5.029451,-2.1840558,-2.115653,-3.3857834,-1.9439799,-6.2974324,2.7270372,-0.592969,-4.5541787
362,-2.5520031,-1.7923281,-4.012837,-3.9748926,-4.458288,-1.5297921,-1.2930155,-0.38581234,2.8283772
363,2.952114,-3.6346283,-4.4199343,-0.97859263,-6.1085596,-1.2312484,-5.2897162,-0.6379832,-4.494837
364,-2.3483129,-0.8258712,-4.69174,2.8171773,-5.9440956,-2.3355427,-5.100222,-0.10195619,-3.131929
365,2.803512,-3.7032886,-3.2061996,-5.9602156,-5.747274,-0.9377589,-0.13114706,-0.72151554,-3.9162765
366,2.8127995,-3.1837027,-3.0664315,-5.188647,-6.1677413,-0.45456666,-2.506375,-4.687477,-3.4211087
367,-3.4569972,-1.6622437,-1.0891483,-5.664375,-4.6744704,-0.6934594,2.6457787,-1.4594234,-4.6545386
368,0.056610525,-3.7396476,-1.6094787,-5.8130984,-4.8548565,-4.0812807,-3.7099764,-0.3250942,2.623236
369,-4.091131,-0.3770645,-1.404183,-3.7956614,-5.2001357,-5.5915895,-4.3357086,-0.42759925,2.5559354
370,-1.3559761,-1.5030639,-1.5456161,-3.46424,-5.796923,2.8718932,-2.569477,-0.4493708,-5.026088
371,3.0479848,0.08800632,-4.0293703,-2.1987274,-6.2204523,-4.5101686,-5.3306975,-0.62518704,-0.6088452
372,0.020021677,-2.5821252,-1.2383194,-1.1144423,3.0191588,-5.888893,-3.1317441,-0.5574237,-4.372463
373,-2.5904982,-4.8590527,-2.2303028,-6.027632,2.9370372,-3.1295977,-4.5728164,-0.74280244,-4.4148817
374,-1.485745,-0.75913453,-2.29369,-3.9481797,-4.0029902,-3.266378,-3.319985,0.090658665,2.783842
375,-5.3808293,2.563786,-2.7183044,-4.3991566,-6.065519,-1.6864188,-1.1430249,-0.49623537,-3.6472511
376,-5.9599214,-1.7959552,-0.6742564,-4.629928,-5.0555315,-0.9179006,2.8857052,-0.6598816,-3.7723808
377,-0.50081015,-3.7061486,-1.3847334,-6.04479,3.0490465,-2.22917,-6.0543876,-0.44903484,-3.6990585
378,-0.7261894,0.17724258,-0.29641858,-6.1555305,-2.2268624,-4.034321,-0.7735488,-0.66402125,2.7375178
379,-6.0611176,2.355692,-5.6084733,-5.1813693,-5.332111,-4.5760717,-3.8591282,-5.306618,-3.2150366
380,0.06906164,-5.1442666,-5.2634335,-1.8321186,-4.925222,-4.3570995,-1.1619407,-0.15909886,2.8185084
381,0.31753385,0.05157721,-2.5244794,-1.3131766,-4.2999196,-3.5014827,2.8814476,-0.5731453,-4.8113184
382,-3.6735122,-1.0444648,-2.2045746,-6.8127956,2.8319778,-4.435139,-3.074298,-0.4834195,-3.3483267
383,-1.1942773,-2.4088354,-0.8808852,-1.4970672,-5.2881575,2.62748,-1.0247024,-1.7847708,-4.789768
384,2.7743945,-5.1303353,-2.6840556,-1.8215848,-5.3108253,-2.5037544,-1.7044437,-2.3117127,-4.3063736
385,-4.245533,-1.6571738,-1.6070112,2.940651,-4.2534347,-5.608312,-1.5436192,-0.5347987,-3.8751369
386,-5.7396426,-6.8846197,-6.1315584,-6.8009696,2.5992997,-4.603001,-5.6803303,-0.21104138,-1.9863632
387,-4.948729,0.3319748,-1.9002569,-2.5529056,-4.012309,-1.1110444,-1.4489703,-0.5667446,2.9085357
388,2.5889807,-1.0593271,-2.4230657,-5.39887,-6.125075,-2.0590286,-4.842356,-1.3743801,-3.852989
389,-1.1173098,-4.9062796,-4.70519,-1.4504671,3.0025382,-4.2381907,-4.7820663,-0.57290196,-3.6790497
390,-1.6610096,-3.229894,-0.16291314,-1.2174699,-3.36376,-4.4146156,2.997104,-0.86822647,-3.2237256
391,-5.311205,-2.979728,-2.7794855,2.6595821,-4.5609097,-5.1145883,-1.5462912,-2.2586093,-4.8582315
392,-0.20130956,-4.591052,-4.0719004,-5.7992015,-1.59107,2.8303986,-6.8275547,-1.2604592,-3.1415787
393,-4.744347,-6.541897,2.30219,-4.8518543,-4.1277294,-5.7245846,-3.00963,-1.4986831,-5.5832014
394,-6.2038565,2.8339853,-0.15978986,-6.0661964,-5.805941,-4.1265416,-1.1748177,-1.0189668,-3.7682273
395,-5.015034,-1.6166039,-5.2617445,-4.7909575,-2.6100664,-5.204982,-4.6621675,-0.65586364,3.169503
396,-2.2622657,-0.73833096,2.7945197,-5.5170693,-6.457053,-1.011348,-1.458926,-0.4334388,-4.5558987
397,-3.3879611,2.5890777,-1.2377874,-1.2842638,-1.1060152,-5.068508,-2.5746245,-1.2660196,-4.9527206
398,-5.574899,2.6593904,-4.327317,-4.832732,-4.384592,-0.6329793,-0.5255109,-0.32900447,-3.793688
399,-0.7607123,-3.689413,-3.9754267,2.7223933,-6.6316714,-3.4270048,-2.7761264,-0.98473674,-5.6968713
400,-2.285152,-2.0537436,-1.539325,-3.7046869,-5.882678,-4.5677,2.835008,-3.1309295,-4.5972643
401,-5.5224924,-2.737744,-1.2853494,-4.1047993,-5.550973,2.748998,-1.6596229,-0.55533266,-4.7896323
402,-2.8741932,-4.872235,-1.2650592,2.5593312,-6.417638,-4.6615634,-1.8804606,-0.44801733,-4.4361
403,-3.3669305,2.258995,-2.084074,-6.140328,-5.2566094,-4.9235945,-4.127744,-0.367271,-2.9381669
404,-1.298451,-4.8745427,-3.8913004,2.6742792,-4.978261,-0.54626894,-1.551187,-0.9683068,-3.6204994
405,-4.1620913,-1.0464283,-0.36707234,-5.3689127,-3.4672382,2.8993344,-2.5407414,-1.2181149,-5.378356
406,-0.9091246,0.3006066,-1.4306028,-0.373367,-4.3844113,-5.971026,-5.2106028,-0.3357404,3.074132
407,-1.2352145,-0.44813204,-3.7817497,-5.3966045,-4.6854057,-1.5384979,-2.8413103,-0.3508842,2.8663683
408,0.039980352,-2.8608634,0.48084545,-1.8534188,-2.6464047,-0.68974286,2.8273985,-0.61229295,-3.2765343
409,2.9076693,-5.8967037,-2.2470155,-4.584409,-5.236432,-5.276061,-3.0812094,-0.9587467,-4.01038
410,-2.5188806,0.19873506,-0.20338142,-5.491281,-1.378403,-4.8867373,2.9831247,-0.9594638,-4.7239733
411,2.7259195,-0.7025379,-1.8813972,-2.76928,-6.4357467,-1.0511849,-4.4549985,-0.8423096,-4.494377
412,-4.3681927,2.7788966,-0.61522025,-1.0352619,-5.0636244,-1.7378343,-0.51133204,-1.219058,-4.0021515
413,-4.1835527,-0.9025347,-4.0124245,3.0218883,-2.237958,0.48640025,-0.16567764,-0.6634545,-3.8231473
414,-6.1309667,-2.3407738,-4.0658903,-6.019945,2.8909543,-5.6864123,-5.035769,-0.45502177,-5.347962
415,-1.4926629,-4.743953,-0.77640927,2.9982271,-5.4250507,-5.237743,-5.16452,-3.585908,-5.20059
416,-1.2336571,-3.3178167,-1.1058953,-3.417708,-6.4379497,-4.653141,2.7370512,-0.50772846,-5.5369873
417,-4.724795,-0.68728435,-3.3084507,-3.6935198,-4.956297,-5.420275,-0.3241393,-0.40512455,2.946684
418,-4.528096,-1.2764109,-2.0149941,2.5424662,-5.5774846,-5.055717,-1.3752052,-0.27423558,-4.723837
419,-3.454775,-2.7382078,-1.9929723,-1.6978984,2.802279,-4.6650734,-1.5680637,-0.31555307,-2.5759218
420,-1.3265787,-5.6088715,-0.63474,-1.974278,3.1417425,-5.1441436,-2.6729841,-1.0744474,-4.2445097
421,-4.000634,-3.4807327,-0.14321429,-5.260797,-6.13689,-5.698389,-3.4778733,-0.5094617,2.7921379
422,-0.4865326,-3.6967807,-0.10652515,-0.8618623,-7.017966,2.626181,-5.770602,-0.6026449,-5.744404
423,-0.45046747,-1.4558835,3.1030977,-4.494774,-5.3452916,-3.9789774,0.24588025,-0.9477377,-3.4698598
424,-6.1862817,2.4334707,-0.67839,-6.3560658,-5.96356,-5.014991,-4.778639,-0.4709881,-3.5136728
425,-4.2649975,-1.7364037,-1.5522703,-0.92236894,-5.4044275,0.16162872,-0.47596565,-0.7529344,2.9943898
426,-1.4142227,-5.885045,-2.6780097,-4.6265717,2.840615,-3.7897623,-1.9968979,-0.42017815,-4.703435
427,-3.4767008,-6.1930704,-1.433902,2.8941593,-5.8465457,-5.7038865,-1.79156,-0.4850897,-4.2585535
428,2.8658843,-2.865892,-1.9259492,-1.1861403,-2.7867084,-1.2280124,-0.46450198,-0.4019382,-5.083461
429,-5.5778956,-1.3877264,-0.26026905,-5.9326725,-5.734393,-3.6524332,-5.3663282,-0.4588774,2.6897
430,-5.5729394,-2.8919864,-1.7571167,-3.7826517,-5.5059624,-3.4462883,2.2989547,-0.6870642,-3.6267967
431,-2.5983562,-5.2657084,-1.7403057,-5.3734818,-5.750315,-1.7548225,-0.26423422,-0.39679512,2.6985607
432,-1.3345238,-4.815852,-2.8132923,-2.3224072,-5.8761797,2.8962266,-2.69947,-1.3991871,-3.4270666
433,-1.7559934,-3.047594,2.8359401,-1.2708185,-5.82931,-1.1033087,-5.169676,-0.254712,-4.036697
434,-2.1762962,-1.7394513,-0.5799156,-2.0072064,-4.2363806,2.9198287,-6.3550596,-0.47302398,-1.735638
435,-4.5230446,2.5407398,-1.6478035,-1.1920433,-4.791852,-6.436288,-5.593061,-1.1418064,-3.174552
436,-1.2921665,-2.0124846,0.45445585,2.9698596,-6.038287,-5.4293437,-1.8814113,-0.79892945,-4.219321
437,-4.094817,-0.7518777,2.555166,-3.6335192,-5.2178254,-4.0602517,-3.7454793,-0.5167361,-0.8050186
438,-5.6855526,-4.2672987,2.967023,-5.9243593,-6.499679,-3.0395908,-3.4447942,-0.5662393,-3.2950861
439,-6.010653,-2.3233821,-0.88275886,-5.4396358,2.8500378,-1.9951512,-2.8174646,-0.50337154,-4.7870307
